lon,lat,adequabilidade,incerteza_integrada,adequabilidade_binaria,incerteza_binaria,classe,classe_nome
-60.583333333333336,4.250000000000003,0.14369548857212067,0.5082847476005554,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,4.250000000000003,0.10175801813602448,0.472571462392807,0,1,2,Baixa adequabilidade / alta incerteza
-60.25,4.250000000000003,0.044628385454416275,0.4054248332977295,0,0,0,Baixa adequabilidade / baixa incerteza
-60.083333333333336,4.250000000000003,0.034577444195747375,0.38895535469055176,0,0,0,Baixa adequabilidade / baixa incerteza
-59.91666666666667,4.250000000000003,0.026121141389012337,0.37697333097457886,0,0,0,Baixa adequabilidade / baixa incerteza
-61.75,4.083333333333336,0.10278555750846863,0.46754229068756104,0,1,2,Baixa adequabilidade / alta incerteza
-61.583333333333336,4.083333333333336,0.2248930037021637,0.6081708669662476,1,1,3,Alta adequabilidade / alta incerteza
-61.41666666666667,4.083333333333336,0.31362220644950867,0.5894036889076233,1,1,3,Alta adequabilidade / alta incerteza
-61.25,4.083333333333336,0.241376593708992,0.5402224063873291,1,1,3,Alta adequabilidade / alta incerteza
-61.083333333333336,4.083333333333336,0.2793794274330139,0.5374957323074341,1,1,3,Alta adequabilidade / alta incerteza
-60.91666666666667,4.083333333333336,0.26140886545181274,0.47814977169036865,1,1,3,Alta adequabilidade / alta incerteza
-60.75,4.083333333333336,0.2728954255580902,0.46295836567878723,1,1,3,Alta adequabilidade / alta incerteza
-60.583333333333336,4.083333333333336,0.19001154601573944,0.4995148479938507,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,4.083333333333336,0.20761412382125854,0.5232904553413391,1,1,3,Alta adequabilidade / alta incerteza
-60.25,4.083333333333336,0.1234646812081337,0.47391587495803833,0,1,2,Baixa adequabilidade / alta incerteza
-60.083333333333336,4.083333333333336,0.10318773984909058,0.4758113920688629,0,1,2,Baixa adequabilidade / alta incerteza
-59.91666666666667,4.083333333333336,0.04127930849790573,0.41306865215301514,0,0,0,Baixa adequabilidade / baixa incerteza
-51.41666666666667,4.083333333333336,0.46958526968955994,0.6539081931114197,1,1,3,Alta adequabilidade / alta incerteza
-64.25,3.916666666666669,0.023540660738945007,0.27704429626464844,0,0,0,Baixa adequabilidade / baixa incerteza
-62.583333333333336,3.916666666666669,0.08752080798149109,0.4733837842941284,0,1,2,Baixa adequabilidade / alta incerteza
-62.41666666666667,3.916666666666669,0.15525586903095245,0.5136784911155701,0,1,2,Baixa adequabilidade / alta incerteza
-62.25,3.916666666666669,0.07384700328111649,0.4250011444091797,0,0,0,Baixa adequabilidade / baixa incerteza
-62.083333333333336,3.916666666666669,0.12006358057260513,0.49132490158081055,0,1,2,Baixa adequabilidade / alta incerteza
-61.91666666666667,3.916666666666669,0.1767965853214264,0.5206329822540283,0,1,2,Baixa adequabilidade / alta incerteza
-61.75,3.916666666666669,0.2201409488916397,0.43776753544807434,1,0,1,Alta adequabilidade / baixa incerteza
-61.583333333333336,3.916666666666669,0.3743961751461029,0.5389485359191895,1,1,3,Alta adequabilidade / alta incerteza
-61.41666666666667,3.916666666666669,0.2996191084384918,0.5157012939453125,1,1,3,Alta adequabilidade / alta incerteza
-61.25,3.916666666666669,0.19946631789207458,0.5022274255752563,0,1,2,Baixa adequabilidade / alta incerteza
-61.083333333333336,3.916666666666669,0.17892992496490479,0.44705915451049805,0,1,2,Baixa adequabilidade / alta incerteza
-60.91666666666667,3.916666666666669,0.14937838912010193,0.35359206795692444,0,0,0,Baixa adequabilidade / baixa incerteza
-60.75,3.916666666666669,0.15230253338813782,0.4196755588054657,0,0,0,Baixa adequabilidade / baixa incerteza
-60.583333333333336,3.916666666666669,0.13355648517608643,0.4748230278491974,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,3.916666666666669,0.13955438137054443,0.49164408445358276,0,1,2,Baixa adequabilidade / alta incerteza
-60.25,3.916666666666669,0.1785842478275299,0.4886477589607239,0,1,2,Baixa adequabilidade / alta incerteza
-60.083333333333336,3.916666666666669,0.10834062844514847,0.4608607292175293,0,1,2,Baixa adequabilidade / alta incerteza
-59.91666666666667,3.916666666666669,0.10897625237703323,0.47843626141548157,0,1,2,Baixa adequabilidade / alta incerteza
-59.75,3.916666666666669,0.17819663882255554,0.5339391231536865,0,1,2,Baixa adequabilidade / alta incerteza
-51.583333333333336,3.916666666666669,0.5445242524147034,0.6629064679145813,1,1,3,Alta adequabilidade / alta incerteza
-51.41666666666667,3.916666666666669,0.47131407260894775,0.6874275803565979,1,1,3,Alta adequabilidade / alta incerteza
-64.08333333333333,3.7500000000000027,0.019842995330691338,0.2855893671512604,0,0,0,Baixa adequabilidade / baixa incerteza
-63.91666666666667,3.7500000000000027,0.020646462216973305,0.37911882996559143,0,0,0,Baixa adequabilidade / baixa incerteza
-63.75,3.7500000000000027,0.02149188332259655,0.2817217707633972,0,0,0,Baixa adequabilidade / baixa incerteza
-63.583333333333336,3.7500000000000027,0.009979446418583393,0.4034040570259094,0,0,0,Baixa adequabilidade / baixa incerteza
-63.41666666666667,3.7500000000000027,0.0709448754787445,0.46427828073501587,0,1,2,Baixa adequabilidade / alta incerteza
-62.583333333333336,3.7500000000000027,0.1263396143913269,0.5423530340194702,0,1,2,Baixa adequabilidade / alta incerteza
-62.41666666666667,3.7500000000000027,0.11601220071315765,0.47864142060279846,0,1,2,Baixa adequabilidade / alta incerteza
-62.25,3.7500000000000027,0.09981334209442139,0.4652702212333679,0,1,2,Baixa adequabilidade / alta incerteza
-62.083333333333336,3.7500000000000027,0.18530316650867462,0.49611496925354004,0,1,2,Baixa adequabilidade / alta incerteza
-61.91666666666667,3.7500000000000027,0.2714889645576477,0.4361480176448822,1,0,1,Alta adequabilidade / baixa incerteza
-61.75,3.7500000000000027,0.08584509044885635,0.441441148519516,0,1,2,Baixa adequabilidade / alta incerteza
-61.583333333333336,3.7500000000000027,0.24914692342281342,0.4282158613204956,1,0,1,Alta adequabilidade / baixa incerteza
-61.41666666666667,3.7500000000000027,0.2364310622215271,0.5334963798522949,1,1,3,Alta adequabilidade / alta incerteza
-61.25,3.7500000000000027,0.15688760578632355,0.4423222541809082,0,1,2,Baixa adequabilidade / alta incerteza
-61.083333333333336,3.7500000000000027,0.12572234869003296,0.4753544330596924,0,1,2,Baixa adequabilidade / alta incerteza
-60.91666666666667,3.7500000000000027,0.1181301400065422,0.4488273561000824,0,1,2,Baixa adequabilidade / alta incerteza
-60.75,3.7500000000000027,0.17091268301010132,0.4902191460132599,0,1,2,Baixa adequabilidade / alta incerteza
-60.583333333333336,3.7500000000000027,0.15086005628108978,0.49258390069007874,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,3.7500000000000027,0.13661408424377441,0.4892486035823822,0,1,2,Baixa adequabilidade / alta incerteza
-60.25,3.7500000000000027,0.16427017748355865,0.4866291582584381,0,1,2,Baixa adequabilidade / alta incerteza
-60.083333333333336,3.7500000000000027,0.18625479936599731,0.4933031499385834,0,1,2,Baixa adequabilidade / alta incerteza
-59.91666666666667,3.7500000000000027,0.15630891919136047,0.4902039170265198,0,1,2,Baixa adequabilidade / alta incerteza
-51.75,3.7500000000000027,0.5624676942825317,0.5777543783187866,1,1,3,Alta adequabilidade / alta incerteza
-51.583333333333336,3.7500000000000027,0.5429672598838806,0.6899291276931763,1,1,3,Alta adequabilidade / alta incerteza
-51.41666666666667,3.7500000000000027,0.50602787733078,0.677905261516571,1,1,3,Alta adequabilidade / alta incerteza
-51.25,3.7500000000000027,0.5195745229721069,0.6789491772651672,1,1,3,Alta adequabilidade / alta incerteza
-63.91666666666667,3.5833333333333357,0.011989696882665157,0.3799956142902374,0,0,0,Baixa adequabilidade / baixa incerteza
-63.75,3.5833333333333357,0.0339009091258049,0.3812396824359894,0,0,0,Baixa adequabilidade / baixa incerteza
-63.583333333333336,3.5833333333333357,0.02498811110854149,0.29924076795578003,0,0,0,Baixa adequabilidade / baixa incerteza
-63.41666666666667,3.5833333333333357,0.04076273739337921,0.43427348136901855,0,0,0,Baixa adequabilidade / baixa incerteza
-63.25,3.5833333333333357,0.08566083759069443,0.468324214220047,0,1,2,Baixa adequabilidade / alta incerteza
-63.083333333333336,3.5833333333333357,0.13061915338039398,0.5206636190414429,0,1,2,Baixa adequabilidade / alta incerteza
-62.91666666666667,3.5833333333333357,0.022908203303813934,0.2881445288658142,0,0,0,Baixa adequabilidade / baixa incerteza
-62.75,3.5833333333333357,0.017052946612238884,0.29274359345436096,0,0,0,Baixa adequabilidade / baixa incerteza
-62.583333333333336,3.5833333333333357,0.08310739696025848,0.4584701657295227,0,1,2,Baixa adequabilidade / alta incerteza
-62.41666666666667,3.5833333333333357,0.173917755484581,0.482460081577301,0,1,2,Baixa adequabilidade / alta incerteza
-62.25,3.5833333333333357,0.11201350390911102,0.39097297191619873,0,0,0,Baixa adequabilidade / baixa incerteza
-62.083333333333336,3.5833333333333357,0.11641595512628555,0.47075313329696655,0,1,2,Baixa adequabilidade / alta incerteza
-61.91666666666667,3.5833333333333357,0.21073870360851288,0.43209603428840637,1,0,1,Alta adequabilidade / baixa incerteza
-61.75,3.5833333333333357,0.3442972004413605,0.4390324354171753,1,0,1,Alta adequabilidade / baixa incerteza
-61.583333333333336,3.5833333333333357,0.33593451976776123,0.511419415473938,1,1,3,Alta adequabilidade / alta incerteza
-61.41666666666667,3.5833333333333357,0.20127275586128235,0.4373486638069153,0,0,0,Baixa adequabilidade / baixa incerteza
-61.25,3.5833333333333357,0.16151566803455353,0.410853773355484,0,0,0,Baixa adequabilidade / baixa incerteza
-61.083333333333336,3.5833333333333357,0.14202389121055603,0.5016800761222839,0,1,2,Baixa adequabilidade / alta incerteza
-60.91666666666667,3.5833333333333357,0.13970185816287994,0.4673171937465668,0,1,2,Baixa adequabilidade / alta incerteza
-60.75,3.5833333333333357,0.14149650931358337,0.4676809012889862,0,1,2,Baixa adequabilidade / alta incerteza
-60.583333333333336,3.5833333333333357,0.13552401959896088,0.4835275411605835,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,3.5833333333333357,0.11893750727176666,0.4682590067386627,0,1,2,Baixa adequabilidade / alta incerteza
-60.25,3.5833333333333357,0.13159461319446564,0.4711301326751709,0,1,2,Baixa adequabilidade / alta incerteza
-60.083333333333336,3.5833333333333357,0.12246004492044449,0.47090592980384827,0,1,2,Baixa adequabilidade / alta incerteza
-59.91666666666667,3.5833333333333357,0.09512711316347122,0.43633243441581726,0,0,0,Baixa adequabilidade / baixa incerteza
-51.75,3.5833333333333357,0.5855040550231934,0.5497655868530273,1,1,3,Alta adequabilidade / alta incerteza
-51.583333333333336,3.5833333333333357,0.6264327764511108,0.5301732420921326,1,1,3,Alta adequabilidade / alta incerteza
-51.41666666666667,3.5833333333333357,0.5662680864334106,0.6363616585731506,1,1,3,Alta adequabilidade / alta incerteza
-51.25,3.5833333333333357,0.5084864497184753,0.6791603565216064,1,1,3,Alta adequabilidade / alta incerteza
-63.91666666666667,3.416666666666669,0.01333184726536274,0.352943480014801,0,0,0,Baixa adequabilidade / baixa incerteza
-63.75,3.416666666666669,0.009536291472613811,0.37445712089538574,0,0,0,Baixa adequabilidade / baixa incerteza
-63.583333333333336,3.416666666666669,0.015429055318236351,0.36956778168678284,0,0,0,Baixa adequabilidade / baixa incerteza
-63.41666666666667,3.416666666666669,0.015493354760110378,0.39762380719184875,0,0,0,Baixa adequabilidade / baixa incerteza
-63.25,3.416666666666669,0.02818962000310421,0.4263099431991577,0,0,0,Baixa adequabilidade / baixa incerteza
-63.083333333333336,3.416666666666669,0.08278213441371918,0.46506309509277344,0,1,2,Baixa adequabilidade / alta incerteza
-62.91666666666667,3.416666666666669,0.10230497270822525,0.5058311820030212,0,1,2,Baixa adequabilidade / alta incerteza
-62.75,3.416666666666669,0.07652781158685684,0.458070307970047,0,1,2,Baixa adequabilidade / alta incerteza
-62.583333333333336,3.416666666666669,0.08479467034339905,0.44311991333961487,0,1,2,Baixa adequabilidade / alta incerteza
-62.41666666666667,3.416666666666669,0.045794229954481125,0.307566374540329,0,0,0,Baixa adequabilidade / baixa incerteza
-62.25,3.416666666666669,0.10504911839962006,0.4643441140651703,0,1,2,Baixa adequabilidade / alta incerteza
-62.083333333333336,3.416666666666669,0.1623925119638443,0.40252819657325745,0,0,0,Baixa adequabilidade / baixa incerteza
-61.91666666666667,3.416666666666669,0.22503222525119781,0.4306735396385193,1,0,1,Alta adequabilidade / baixa incerteza
-61.75,3.416666666666669,0.270699679851532,0.4383902847766876,1,0,1,Alta adequabilidade / baixa incerteza
-61.583333333333336,3.416666666666669,0.22867263853549957,0.44211116433143616,1,1,3,Alta adequabilidade / alta incerteza
-61.41666666666667,3.416666666666669,0.20417921245098114,0.4248241186141968,0,0,0,Baixa adequabilidade / baixa incerteza
-61.25,3.416666666666669,0.15800918638706207,0.4967477321624756,0,1,2,Baixa adequabilidade / alta incerteza
-61.083333333333336,3.416666666666669,0.14116151630878448,0.5063043236732483,0,1,2,Baixa adequabilidade / alta incerteza
-60.91666666666667,3.416666666666669,0.11963169276714325,0.4812930226325989,0,1,2,Baixa adequabilidade / alta incerteza
-60.75,3.416666666666669,0.13357336819171906,0.4639008343219757,0,1,2,Baixa adequabilidade / alta incerteza
-60.583333333333336,3.416666666666669,0.11566763371229172,0.4612007737159729,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,3.416666666666669,0.11249545216560364,0.46029868721961975,0,1,2,Baixa adequabilidade / alta incerteza
-60.25,3.416666666666669,0.1433069407939911,0.4687409996986389,0,1,2,Baixa adequabilidade / alta incerteza
-60.083333333333336,3.416666666666669,0.11457695066928864,0.4432888925075531,0,1,2,Baixa adequabilidade / alta incerteza
-59.91666666666667,3.416666666666669,0.14886079728603363,0.5072029232978821,0,1,2,Baixa adequabilidade / alta incerteza
-51.91666666666667,3.416666666666669,0.5801308155059814,0.512313723564148,1,1,3,Alta adequabilidade / alta incerteza
-51.75,3.416666666666669,0.6666058301925659,0.47807884216308594,1,1,3,Alta adequabilidade / alta incerteza
-51.583333333333336,3.416666666666669,0.656130850315094,0.47012636065483093,1,1,3,Alta adequabilidade / alta incerteza
-51.41666666666667,3.416666666666669,0.6343638300895691,0.5722129940986633,1,1,3,Alta adequabilidade / alta incerteza
-51.25,3.416666666666669,0.6149053573608398,0.5040120482444763,1,1,3,Alta adequabilidade / alta incerteza
-63.91666666666667,3.2500000000000027,0.012748564593493938,0.2814057171344757,0,0,0,Baixa adequabilidade / baixa incerteza
-63.75,3.2500000000000027,0.011996588669717312,0.3968455195426941,0,0,0,Baixa adequabilidade / baixa incerteza
-63.583333333333336,3.2500000000000027,0.016832802444696426,0.3784118890762329,0,0,0,Baixa adequabilidade / baixa incerteza
-63.41666666666667,3.2500000000000027,0.013361260294914246,0.30527347326278687,0,0,0,Baixa adequabilidade / baixa incerteza
-63.25,3.2500000000000027,0.01649191416800022,0.41148263216018677,0,0,0,Baixa adequabilidade / baixa incerteza
-63.083333333333336,3.2500000000000027,0.06908200681209564,0.4602082073688507,0,1,2,Baixa adequabilidade / alta incerteza
-62.91666666666667,3.2500000000000027,0.05546323582530022,0.4229857325553894,0,0,0,Baixa adequabilidade / baixa incerteza
-62.75,3.2500000000000027,0.0782209187746048,0.43900349736213684,0,0,0,Baixa adequabilidade / baixa incerteza
-62.583333333333336,3.2500000000000027,0.08804081380367279,0.44791409373283386,0,1,2,Baixa adequabilidade / alta incerteza
-62.41666666666667,3.2500000000000027,0.0791427344083786,0.44766637682914734,0,1,2,Baixa adequabilidade / alta incerteza
-62.25,3.2500000000000027,0.08100729435682297,0.45206961035728455,0,1,2,Baixa adequabilidade / alta incerteza
-62.083333333333336,3.2500000000000027,0.1001228541135788,0.4636889100074768,0,1,2,Baixa adequabilidade / alta incerteza
-61.91666666666667,3.2500000000000027,0.16817891597747803,0.40412744879722595,0,0,0,Baixa adequabilidade / baixa incerteza
-61.75,3.2500000000000027,0.2012217491865158,0.419800728559494,0,0,0,Baixa adequabilidade / baixa incerteza
-61.583333333333336,3.2500000000000027,0.21369677782058716,0.4392662048339844,1,1,3,Alta adequabilidade / alta incerteza
-61.41666666666667,3.2500000000000027,0.195386603474617,0.42318230867385864,0,0,0,Baixa adequabilidade / baixa incerteza
-61.25,3.2500000000000027,0.18116410076618195,0.4314018785953522,0,0,0,Baixa adequabilidade / baixa incerteza
-61.083333333333336,3.2500000000000027,0.13287006318569183,0.3824419379234314,0,0,0,Baixa adequabilidade / baixa incerteza
-60.91666666666667,3.2500000000000027,0.11687584966421127,0.4682771861553192,0,1,2,Baixa adequabilidade / alta incerteza
-60.75,3.2500000000000027,0.1061774492263794,0.463784784078598,0,1,2,Baixa adequabilidade / alta incerteza
-60.583333333333336,3.2500000000000027,0.1104642003774643,0.4566224217414856,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,3.2500000000000027,0.1258152723312378,0.47077834606170654,0,1,2,Baixa adequabilidade / alta incerteza
-60.25,3.2500000000000027,0.11500740796327591,0.45278632640838623,0,1,2,Baixa adequabilidade / alta incerteza
-60.083333333333336,3.2500000000000027,0.07757335901260376,0.4139001667499542,0,0,0,Baixa adequabilidade / baixa incerteza
-52.083333333333336,3.2500000000000027,0.5325034856796265,0.5814821124076843,1,1,3,Alta adequabilidade / alta incerteza
-51.91666666666667,3.2500000000000027,0.5530112385749817,0.4919215738773346,1,1,3,Alta adequabilidade / alta incerteza
-51.75,3.2500000000000027,0.6366251707077026,0.46730828285217285,1,1,3,Alta adequabilidade / alta incerteza
-51.583333333333336,3.2500000000000027,0.6758593320846558,0.4461115896701813,1,1,3,Alta adequabilidade / alta incerteza
-51.41666666666667,3.2500000000000027,0.7089096307754517,0.42540547251701355,1,0,1,Alta adequabilidade / baixa incerteza
-51.25,3.2500000000000027,0.7432886362075806,0.41171911358833313,1,0,1,Alta adequabilidade / baixa incerteza
-63.91666666666667,3.0833333333333357,0.02524460293352604,0.2816524803638458,0,0,0,Baixa adequabilidade / baixa incerteza
-63.75,3.0833333333333357,0.018060173839330673,0.31173789501190186,0,0,0,Baixa adequabilidade / baixa incerteza
-63.583333333333336,3.0833333333333357,0.020754240453243256,0.39293545484542847,0,0,0,Baixa adequabilidade / baixa incerteza
-63.41666666666667,3.0833333333333357,0.025796039029955864,0.30363038182258606,0,0,0,Baixa adequabilidade / baixa incerteza
-63.25,3.0833333333333357,0.01400552038103342,0.31043392419815063,0,0,0,Baixa adequabilidade / baixa incerteza
-63.083333333333336,3.0833333333333357,0.023618079721927643,0.39125874638557434,0,0,0,Baixa adequabilidade / baixa incerteza
-62.91666666666667,3.0833333333333357,0.05664282664656639,0.4251556992530823,0,0,0,Baixa adequabilidade / baixa incerteza
-62.75,3.0833333333333357,0.06496468186378479,0.41635897755622864,0,0,0,Baixa adequabilidade / baixa incerteza
-62.583333333333336,3.0833333333333357,0.055264994502067566,0.421974778175354,0,0,0,Baixa adequabilidade / baixa incerteza
-62.41666666666667,3.0833333333333357,0.05684959143400192,0.42488375306129456,0,0,0,Baixa adequabilidade / baixa incerteza
-62.25,3.0833333333333357,0.05854465812444687,0.34738874435424805,0,0,0,Baixa adequabilidade / baixa incerteza
-62.083333333333336,3.0833333333333357,0.06682580709457397,0.3603156805038452,0,0,0,Baixa adequabilidade / baixa incerteza
-61.91666666666667,3.0833333333333357,0.12168411165475845,0.3865090310573578,0,0,0,Baixa adequabilidade / baixa incerteza
-61.75,3.0833333333333357,0.17921699583530426,0.4022866189479828,0,0,0,Baixa adequabilidade / baixa incerteza
-61.583333333333336,3.0833333333333357,0.2711360454559326,0.41953885555267334,1,0,1,Alta adequabilidade / baixa incerteza
-61.41666666666667,3.0833333333333357,0.20440462231636047,0.4283551573753357,0,0,0,Baixa adequabilidade / baixa incerteza
-61.25,3.0833333333333357,0.17358914017677307,0.5131304264068604,0,1,2,Baixa adequabilidade / alta incerteza
-61.083333333333336,3.0833333333333357,0.14817646145820618,0.49094265699386597,0,1,2,Baixa adequabilidade / alta incerteza
-60.91666666666667,3.0833333333333357,0.12490686774253845,0.48561182618141174,0,1,2,Baixa adequabilidade / alta incerteza
-60.75,3.0833333333333357,0.13857579231262207,0.47234052419662476,0,1,2,Baixa adequabilidade / alta incerteza
-60.583333333333336,3.0833333333333357,0.12423297762870789,0.45235851407051086,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,3.0833333333333357,0.11054570972919464,0.46574923396110535,0,1,2,Baixa adequabilidade / alta incerteza
-60.25,3.0833333333333357,0.11111609637737274,0.4598630964756012,0,1,2,Baixa adequabilidade / alta incerteza
-60.083333333333336,3.0833333333333357,0.11452274769544601,0.4367106556892395,0,0,0,Baixa adequabilidade / baixa incerteza
-52.083333333333336,3.0833333333333357,0.5359094738960266,0.5128132104873657,1,1,3,Alta adequabilidade / alta incerteza
-51.91666666666667,3.0833333333333357,0.5072604417800903,0.5101175904273987,1,1,3,Alta adequabilidade / alta incerteza
-51.75,3.0833333333333357,0.53945392370224,0.50257110595703125,1,1,3,Alta adequabilidade / alta incerteza
-51.583333333333336,3.0833333333333357,0.6474674940109253,0.4427831172943115,1,1,3,Alta adequabilidade / alta incerteza
-51.41666666666667,3.0833333333333357,0.6865257620811462,0.43585205078125,1,0,1,Alta adequabilidade / baixa incerteza
-51.25,3.0833333333333357,0.7374908328056335,0.35600897669792175,1,0,1,Alta adequabilidade / baixa incerteza
-63.91666666666667,2.916666666666669,0.02119533158838749,0.28744444251060486,0,0,0,Baixa adequabilidade / baixa incerteza
-63.75,2.916666666666669,0.01697857491672039,0.29252177476882935,0,0,0,Baixa adequabilidade / baixa incerteza
-63.583333333333336,2.916666666666669,0.020688151940703392,0.3269039988517761,0,0,0,Baixa adequabilidade / baixa incerteza
-63.41666666666667,2.916666666666669,0.015672067180275917,0.3913758397102356,0,0,0,Baixa adequabilidade / baixa incerteza
-63.25,2.916666666666669,0.02472713775932789,0.4010699987411499,0,0,0,Baixa adequabilidade / baixa incerteza
-63.083333333333336,2.916666666666669,0.05361460521817207,0.4335554838180542,0,0,0,Baixa adequabilidade / baixa incerteza
-62.91666666666667,2.916666666666669,0.07468618452548981,0.4419150650501251,0,1,2,Baixa adequabilidade / alta incerteza
-62.75,2.916666666666669,0.07538238912820816,0.4379289448261261,0,0,0,Baixa adequabilidade / baixa incerteza
-62.583333333333336,2.916666666666669,0.07690676301717758,0.44426900148391724,0,1,2,Baixa adequabilidade / alta incerteza
-62.41666666666667,2.916666666666669,0.0778532400727272,0.44266843795776367,0,1,2,Baixa adequabilidade / alta incerteza
-62.25,2.916666666666669,0.07961384207010269,0.44552797079086304,0,1,2,Baixa adequabilidade / alta incerteza
-62.083333333333336,2.916666666666669,0.06844363361597061,0.44189104437828064,0,1,2,Baixa adequabilidade / alta incerteza
-61.91666666666667,2.916666666666669,0.10409422963857651,0.37498950958251953,0,0,0,Baixa adequabilidade / baixa incerteza
-61.75,2.916666666666669,0.22670964896678925,0.4248490631580353,1,0,1,Alta adequabilidade / baixa incerteza
-61.583333333333336,2.916666666666669,0.2680290639400482,0.516329288482666,1,1,3,Alta adequabilidade / alta incerteza
-61.41666666666667,2.916666666666669,0.21323154866695404,0.4303714632987976,1,0,1,Alta adequabilidade / baixa incerteza
-61.25,2.916666666666669,0.16746528446674347,0.5098056793212891,0,1,2,Baixa adequabilidade / alta incerteza
-61.083333333333336,2.916666666666669,0.1525651216506958,0.4988013207912445,0,1,2,Baixa adequabilidade / alta incerteza
-60.91666666666667,2.916666666666669,0.14396549761295319,0.4827269911766052,0,1,2,Baixa adequabilidade / alta incerteza
-60.75,2.916666666666669,0.11995112150907516,0.46722880005836487,0,1,2,Baixa adequabilidade / alta incerteza
-60.583333333333336,2.916666666666669,0.12411847710609436,0.4677981734275818,0,1,2,Baixa adequabilidade / alta incerteza
-60.41666666666667,2.916666666666669,0.11156167089939117,0.4735246002674103,0,1,2,Baixa adequabilidade / alta incerteza
-60.25,2.916666666666669,0.10071705281734467,0.4602014422416687,0,1,2,Baixa adequabilidade / alta incerteza
-60.083333333333336,2.916666666666669,0.11769386380910873,0.4682101905345917,0,1,2,Baixa adequabilidade / alta incerteza
-52.25,2.916666666666669,0.453774631023407,0.4961479902267456,1,1,3,Alta adequabilidade / alta incerteza
-52.083333333333336,2.916666666666669,0.44872528314590454,0.48286348581314087,1,1,3,Alta adequabilidade / alta incerteza
-51.91666666666667,2.916666666666669,0.5089802145957947,0.4567912518978119,1,1,3,Alta adequabilidade / alta incerteza
-51.75,2.916666666666669,0.5826789736747742,0.5056671500205994,1,1,3,Alta adequabilidade / alta incerteza
-51.583333333333336,2.916666666666669,0.6241402626037598,0.45031192898750305,1,1,3,Alta adequabilidade / alta incerteza
-51.41666666666667,2.916666666666669,0.6760729551315308,0.4094327390193939,1,0,1,Alta adequabilidade / baixa incerteza
-51.25,2.916666666666669,0.7483842968940735,0.35535264015197754,1,0,1,Alta adequabilidade / baixa incerteza
