especie,lon,lat
Bradypus variegatus,-70.98486866562679,-5.912406859214993
Bradypus variegatus,-65.22307868239261,-3.5440122817630595
Bradypus variegatus,-65.73324282898575,-11.386464379961204
Bradypus variegatus,-55.76027905330946,-4.381965689804737
Bradypus variegatus,-62.66695253177463,-5.417248308304398
Bradypus variegatus,-59.973451888041964,-9.507663553491854
Bradypus variegatus,-62.228374042789625,-7.542948765322793
Bradypus variegatus,-62.342963658330525,-8.2384707761692475
Bradypus variegatus,-51.05118172788434,6.8991632931132685
Bradypus variegatus,-63.80616788527414,-13.189352673909799
Bradypus variegatus,-49.868235164563686,-15.671973869522647
Bradypus variegatus,-74.39002243384176,-7.735481205802448
Bradypus variegatus,-57.32309000291145,-5.826634753898041
Bradypus variegatus,-61.00916604924309,-4.944335647628719
Bradypus variegatus,-60.27246745004822,-11.20855732897774
Bradypus variegatus,-58.962884137920945,-15.443282937798337
Bradypus variegatus,-66.01858762487441,0.8422962326264312
Bradypus variegatus,-64.66565906935536,-10.447552715674883
Bradypus variegatus,-70.14860306485672,-14.058590038573618
Bradypus variegatus,-70.57432981180462,-9.653956982587676
Bradypus variegatus,-59.57177086876594,-9.380231260439865
Bradypus variegatus,-58.41432177096459,-0.230557972004517
Bradypus variegatus,-61.575966186155966,-7.406838954619625
Bradypus variegatus,-54.6218602569621,-2.72162350370835
Bradypus variegatus,-45.599322514982845,-11.495044120205826
Bradypus variegatus,-65.92824932845228,-6.498882832928791
Bradypus variegatus,-80.4733510051265,-10.272801380435844
Bradypus variegatus,-53.954091804301946,-7.337915302785
Bradypus variegatus,-67.67360610065914,-14.267543505842792
Bradypus variegatus,-67.50406893173886,-17.175610733295805
Bradypus variegatus,-53.795429042426406,5.980493693235765
Bradypus variegatus,-64.27818405640807,-3.7950382342930764
Bradypus variegatus,-71.76574169803628,-16.75889953137461
Bradypus variegatus,-60.5495721620068,-12.278161416762945
Bradypus variegatus,-63.111130899512354,-16.298360592181172
Bradypus variegatus,-61.953886512800906,7.391672442186037
Bradypus variegatus,-58.91775679098936,1.186890835034573
Bradypus variegatus,-64.96528025433928,-9.85601539687447
Bradypus variegatus,-56.844987611849334,-4.197641585375374
Bradypus variegatus,-63.76389249455001,-10.900379635432017
Bradypus variegatus,-59.345744288674425,-11.333728262309048
Bradypus variegatus,-53.22528789480522,-13.520219864951699
Bradypus variegatus,-58.518548073329576,-12.162320872216577
Bradypus variegatus,-64.60745268424981,3.5563522713568307
Bradypus variegatus,-52.80953905239125,-8.378196875598084
Bradypus variegatus,-54.051969152303045,-7.165283345006911
Bradypus variegatus,-57.61282432393544,-6.294187992806356
Bradypus variegatus,-60.09014611910847,0.6273311493973637
Bradypus variegatus,-67.02324860831497,-11.612446816613462
Bradypus variegatus,-51.11478041175994,-14.947550052744262
Bradypus variegatus,-66.80207669717701,3.729878526822329
Bradypus variegatus,-44.501336055867384,-11.088142518336998
Bradypus variegatus,-49.73911499051849,-13.061461789579116
Bradypus variegatus,-63.885602872803815,-16.65391183218305
Bradypus variegatus,-70.21136720245424,-16.993010056224577
Bradypus variegatus,-67.68325250959441,-12.017814355085909
Bradypus variegatus,-59.944930326747766,-3.6740992798342997
Bradypus variegatus,-63.973535027698986,-0.23106302749197205
Bradypus variegatus,-64.78034079518187,-3.0468815231508835
Bradypus variegatus,-69.61294853812012,-10.545601079666767
Bradypus variegatus,-62.360221798471365,-7.581750438307795
Bradypus variegatus,-68.2792357556566,-12.93217524576049
Bradypus variegatus,-75.34353549270509,-13.02052713101807
Bradypus variegatus,-65.0418121623021,-1.8074465071615595
Bradypus variegatus,-54.64802712751387,-15.10914805022481
Bradypus variegatus,-66.60277570086714,5.6870577584472475
Bradypus variegatus,-57.136285422199734,-8.632237157760962
Bradypus variegatus,-74.94306166631331,-6.498228213595486
Bradypus variegatus,-62.444495724196315,-13.169693933177014
Bradypus variegatus,-57.8447423684523,-12.020720828342888
Bradypus variegatus,-59.59077310266628,-17.219112926136695
Bradypus variegatus,-61.154590446808456,-9.280477718609092
Bradypus variegatus,-67.125648066443,-5.067123165528753
Bradypus variegatus,-68.79763476826867,-5.72986959087034
Bradypus variegatus,-70.1930303248393,-13.47075540938326
