lon,lat,pa,tipo,pred_maxent,pred_bin_maxent
-54.083333333333336,-1.4166666666666643,0,background,0.6575536568467416,1
-69.41666666666667,-4.7499999999999964,0,background,0.28509511977982405,0
-45.75,-2.2499999999999973,0,background,0.6698325284420777,1
-67.08333333333333,-9.58333333333333,0,background,0.5649970402663631,1
-61.583333333333336,-11.583333333333329,0,background,0.4573768575834397,0
-54.75,-7.7499999999999964,0,background,0.16356042998457165,0
-62.25,-5.58333333333333,0,background,0.1738625076825434,0
-68.41666666666667,-2.2499999999999973,0,background,0.005520705875268317,0
-67.75,-7.2499999999999964,0,background,0.7034927610076019,1
-54.41666666666667,-8.249999999999996,0,background,0.11465547275682375,0
-47.41666666666667,-2.2499999999999973,0,background,0.5722767124536831,1
-69.75,-6.2499999999999964,0,background,0.31636280440697795,0
-57.91666666666667,-2.2499999999999973,0,background,0.8253464479477048,1
-60.25,-9.08333333333333,0,background,0.5656380338703344,1
-65.25,-10.416666666666664,0,background,0.35635182340645455,0
-62.083333333333336,-11.749999999999996,0,background,0.31323033222595775,0
-58.91666666666667,-10.749999999999996,0,background,0.21028301931704407,0
-67.58333333333333,-7.416666666666664,0,background,0.7234280092058176,1
-62.083333333333336,-12.416666666666664,0,background,0.3255399970426752,0
-63.583333333333336,0.25000000000000266,0,background,0.2662760800267959,0
-57.75,-5.08333333333333,0,background,0.540927485680323,1
-50.083333333333336,-0.5833333333333304,0,background,0.9189532187679073,1
-54.25,-0.7499999999999973,0,background,0.4687833972970673,0
-60.91666666666667,-8.249999999999996,0,background,0.6384694675131928,1
-60.75,-4.416666666666664,0,background,0.3545352340057588,0
-63.41666666666667,-4.916666666666664,0,background,0.07771589572203241,0
-53.583333333333336,-3.749999999999997,0,background,0.3340603027214252,0
-68.08333333333333,0.4166666666666696,0,background,0.004383224578687561,0
-50.583333333333336,-9.416666666666664,0,background,0.21926091963479621,0
-60.91666666666667,-10.249999999999996,0,background,0.6469674022413556,1
-60.75,-1.2499999999999971,0,background,0.25458989320071945,0
-66.91666666666667,0.9166666666666696,0,background,0.010886054180649807,0
-65.75,0.25000000000000266,0,background,0.3515245369736152,0
-71.91666666666667,-9.749999999999996,0,background,0.06951702619111966,0
-67.75,-2.7499999999999964,0,background,0.08119322075604651,0
-70.08333333333333,-6.916666666666664,0,background,0.42598276180794803,0
-51.91666666666667,-7.08333333333333,0,background,0.052389642455971996,0
-54.41666666666667,-1.0833333333333304,0,background,0.5139572412271858,0
-49.083333333333336,-4.916666666666664,0,background,0.33947621336349176,0
-62.75,-3.4166666666666643,0,background,0.14535451935702126,0
-60.083333333333336,1.0833333333333357,0,background,0.3543672250167742,0
-67.58333333333333,1.5833333333333357,0,background,0.021277713130294695,0
-58.083333333333336,-11.083333333333329,0,background,0.2187947036364919,0
-55.91666666666667,-4.08333333333333,0,background,0.691791868149068,1
-56.583333333333336,-4.416666666666664,0,background,0.5438001702625299,1
-60.083333333333336,-12.916666666666664,0,background,0.06029134064143826,0
-52.75,-6.2499999999999964,0,background,0.05484963223642936,0
-62.25,-2.0833333333333304,0,background,0.09993668187704108,0
-54.91666666666667,-2.4166666666666643,0,background,0.6926516396685316,1
-57.583333333333336,-14.749999999999996,0,background,0.04118057101963846,0
-63.25,-3.749999999999997,0,background,0.14625813634245,0
-59.75,-4.416666666666664,0,background,0.5089444552562691,0
-61.583333333333336,-7.916666666666664,0,background,0.7039621061527912,1
-51.41666666666667,-0.7499999999999973,0,background,0.9021091568747045,1
-62.583333333333336,2.916666666666669,0,background,0.18862968656186718,0
-68.58333333333333,-1.5833333333333304,0,background,0.006187437734065937,0
-56.91666666666667,-0.24999999999999736,0,background,0.5667739687085437,1
-53.75,-7.08333333333333,0,background,0.10024571702639273,0
-61.583333333333336,-10.916666666666664,0,background,0.4544096320167529,0
-53.41666666666667,1.4166666666666692,0,background,0.5615085322907484,1
-52.583333333333336,-10.416666666666664,0,background,0.05226882786342901,0
-54.25,-12.583333333333329,0,background,0.024648117336783515,0
-51.583333333333336,3.0833333333333357,0,background,0.9892872872479438,1
-48.75,-0.9166666666666644,0,background,0.3979892351107269,0
-66.25,-7.916666666666664,0,background,0.6095484177319621,1
-64.08333333333333,-2.0833333333333304,0,background,0.024344235285474025,0
-50.91666666666667,-2.0833333333333304,0,background,0.7239599272971909,1
-70.25,-9.416666666666664,0,background,0.11797158545637665,0
-48.75,-8.58333333333333,0,background,0.16803293713132772,0
-55.25,1.2500000000000029,0,background,0.21652531966866662,0
-56.75,-13.416666666666664,0,background,0.021240056499085114,0
-51.91666666666667,1.9166666666666692,0,background,0.8958150237863078,1
-53.75,-7.7499999999999964,0,background,0.061376144441668945,0
-64.91666666666667,-0.7499999999999973,0,background,0.10915587864009879,0
-61.583333333333336,-4.08333333333333,0,background,0.3053165559252504,0
-51.41666666666667,-9.58333333333333,0,background,0.04418093382894195,0
-54.25,-11.916666666666664,0,background,0.09844323200985827,0
-62.91666666666667,-1.0833333333333304,0,background,0.23543700462326822,0
-50.583333333333336,-7.58333333333333,0,background,0.03402861763500131,0
-61.41666666666667,4.083333333333336,0,background,0.7622592446268083,1
-59.41666666666667,-15.416666666666664,0,background,0.4414790593358535,0
-56.25,-2.2499999999999973,0,background,0.9173646171721376,1
-58.583333333333336,-0.4166666666666643,0,background,0.5457680220583903,1
-68.41666666666667,-7.58333333333333,0,background,0.7070264155660686,1
-59.75,-9.08333333333333,0,background,0.3851701538557646,0
-60.75,-2.5833333333333304,0,background,0.6000413189346443,1
-60.91666666666667,1.4166666666666692,0,background,0.4253647294281242,0
-56.75,0.7500000000000027,0,background,0.44951773667123707,0
-50.583333333333336,0.5833333333333357,0,background,0.26188257106670076,0
-65.41666666666667,-2.7499999999999964,0,background,0.019733838812053706,0
-54.91666666666667,-5.2499999999999964,0,background,0.1928384613215507,0
-49.41666666666667,-2.7499999999999964,0,background,0.7276743444496601,1
-62.583333333333336,-12.083333333333329,0,background,0.32643611712948906,0
-53.083333333333336,-4.416666666666664,0,background,0.20058821420294437,0
-63.583333333333336,-9.749999999999996,0,background,0.5443906522390759,1
-70.08333333333333,-9.249999999999996,0,background,0.1483667486104009,0
-54.91666666666667,-10.249999999999996,0,background,0.12822560160069962,0
-71.75,-8.749999999999996,0,background,0.12620187993495602,0
-72.41666666666667,-5.58333333333333,0,background,0.10837376097223395,0
-63.083333333333336,-5.7499999999999964,0,background,0.4985366070998112,0
-60.25,-6.2499999999999964,0,background,0.2453606767547296,0
-61.75,-4.08333333333333,0,background,0.07396044948996705,0
-60.41666666666667,-12.416666666666664,0,background,0.22933715609478456,0
-66.58333333333333,-3.916666666666664,0,background,0.1409179980165619,0
-53.083333333333336,0.0833333333333357,0,background,0.8633334064756853,1
-53.583333333333336,-10.249999999999996,0,background,0.11790365545218018,0
-50.41666666666667,-1.0833333333333304,0,background,0.8680960016896287,1
-69.08333333333333,0.7500000000000027,0,background,0.014238283070773905,0
-56.75,-1.9166666666666643,0,background,0.9003874684285663,1
-62.083333333333336,-8.916666666666664,0,background,0.4527860437614595,0
-56.25,-0.4166666666666643,0,background,0.46397682471388746,0
-47.583333333333336,-3.4166666666666643,0,background,0.31111489978974893,0
-64.58333333333333,-10.08333333333333,0,background,0.31568312421889777,0
-64.91666666666667,-9.249999999999996,0,background,0.4230160082562966,0
-55.083333333333336,-10.916666666666664,0,background,0.07378941180929743,0
-65.08333333333333,-3.5833333333333304,0,background,0.1235861690225748,0
-54.583333333333336,-8.416666666666664,0,background,0.16218235555853178,0
-65.91666666666667,-6.58333333333333,0,background,0.3775644927590023,0
-47.583333333333336,-4.7499999999999964,0,background,0.06388644495166418,0
-55.083333333333336,-11.416666666666664,0,background,0.07757116065386704,0
-58.91666666666667,-5.08333333333333,0,background,0.5112460329568539,0
-53.083333333333336,-3.2499999999999964,0,background,0.34647998533917856,0
-67.75,0.9166666666666696,0,background,0.00635235570235293,0
-72.08333333333333,-7.916666666666664,0,background,0.18749495386758186,0
-57.25,-2.0833333333333304,0,background,0.8174936353375541,1
-69.41666666666667,0.25000000000000266,0,background,0.009494164369975189,0
-69.41666666666667,-0.7499999999999973,0,background,0.028931177134645547,0
-53.91666666666667,-2.4166666666666643,0,background,0.5394795103879307,1
-58.75,-6.2499999999999964,0,background,0.2551590751344909,0
-59.41666666666667,-9.416666666666664,0,background,0.4346725290611868,0
-52.25,-8.08333333333333,0,background,0.04658359052627814,0
-66.41666666666667,-9.749999999999996,0,background,0.46673029365256957,0
-70.08333333333333,-10.749999999999996,0,background,0.10571867831913528,0
-55.083333333333336,-5.7499999999999964,0,background,0.21194777471922932,0
-61.91666666666667,-1.4166666666666643,0,background,0.3040480253232978,0
-48.41666666666667,-2.2499999999999973,0,background,0.4582851202573056,0
-53.583333333333336,-1.2499999999999971,0,background,0.611994987925381,1
-48.583333333333336,-6.08333333333333,0,background,0.11833223012050087,0
-52.583333333333336,-10.08333333333333,0,background,0.09555557806377513,0
-64.08333333333333,-0.24999999999999736,0,background,0.17832725016106066,0
-52.41666666666667,-10.416666666666664,0,background,0.07452838823418584,0
-58.75,-3.0833333333333304,0,background,0.7480587497007904,1
-49.083333333333336,-6.916666666666664,0,background,0.17158182887006646,0
-61.25,4.083333333333336,0,background,0.5411164573353242,1
-50.91666666666667,-4.916666666666664,0,background,0.16477003609507923,0
-50.91666666666667,-6.58333333333333,0,background,0.06957239617641808,0
-55.25,-8.58333333333333,0,background,0.25337305866721893,0
-58.91666666666667,-10.08333333333333,0,background,0.47280509934927784,0
-66.25,0.25000000000000266,0,background,0.06578667197702359,0
-60.25,-7.08333333333333,0,background,0.18269455970668613,0
-60.583333333333336,2.916666666666669,0,background,0.3590859186266714,0
-57.25,-9.249999999999996,0,background,0.09457249408524626,0
-58.41666666666667,0.5833333333333357,0,background,0.33019421241811564,0
-69.41666666666667,-5.7499999999999964,0,background,0.3001904432159739,0
-58.91666666666667,-4.916666666666664,0,background,0.5925693469830898,1
-55.583333333333336,-10.916666666666664,0,background,0.11226194908008835,0
-58.91666666666667,-6.08333333333333,0,background,0.28728853553496025,0
-64.08333333333333,-1.2499999999999971,0,background,0.06408344152709788,0
-64.91666666666667,-3.916666666666664,0,background,0.24014302334618665,0
-49.75,-7.08333333333333,0,background,0.18741872269641158,0
-56.083333333333336,-11.583333333333329,0,background,0.10588787539989275,0
-61.583333333333336,-9.416666666666664,0,background,0.6683438494695163,1
-67.58333333333333,-1.0833333333333304,0,background,0.02703781544144268,0
-63.91666666666667,-5.58333333333333,0,background,0.2803309975143655,0
-69.08333333333333,-9.249999999999996,0,background,0.06536964452298255,0
-49.583333333333336,-3.916666666666664,0,background,0.46258367188177363,0
-67.75,-0.9166666666666644,0,background,0.02849876008444574,0
-46.41666666666667,-2.4166666666666643,0,background,0.6588628874769427,1
-52.083333333333336,-3.4166666666666643,0,background,0.5098551819773781,0
-57.75,1.0833333333333357,0,background,0.20324143315120724,0
-51.41666666666667,-8.58333333333333,0,background,0.04698438345342271,0
-62.25,-0.4166666666666643,0,background,0.27854530910013775,0
-55.91666666666667,-10.749999999999996,0,background,0.1039717943594265,0
-62.25,-8.916666666666664,0,background,0.40678014391860584,0
-63.083333333333336,1.2500000000000029,0,background,0.3434205666007484,0
-65.08333333333333,-6.2499999999999964,0,background,0.23973641720605254,0
-68.41666666666667,-2.7499999999999964,0,background,0.0074191369718292766,0
-64.08333333333333,-4.416666666666664,0,background,0.21078266331667073,0
-57.91666666666667,0.4166666666666696,0,background,0.45041614272840813,0
-67.08333333333333,-3.0833333333333304,0,background,0.08437921976668672,0
-69.41666666666667,-8.249999999999996,0,background,0.15037295173448728,0
-58.75,-0.08333333333333037,0,background,0.19646292530458376,0
-53.75,-8.916666666666664,0,background,0.05201282250588224,0
-54.583333333333336,-4.58333333333333,0,background,0.25119528018590953,0
-50.25,-6.08333333333333,0,background,0.02374524296061331,0
-54.41666666666667,-7.916666666666664,0,background,0.13741269581574456,0
-68.75,-0.7499999999999973,0,background,0.011646799437552535,0
-57.583333333333336,-12.416666666666664,0,background,0.0580139328718009,0
-50.083333333333336,-1.0833333333333304,0,background,0.9231307056112822,1
-65.91666666666667,-0.5833333333333304,0,background,0.16553942881561656,0
-58.083333333333336,-10.916666666666664,0,background,0.23379500958222277,0
-64.41666666666667,-4.08333333333333,0,background,0.21923586088637448,0
-60.91666666666667,-7.08333333333333,0,background,0.14421949110582466,0
-72.25,-6.58333333333333,0,background,0.09662417357729491,0
-68.75,-5.08333333333333,0,background,0.285503134776826,0
-62.25,-1.4166666666666643,0,background,0.17228285330865345,0
-58.41666666666667,-8.749999999999996,0,background,0.11851893640274236,0
-70.08333333333333,-10.249999999999996,0,background,0.11994686677778832,0
-64.25,-10.916666666666664,0,background,0.35753877335130935,0
-52.41666666666667,-11.749999999999996,0,background,0.1096661121761916,0
-69.75,-7.416666666666664,0,background,0.20627971100201714,0
-69.75,-8.416666666666664,0,background,0.17128687333489934,0
-63.41666666666667,-5.916666666666664,0,background,0.42801013992008885,0
-50.91666666666667,-8.749999999999996,0,background,0.06804380836333224,0
-63.75,-5.58333333333333,0,background,0.2831380877434221,0
-50.75,-10.08333333333333,0,background,0.17570051651023333,0
-67.41666666666667,-9.58333333333333,0,background,0.6280968810784346,1
-51.583333333333336,-0.4166666666666643,0,background,0.8617222524528088,1
-67.75,-7.7499999999999964,0,background,0.7092155737891932,1
-45.91666666666667,-3.2499999999999964,0,background,0.4520440085971199,0
-62.583333333333336,-1.7499999999999971,0,background,0.08475004852886858,0
-54.583333333333336,-12.749999999999996,0,background,0.03385332631242255,0
-58.91666666666667,-10.58333333333333,0,background,0.13840768803676484,0
-52.583333333333336,-3.749999999999997,0,background,0.40792785053697056,0
-60.083333333333336,0.7500000000000027,0,background,0.37049519825367294,0
-54.083333333333336,-2.7499999999999964,0,background,0.4361593395404504,0
-53.41666666666667,-4.416666666666664,0,background,0.24570223797279522,0
-66.08333333333333,-1.2499999999999971,0,background,0.10268774758495569,0
-69.91666666666667,-5.916666666666664,0,background,0.2933837160378039,0
-57.583333333333336,-9.58333333333333,0,background,0.09015602734527317,0
-51.41666666666667,-2.4166666666666643,0,background,0.8295648744579268,1
-51.083333333333336,-2.4166666666666643,0,background,0.7387078326694438,1
-49.583333333333336,-7.08333333333333,0,background,0.19251055980788478,0
-54.91666666666667,-3.2499999999999964,0,background,0.5962902995716166,1
-48.91666666666667,-4.08333333333333,0,background,0.40566656233849896,0
-45.75,-4.416666666666664,0,background,0.09784595789610018,0
-71.41666666666667,-7.916666666666664,0,background,0.24622304008268425,0
-68.08333333333333,-1.5833333333333304,0,background,0.010770914566915923,0
-47.583333333333336,-4.2499999999999964,0,background,0.15347138039978547,0
-60.75,3.750000000000002,0,background,0.3866637109031529,0
-62.75,-4.7499999999999964,0,background,0.0927998207178754,0
-59.083333333333336,-8.916666666666664,0,background,0.31414589216332833,0
-59.083333333333336,-0.5833333333333304,0,background,0.5536621723093017,1
-58.083333333333336,-4.2499999999999964,0,background,0.773137027333244,1
-62.25,3.0833333333333357,0,background,0.14307312175092946,0
-57.25,-1.5833333333333304,0,background,0.8264787507832465,1
-66.91666666666667,-5.08333333333333,0,background,0.4762133638255205,0
-69.91666666666667,-9.416666666666664,0,background,0.050771873900448794,0
-47.41666666666667,-2.4166666666666643,0,background,0.4997294679741908,0
-57.75,-6.7499999999999964,0,background,0.1820574020675585,0
-60.083333333333336,4.416666666666669,0,background,0.014262636469434486,0
-63.91666666666667,-0.5833333333333304,0,background,0.11117052848461828,0
-47.91666666666667,-3.749999999999997,0,background,0.2996683681301594,0
-66.58333333333333,-0.08333333333333037,0,background,0.16785254962122986,0
-66.91666666666667,-7.916666666666664,0,background,0.6884240998631013,1
-59.083333333333336,-2.4166666666666643,0,background,0.6520134740311837,1
-56.91666666666667,-8.249999999999996,0,background,0.06853996343132374,0
-48.583333333333336,-1.4166666666666643,0,background,0.48902401416323504,0
-67.75,-9.08333333333333,0,background,0.28316565837443153,0
-63.75,-10.08333333333333,0,background,0.5081248301679223,0
-54.083333333333336,-9.249999999999996,0,background,0.06735507206175495,0
-68.25,-6.916666666666664,0,background,0.6092491817246641,1
-71.75,-6.7499999999999964,0,background,0.09190832448533592,0
-65.25,-1.4166666666666643,0,background,0.07946280460796884,0
-66.25,-3.916666666666664,0,background,0.1614815993732942,0
-56.91666666666667,-8.416666666666664,0,background,0.09824467217163424,0
-58.41666666666667,-15.416666666666664,0,background,0.4395210967691786,0
-52.91666666666667,-1.7499999999999971,0,background,0.2191652417042218,0
-67.41666666666667,0.5833333333333357,0,background,0.02424496495386752,0
-62.41666666666667,-4.7499999999999964,0,background,0.09130851959464092,0
-56.41666666666667,-4.08333333333333,0,background,0.5523006006209613,1
-50.25,-1.7499999999999971,0,background,0.5079455396232667,0
-56.75,1.0833333333333357,0,background,0.4662258211691034,0
-66.91666666666667,-9.58333333333333,0,background,0.5345968224978057,1
-52.583333333333336,-3.5833333333333304,0,background,0.4094748762723669,0
-63.25,-2.5833333333333304,0,background,0.07356725823631205,0
-56.25,-1.7499999999999971,0,background,0.8699342766661201,1
-66.25,-6.7499999999999964,0,background,0.4261818732359772,0
-53.91666666666667,-11.583333333333329,0,background,0.09969406265934855,0
-61.583333333333336,-6.416666666666664,0,background,0.21098161596201404,0
-57.25,-10.249999999999996,0,background,0.06505600627242059,0
-62.75,-2.0833333333333304,0,background,0.06921381459904408,0
-53.41666666666667,-7.7499999999999964,0,background,0.07128054351580426,0
-58.25,-3.916666666666664,0,background,0.7247315505490116,1
-66.58333333333333,-8.08333333333333,0,background,0.5831203903543775,1
-69.08333333333333,-0.7499999999999973,0,background,0.01690409642680546,0
-60.583333333333336,1.7500000000000029,0,background,0.3802672676066342,0
-68.25,-9.249999999999996,0,background,0.3014177029579531,0
-66.41666666666667,-3.5833333333333304,0,background,0.1101907095401693,0
-68.08333333333333,-9.08333333333333,0,background,0.3365756080681176,0
