lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,pa,tipo,bio3_isotermalidade_z,bio4_sazonalidade_temperatura_z,bio5_temp_max_mes_quente_z,bio8_temp_media_trimestre_umido_z,bio12_precipitacao_anual_z,bio13_precipitacao_mes_umido_z,bio14_precipitacao_mes_seco_z,bio18_precipitacao_trimestre_quente_z,bio19_precipitacao_trimestre_frio_z,elevacao_z,declividade_z,orientacao_z,pred_glm,pred_bin_glm
-59.685556,-2.315278,81.02991485595703,48.05419158935547,31.919750213623047,26.181625366210938,2398,324,106,410,789,90,0.04828838258981705,176.33045959472656,1,presenca,0.4317031187501064,-0.11493675088704182,-0.581577784213095,0.7951308638141152,0.4557064542647088,-0.1217180145620254,0.9761530482617036,0.10638847127626742,0.4868339155157244,-0.646725074080953,-0.21934420871137916,0.06717916293284312,0.15028974043206653,1
-60.535278,-3.603056,83.71955108642578,39.335968017578125,32.06449890136719,26.451915740966797,2246,298,57,377,866,28,0.01499530486762523,343.5174865722656,1,presenca,0.8587740275926327,-0.58704035394238,-0.444894441098097,1.2430860808381288,0.05070226607135051,-0.7936681497469082,-0.00216217509158295,-0.07912266108127837,0.7120012551238303,-1.1888205616242231,-0.6723396922500728,1.536294426456934,0.19489205691809425,1
-57.846944,-9.122222,67.594818115234375,38.75631332397461,34.22875213623047,25.40945816040039,1959,316,7,271,888,247,0.1342708021402359,300.8168640136719,1,presenca,-1.701573831660289,-0.6184294399327921,1.5987673847794022,-0.4845903566330486,-0.7140095892674246,-0.32847190231122014,-1.0004430152479975,-0.675006904411577,0.7763347807261463,0.7260005959882955,0.9505580768351016,1.1610731099654397,0.017603434903900646,0
-51.658889,0.9675,77.76630401611328,70.84114837646484,32.27674865722656,25.65216636657715,2319,337,42,151,882,119,0.07452215254306793,108.54851531982422,1,presenca,-0.0865057125004602,1.119007792206097,-0.2444711650164395,-0.08234737158549592,0.24521085645368704,0.21425705303041603,-0.3016464271385074,-1.349592840257198,0.7587892737436965,-0.3931642815203912,0.1376002409480314,-0.5284381569383723,0.38425097811192555,1
-56.306111,-1.655278,79.0546646118164,64.2703628540039,32.88574981689453,26.35212516784668,2413,395,72,293,950,66,0.05622844770550728,77.222320556640625,1,presenca,0.11806519723477173,0.7631908652234305,0.3305966698745075,1.0777020641880732,0.4956739728364218,1.7132227392120778,0.2973220769553415,-0.5513328161732132,0.9576383528781276,-0.8565684886138317,-0.11130932931621526,-0.8037094606197537,0.29232502106741853,1
-61.595136,-7.948514,72.08264923095703,37.34532165527344,33.41350173950195,25.65858268737793,2446,370,22,364,215,112,0.0393097959458828,303.6161804199219,1,presenca,-0.9889785402927964,-0.6948365480082604,0.8289424458642464,-0.07171353240640636,0.5836025136941904,1.0671168399958442,-0.7009587632010734,-0.15220280413122064,-1.1916862524719742,-0.4543686107591475,-0.34150951983706046,1.185671420816483,0.2848271749910085,1
-63.591667,-8.581667,72.02839660644531,44.630950927734375,32.94049835205078,25.742584228515625,2232,345,18,493,175,71,0.02227455377578735,335.1272277832031,1,presenca,-0.9975929831660896,-0.300309864706763,0.38229463641519673,0.06750314752411782,0.01339924873775172,0.4210109407796108,-0.7808212304135865,0.572977076902822,-1.3086562990216395,-0.8128511105861487,-0.5732960740401093,1.4625670716808672,0.22338992191641557,1
-60.285058,-2.439172,82.43030548095703,43.41608047485352,31.79800033569336,26.19270896911621,2389,319,93,424,795,77,0.05211623385548591,227.8465576171875,1,presenca,0.6540625925623225,-0.36609674357360056,-0.6965438028942988,0.8134998410643202,0.431725943121681,-0.2509391944052721,0.7166000298210358,0.18509016379158988,0.5043794224981742,-0.760390256952929,-0.1672613298176067,0.5198643221238629,0.21750587071315394,1
-51.972222,-0.973889,82.09739685058594,56.55431365966797,32.614749908447266,26.063791275024418,2500,361,52,227,846,18,0.05189947038888931,104.74944305419922,1,presenca,0.6012020645386776,0.3453563607504511,0.07469677849929128,0.5998431258102586,0.7274855805523571,0.8345187162780002,-0.10199025910722444,-0.9223550808883046,0.6535162318489977,-1.2762553176795892,-0.17021067779269644,-0.5618215788076454,0.5731380413446368,1
-64.736111,-9.744722,74.5223388671875,55.49674987792969,33.11600112915039,26.146041870117188,1807,270,23,428,165,147,0.05462035164237022,315.35711669921875,1,presenca,-0.6015951244852795,0.28808785097791656,0.5480184621285111,0.736157943562898,-1.119013777460783,-1.51730675686909,-0.6809931463979451,0.20757636165311055,-1.337898810659056,-0.14834696456536595,-0.13318956099007692,1.2888420376269374,0.10545001090704555,0
-64.95,-9.646944,74.60795593261719,54.94429016113281,33.16025161743164,26.267749786376953,1779,262,22,426,163,123,0.00371094560250639,71.689208984375,1,presenca,-0.5880005136114089,0.2581714097791547,0.5898033291764484,0.9378658145550812,-1.1936198121279806,-1.7240606446182845,-0.7009587632010734,0.19633326272235024,-1.3437473129865394,-0.3581903790982447,-0.8258780290893718,-0.8523303303878923,0.05876293704595552,0
-48.798889,-2.797222,87.70086669921875,40.61542892456055,31.78949928283691,25.851417541503903,2312,417,52,211,1124,54,0.03660561144351959,328.137939453125,1,presenca,1.4909428160269345,-0.5177558145884861,-0.7045711801543272,0.24787379662008996,0.2265593477868877,2.2817959305223634,-0.10199025910722444,-1.0122998723343877,1.4664580553691722,-0.9614901958802712,-0.3783034556950643,1.401150403458948,0.20482519154474182,1
-51.986389,-2.301667,83.08879852294922,51.74192810058594,32.23149871826172,25.84145736694336,2174,342,47,163,878,51,0.03977831080555916,262.1386413574219,1,presenca,0.758620680650343,0.08475917107882472,-0.2871997937166664,0.23136668954719888,-0.14114182307287185,0.34347823287366275,-0.20181834312286592,-1.282134246672636,0.7470922690887299,-0.9877206226968808,-0.3351347677887484,0.8211976525358742,0.2034321385230289,1
-49.16,-3.035278,87.34009552001953,43.505584716796875,32.1515007019043,25.97366714477539,2350,423,46,213,1142,55,0.02957688830792904,9.782803535461426,1,presenca,1.4336581640582375,-0.361249967764021,-0.362740349480657,0.4504794114668695,0.3278103948352272,2.436861346334259,-0.22178395992599423,-1.001056773403627,1.5190945763165218,-0.9527467202747344,-0.47393834598771323,-1.3963177844331656,0.13086001505427475,1
-63,-11,71.32849884033203,56.46332931518555,32.916500091552734,24.739999771118164,1729,284,10,257,117,283,0.06509267538785934,80.02960968017578,1,presenca,-1.1087254744988522,0.340429435385652,0.3596335503291128,-1.594091123467016,-1.3268448740336904,-1.155487453307999,-0.940546164838613,-0.7537085969268994,-1.4782628665186546,1.0407657177876135,0.0092999798822434,-0.7790410914581635,0.011673190234225719,0
-53,-4,79.53461456298828,46.73554992675781,31.556499481201172,24.70716667175293,1722,309,36,183,811,179,0.03967161476612091,14.115424156188965,1,presenca,0.19427351846569743,-0.18634298117304968,-0.9245883169521272,-1.6485057809072203,-1.34549638270049,-0.5093815540917656,-0.4214401279572772,-1.1697032573650323,0.5511674411180404,0.13144425481180566,-0.3365865057259946,-1.3582459363954276,0.01027846756732089,0
-52.63,0.57,80.29267120361328,64.842437744140625,30.774999618530273,24.183582305908203,2413,321,60,209,844,411,0.20217916369438171,95.84715270996094,1,presenca,0.3146407022500299,0.7941694945998703,-1.6625432893839531,-2.516247920982338,0.4956739728364218,-0.19925072246797343,0.05773467531780194,-1.0235429712651478,0.6476677295215143,2.1599305952963,1.8745393721431016,-0.6400482861155075,0.05138766134938592,0
-51.61687,-0.012935833,79.63191986083984,65.7543716430664,32.82099914550781,25.856250762939453,2372,337,42,176,905,25,0.06260613352060318,121.0120086669922,1,presenca,0.209724032374568,0.8435519491660582,0.26945388252350005,0.25588394777342316,0.3864294220737396,0.21425705303041603,-0.3016464271385074,-1.2090541036226936,0.8260470505097541,-1.215050988440833,-0.02453264577333259,-0.41891824594901456,0.42896003464524884,1
-52.45,0.9,79.90779113769531,65.03289794921875,32.054500579833984,25.42104148864746,2393,320,63,210,829,167,0.11728865653276443,35.403236389160156,1,presenca,0.2535279474154061,0.804483172416888,-0.4543356597647042,-0.4653931790662797,0.4423839480741378,-0.2250949584366228,0.11763152572718684,-1.0179214217997676,0.6038039620653898,0.0265225475453663,0.7194939702009074,-1.17118447329103,0.48106480167180576,1
-51.4,2.39,75.67882537841797,68.14057159423828,32.47774887084961,25.687957763671875,2691,388,51,193,938,97,0.11272205412387848,72.3386001586914,1,presenca,-0.41796369514167586,0.9727679052933514,-0.05467061073860675,-0.02302989471402873,1.2364053170321692,1.5323130874315325,-0.12195587591035274,-1.1134877627112307,0.922547338913228,-0.5855207448421966,0.6573594242870768,-0.8466239636713274,0.6635533010153383,1
-51.18,3.43,72.20857238769531,62.414608001708984,33.23524856567383,26.0488338470459,2964,419,53,213,1065,7,0.03918694704771042,60.27358627319336,1,presenca,-0.9689839713680742,0.6626992289465173,0.6606214745352799,0.575054015571727,1.9638141550373456,2.333484402459662,-0.08202464230409615,-1.001056773403627,1.2939272367084158,-1.372433549340492,-0.343181038357942,-0.9526423334829788,0.47133627359853325,1
-51.53,2.03,76.58323669433594,69.57140350341797,32.013248443603516,25.26224899291992,2574,362,52,192,921,189,0.10740996152162552,88.7560806274414,1,presenca,-0.27435774639624394,1.0502493892365956,-0.49328924185577255,-0.728561732329283,0.9246586721728078,0.8603629522466495,-0.10199025910722444,-1.119109312176611,0.8728350691296203,0.21887901086717185,0.5850815178393974,-0.702359354261833,0.5025582223671892,1
-52.22,0.81,79.82855987548828,65.7359619140625,31.930500030517575,25.334583282470703,2395,324,61,207,844,181,0.09753039479255676,67.26246643066406,1,presenca,0.24094729923102312,0.8425550374302602,-0.5714269432354152,-0.608681317041592,0.4477129505503662,-0.1217180145620254,0.07770029212093023,-1.0347860701959082,0.6476677295215143,0.1489312060228789,0.4506572046253574,-0.8912292519783939,0.46315561164757363,1
-51.93,2.93,75.55289459228516,59.46723556518555,32.35200119018555,25.339750289916992,2775,414,59,253,934,148,0.0854775458574295,68.67115783691406,1,presenca,-0.4379594754913557,0.5030950234139636,-0.17341167602896904,-0.6001179786539126,1.460223421033762,2.204263222616415,0.03776905851467364,-0.7761947947884201,0.9108503342582616,-0.13960348895982935,0.28666256955599395,-0.8788507194814009,0.554443466806361,1
-52.95556944,1.018297222,80.78667449951172,63.070194244384766,31.513750076293945,24.8439998626709,2367,326,61,212,794,289,0.08493702858686447,43.70401763916016,1,presenca,0.3930804682528029,0.6982001110623048,-0.9649557404497746,-1.421730625524377,0.37310691588316863,-0.07002954262472673,0.07770029212093023,-1.0066783228690073,0.5014551713344325,1.0932265714208331,0.27930813136365423,-1.0982433805877791,0.1675656908078819,1
-52.08,0.9,78.99652862548828,67.31892395019531,32.19874954223633,25.532291412353516,2404,331,65,210,851,147,0.0131062502041459,168.10028076171875,1,presenca,0.10883413905807472,0.9282745735955574,-0.3181241974758509,-0.2810174543936409,0.471693461693394,0.05919163721851998,0.15756275933344344,-1.0179214217997676,0.6681374876677058,-0.14834696456536595,-0.6980427299161713,-0.00514152823375712,0.35479396539146835,1
-53.225626,0.77088,81.27461242675781,60.67563247680664,31.760250091552734,25.143333435058594,2324,329,60,212,785,242,0.15044109523296356,95.33599853515624,1,presenca,0.47055715141430626,0.5685313512622249,-0.7321906170586426,-0.9256417969724214,0.2585333626442581,0.00750316528122129,0.05773467531780194,-1.0066783228690073,0.4751369108607578,0.6822832179606123,1.170575877521037,-0.6445399288810704,0.3395896549284846,1
-60.17,-2.63,82.4005355834961,43.955692291259766,31.808250427246097,26.222749710083008,2355,313,82,409,821,69,0.04382116720080376,240.8063812255859,1,presenca,0.6493356123778773,-0.3368760335655076,-0.6868648427427638,0.8632866921554797,0.34113290102579824,-0.40600461021716816,0.49697824498662446,0.10076692181088724,0.5804099527554567,-0.8303380617972219,-0.2801264653745623,0.6337456143501784,0.28046576397761747,1
-66.08333333333333,-9.08333333333333,75.6731185913086,57.40327072143555,32.47325134277344,25.999332427978516,1890,262,20,477,142,161,0.06939119100570679,4.523289203643799,0,background,-0.4188698410099396,0.3913285343704537,-0.05891753817391003,0.4930147681832277,-0.8978601746973044,-1.7240606446182845,-0.7408899968073299,0.4830322854567391,-1.4051565874251135,-0.02593830608785338,0.0677868574564215,-1.4425344851143438,0.12620009407666227,0
-63.75,0.4166666666666696,89.34226989746094,39.52768325805664,32.32550048828125,26.207332611083984,2571,369,125,471,859,52,0.02152691408991813,154.5082244873047,0,background,1.7515712042488432,-0.5766587142602404,-0.198435768389488,0.8377357640685056,0.9166651684584652,1.041272604027195,1.355499767521141,0.4493029886644581,0.6915314969776388,-0.9789771470913444,-0.5834686812060517,-0.12457841096570949,0.0740540604726033,0
-65.75,-4.416666666666664,83.769866943359375,28.91927146911621,32.00825119018555,26.393583297729492,2490,323,97,508,444,87,0.01841555908322334,112.32467651367188,0,background,0.8667633751878185,-1.151118566891949,-0.49800805011722066,1.146411079763784,0.7008405681712151,-0.14756225053067476,0.796462497033549,0.6573003188835246,-0.5220327359751399,-0.6729555008975628,-0.6258026996311122,-0.49525606052993354,0.02320615561835465,0
-72.91666666666667,-7.416666666666664,78.97645568847656,52.99996566772461,31.10300064086914,25.455833435058594,2248,290,66,671,231,205,0.0236944705247879,75.75775909423828,0,background,0.10564687999470336,0.15288360759222078,-1.3528183656066852,-0.4077321028279406,0.05603126854757891,-1.000422037496103,0.17752837613657171,1.5736128817404933,-1.144898233852108,0.35877462055575765,-0.5539762658906378,-0.816578937622138,0.029585707871376456,0
-63.75,-11.083333333333329,73.3973388671875,57.89848709106445,32.23524856567383,24.92829132080078,1742,276,15,411,131,353,0.48081886768341064,209.39248657226565,0,background,-0.7802270030289844,0.4181451708639966,-0.2836588864487248,-1.2820334629674492,-1.292206357938206,-1.362241341057194,-0.8407180808229715,0.1120100207416476,-1.4373233502262717,1.6528090101751765,5.665793773278081,0.3577036692527824,0.007227875665531545,0
-53.25,2.0833333333333357,80.95686340332031,57.49457550048828,31.61675071716309,24.80324935913086,2342,346,55,208,749,308,0.06326447427272797,54.29793930053711,0,background,0.4201037247813566,0.3962728117008158,-0.8676942581082786,-1.4892668841632737,0.3064943849303136,0.4468551767482601,-0.04209340869783955,-1.029164520730528,0.369863868966059,1.2593526079260289,-0.01557506636807353,-1.0051518752558597,0.07107797574459213,0
-57.91666666666667,-10.916666666666664,69.0828857421875,55.87539291381836,33.861751556396484,25.330041885375977,1986,334,2,458,64,259,0.0325346440076828,70.46041107177734,0,background,-1.465292662235658,0.30859188371384366,1.2522159447724284,-0.6162078244986111,-0.6420680558383413,0.136724345124468,-1.1002710992636393,0.37622284561451586,-1.6332481781969612,0.8309223032547348,-0.4336942452596452,-0.863128092641457,0.03546414173620636,0
-67.91666666666667,-6.916666666666664,80.31697082519531,47.91096878051758,31.742250442504883,25.71037483215332,2352,331,50,520,182,140,0.01943791098892688,53.144920349121094,0,background,0.31849909073989596,-0.12269245978064725,-0.7491873321591332,0.01412215994466317,0.33313939731145564,0.05919163721851998,-0.14192149271348103,0.7247589124680868,-1.2881865408754485,-0.20955129380412227,-0.6118922765775481,-1.0152837483520023,0.2602636215137703,1
-51.083333333333336,-7.2499999999999964,74.29325103759766,31.073673248291016,33.39274978637695,24.610166549682617,1952,288,13,341,775,289,0.12551620602607727,218.99993896484375,0,background,-0.6379705816862874,-1.03445479542481,0.8093467840762482,-1.809265152278141,-0.7326610979342241,-1.0521105094334016,-0.880649314429228,-0.2814984418349647,0.4458943992233415,1.0932265714208331,0.8314404472482213,0.44212681624380934,0.0014573552081778255,0
-71.08333333333333,-6.2499999999999964,81.54595184326172,44.01832580566406,31.07775115966797,25.60279083251953,2540,295,88,753,314,180,0.01357232499867677,336.3873596191406,0,background,0.5136414800303467,-0.3334843440109968,-1.3766609548299866,-0.16417798835989886,0.8340656300769251,-0.8712008576528563,0.6167719458053943,2.034579937901668,-0.9021853872615524,0.14018773041734228,-0.6917011781174628,1.4736401731510975,0.004606677367543758,0
-67.41666666666667,-1.2499999999999971,86.48872375488281,40.427581787109375,31.32874870300293,25.688417434692383,3022,328,196,675,757,86,0.0042649945244193,84.77198791503906,0,background,1.2984740416178446,-0.5279279912577579,-1.1396489040035511,-0.02226807686558623,2.118355226847969,-0.01834107068742804,2.7730585605432507,1.596099079602014,0.39325787827599207,-0.6816989765030994,-0.8183394752380185,-0.73736859822591,9.593912195840069e-5,0
-56.91666666666667,-12.916666666666664,74.67610931396484,88.1392593383789,31.928998947143555,24.782791137695313,2094,354,3,850,37,343,0.09370896220207214,81.413818359375,0,background,-0.5771788544654202,2.0557239068980033,-0.5728443867857052,-1.5231725200238309,-0.3543019221220078,0.6536090644974548,-1.080305482460511,2.579870236043545,-1.7122029596179855,1.5653742541198103,0.3986616601286338,-0.766877694959778,1.1454548705004797e-5,0
-50.583333333333336,0.25000000000000266,77.74241638183594,74.20813751220703,32.83675003051758,26.309417724609375,2179,365,22,91,901,3,0.0034573832526803,296.7190856933594,0,background,-0.09029868404261746,1.3013348097854371,0.28432713390633907,1.0069225478209525,-0.12781931688230083,0.9378956601525976,-0.7009587632010734,-1.6868858081800089,0.8143500458547875,-1.4074074517626385,-0.8293280735768515,1.1250648814219777,0.10031522793382992,0
-55.75,1.9166666666666692,79.64422607421875,61.334320068359375,33.02399826049805,25.70170783996582,1843,357,43,160,474,344,0.18487919867038727,222.2756805419922,0,background,0.21167806083113128,0.60420017561614,0.461141960105912,-2.4174172887515995e-4,-1.0230917328886715,0.7311417724034028,-0.2816808103353791,-1.2989988950687763,-0.4343052010628908,1.574117729725347,1.6391509203261898,0.47091159720050274,0.002816891292568799,0
-60.583333333333336,1.9166666666666692,80.596405029296875,62.25672149658203,32.88850021362305,26.328125,1814,363,47,243,882,121,0.10815070569515228,207.43199157714844,0,background,0.3628687412359201,0.654149461057386,0.3331938154901595,1.037926321503625,-1.1003622687939836,0.8862071882152989,-0.20181834312286592,-0.8324102894422218,0.7587892737436965,-0.37567733030931794,0.5951603026205822,0.34047629716860633,0.06066640895739171,0
-61.75,-1.7499999999999971,87.63399505615234,30.771915435791016,31.556499481201172,26.277250289916992,2510,316,134,482,702,47,0.01199592649936676,74.97914123535156,0,background,1.4803246762738178,-1.05079538928071,-0.9245883169521272,0.95361110377953,0.7541305929334992,-0.32847190231122014,1.535190318749296,0.5111400327836401,0.2324240642702021,-1.0226945251190274,-0.7131501233427527,-0.8234208523425702,0.023238539774116117,0
-63.583333333333336,-1.0833333333333304,88.2770767211914,31.339099884033203,31.428749084472656,26.01883316040039,2520,318,142,493,657,51,0.0094672329723835,34.81619644165039,0,background,1.5824356859475437,-1.0200815839501247,-1.04522050769078,0.525333546948689,0.7807756053146411,-0.27678343037392145,1.6949152531743223,0.572977076902822,0.10083276190182852,-0.9877206226968808,-0.7475562769743052,-1.176342943794252,0.02169413306071469,0
-60.583333333333336,3.5833333333333357,83.3723373413086,73.39689636230469,33.41350173950195,26.4737491607666,1714,329,38,278,821,92,0.01648635976016521,171.90809631347656,0,background,0.8036420777735408,1.2574050038264035,0.8289424458642464,1.2792708481041923,-1.3668123926054034,0.00750316528122129,-0.3815088943510206,-0.6356560581539158,0.5804099527554567,-0.6292381228698798,-0.6520519574342958,0.02831872313205823,0.07166106981841795,0
-67.08333333333333,-0.7499999999999973,87.1904067993164,43.06197738647461,31.53874969482422,25.8226261138916,2803,312,175,616,703,65,0.00244325818493962,288.54925537109375,0,background,1.4098900063906792,-0.38527190494682784,-0.9413490916395456,0.20015744632034055,1.5348294557009594,-0.4318488461858175,2.3537806076775563,1.2644276611445835,0.23534831543394377,-0.8653119642193683,-0.8431265598346624,1.0532744880892768,0.002864109247152777,0
-67.41666666666667,-2.4166666666666643,86.44294738769531,34.35549545288086,31.34950065612793,26.074583053588867,3097,329,184,731,702,81,0.06850016117095947,124.56444549560548,0,background,1.291205491872414,-0.8567396824068931,-1.1200532422155534,0.6177284593641493,2.318192819706534,0.00750316528122129,2.533471158905711,1.910905849663304,0.2324240642702021,-0.7254163545307825,0.05566324142407983,-0.3877020728883976,6.134811675960189e-5,0
-52.083333333333336,-9.58333333333333,71.64508056640625,37.51856231689453,34.44599914550781,25.66729164123535,1988,317,6,322,63,298,0.09656499326229095,263.2977294921875,0,background,-1.058457395884411,-0.6854553317692353,1.8039094691225075,-0.05728008719483592,-0.6367390533621129,-0.30262766634257077,-1.020408632051126,-0.3883078816771881,-1.636172429360703,1.1719178518706628,0.4375216652600601,0.8313828571019116,0.005174045696850203,0
-67.75,-7.916666666666664,78.89610290527344,59.93741226196289,31.709501266479492,25.51129150390625,2110,301,37,476,132,161,0.02563816681504249,73.26158905029297,0,background,0.09288815234155734,0.5285557277413693,-0.7801117359183178,-0.3158208341087943,-0.3116699023121806,-0.7161354418409602,-0.4014745111541489,0.477410735991359,-1.4343990990625302,-0.02593830608785338,-0.5275297580548858,-0.8385134236777118,0.40681570438458586,1
-56.75,-3.2499999999999964,76.646881103515625,64.27537536621094,32.87174987792969,26.300500869750977,2222,325,56,274,886,54,0.01152236852794885,312.419677734375,0,background,-0.2642520394001801,0.7634622995418803,0.3173768024550308,0.9921445459891322,-0.01324576364339027,-0.09587377859337606,-0.02212779189471125,-0.6581422560154364,0.770486278398663,-0.9614901958802712,-0.719593493464196,1.2630300084465744,0.282257769789059,1
-51.41666666666667,4.083333333333336,74.30992889404297,52.955421447753906,32.79600143432617,26.009374618530273,3258,500,67,278,1065,5,0.00641078408807516,64.89093780517578,0,background,-0.6353224067290355,0.1504714778079451,0.24584903478512657,0.5096578012622724,2.74717751904292,4.426867515920258,0.1974939929397,-0.6356560581539158,1.2939272367084158,-1.3899205005515651,-0.7891432264240302,-0.9120684819388452,0.43491887149569547,1
-51.083333333333336,-7.08333333333333,74.597198486328125,31.91489028930664,32.879249572753906,24.158082962036133,1973,294,13,343,770,366,0.18517035245895383,246.6304473876953,0,background,-0.5897086228015852,-0.9889017544015616,0.32445861699091394,-2.5585082646164783,-0.6767065719338259,-0.8970450936215056,-0.880649314429228,-0.27025534290420433,0.4312731434046333,1.7664741930471526,1.643112445071255,0.6849231766838788,4.05073561059935e-4,0
-68.25,-2.9166666666666643,85.53485870361328,36.75896835327149,31.201250076293945,25.87779235839844,3105,309,184,767,768,95,0.06045633926987648,200.19656372070313,0,background,1.1470156362974324,-0.7265883727073469,-1.260043353257276,0.29158507134317274,2.3395088296114475,-0.5093815540917656,2.533471158905711,2.11328163041699,0.42542464107715006,-0.6030076960532699,-0.05378338354659404,0.2768967378319883,2.9318798125034314e-5,0
-52.91666666666667,-1.5833333333333304,81.67082214355469,61.74102020263672,32.40650177001953,26.071125030517575,1789,290,31,121,640,36,0.10900713503360748,153.03457641601565,0,background,0.5334688723109241,0.6262235381939227,-0.1219478488294967,0.6119974396163226,-1.1669747997468385,-1.000422037496103,-0.5212682119729187,-1.5182393242186034,0.05112049211822071,-1.11887275677993,0.6068131340448046,-0.1375277343296835,0.14439637756710463,1
