pa,lon,lat,temperatura,precipitacao,sazonalidade
1,-52.833333333333336,-19.8,19.50412546549931,1726.3028784192882,50.09050420983765
1,-59.16666666666667,4.6,27.575592125637804,2026.327251872625,44.67601628845333
1,-67.83333333333333,-19.4,23.03609270125929,1690.6965448768094,56.49131805066725
1,-43.5,-3.8000000000000007,22.04428165409039,1642.7926878718094,45.74791690474747
1,-41.16666666666667,-1.4000000000000004,24.924156474217185,1782.3626499168236,42.87500822612763
1,-45.833333333333336,6.6,25.59383707088026,1504.7495752716588,47.81861589122504
1,-45.833333333333336,-7.800000000000001,22.64061238623094,1604.131277308324,52.082602214542696
1,-70.5,-9.400000000000002,25.453879387152128,1576.8584100433495,46.76477431935471
1,-58.5,-5,25.461822000264647,1853.3105291267227,47.423188531225584
1,-62.833333333333336,-9.400000000000002,24.87961836569271,1766.3938268437375,52.47566951314824
1,-75.83333333333333,4.199999999999999,24.31852362382853,1612.0620740036525,45.352049884303895
1,-69.5,-0.6000000000000014,25.943867594818123,1817.274299466231,50.29545071214942
1,-63.16666666666667,7.8,26.21277293528077,1813.771405383083,47.188926837519126
1,-52.5,5.8,24.834909885957384,1844.2822147028344,51.314832515407176
1,-73.5,-3.8000000000000007,24.305523950995116,1787.5329112260708,45.64725583992524
1,-66.16666666666667,-9,25.9946975309452,1703.124731124432,45.10386906907844
1,-76.83333333333333,0.1999999999999993,23.766794519117173,1651.1624275684844,44.3344379360712
1,-40.16666666666667,-8.2,23.81052483629389,1577.2026747761956,49.04788439101187
1,-74.5,-1.4000000000000004,25.60373647806287,1864.0564463934495,43.36130993544943
1,-75.5,-16.200000000000003,21.856691998260867,1639.2994412644844,52.90613750640725
1,-62.16666666666667,-10.200000000000005,25.65790034326997,1610.9054678832017,41.25721828507572
1,-58.833333333333336,-5,23.665089574382275,1753.6429580967244,50.434396440019185
1,-54.5,-13.400000000000002,22.44254886287717,1619.032167684467,53.93423553190755
1,-54.16666666666667,2.1999999999999993,24.41834521666364,1777.8107799129646,46.006906525984554
1,-71.83333333333333,-14.200000000000005,24.28063557588276,1524.9357343670254,53.773375834083616
1,-65.5,-6.199999999999999,25.717774740200973,1694.5009388149292,50.28638218610317
1,-57.5,-6.199999999999999,23.917319773600813,1707.6551187985808,43.49597133105594
1,-54.833333333333336,-3.8000000000000007,22.565488440897948,1796.7057858915534,49.841724058144216
1,-45.5,-9,21.59499533948461,1530.5160113555314,47.4849542750329
1,-75.16666666666667,6.199999999999999,25.623101861115572,1508.631245751118,43.787074288881485
1,-69.5,-21.4,23.49985020868388,1868.855700904637,52.32084388136791
1,-69.5,-1.4000000000000004,25.9206679160027,1743.8309079540632,43.399608162077584
1,-69.5,5,26.21333244581637,1652.0097449454288,50.15517631551261
1,-72.83333333333333,8.2,26.376092465226105,1729.2660130529025,44.36994895006394
1,-79.5,-8.600000000000001,22.91428859564779,1447.5441973997538,47.33928810768303
1,-54.5,0.1999999999999993,23.637430536388756,1832.5758287680785,44.813139515753434
1,-62.16666666666667,9,27.775565223059974,1681.8810330666568,53.45902840989782
1,-55.5,-12.6,22.192513342501563,1572.8038227454078,47.138521238998834
1,-78.83333333333333,-0.6000000000000014,22.026886775480655,1704.9056164372405,46.565331837027806
1,-68.5,-7.400000000000002,24.32194478848581,1871.3947831226128,48.378112177198744
1,-58.5,-1,23.345247325768895,1964.0063505861535,45.404930179805866
1,-60.833333333333336,4.199999999999999,26.868831638201243,1807.176342764884,48.89848676682664
1,-62.833333333333336,-26.200000000000003,23.869649168024743,1921.8655575657317,54.919250111742286
1,-71.16666666666667,-5.800000000000001,25.40954493033173,1719.5452099515949,38.77216562405842
1,-76.5,5.8,26.016822950255374,1503.015138494863,43.47451375282215
1,-64.83333333333333,4.199999999999999,25.500997999522212,1836.5644367699367,45.34385413481415
1,-64.83333333333333,-3,25.664100551595556,1872.9773640159171,45.96192198570686
1,-60.16666666666667,7.4,27.307252181969343,1728.2193433695084,42.892436486466096
1,-55.16666666666667,9.4,24.981513824364,1556.4521530408217,50.96534853425256
1,-53.16666666666667,-4.200000000000001,24.94449078669611,1675.827436522825,49.71143220578018
1,-68.16666666666667,3,25.669548392247563,1856.2525471042577,42.86159899847684
1,-70.16666666666667,1.799999999999999,27.59068181540219,1715.0229835552414,41.40054169961556
1,-45.5,-5,23.482618245971093,1756.4413873769738,46.43966576458536
1,-67.5,1.799999999999999,27.01952628689976,1960.558693419776,43.26940763783199
1,-74.83333333333333,1,25.56124623560929,1819.6879052327276,42.144722738583816
1,-52.833333333333336,1,24.691945564011174,1881.8705590758557,49.1159509033845
1,-77.16666666666667,-23.4,18.43924295753645,1756.1681915487138,54.868858053684555
1,-55.16666666666667,-19.4,21.380478684109217,1797.4700897238542,49.12361191432009
1,-69.83333333333333,-22.6,21.718898644600262,1786.059344015245,55.36888508760633
1,-47.16666666666667,5,24.23868080778776,1792.0500224901382,45.63760504311035
1,-50.5,3.8,25.258264420354635,1758.8623896295908,49.01890196934934
1,-59.5,-16.6,23.025000038111063,1634.7452868606038,51.513858185884025
1,-79.16666666666667,-1.4000000000000004,23.93597133733322,1849.8450823857845,43.234438068208675
1,-72.16666666666667,-18.6,23.4200393784303,1559.5475330779434,53.48319754296872
1,-51.833333333333336,7.8,23.999234613738192,1606.0247559031,48.191771661821925
1,-58.5,-15.400000000000002,24.300315883856616,1622.1598055791014,47.547397483066945
1,-47.16666666666667,-5.800000000000001,22.37815497340369,1729.2801411013918,52.55196647971268
1,-70.16666666666667,-6.199999999999999,25.53484054254227,1724.9400754892245,47.24914181684289
1,-58.16666666666667,-16.200000000000003,23.530236490281062,1708.201201430136,50.696720734044845
1,-45.16666666666667,8.2,23.602616639769323,1686.724019819144,54.03099485687233
1,-46.16666666666667,-0.6000000000000014,23.703437937046953,1894.465590186208,47.270031286616785
1,-66.5,-13.8,24.724999955208045,1536.7628748843306,47.71325093847338
1,-69.16666666666667,1,25.849665804032657,1879.7332583281925,48.22139369697312
1,-71.5,7,30.418230118351826,1695.251335369327,46.17483790670675
1,-71.5,-4.600000000000001,23.310517924908655,1746.6364597177214,46.927012464313734
1,-75.16666666666667,-21.4,21.49339220836768,1702.6033793843128,54.32795039636421
1,-51.5,-17.400000000000002,21.100860506615337,1740.1591979381124,52.6945958631587
1,-71.16666666666667,-25.800000000000004,23.9436321315973,1851.9507014353817,56.27013672172828
1,-67.16666666666667,-8.2,23.665855928147113,1685.31942736957,50.20937394218658
1,-65.16666666666667,-17.400000000000002,24.737468796991664,1713.744515123345,50.903186261804706
1,-46.833333333333336,-8.2,20.37504704664503,1676.5334732257425,47.87697072702491
1,-78.5,7.4,25.49336797875009,1596.2721961687448,51.38896358676843
1,-40.16666666666667,-3,25.177589203666088,1739.1794023912955,46.94409876292852
1,-75.16666666666667,-20.6,20.817692408204092,1853.2452738432685,54.244825525799136
1,-49.5,-0.6000000000000014,23.307231229791775,1900.664070800764,50.17216435388999
1,-62.16666666666667,-5,25.522394948209133,1817.980506583214,44.22565408648072
1,-67.83333333333333,-6.199999999999999,25.63322767817661,1908.0184555109076,49.647636460990896
1,-77.16666666666667,-16.6,21.04422576101158,1458.3278217120642,50.619821145255145
1,-72.83333333333333,-15.400000000000002,23.844459831154506,1498.2720181873678,47.24218538300044
1,-59.16666666666667,-1.8000000000000007,24.86198783797559,1936.7134671368285,40.8436946474907
1,-42.833333333333336,1,22.709159969166883,1678.7696240698433,46.1741721399336
1,-75.5,-5.4,23.736827735178373,1744.915389717113,47.353807067825585
1,-71.5,-8.2,25.842171365152712,1684.5763938552168,52.78990694979001
1,-61.16666666666667,-17.400000000000002,24.2269860914461,1653.5027776785455,49.4402999953534
1,-63.16666666666667,-4.600000000000001,25.68014881587967,1835.5463367704713,49.599468390393355
1,-42.833333333333336,-17,19.82300129917475,1476.7729966202555,52.92316123400723
1,-73.5,8.6,25.372929348971788,1610.6221190974109,47.72173413394078
1,-42.833333333333336,-0.6000000000000014,24.654874204566788,1677.1797618886158,48.19961536107125
1,-65.5,-10.6,25.580398191203944,1687.0125332243913,49.06326390831088
1,-65.83333333333333,4.6,27.420057235122325,1821.2996357562151,41.63340435049184
1,-49.16666666666667,6.199999999999999,23.301912035133395,1830.2230799127512,49.43032657623095
1,-60.5,5,28.42197314830514,1835.5804376713704,49.73572751709212
1,-44.16666666666667,7.4,22.680164927478355,1700.1680331481768,47.86386572805805
1,-42.16666666666667,8.2,24.97022566558543,1381.954131235762,50.73872924405152
1,-77.5,0.1999999999999993,24.417278294484003,1935.4353151728824,44.70359477316977
1,-54.16666666666667,8.6,27.13994543914745,1663.4425582301053,50.071989809699346
1,-57.5,-19,22.39546189518297,1819.9928528573569,54.021656055512
1,-42.5,9.8,23.7454105931732,1374.8920372897298,46.01915749164706
1,-45.5,-19.4,19.04970994810836,1587.4470705987983,52.56787429236171
1,-58.833333333333336,-11.400000000000002,23.86271026495891,1755.0483218651607,53.13466978108926
1,-45.5,6.199999999999999,23.79808588531593,1685.4017540127502,48.64622629094588
1,-63.833333333333336,-6.600000000000001,26.89917339021542,1657.8972446744992,39.776517703519715
1,-75.16666666666667,-2.6000000000000014,24.88976403814318,1771.166929168718,41.66113892046026
1,-40.16666666666667,-6.199999999999999,24.536860440898728,1548.2422979579717,42.85086048311052
1,-60.16666666666667,-19,21.94791321788796,1633.0429339601124,51.932140156519125
1,-43.16666666666667,-0.2000000000000011,23.831933939420527,1796.3503887922875,42.565730571128704
1,-59.833333333333336,5,26.137928022120033,1751.5758129427718,45.79188860927771
1,-71.5,-0.2000000000000011,25.650514305428544,1791.3272618904805,42.779623042132215
1,-56.16666666666667,-13,24.66401851074972,1589.9080394309303,49.51014044496685
1,-71.5,-2.200000000000001,25.267665937824543,2027.116817211374,48.096792732674906
1,-61.16666666666667,-15.400000000000002,21.86182427528733,1788.3778851328352,49.72619492799062
1,-77.83333333333333,-5.4,23.174747006002924,1762.9085200428567,44.49245929003045
1,-63.833333333333336,-16.200000000000003,23.644904205276564,1667.6331483202068,48.787248515338504
1,-43.833333333333336,4.6,24.6919072362121,1779.0057506143687,51.86414016746725
1,-57.833333333333336,-5,25.769359171325817,1718.0912570965902,46.21033023215484
1,-71.5,-5.800000000000001,23.91605002400816,1599.0479502261016,49.160060084696504
1,-56.833333333333336,3,26.08790439379353,1889.7683441336656,48.848067524574304
1,-63.5,-11,24.89784176499032,1640.8766462159472,52.450010090592706
1,-72.83333333333333,-1.4000000000000004,24.36376504750018,1901.9919109352393,45.14294782408293
1,-57.16666666666667,-10.6,24.37237555237893,1641.6058401713628,50.154967274193766
1,-59.5,-3,25.153786566919443,1911.322413459751,49.04261803414897
1,-77.16666666666667,-2.6000000000000014,23.606783178200544,1774.5291891523104,45.24829464100907
1,-48.16666666666667,-11,22.84526856055187,1626.629650319,47.38607601504809
1,-42.5,-1.8000000000000007,23.364448036572572,1779.1958190708235,41.67788071034156
1,-61.833333333333336,-0.6000000000000014,25.155910695035796,1927.523962288044,40.463215854604904
1,-62.5,-15.400000000000002,24.04418322042374,1555.3063147412329,53.48020927803075
1,-57.833333333333336,3,25.75034172672448,2022.5575610521855,47.00042536738934
1,-70.5,-6.600000000000001,25.42260933329771,1786.8233256298772,49.983616514610254
1,-56.16666666666667,7.4,25.34782965410943,1841.9279967359648,52.692218573941645
1,-76.83333333333333,1,25.26775950848214,1879.58370243292,43.37574874013602
1,-61.16666666666667,-22.200000000000003,25.326042427451657,1943.7652130018355,52.01861461693755
1,-52.833333333333336,5.8,24.84702580401415,1626.1544241980246,50.50348153459827
1,-65.5,-1.8000000000000007,28.082359034722845,1909.799333886728,41.53984911530632
1,-65.5,-13.8,24.135975649937848,1395.9141372986562,49.70259418371188
1,-67.83333333333333,-2.6000000000000014,27.11122945954883,1798.6835177536434,48.26846085053755
1,-74.83333333333333,7.4,27.24542444018773,1735.0780007928126,44.56575752442978
1,-41.16666666666667,-5.4,23.65296185313606,1739.3669614744942,48.128542922560136
1,-69.5,6.6,26.80274347192714,1722.8034557847504,47.93381928958968
1,-51.16666666666667,-2.200000000000001,22.524003724242633,2005.960659551488,42.99180916671102
1,-70.5,-6.199999999999999,23.14629999961656,1647.6729980584907,49.25255841008246
1,-65.5,-2.200000000000001,27.45550671466901,1917.5844588038124,49.67116115120549
1,-66.83333333333333,-11.8,23.81114267924927,1683.2263216910233,48.84864762868271
1,-57.16666666666667,-11,22.649442692464184,1574.9212149210143,44.65857689665154
1,-64.5,-5.4,26.22695091919881,1761.0190890353244,45.20877463270434
1,-54.833333333333336,-7.800000000000001,23.083746331599126,1713.0196435102598,49.905433495107445
1,-58.5,2.1999999999999993,26.130663992046223,1877.9149586988176,44.88663910360616
1,-76.83333333333333,0.5999999999999996,26.399703742755857,1765.435088250081,42.42156982104997
1,-72.16666666666667,-12.6,24.16847988229685,1449.239988719756,42.67316576446509
1,-77.83333333333333,-8.600000000000001,21.164254402349865,1624.350040059481,52.282342830623016
1,-76.16666666666667,-13,22.449649431064863,1429.5476403572468,54.60131919435585
1,-57.5,-10.6,24.393898051780784,1530.3261938960304,43.0583250158982
1,-67.16666666666667,7.4,26.19913009095571,1789.7756377422409,46.05849104566752
1,-53.16666666666667,-25.800000000000004,19.12049096527653,1862.9741209087572,53.19339359093635
1,-60.833333333333336,-14.200000000000005,23.08354653488362,1583.5292997532576,46.70801473525055
1,-67.5,-2.200000000000001,27.2537000459478,2121.8318476473337,50.1623092094432
1,-68.16666666666667,-22.200000000000003,24.46532083654311,1810.700880599972,57.04732156066758
1,-57.5,2.5999999999999996,25.18304139299251,1892.361496453511,47.06834332299237
1,-71.16666666666667,9.4,26.56853175327432,1540.5148150446971,52.030622138247686
1,-74.83333333333333,-3,24.76492002833036,1791.8761977015315,48.00049577584299
1,-41.5,8.2,24.184583389771237,1488.9641763044742,49.153986020872864
1,-63.5,-5,25.984498454533696,1705.8297562597688,48.6891446440488
1,-58.5,-23,20.71854530372042,1898.7092101613257,55.6839912928791
1,-43.833333333333336,4.199999999999999,22.933352093056047,1732.4763879586312,47.13440340190478
1,-66.16666666666667,-18.200000000000003,23.55986099783723,1788.51604352031,50.744229667923086
1,-69.16666666666667,-14.200000000000005,25.27931548631603,1530.1221866882197,49.42545146759319
1,-71.16666666666667,-26.6,22.42020528406408,1856.2374919495448,63.56675675518855
1,-61.16666666666667,-3.8000000000000007,26.249880558079266,1768.4823857739768,48.07748628256803
1,-73.16666666666667,-9.400000000000002,24.779933965216102,1549.9284046582711,47.77411962248043
1,-65.83333333333333,-9,25.587349851088913,1635.509759512703,48.543011494070704
1,-63.16666666666667,-8.600000000000001,23.866723423852413,1727.829538784407,44.345395141112625
1,-73.5,-16.6,23.530137182114533,1685.7892286214214,51.532753131607045
1,-52.16666666666667,3.3999999999999995,25.68691416027099,1865.0380198563687,42.1410471032758
1,-40.16666666666667,3.8,25.715221195427183,1639.1791638047998,49.23737943293123
1,-71.5,0.1999999999999993,25.926926667832088,1990.7497060477297,43.908137881927225
1,-48.16666666666667,0.5999999999999996,25.277332557258394,1764.9053605882518,44.99285345078646
1,-71.16666666666667,-9,25.578313765468742,1441.765989888291,54.61929292532926
1,-49.5,5.8,26.265354074641643,1768.74961895425,47.42567179388191
1,-48.16666666666667,-0.2000000000000011,23.60038126539168,1778.059636049012,47.00440559399202
1,-69.5,-22.200000000000003,22.56863949022405,1856.0370054630368,54.33237845415578
1,-66.5,-26.200000000000003,21.704085280129966,1877.357719529364,57.072365810975775
1,-44.833333333333336,8.2,24.535134626961256,1563.5306531458543,47.94691328303033
1,-45.833333333333336,-21.8,19.7211760538003,1799.437063423938,48.71384261603532
1,-73.83333333333333,6.199999999999999,27.28824558889251,1607.0357379038182,50.72744987059943
1,-64.5,-3,27.373269622994457,1739.9442148162095,47.47241624109892
1,-73.5,-2.6000000000000014,24.589977230033902,1725.76455748688,46.04154615559163
1,-68.83333333333333,3,26.67781171688346,1720.2020664347287,43.9939628602015
1,-78.16666666666667,1,23.53085780555833,1618.0458207517563,48.81568637745691
1,-73.5,9.4,25.913956232893273,1498.558288828975,48.69775385146911
1,-57.16666666666667,-15.400000000000002,23.157607068129607,1609.4918448508113,56.878207447866
1,-52.5,-9,20.71830842266393,1679.493280366662,46.35894499660262
1,-50.833333333333336,7.4,27.227758477867276,1680.2346848342802,45.354892989143565
1,-46.833333333333336,9.8,23.833281636484067,1545.4517410807202,44.59564379890213
1,-58.16666666666667,-12.200000000000005,22.935026819080623,1704.2801667370957,43.80584722984192
1,-53.5,0.1999999999999993,25.128368646975424,1820.8970786525224,41.90675731461714
1,-72.16666666666667,-5,24.05187810490974,1775.4301644036066,47.78665638082038
1,-56.5,1.799999999999999,23.882805771820266,1850.2515918939769,44.47751922551903
1,-65.83333333333333,-4.600000000000001,24.80207977225781,1852.1758744748652,44.310885459826
1,-70.5,9,27.829672101175422,1511.1573990266963,43.56997808153331
1,-65.83333333333333,-8.2,25.93013973704769,1702.6823538330984,46.352407006328576
1,-69.16666666666667,2.5999999999999996,26.85751704640036,1962.78001614309,48.82983236527016
1,-68.5,-8.600000000000001,25.270168621637627,1473.383645816294,49.08171926014788
1,-46.5,1,22.69592262100791,1811.1101009505703,42.82588096449947
1,-74.16666666666667,7.8,26.22461192435503,1733.7951653695625,42.94981048171641
1,-64.83333333333333,-11,23.258642627957062,1531.677869431723,45.98457768305597
1,-53.5,2.1999999999999993,24.359085768894083,1872.9225301291604,43.87416933149421
1,-61.16666666666667,-16.6,23.362040687905292,1876.2325216351187,55.042102964913504
1,-67.5,-7.800000000000001,26.1890366478615,1786.3477357877548,49.172705516884335
1,-50.5,-19.8,19.852268823827114,1681.2596211381142,59.50952412743256
1,-44.16666666666667,-19,19.296418029649935,1671.7335082523614,50.866952299052265
1,-44.5,-4.200000000000001,22.405844196941786,1670.1300568522224,46.97500400083162
1,-75.16666666666667,-9.400000000000002,24.207704207437807,1586.607944035998,46.566159285730926
1,-56.16666666666667,-4.200000000000001,25.20421820728769,1809.3430237555128,49.1967425494597
1,-43.5,8.2,23.545676800160127,1554.343590233593,50.28980523270267
1,-77.16666666666667,-3.4000000000000004,26.598457782105935,1724.9125723104337,40.67676783268628
1,-72.5,-2.200000000000001,24.911765185641897,1928.5105436469808,48.37999067092952
1,-60.833333333333336,-2.6000000000000014,25.416543176076296,2077.2022429285084,45.9321310399046
1,-51.5,-1,23.751619241340443,1762.824356579851,41.385775345318095
1,-71.83333333333333,-13.400000000000002,24.263540065908177,1570.5767846055069,51.01439567144495
1,-55.5,1,24.639475380896265,1892.864504909356,49.48960015713317
1,-49.5,-3.8000000000000007,21.30091309868311,1739.007008467392,44.31730700565385
1,-50.833333333333336,-20.6,20.894818576831113,1666.0185252701888,53.672362314905286
1,-48.5,-0.2000000000000011,22.15858842235875,1952.731273516658,45.553232521534746
1,-70.5,7,27.277372268697025,1732.896893971377,48.709302440096074
1,-71.83333333333333,-23,20.337335983515317,1695.1581590239523,55.78624097363012
1,-50.5,3.3999999999999995,26.2389691247037,1842.545416382588,49.277145382345545
1,-45.16666666666667,5.3999999999999995,23.531873318320415,1535.559163889563,46.85220443351879
1,-50.16666666666667,5.8,24.021909390079387,1624.7533757524425,50.28051316737086
1,-65.5,-4.600000000000001,25.619558783933293,1756.0187164627348,55.05993068997196
1,-73.83333333333333,-5.800000000000001,25.05245347937658,1704.328281080759,45.02571744258524
1,-56.16666666666667,5.3999999999999995,24.77174501726464,1906.6111385710224,49.67960126677306
1,-65.16666666666667,2.1999999999999993,27.791382637048493,1950.2561464004343,44.28410382046014
1,-56.5,-5,24.47243717212728,1718.4933113382203,41.17053980110278
1,-71.83333333333333,-8.2,25.1393157962571,1603.8685713461798,44.7591161807823
1,-69.83333333333333,-7,25.51691601411011,1660.8248874833312,49.79438449400149
1,-71.83333333333333,-26.200000000000003,22.7903539552818,1848.681211043928,52.54055433366858
1,-79.16666666666667,-7,22.294687005267168,1666.4873944468347,45.52655734911142
1,-44.833333333333336,-17.400000000000002,19.946384496189587,1565.4535556508406,55.82790802000336
1,-65.16666666666667,4.6,26.020529246306857,1888.021806638361,44.41656023945671
1,-73.5,0.5999999999999996,25.13558801344909,1796.0742053547528,44.83977702533552
1,-68.83333333333333,1.799999999999999,27.203354634818492,1765.0006902314665,46.90707260514733
1,-42.833333333333336,-7.800000000000001,22.83984763028569,1511.2960935897868,47.48625938621815
1,-75.5,-3.4000000000000004,23.94817833771678,1663.0078626394466,43.73602539913661
1,-76.83333333333333,6.199999999999999,23.842968792013103,1787.0150026097665,49.48630838171201
1,-65.16666666666667,-6.199999999999999,25.855272863355175,1645.57892468432,48.54634120639035
1,-72.83333333333333,-7,24.36229642042873,1739.54739941647,44.42235363414101
1,-62.833333333333336,-6.600000000000001,23.62855925282828,1628.032973861923,47.30058131067724
1,-58.833333333333336,-8.600000000000001,24.52579762037048,1656.7241275558488,45.85586827559036
1,-79.83333333333333,4.6,23.818002015051537,1678.5200091303673,45.65689580626367
1,-40.16666666666667,8.6,25.670019943213337,1642.030287002363,43.35384363011169
1,-64.16666666666667,-12.200000000000005,23.32034417625323,1528.8547073310403,49.82358480768509
1,-76.83333333333333,-1.4000000000000004,23.79754576594312,1656.3065799114904,47.59922039700874
1,-40.5,-0.6000000000000014,24.923103909880517,1770.3191246028025,47.50664982237079
1,-43.5,3.8,25.67673673692033,1734.438316242746,45.16099012282703
1,-43.833333333333336,-14.6,22.21085553698895,1475.639196780055,50.62371699585528
1,-47.833333333333336,-0.2000000000000011,22.333630212554375,1753.3578634730677,47.920182801151014
1,-65.83333333333333,-0.6000000000000014,27.32042475956895,1936.462366912664,45.78372168410685
1,-48.5,-19.8,18.301708876464176,1692.9115102987985,53.16653666826853
1,-67.5,-6.199999999999999,24.292250004462392,1795.5892834520655,43.058126676673886
1,-45.5,3.8,25.63323754071573,1772.7067245827436,44.92051614265422
1,-62.5,-2.200000000000001,26.886564712714065,1972.8570184684183,46.0451384004065
1,-41.16666666666667,-5,22.387711742870582,1617.6069635625026,51.3541800937938
1,-75.5,-3,25.77980524674764,1663.646702767811,39.40380991176396
1,-44.5,7,23.859347872973583,1377.4855068773525,47.524561128578654
1,-50.5,-4.600000000000001,22.030658091137425,1750.6203724775753,38.22698391908458
1,-70.5,-2.200000000000001,26.100750622127684,1918.46150126393,49.42832595964038
1,-66.16666666666667,-11.400000000000002,24.65291246883522,1537.0169635586476,53.724232244539145
1,-53.16666666666667,0.1999999999999993,24.578303167268167,1862.8765520261609,40.82434089279992
1,-43.833333333333336,-1.8000000000000007,25.30241466340397,1702.344218391046,42.74557782562074
1,-68.16666666666667,-7.800000000000001,26.00895693435241,1621.1981265738943,54.302099337526805
1,-58.833333333333336,-7.800000000000001,23.856096918797324,1854.7719035080663,48.10001665410553
1,-74.83333333333333,-1.4000000000000004,24.297715855412452,1877.5981210542864,45.58245448352961
1,-68.5,2.1999999999999993,26.04082257140692,1892.479184525748,43.54946787306647
1,-62.16666666666667,-3.4000000000000004,24.786221225728863,2035.668571079087,45.286899783194215
1,-58.16666666666667,4.199999999999999,25.36676319695495,1760.555087267761,45.21014832513477
1,-71.16666666666667,-2.6000000000000014,26.323176176451376,1786.6568170638625,45.669755730075806
1,-53.5,-19,22.14477700285355,1617.029332555004,48.61393633864376
1,-65.16666666666667,-27.4,22.853728161530725,1908.408315026728,57.00482180799569
1,-69.83333333333333,-5,26.092838583085204,1783.2474533334018,44.76379403251818
1,-52.16666666666667,-6.600000000000001,23.97488420531822,1650.471411769567,51.61428344766529
1,-44.16666666666667,9,24.409008370459137,1276.645769861626,50.37611308912268
1,-53.16666666666667,-13.8,21.888769808798628,1626.48978664243,52.88345128955844
1,-66.83333333333333,-2.6000000000000014,24.910811023754302,1882.5718089738452,44.68506134791489
1,-47.16666666666667,2.1999999999999993,24.293231555516424,1790.0546702937634,45.24674584638077
1,-61.833333333333336,-0.2000000000000011,26.739987009335987,1904.643956608843,47.60352969928171
1,-46.5,7,25.564797730992908,1647.6162653054091,46.66657867175741
1,-71.5,1.4000000000000004,25.796785032329772,1756.146121699065,41.0104161241049
1,-56.16666666666667,-27.800000000000004,18.80606975162012,1988.345255384804,59.101376399498
1,-74.5,-6.199999999999999,24.754798968083826,1655.4742854791727,45.166323119472395
1,-63.16666666666667,-15.400000000000002,24.207456887193445,1577.3001562458387,48.88057150124283
1,-50.833333333333336,-7,21.08536670673563,1851.8843152111704,45.335682012751974
1,-68.83333333333333,-21,23.259710250663996,1642.0692416486668,53.98947496316423
1,-62.5,-7.800000000000001,24.52555948016953,1568.3451762989953,48.62176104633392
1,-55.833333333333336,-1.8000000000000007,23.634542823564797,1989.044383793296,45.081841066234546
1,-59.16666666666667,-11.400000000000002,21.914323132836813,1665.0921146826804,51.10985328203171
1,-57.833333333333336,-5.800000000000001,25.755917029920273,1704.6049765486182,54.061228035515114
1,-53.833333333333336,-5.800000000000001,23.05218057407208,1774.5383848017511,41.515716399440414
1,-67.83333333333333,-21,22.927724769919188,1748.5178962602877,54.70208266640868
1,-40.5,-14.6,24.3216558290545,1469.9655047517397,53.07620164134438
1,-65.83333333333333,-23.4,23.33911224070846,1781.8827380380694,56.25941191668738
1,-56.833333333333336,-15.8,19.41980256898349,1823.526542041618,54.63715260882655
1,-58.5,1,24.854646541979783,1935.385220840332,41.67514192486188
1,-46.16666666666667,7.4,25.32192490304872,1625.1380910242922,47.600364431572466
