lon,lat,bio3_isotermalidade_delta,bio4_sazonalidade_temperatura_delta,bio5_temp_max_mes_quente_delta,bio8_temp_media_trimestre_umido_delta,bio12_precipitacao_anual_delta,bio13_precipitacao_mes_umido_delta,bio14_precipitacao_mes_seco_delta,bio18_precipitacao_trimestre_quente_delta,bio19_precipitacao_trimestre_frio_delta,elevacao_delta,declividade_delta,orientacao_delta,cenario
-60.583333333333336,4.250000000000003,0,2.8601847076416007,1,1,-31.62000000000012,-5.439999999999998,0.03999999999999915,-4.740000000000009,-14.379999999999995,0,0,0,ssp126
-60.41666666666667,4.250000000000003,0,2.8101560592651396,1,1,-32.33999999999992,-5.579999999999984,0.03999999999999915,-4.699999999999989,-15.360000000000014,0,0,0,ssp126
-60.25,4.250000000000003,0,2.721544342041014,1,1,-31.819999999999936,-5.5400000000000205,-0.020000000000003126,-4.3799999999999955,-15.399999999999977,0,0,0,ssp126
-60.083333333333336,4.250000000000003,0,2.6981934738159197,1,1,-31.74000000000001,-5.399999999999977,-0.03999999999999915,-4.259999999999991,-14.300000000000068,0,0,0,ssp126
-59.91666666666667,4.250000000000003,0,2.659608001708989,1,1,-32.16000000000008,-5.560000000000002,-0.0799999999999983,-4.1200000000000045,-14.720000000000027,0,0,0,ssp126
-61.75,4.083333333333336,0,2.5804824066162126,1,1,-41.679999999999836,-5.740000000000009,-0.259999999999998,-5.800000000000011,-16.32000000000005,0,0,0,ssp126
-61.583333333333336,4.083333333333336,0,2.6752291870117233,1,1,-41.059999999999945,-5.840000000000032,-0.259999999999998,-5.939999999999998,-16,0,0,0,ssp126
-61.41666666666667,4.083333333333336,0,2.80431053161621,1,1,-39.07999999999993,-5.860000000000014,-0.17999999999999972,-5.300000000000011,-16.139999999999986,0,0,0,ssp126
-61.25,4.083333333333336,0,2.948256950378422,1,1,-36.059999999999945,-5.800000000000011,0.01999999999999602,-3.8400000000000034,-16.56000000000006,0,0,0,ssp126
-61.083333333333336,4.083333333333336,0,3.0024629211425804,1,1,-34.51999999999998,-5.579999999999984,0.0799999999999983,-3.719999999999999,-15.480000000000018,0,0,0,ssp126
-60.91666666666667,4.083333333333336,0,3.0073394775390625,1,1,-32.600000000000136,-5.4599999999999795,0.20000000000000284,-2.9399999999999977,-15.139999999999986,0,0,0,ssp126
-60.75,4.083333333333336,0,2.9763117980957077,1,1,-31.600000000000136,-5.480000000000018,0.17999999999999972,-2.6599999999999966,-14.940000000000055,0,0,0,ssp126
-60.583333333333336,4.083333333333336,0,2.958190078735356,1,1,-30.279999999999973,-5.680000000000007,0.3999999999999986,-4.4599999999999795,-15.220000000000027,0,0,0,ssp126
-60.41666666666667,4.083333333333336,0,2.9616038513183582,1,1,-30.720000000000027,-5.800000000000011,0.3200000000000003,-4.219999999999999,-15.5,0,0,0,ssp126
-60.25,4.083333333333336,0,2.887417526245116,1,1,-31.579999999999927,-5.28000000000003,0.03999999999999915,-4.219999999999999,-14.340000000000032,0,0,0,ssp126
-60.083333333333336,4.083333333333336,0,2.8511856460571323,1,1,-31.440000000000055,-5.399999999999977,-0.020000000000003126,-4.259999999999991,-13.860000000000014,0,0,0,ssp126
-59.91666666666667,4.083333333333336,0,2.74307891845703,1,1,-32.440000000000055,-5.480000000000018,-0.17999999999999972,-4.240000000000009,-14.480000000000018,0,0,0,ssp126
-51.41666666666667,4.083333333333336,0,2.6186626434326215,1,1,-64.17999999999984,-9.019999999999982,-0.35999999999999943,-4.579999999999984,-20.319999999999936,0,0,0,ssp126
-64.25,3.916666666666669,0,2.077687606811523,1,1,-55.840000000000146,-7,-0.8200000000000074,-13.300000000000068,-21.480000000000018,0,0,0,ssp126
-62.583333333333336,3.916666666666669,0,2.482077293395996,1,1,-49.7800000000002,-6.360000000000014,-0.8599999999999994,-7.8799999999999955,-18.720000000000027,0,0,0,ssp126
-62.41666666666667,3.916666666666669,0,2.5370044708251953,1,1,-49.11999999999989,-6.759999999999991,-0.7800000000000011,-7.420000000000016,-18.960000000000036,0,0,0,ssp126
-62.25,3.916666666666669,0,2.5086389160156273,1,1,-47.30000000000018,-6.319999999999993,-0.7399999999999949,-7,-18.700000000000045,0,0,0,ssp126
-62.083333333333336,3.916666666666669,0,2.572041587829588,1,1,-44.90000000000009,-6.240000000000009,-0.4399999999999977,-6.6200000000000045,-17.680000000000064,0,0,0,ssp126
-61.91666666666667,3.916666666666669,0,2.6323733520507844,1,1,-43.679999999999836,-5.900000000000034,-0.4399999999999977,-6.480000000000018,-17.24000000000001,0,0,0,ssp126
-61.75,3.916666666666669,0,2.6831209182739286,1,1,-41.63999999999987,-5.920000000000016,-0.240000000000002,-6.300000000000011,-16.659999999999968,0,0,0,ssp126
-61.583333333333336,3.916666666666669,0,2.768786354064943,1,1,-40.24000000000001,-6.060000000000002,-0.259999999999998,-6.100000000000023,-16.32000000000005,0,0,0,ssp126
-61.41666666666667,3.916666666666669,0,2.9146046829223593,1,1,-37.01999999999998,-5.8799999999999955,0,-4.300000000000011,-16.58000000000004,0,0,0,ssp126
-61.25,3.916666666666669,0,3.0143672943115263,1,1,-34.960000000000036,-5.920000000000016,0.21999999999999886,-3.140000000000015,-16.920000000000073,0,0,0,ssp126
-61.083333333333336,3.916666666666669,0,3.06283004760742,1,1,-33.200000000000045,-5.759999999999991,0.259999999999998,-2.719999999999999,-16.25999999999999,0,0,0,ssp126
-60.91666666666667,3.916666666666669,0,3.0873188018798885,1,1,-32.24000000000001,-5.6200000000000045,0.259999999999998,-2.5,-15.919999999999959,0,0,0,ssp126
-60.75,3.916666666666669,0,3.1286754608154297,1,1,-32.92000000000007,-5.340000000000032,0.14000000000000057,-3.6200000000000045,-15,0,0,0,ssp126
-60.583333333333336,3.916666666666669,0,3.101716156005864,1,1,-32,-5.660000000000025,0.17999999999999972,-4.5400000000000205,-15.440000000000055,0,0,0,ssp126
-60.41666666666667,3.916666666666669,0,3.036666564941413,1,1,-30.980000000000018,-5.8799999999999955,0.28000000000000114,-4.240000000000009,-15.800000000000068,0,0,0,ssp126
-60.25,3.916666666666669,0,2.9791300201415964,1,1,-31.960000000000036,-5.800000000000011,0.20000000000000284,-4.180000000000007,-16.100000000000023,0,0,0,ssp126
-60.083333333333336,3.916666666666669,0,2.900413093566897,1,1,-32.01999999999998,-5.660000000000025,-0.060000000000002274,-4.039999999999992,-15,0,0,0,ssp126
-59.91666666666667,3.916666666666669,0,2.907279090881346,1,1,-30.980000000000018,-5.759999999999991,0.03999999999999915,-3.740000000000009,-15.039999999999964,0,0,0,ssp126
-59.75,3.916666666666669,0,2.916765327453618,1,1,-30.180000000000064,-5.740000000000009,0.10000000000000142,-3.740000000000009,-14.899999999999977,0,0,0,ssp126
-51.583333333333336,3.916666666666669,0,2.6523268127441426,1,1,-65.70000000000027,-9.259999999999991,-0.4399999999999977,-4.639999999999986,-20.38000000000011,0,0,0,ssp126
-51.41666666666667,3.916666666666669,0,2.6621836090087925,1,1,-64.74000000000024,-8.879999999999995,-0.35999999999999943,-4.579999999999984,-20.700000000000045,0,0,0,ssp126
-64.08333333333333,3.7500000000000027,0,2.1343117141723624,1,1,-55.61999999999989,-7.079999999999984,-0.8599999999999994,-12.019999999999982,-21.319999999999936,0,0,0,ssp126
-63.91666666666667,3.7500000000000027,0,2.223754043579106,1,1,-54.51999999999998,-6.840000000000032,-0.9000000000000057,-11.539999999999964,-20.6400000000001,0,0,0,ssp126
-63.75,3.7500000000000027,0,2.2703361892700187,1,1,-55.320000000000164,-6.8799999999999955,-0.8400000000000034,-11.840000000000032,-20.799999999999955,0,0,0,ssp126
-63.583333333333336,3.7500000000000027,0,2.3584427642822305,1,1,-54.039999999999964,-6.1200000000000045,-0.8200000000000074,-11.980000000000018,-18.340000000000032,0,0,0,ssp126
-63.41666666666667,3.7500000000000027,0,2.401293106079102,1,1,-53.820000000000164,-6.480000000000018,-0.7800000000000011,-8.54000000000002,-19.25999999999999,0,0,0,ssp126
-62.583333333333336,3.7500000000000027,0,2.5037932586669953,1,1,-49.80000000000018,-6.360000000000014,-0.9399999999999977,-8.139999999999986,-18.440000000000055,0,0,0,ssp126
-62.41666666666667,3.7500000000000027,0,2.5626333999633815,1,1,-48.74000000000024,-6.360000000000014,-0.960000000000008,-7.819999999999993,-18.360000000000014,0,0,0,ssp126
-62.25,3.7500000000000027,0,2.579109230041503,1,1,-47.30000000000018,-6.259999999999991,-0.8799999999999955,-7.3799999999999955,-18.5,0,0,0,ssp126
-62.083333333333336,3.7500000000000027,0,2.6133159637451158,1,1,-44.38000000000011,-6.259999999999991,-0.46000000000000796,-6.78000000000003,-17.519999999999982,0,0,0,ssp126
-61.91666666666667,3.7500000000000027,0,2.675049057006838,1,1,-43.26000000000022,-6.1200000000000045,-0.37999999999999545,-6.28000000000003,-17.25999999999999,0,0,0,ssp126
-61.75,3.7500000000000027,0,2.7246271514892584,1,1,-41.90000000000009,-6.019999999999982,-0.4200000000000017,-5.639999999999986,-17.720000000000027,0,0,0,ssp126
-61.583333333333336,3.7500000000000027,0,2.8552262115478513,1,1,-39.62000000000012,-5.980000000000018,-0.35999999999999943,-5.180000000000007,-17.24000000000001,0,0,0,ssp126
-61.41666666666667,3.7500000000000027,0,2.9579140472412178,1,1,-36.57999999999993,-5.840000000000032,-0.020000000000003126,-4.159999999999997,-16.58000000000004,0,0,0,ssp126
-61.25,3.7500000000000027,0,3.0361163330078114,1,1,-34.98000000000002,-5.78000000000003,0.1599999999999966,-3.5999999999999943,-16.440000000000055,0,0,0,ssp126
-61.083333333333336,3.7500000000000027,0,3.106573028564455,1,1,-33.90000000000009,-5.9599999999999795,0.29999999999999716,-2.819999999999993,-16.800000000000068,0,0,0,ssp126
-60.91666666666667,3.7500000000000027,0,3.1391555023193405,1,1,-33.25999999999999,-5.900000000000034,0.29999999999999716,-2.6200000000000045,-16.56000000000006,0,0,0,ssp126
-60.75,3.7500000000000027,0,3.176317901611327,1,1,-34.40000000000009,-5.439999999999998,0.14000000000000057,-4.480000000000018,-15.120000000000005,0,0,0,ssp126
-60.583333333333336,3.7500000000000027,0,3.1461730194091757,1,1,-33.90000000000009,-5.600000000000023,0.21999999999999886,-4.639999999999986,-15.519999999999982,0,0,0,ssp126
-60.41666666666667,3.7500000000000027,0,3.1417372894287183,1,1,-32.40000000000009,-5.6200000000000045,0.20000000000000284,-4.420000000000016,-15.419999999999959,0,0,0,ssp126
-60.25,3.7500000000000027,0,3.085439453125005,1,1,-32.07999999999993,-5.699999999999989,0.10000000000000142,-4.240000000000009,-15.480000000000018,0,0,0,ssp126
-60.083333333333336,3.7500000000000027,0,3.0652994537353493,1,1,-31.460000000000036,-5.759999999999991,0.11999999999999744,-4.060000000000002,-15.379999999999995,0,0,0,ssp126
-59.91666666666667,3.7500000000000027,0,3.0545163726806663,1,1,-30.6400000000001,-5.939999999999998,0.259999999999998,-3.759999999999991,-15.620000000000005,0,0,0,ssp126
-51.75,3.7500000000000027,0,2.6935675430297863,1,1,-65.48000000000002,-9.180000000000007,-0.5,-4.840000000000032,-20.940000000000055,0,0,0,ssp126
-51.583333333333336,3.7500000000000027,0,2.7037566757202143,1,1,-63.7800000000002,-8.879999999999995,-0.4000000000000057,-4.319999999999993,-20.579999999999927,0,0,0,ssp126
-51.41666666666667,3.7500000000000027,0,2.7122741699218764,1,1,-62.440000000000055,-8.300000000000011,-0.35999999999999943,-4.28000000000003,-20.720000000000027,0,0,0,ssp126
-51.25,3.7500000000000027,0,2.7622043991088887,1,1,-60.76000000000022,-8.28000000000003,-0.240000000000002,-3.640000000000015,-20.75999999999999,0,0,0,ssp126
-63.91666666666667,3.5833333333333357,0,2.233532104492191,1,1,-53.460000000000036,-6.3799999999999955,-0.960000000000008,-11.539999999999964,-19.379999999999995,0,0,0,ssp126
-63.75,3.5833333333333357,0,2.264320602416994,1,1,-53.76000000000022,-6.840000000000032,-0.8400000000000034,-10.879999999999995,-20.59999999999991,0,0,0,ssp126
-63.583333333333336,3.5833333333333357,0,2.2786571884155293,1,1,-53.460000000000036,-6.819999999999993,-0.8400000000000034,-10.700000000000045,-20.460000000000036,0,0,0,ssp126
-63.41666666666667,3.5833333333333357,0,2.3760861206054713,1,1,-52.76000000000022,-6.1200000000000045,-0.8599999999999994,-8.259999999999991,-18.960000000000036,0,0,0,ssp126
-63.25,3.5833333333333357,0,2.4288628387451183,1,1,-52.039999999999964,-6.579999999999984,-0.8200000000000074,-7.78000000000003,-19.139999999999986,0,0,0,ssp126
-63.083333333333336,3.5833333333333357,0,2.418838844299316,1,1,-50.340000000000146,-6.300000000000011,-0.7199999999999989,-7.079999999999984,-19.420000000000073,0,0,0,ssp126
-62.91666666666667,3.5833333333333357,0,2.2883727645874004,1,1,-49.659999999999854,-6.480000000000018,-0.6800000000000068,-9.460000000000036,-19.74000000000001,0,0,0,ssp126
-62.75,3.5833333333333357,0,2.3084840393066415,1,1,-49.720000000000255,-6.319999999999993,-0.7000000000000028,-9.480000000000018,-19.399999999999977,0,0,0,ssp126
-62.583333333333336,3.5833333333333357,0,2.494269943237306,1,1,-49.340000000000146,-6.360000000000014,-0.8799999999999955,-7.5400000000000205,-18.879999999999995,0,0,0,ssp126
-62.41666666666667,3.5833333333333357,0,2.559985351562503,1,1,-47.059999999999945,-6.439999999999998,-0.7399999999999949,-8.079999999999984,-17.920000000000073,0,0,0,ssp126
-62.25,3.5833333333333357,0,2.600233650207521,1,1,-46.48000000000002,-6.28000000000003,-0.8200000000000074,-7.259999999999991,-18.180000000000064,0,0,0,ssp126
-62.083333333333336,3.5833333333333357,0,2.629258728027345,1,1,-45.340000000000146,-6.060000000000002,-0.6599999999999966,-7.019999999999982,-18.019999999999982,0,0,0,ssp126
-61.91666666666667,3.5833333333333357,0,2.700861091613774,1,1,-43.13999999999987,-6.060000000000002,-0.7600000000000051,-6.360000000000014,-17.220000000000027,0,0,0,ssp126
-61.75,3.5833333333333357,0,2.7727436065673814,1,1,-41.59999999999991,-6.0400000000000205,-0.6800000000000068,-6.180000000000007,-16.720000000000027,0,0,0,ssp126
-61.583333333333336,3.5833333333333357,0,2.9174402999877884,1,1,-38.319999999999936,-6.019999999999982,-0.20000000000000284,-4.639999999999986,-17.06000000000006,0,0,0,ssp126
-61.41666666666667,3.5833333333333357,0,2.9715471649169984,1,1,-36.77999999999997,-5.980000000000018,-0.020000000000003126,-4.140000000000015,-16.940000000000055,0,0,0,ssp126
-61.25,3.5833333333333357,0,3.0751294708252033,1,1,-35.460000000000036,-5.759999999999991,0.0799999999999983,-3.8799999999999955,-16.56000000000006,0,0,0,ssp126
-61.083333333333336,3.5833333333333357,0,3.1432998657226534,1,1,-34.74000000000001,-5.900000000000034,0.1599999999999966,-3.319999999999993,-16.899999999999977,0,0,0,ssp126
-60.91666666666667,3.5833333333333357,0,3.1765822601318376,1,1,-34,-5.9599999999999795,0.240000000000002,-3.039999999999992,-16.860000000000014,0,0,0,ssp126
-60.75,3.5833333333333357,0,3.23279884338379,1,1,-33.38000000000011,-5.740000000000009,0.14000000000000057,-4.639999999999986,-15.860000000000014,0,0,0,ssp126
-60.583333333333336,3.5833333333333357,0,3.2319068908691406,1,1,-33.299999999999955,-5.600000000000023,0.21999999999999886,-4.579999999999984,-15.440000000000055,0,0,0,ssp126
-60.41666666666667,3.5833333333333357,0,3.2056825256347707,1,1,-32.57999999999993,-5.840000000000032,0.17999999999999972,-4.28000000000003,-16,0,0,0,ssp126
-60.25,3.5833333333333357,0,3.2127213287353555,1,1,-32.6400000000001,-5.519999999999982,0.0799999999999983,-4.3799999999999955,-15.259999999999991,0,0,0,ssp126
-60.083333333333336,3.5833333333333357,0,3.193078460693357,1,1,-32.319999999999936,-5.600000000000023,-0.03999999999999915,-4.039999999999992,-15.039999999999964,0,0,0,ssp126
-59.91666666666667,3.5833333333333357,0,3.1678160858154314,1,1,-30.839999999999918,-5.900000000000034,0.17999999999999972,-3.740000000000009,-15.480000000000018,0,0,0,ssp126
-51.75,3.5833333333333357,0,2.7150325393676766,1,1,-64.51999999999998,-9.220000000000027,-0.6400000000000006,-4.8799999999999955,-20.519999999999982,0,0,0,ssp126
-51.583333333333336,3.5833333333333357,0,2.7324402618408214,1,1,-63.61999999999989,-8.819999999999993,-0.5,-4.639999999999986,-20.480000000000018,0,0,0,ssp126
-51.41666666666667,3.5833333333333357,0,2.7980488967895525,1,1,-61.340000000000146,-8.180000000000007,-0.30000000000000426,-3.980000000000018,-20.579999999999927,0,0,0,ssp126
-51.25,3.5833333333333357,0,2.8305565261840826,1,1,-60.48000000000002,-8,-0.17999999999999972,-3.700000000000017,-20.799999999999955,0,0,0,ssp126
-63.91666666666667,3.416666666666669,0,2.1806284713745114,1,1,-52.80000000000018,-6.319999999999993,-0.8799999999999955,-11.019999999999982,-19.220000000000027,0,0,0,ssp126
-63.75,3.416666666666669,0,2.2521263504028326,1,1,-51.86000000000013,-6.319999999999993,-0.8400000000000034,-10.639999999999986,-19.039999999999964,0,0,0,ssp126
-63.583333333333336,3.416666666666669,0,2.269453163146977,1,1,-51.86000000000013,-6.480000000000018,-0.8200000000000074,-10.279999999999973,-19.82000000000005,0,0,0,ssp126
-63.41666666666667,3.416666666666669,0,2.314370079040529,1,1,-51.5,-6.300000000000011,-0.8599999999999994,-10.419999999999959,-19.399999999999977,0,0,0,ssp126
-63.25,3.416666666666669,0,2.4065141296386727,1,1,-51.59999999999991,-6.519999999999982,-0.8400000000000034,-10.82000000000005,-18.700000000000045,0,0,0,ssp126
-63.083333333333336,3.416666666666669,0,2.455182762145995,1,1,-50.659999999999854,-6.420000000000016,-0.8200000000000074,-7.699999999999989,-18.32000000000005,0,0,0,ssp126
-62.91666666666667,3.416666666666669,0,2.4699236679077146,1,1,-49.69999999999982,-6.300000000000011,-0.7600000000000051,-7.439999999999998,-18.340000000000032,0,0,0,ssp126
-62.75,3.416666666666669,0,2.482339477539064,1,1,-49.24000000000024,-6.180000000000007,-0.9200000000000017,-7.439999999999998,-18.800000000000068,0,0,0,ssp126
-62.583333333333336,3.416666666666669,0,2.5288417434692363,1,1,-47.679999999999836,-6.220000000000027,-0.8200000000000074,-7.139999999999986,-18.75999999999999,0,0,0,ssp126
-62.41666666666667,3.416666666666669,0,2.5207443618774406,1,1,-46.98000000000002,-6.240000000000009,-0.8599999999999994,-6.920000000000016,-18.600000000000023,0,0,0,ssp126
-62.25,3.416666666666669,0,2.5923477554321295,1,1,-45.539999999999964,-6.160000000000025,-0.7800000000000011,-7,-17.659999999999968,0,0,0,ssp126
-62.083333333333336,3.416666666666669,0,2.646086578369143,1,1,-44.26000000000022,-6.060000000000002,-0.7000000000000028,-6.8799999999999955,-17.180000000000064,0,0,0,ssp126
-61.91666666666667,3.416666666666669,0,2.70205047607422,1,1,-43.07999999999993,-5.8799999999999955,-0.5999999999999943,-6.680000000000007,-17.08000000000004,0,0,0,ssp126
-61.75,3.416666666666669,0,2.7673045730590857,1,1,-41.440000000000055,-5.860000000000014,-0.5400000000000063,-6.5400000000000205,-16.519999999999982,0,0,0,ssp126
-61.583333333333336,3.416666666666669,0,2.8505418014526356,1,1,-39.440000000000055,-5.740000000000009,-0.7000000000000028,-5.819999999999993,-16.159999999999968,0,0,0,ssp126
-61.41666666666667,3.416666666666669,0,2.9377176284790067,1,1,-37.36000000000013,-5.8799999999999955,-0.240000000000002,-4.720000000000027,-16.460000000000036,0,0,0,ssp126
-61.25,3.416666666666669,0,3.0749633026123036,1,1,-35.600000000000136,-5.8799999999999955,0.060000000000002274,-3.920000000000016,-16.519999999999982,0,0,0,ssp126
-61.083333333333336,3.416666666666669,0,3.162718887329106,1,1,-34.799999999999955,-5.939999999999998,0.1599999999999966,-3.5200000000000102,-16.639999999999986,0,0,0,ssp126
-60.91666666666667,3.416666666666669,0,3.2107357788085977,1,1,-33.940000000000055,-5.8799999999999955,0.20000000000000284,-4.420000000000016,-16.539999999999964,0,0,0,ssp126
-60.75,3.416666666666669,0,3.2056335449218807,1,1,-33.48000000000002,-5.800000000000011,0.14000000000000057,-4.439999999999998,-15.980000000000018,0,0,0,ssp126
-60.583333333333336,3.416666666666669,0,3.2409914398193393,1,1,-32.92000000000007,-5.900000000000034,0.17999999999999972,-4.259999999999991,-16.06000000000006,0,0,0,ssp126
-60.41666666666667,3.416666666666669,0,3.269795761108398,1,1,-32.440000000000055,-5.8799999999999955,0.20000000000000284,-4.159999999999997,-15.960000000000036,0,0,0,ssp126
-60.25,3.416666666666669,0,3.2649471282959013,1,1,-32.48000000000002,-5.840000000000032,0.14000000000000057,-4.099999999999994,-15.659999999999968,0,0,0,ssp126
-60.083333333333336,3.416666666666669,0,3.2866107940673857,1,1,-32.539999999999964,-5.720000000000027,0.10000000000000142,-4.02000000000001,-15.360000000000014,0,0,0,ssp126
-59.91666666666667,3.416666666666669,0,3.294535140991215,1,1,-31.819999999999936,-5.840000000000032,0.1599999999999966,-3.700000000000017,-15.440000000000055,0,0,0,ssp126
-51.91666666666667,3.416666666666669,0,2.689968376159669,1,1,-61.20000000000027,-8.759999999999991,-0.46000000000000796,-4.399999999999977,-19.480000000000018,0,0,0,ssp126
-51.75,3.416666666666669,0,2.73811698913574,1,1,-62.07999999999993,-9.019999999999982,-0.5799999999999983,-4.6200000000000045,-19.779999999999973,0,0,0,ssp126
-51.583333333333336,3.416666666666669,0,2.7750349426269523,1,1,-62.30000000000018,-8.720000000000027,-0.46000000000000796,-4.399999999999977,-20.09999999999991,0,0,0,ssp126
-51.41666666666667,3.416666666666669,0,2.8047839736938514,1,1,-60.88000000000011,-8.139999999999986,-0.259999999999998,-3.9000000000000057,-20.25999999999999,0,0,0,ssp126
-51.25,3.416666666666669,0,2.902438240051268,1,1,-58.30000000000018,-7.400000000000034,-0.0799999999999983,-3.280000000000001,-20.319999999999936,0,0,0,ssp126
-63.91666666666667,3.2500000000000027,0,2.145171241760252,1,1,-52.220000000000255,-6.160000000000025,-0.9200000000000017,-10.960000000000036,-18.700000000000045,0,0,0,ssp126
-63.75,3.2500000000000027,0,2.227031860351566,1,1,-51.179999999999836,-6.100000000000023,-0.9200000000000017,-10.360000000000014,-18.620000000000005,0,0,0,ssp126
-63.583333333333336,3.2500000000000027,0,2.2725152587890634,1,1,-51.20000000000027,-6.340000000000032,-0.9000000000000057,-10.039999999999964,-19.300000000000068,0,0,0,ssp126
-63.41666666666667,3.2500000000000027,0,2.306004905700682,1,1,-51.179999999999836,-6.199999999999989,-0.9399999999999977,-10.039999999999964,-19.08000000000004,0,0,0,ssp126
-63.25,3.2500000000000027,0,2.3628997802734375,1,1,-50.38000000000011,-6.28000000000003,-0.9000000000000057,-10.159999999999968,-18.5,0,0,0,ssp126
-63.083333333333336,3.2500000000000027,0,2.446523017883301,1,1,-49.42000000000007,-6.28000000000003,-0.8400000000000034,-7.699999999999989,-17.899999999999977,0,0,0,ssp126
-62.91666666666667,3.2500000000000027,0,2.4803247451782227,1,1,-48.61999999999989,-6.220000000000027,-0.8400000000000034,-7.480000000000018,-17.720000000000027,0,0,0,ssp126
-62.75,3.2500000000000027,0,2.507586631774906,1,1,-47.90000000000009,-6.060000000000002,-0.8599999999999994,-7.319999999999993,-17.779999999999973,0,0,0,ssp126
-62.583333333333336,3.2500000000000027,0,2.5343130493164097,1,1,-46.88000000000011,-6,-0.8799999999999955,-7.100000000000023,-17.720000000000027,0,0,0,ssp126
