periodo,lon,lat,temperatura,precipitacao,sazonalidade,adequabilidade
Atual,-42.16666666666667,9.8,25.54353746945896,1589.8816277112426,50.84186553660718,0.1495871963383986
Atual,-41.833333333333336,9.8,26.25975970094413,1384.6527673304868,53.44748706452101,0.07842284259446931
Atual,-41.5,9.8,26.107360265746664,1307.0091980101895,49.19922845756059,0.06031334013413174
Atual,-41.16666666666667,9.8,25.983668270328405,1353.1167178488238,47.52115559426625,0.07685520456908372
Atual,-40.833333333333336,9.8,25.257352016535854,1578.5422735758318,43.96432180590404,0.15926267683380643
Atual,-40.5,9.8,25.125237071801827,1557.227010832786,51.00334158550809,0.14457414291101187
Atual,-40.16666666666667,9.8,25.03393074493302,1649.7316915627025,46.21221698897923,0.16992836719984308
Atual,-79.83333333333333,9.4,25.66203967196403,1464.5900703823324,52.279185802681965,0.11231360674162452
Atual,-79.5,9.4,24.57455594896024,1438.008193454491,52.695193081483474,0.10526947087385766
Atual,-79.16666666666667,9.4,25.16521227647676,1572.9283754068215,52.92471058566505,0.14565723396280228
Atual,-78.83333333333333,9.4,25.514797642217484,1573.3182375800177,49.205705004603786,0.14848024196684606
Atual,-78.5,9.4,27.919764127172886,1330.3509876341852,53.12221241581295,0.0370330551994864
Atual,-78.16666666666667,9.4,25.2724379895103,1476.941208854205,46.52440344023157,0.12598402806124986
Atual,-77.83333333333333,9.4,26.34932256506081,1484.323602143178,48.86955543137928,0.11101939514193664
Atual,-77.5,9.4,26.279405142752783,1343.4215815416574,44.45033524711178,0.07241878937015075
Atual,-77.16666666666667,9.4,25.24097460831035,1478.1645992612582,49.53903606526677,0.12292622954578883
Atual,-76.83333333333333,9.4,26.32773940528064,1423.0057232877896,51.34250345755863,0.09068663486506726
Atual,-76.5,9.4,28.103807675003413,1529.6730763689166,51.63342913136442,0.06813536891810675
Atual,-76.16666666666667,9.4,27.121206485121707,1586.27095818897,47.7075452317539,0.1144546257806444
Atual,-75.83333333333333,9.4,26.78044675383224,1449.956334981799,41.64772842192989,0.0982253477804283
Atual,-75.5,9.4,26.381329673370743,1540.1320226191144,48.601218809993945,0.12568600225855645
Atual,-75.16666666666667,9.4,24.698594570747595,1495.9201046818766,49.115651928867536,0.12879692860638817
Atual,-74.83333333333333,9.4,28.3124896676921,1501.0054663696783,44.02764929196139,0.06221932693721962
Atual,-74.5,9.4,25.571586717922234,1679.1065811426472,47.14992864260558,0.16795682504533715
Atual,-74.16666666666667,9.4,28.10158470707138,1491.0664087272328,52.4374938725908,0.06154803346454549
Atual,-73.83333333333333,9.4,29.49575018828397,1553.3072540058604,53.94701913932673,0.031213010210975552
Atual,-73.5,9.4,25.913956232893273,1498.558288828975,48.69775385146911,0.1235603377854367
Atual,-73.16666666666667,9.4,28.37878393074872,1573.749637257598,50.28207196026271,0.0659702611718791
Atual,-72.83333333333333,9.4,27.420743677091977,1762.5215397802467,48.09208578458554,0.11434083191473508
Atual,-72.5,9.4,26.07958361349187,1470.619314928464,53.503995978153995,0.1071652263151854
Atual,-72.16666666666667,9.4,26.23972267433737,1459.7587570419837,44.55701923220435,0.11046051584173819
Atual,-71.83333333333333,9.4,26.237916796188085,1523.838123304089,45.20069058544698,0.12890182978029827
Atual,-71.5,9.4,27.50590421915784,1482.018565342258,50.05034448303831,0.07892342311106297
Atual,-71.16666666666667,9.4,26.56853175327432,1540.5148150446971,52.030622138247686,0.11705977456997245
Atual,-70.83333333333333,9.4,29.0157324506423,1432.4093606140157,48.90625928698867,0.03246244072533268
Atual,-70.5,9.4,30.647449786232578,1574.965741087308,53.221187749435984,0.013122237378814761
Atual,-70.16666666666667,9.4,26.995405604108033,1396.578442146335,49.10643993823077,0.07178198404914125
Atual,-69.83333333333333,9.4,29.346736513355776,1501.3237761597138,48.80424739775235,0.032336013817217436
Atual,-69.5,9.4,29.39031720751153,1556.8716139489457,49.11823264276535,0.03557601864436484
Atual,-69.16666666666667,9.4,28.96880491489251,1477.844017233975,45.20728218068119,0.04012002290704419
Atual,-68.83333333333333,9.4,27.54786143202724,1611.4558945005112,50.93425155494973,0.09957967038259583
Atual,-68.5,9.4,28.573888065930948,1492.6033840458551,47.15734628040777,0.051433634511231834
Atual,-68.16666666666667,9.4,28.439429146892547,1583.2333538519497,51.36483592996023,0.06426782474450238
Atual,-67.83333333333333,9.4,29.403967054701862,1619.632092212005,52.77012213171965,0.03753186508095072
Atual,-67.5,9.4,28.40593336330831,1522.6034515459046,51.11619837905582,0.05815831179106858
Atual,-67.16666666666667,9.4,29.91525156019477,1528.623982061176,49.92900297832539,0.02269134778356549
Atual,-66.83333333333333,9.4,28.44745711191093,1695.4213077369068,48.53291095640622,0.07358743281119177
Atual,-66.5,9.4,30.030285903705387,1560.5829976337036,45.51524856903011,0.023301329973535546
Atual,-66.16666666666667,9.4,27.72486831750758,1706.3275451741447,47.49212664192186,0.10332155545072655
Atual,-65.83333333333333,9.4,27.49328393659095,1526.9550209217232,53.42634263143485,0.08562682008734822
Atual,-65.5,9.4,32.438920745815004,1493.4904284184945,48.217942807254495,0.0017738966003054437
Atual,-65.16666666666667,9.4,28.403403532364464,1677.483497437211,48.34576268972809,0.0747845809374879
Atual,-64.83333333333333,9.4,29.17205174517182,1630.3428626955904,52.49439083992268,0.04441237781119599
Atual,-64.5,9.4,29.52022237727859,1635.749862497166,52.827635184569345,0.03527414928904161
Atual,-64.16666666666667,9.4,28.25784528763879,1514.251321178822,46.640209501436026,0.06430610653779546
Atual,-63.833333333333336,9.4,29.32266690680744,1760.3130525032725,44.19835560638874,0.046062093301625494
Atual,-63.5,9.4,29.118311491067015,1640.575696511057,50.745587660375094,0.047306383286526255
Atual,-63.16666666666667,9.4,28.428209548473628,1644.9357631201244,51.074911320805526,0.07012548149539907
Atual,-62.833333333333336,9.4,28.68411980198901,1571.427736716381,47.451331013625264,0.05752386399819163
Atual,-62.5,9.4,28.516647622128087,1423.7370867908678,47.868533837666504,0.04255148814810745
Atual,-62.16666666666667,9.4,30.832077113143285,1581.137989939,49.156523702560094,0.011723856724443121
Atual,-61.833333333333336,9.4,27.606998476583385,1607.3371950726907,43.975311142243754,0.10378106712324775
Atual,-61.5,9.4,27.14380096702746,1690.0031796127716,45.20387466827895,0.12842578327320658
Atual,-61.16666666666667,9.4,28.31335876906215,1611.86052972187,47.03897621771279,0.07461098208807751
Atual,-60.833333333333336,9.4,28.53142047539082,1772.257874732769,53.33566793540857,0.06668704701440319
Atual,-60.5,9.4,28.584125763095177,1662.5532451304407,44.71314267086221,0.06997919436733163
Atual,-60.16666666666667,9.4,27.51002970385316,1707.350505705126,49.666815448594896,0.10964405587072425
Atual,-59.833333333333336,9.4,26.751354641583717,1718.143778360076,48.78276743599294,0.13895555322136208
Atual,-59.5,9.4,29.214086723785204,1692.890613242391,55.06003233747201,0.044118741651607674
Atual,-59.16666666666667,9.4,27.340622614513425,1685.3353058830196,49.6999091473436,0.11536162958843846
Atual,-58.833333333333336,9.4,26.67122081504076,1757.6403671232083,47.89751983597664,0.14215309507909088
Atual,-58.5,9.4,27.25913086140934,1685.123237868744,43.45782240244703,0.12578018717123488
Atual,-58.16666666666667,9.4,27.195926493281924,1612.7918991886525,47.3022074639315,0.11644084792126798
Atual,-57.833333333333336,9.4,28.52586980239524,1857.874109996262,47.314383238681025,0.06533595950181698
Atual,-57.5,9.4,27.288994751910348,1741.1798010136624,48.2580136849981,0.11995190841831467
Atual,-57.16666666666667,9.4,27.915094750489622,1625.6732825028791,46.9070852938335,0.0911406099971358
Atual,-56.833333333333336,9.4,26.42563170967675,1679.3184681935072,48.22281444515539,0.1482633509554544
Atual,-56.5,9.4,27.099667430222787,1752.296029673944,54.69076976170853,0.11925497962664307
Atual,-56.16666666666667,9.4,26.395597804451,1612.2213976306489,50.344604401162655,0.13816691087212643
Atual,-55.833333333333336,9.4,26.74616154427973,1732.5050536946271,48.74519666289738,0.1392141950334893
Atual,-55.5,9.4,25.547321335463835,1693.1113302719116,44.11976137948958,0.17395105228449687
Atual,-55.16666666666667,9.4,24.981513824364,1556.4521530408217,50.96534853425256,0.1445772151107605
Atual,-54.833333333333336,9.4,28.512913626717214,1469.9188414347348,48.96515355804644,0.04893000987658581
Atual,-54.5,9.4,26.871082360165133,1714.875520300609,49.8092157722662,0.13349827377294404
Atual,-54.16666666666667,9.4,24.7302943425133,1859.9101358708033,50.44340522250225,0.15331117373586514
Atual,-53.833333333333336,9.4,25.33318665480744,1747.5633269131672,51.5584458632806,0.16521289498118721
Atual,-53.5,9.4,24.60291586804418,1622.3037856527312,48.85761875209256,0.1600449723545383
Atual,-53.16666666666667,9.4,28.23011262983417,1641.9390605529395,47.47082086280687,0.07997633557697661
Atual,-52.833333333333336,9.4,27.16285003948867,1857.9992991367235,49.52493984040877,0.11262635997198601
Atual,-52.5,9.4,25.338892530125623,1762.4222896221654,46.20641447767779,0.17269945253065347
Atual,-52.16666666666667,9.4,26.143277213678907,1636.7198810030272,42.7472294730529,0.15899432868424182
Atual,-51.833333333333336,9.4,25.009318415915907,1608.62941375165,52.58478540123784,0.1538838261728798
Atual,-51.5,9.4,24.86491526046193,1687.1580035935892,48.859933467927554,0.1693730911019654
Atual,-51.16666666666667,9.4,24.44961953490399,1699.6620554607357,47.91093799248565,0.16833321553308972
Atual,-50.833333333333336,9.4,24.596122052728745,1590.8294950978566,52.4712564212324,0.14884112561352444
Atual,-50.5,9.4,27.00434660142796,1468.7053467927085,56.80587028834147,0.083904364771504
Atual,-50.16666666666667,9.4,25.072284594390172,1551.3913250758003,44.79293083991488,0.1517304658227458
Atual,-49.833333333333336,9.4,25.211646988695342,1305.699589750377,45.625320675432235,0.06792484733789769
Atual,-49.5,9.4,25.30284775208032,1528.9250662971929,47.40140552194249,0.1409691601928263
Atual,-49.16666666666667,9.4,26.350523019833783,1509.61711613927,49.29040602008069,0.11764036738810721
Atual,-48.833333333333336,9.4,24.39295433695692,1563.3224711614178,50.24209379782044,0.14361355242805432
Atual,-48.5,9.4,23.84061415785522,1387.1127979728285,45.05947016715386,0.08762918063880283
Atual,-48.16666666666667,9.4,26.753395772748423,1404.2120378385205,48.201738179761485,0.07965998006242199
Atual,-47.833333333333336,9.4,24.408685017052836,1636.9010137857197,50.45573149368104,0.15793820867229058
Atual,-47.5,9.4,24.088555559867523,1514.4021643671213,49.60435856822579,0.12709833962477715
Atual,-47.16666666666667,9.4,23.52015039845732,1598.187732506021,45.02616692939046,0.14028453001299893
Atual,-46.833333333333336,9.4,23.469157332271948,1615.4702773555537,50.56135840960754,0.1346087012037939
Atual,-46.5,9.4,24.25943161454986,1713.7589292146858,50.349448392643566,0.16240285875837615
Atual,-46.16666666666667,9.4,25.585182575326733,1479.2024735489376,45.8900788092349,0.1251413343119786
Atual,-45.833333333333336,9.4,26.146919746663514,1543.097222134015,47.58837393117272,0.1330237851168109
Atual,-45.5,9.4,25.731151645852822,1791.264288298726,49.25294854276341,0.16098682633953096
Atual,-45.16666666666667,9.4,24.58544569730228,1566.9186541610757,50.31916138463981,0.14633778763924402
Atual,-44.833333333333336,9.4,25.08970373767097,1667.5252762633845,48.31121691754861,0.16868413258125986
Atual,-44.5,9.4,24.293159766196407,1613.5323600266584,47.54936649204713,0.1567558210163351
Atual,-44.16666666666667,9.4,24.329103456412845,1442.9459543321673,49.48015157510393,0.1081978415165603
Atual,-43.833333333333336,9.4,26.146423279913535,1561.1801094982754,49.60304966068513,0.1349038322700461
Atual,-43.5,9.4,24.11668640551309,1371.1543600956345,45.456965881195295,0.08555885627907166
Atual,-43.16666666666667,9.4,27.450271554481652,1660.107664508805,47.24135122391658,0.1121696081238989
Atual,-42.833333333333336,9.4,25.27058358129619,1522.8186060134335,49.14170320149875,0.13708747753839517
Atual,-42.5,9.4,25.681074281583417,1442.2949306467697,49.04663842832961,0.10835965694920821
Atual,-42.16666666666667,9.4,24.712275156322423,1454.0318747300432,45.41416592150254,0.1194201172644183
Atual,-41.833333333333336,9.4,24.976584217866723,1659.6411856128836,48.642240024038095,0.1674133630560633
Atual,-41.5,9.4,24.24737382182751,1517.7826299608953,49.991105146397715,0.1299629479813299
Atual,-41.16666666666667,9.4,25.58620652955457,1677.9150534595651,44.882675571279805,0.17116657170281993
Atual,-40.833333333333336,9.4,26.34300927108868,1411.6117421853974,47.426955410536486,0.09044181169892045
Atual,-40.5,9.4,26.336646631016283,1570.334802318599,41.16804960628773,0.14358701405446309
Atual,-40.16666666666667,9.4,25.220782278838193,1377.4365636063214,52.36947045011845,0.08633047152537128
Atual,-79.83333333333333,9,24.585144247214497,1462.0921346856032,51.90712837606641,0.11404361897427637
Atual,-79.5,9,24.984359434386377,1614.4621977423758,48.8596078469145,0.16036457310961458
Atual,-79.16666666666667,9,27.270492201378485,1556.8313122779937,38.7768451601792,0.1134552883416505
Atual,-78.83333333333333,9,24.46546507090324,1535.3265336311542,49.33658410067858,0.13834452448229112
Atual,-78.5,9,25.614559167599243,1628.743573737711,49.262800265981106,0.1581754074085241
Atual,-78.16666666666667,9,28.002180885222128,1656.5712865076655,52.31955233916213,0.08562127582650349
Atual,-77.83333333333333,9,25.899324961685775,1538.0450362659358,44.72919379326475,0.14015669886068513
Atual,-77.5,9,24.617823434029173,1519.5825162902731,45.24329251959468,0.14051991400642316
Atual,-77.16666666666667,9,25.487770527052025,1492.68128636722,51.16969802122441,0.12402229917460231
Atual,-76.83333333333333,9,26.86018427681197,1527.4771472195296,51.198362246146175,0.10698679081948849
Atual,-76.5,9,26.02163857190098,1487.976116257261,50.757385728775255,0.11626761698428163
Atual,-76.16666666666667,9,25.92648802682981,1399.6573838171842,38.61347012359579,0.10134012590102688
Atual,-75.83333333333333,9,26.276781582098703,1498.1576002389947,47.820981409444414,0.11771592574495827
Atual,-75.5,9,26.865622500797475,1470.629911446366,43.13854433334341,0.10049801118592287
Atual,-75.16666666666667,9,28.635526162702572,1531.288305694358,53.48774065582009,0.05121570192397602
Atual,-74.83333333333333,9,26.890597109583737,1476.5110973900164,48.89360485331296,0.0958439770881161
Atual,-74.5,9,28.28717024170621,1449.977733181458,47.38663073277486,0.052585806591054926
Atual,-74.16666666666667,9,27.901471972321936,1507.8752359803293,46.77274113657572,0.07447156384682321
Atual,-73.83333333333333,9,27.190732377087983,1583.6340293628791,48.31477520675558,0.11093693500275169
Atual,-73.5,9,25.736046506782596,1514.8955522956094,53.20107587236457,0.12547846409048025
Atual,-73.16666666666667,9,26.953592112528767,1427.0812986690469,47.78753409101749,0.08197220621485346
Atual,-72.83333333333333,9,27.09030341698237,1625.2908431072776,49.93939625524014,0.11889568394792813
Atual,-72.5,9,27.78081206458959,1474.22112793419,49.22850450263882,0.06992318881694036
Atual,-72.16666666666667,9,29.256075638930803,1360.6019266647688,49.64338509994489,0.020865035599888834
Atual,-71.83333333333333,9,30.44199345833434,1556.7835480946378,46.89432633980606,0.016241491313661163
Atual,-71.5,9,29.71224055842732,1550.4679488006975,49.1422475531885,0.027971245368403227
Atual,-71.16666666666667,9,27.949996836007973,1574.628389124839,49.82071619558982,0.08118746035989406
Atual,-70.83333333333333,9,26.24684386525549,1299.0118152311036,49.13653545666731,0.05665042093238299
Atual,-70.5,9,27.829672101175422,1511.1573990266963,43.56997808153331,0.07993157551930355
Atual,-70.16666666666667,9,28.429267073127356,1332.031580570587,45.43395753723968,0.03152453688665859
Atual,-69.83333333333333,9,29.32973808560726,1502.5866513366095,43.815797154054685,0.03459657786027288
Atual,-69.5,9,29.52315150774323,1634.6781599919848,49.88643525652947,0.03627171953811752
Atual,-69.16666666666667,9,29.27612245040549,1700.2212828574934,46.93811050748811,0.04625507558031844
Atual,-68.83333333333333,9,27.042273916352535,1621.7920533970905,51.74785545483395,0.11802888745440253
Atual,-68.5,9,29.559893283421363,1529.8541531224953,49.578610491967424,0.0297022265557
Atual,-68.16666666666667,9,28.176651077509874,1636.6284274182276,46.0178006561644,0.08279642018126968
Atual,-67.83333333333333,9,28.89696153833672,1626.1397520824437,47.734224876136885,0.05499779567278093
Atual,-67.5,9,28.817622289913633,1638.3605127454102,50.41552100087092,0.05677147335288168
Atual,-67.16666666666667,9,29.231564276308145,1495.8421205553068,43.82043932153128,0.03626067704010482
Atual,-66.83333333333333,9,28.8066385365634,1546.2091592802606,47.725852807391824,0.0509776918065977
Atual,-66.5,9,26.958080684223894,1600.1575510598643,49.73944926878971,0.11998450846981736
Atual,-66.16666666666667,9,29.609108586091036,1662.517016293514,51.58371635936845,0.03439410274112236
Atual,-65.83333333333333,9,29.224083931009517,1707.4306484001315,45.17465185976893,0.04882501126367821
