lon,lat,temperatura,precipitacao,sazonalidade,periodo,eta,adequabilidade_real,peso_presenca,adequabilidade_atual
-72.5,9.8,26.760337295413944,1635.8362541812498,48.26195845640148,Atual,-2.4893650270960124,0.07660710227958861,0.5259182344169165,0.1334789282248322
-72.16666666666667,9.8,27.184076741277043,1502.9403146388,54.37067512478486,Atual,-3.162898088596892,0.04058605503078521,0.2786288185896515,0.08913042075726442
-71.83333333333333,9.8,27.392063392485955,1603.2931188264442,51.889259990926114,Atual,-2.949600687935514,0.049755387554765995,0.34157754042217603,0.10316506433652443
-71.5,9.8,26.31453875172852,1732.2344056807524,54.01024601551191,Atual,-2.4167155828903857,0.0819068986701449,0.5623020614714631,0.14507414675098917
-71.16666666666667,9.8,29.178028645713788,1642.0885056569768,52.85891346845167,Atual,-3.8924290492174545,0.019988071964052972,0.13722084772724627,0.044620352443321194
-70.83333333333333,9.8,28.507734429989057,1610.4749071160588,47.030181811239615,Atual,-3.439518898669072,0.03108297013315426,0.21338884106595166,0.06748736582838394
-70.5,9.8,27.1653793209412,1626.5543274429615,47.850245971643815,Atual,-2.6906393629229717,0.06352797063244835,0.4361282068752644,0.1187760676197237
-70.16666666666667,9.8,29.870335540923648,1436.8111508827842,44.831161593094535,Atual,-4.56220379978671,0.010331180563558143,0.07092496752584442,0.01902777778808479
-69.83333333333333,9.8,29.02933442475758,1480.2578385978109,50.084732178211155,Atual,-4.145284849433125,0.01559196367878594,0.10704096310956075,0.036971860622796414
-69.5,9.8,28.299792111119032,1749.8228225063947,50.1353616763256,Atual,-3.348452866966421,0.03394586356435211,0.2330429960183774,0.07815155534844159
-69.16666666666667,9.8,29.668020305196904,1522.2771147708945,51.69091699898105,Atual,-4.348097368286497,0.012766306739698025,0.08764244176816581,0.02639507353834802
-68.83333333333333,9.8,29.703022537418295,1675.812253123071,45.999161649582234,Atual,-3.936302322887349,0.019146516090947915,0.1314434515619233,0.03440909429886456
-68.5,9.8,29.689025123025907,1620.0527285091348,45.34163985227819,Atual,-3.9699351909706584,0.018525003273124774,0.12717668106557836,0.03324808582308267
-68.16666666666667,9.8,29.58536829508992,1462.9102839665743,47.52688355413976,Atual,-4.40952371191082,0.012014856773824429,0.08248363497943557,0.024867195219321372
-67.83333333333333,9.8,29.473987987050688,1648.9461204649594,49.14921933243318,Atual,-3.933235871842072,0.019204188811788907,0.13183938267817955,0.03836149258625934
-67.5,9.8,28.82751311338813,1539.4669489064988,50.83132374896011,Atual,-3.869630803919999,0.020439577976114558,0.14032049825084164,0.04806987360461172
-67.16666666666667,9.8,28.58402190472668,1549.5491314972026,48.50231165753465,Atual,-3.6527328104022208,0.02526531497805898,0.17344984276723396,0.0576726066314208
-66.83333333333333,9.8,28.520977954341028,1543.0385148867167,49.960304507423174,Atual,-3.6724246376765737,0.024784871662585105,0.17015153369806618,0.057982163001800924
-66.5,9.8,28.18812561475556,1687.5742931779382,52.150263642461056,Atual,-3.3133424360301893,0.03511629084374071,0.24107813936635203,0.08031654950590311
-66.16666666666667,9.8,28.73025401901869,1668.1376980361276,40.57807277946986,Atual,-3.331880101734725,0.03449356100858594,0.23680301387957853,0.06766473456885083
-65.83333333333333,9.8,27.567518719099784,1649.4295877449915,49.612290420557486,Atual,-2.923868776183434,0.05098617851974232,0.35002708872742644,0.10422142350450388
-65.5,9.8,31.33962837925073,1669.6978858082869,46.388257592882255,Atual,-4.468454774015912,0.011335061527095104,0.07781674763757933,0.008242968331709857
-65.16666666666667,9.8,30.270705077476432,1441.339479000991,51.63960966361678,Atual,-4.866260144017582,0.00764324711957269,0.052471936814256416,0.013039040852063498
-64.83333333333333,9.8,27.688581952953346,1609.1890184843255,45.232039792449314,Atual,-2.936310358003883,0.050387524890794365,0.3459172496890756,0.09960593697272875
-64.5,9.8,28.456822417012376,1564.1283357850102,46.578064476037795,Atual,-3.4970526112734124,0.02939620931583039,0.20180899736303998,0.0647185991192415
-64.16666666666667,9.8,28.356683086932872,1550.8240795341994,47.99305688819048,Atual,-3.510921846387003,0.029003063628595036,0.19910999845110056,0.06544199079210117
-63.833333333333336,9.8,29.69208028823242,1548.712751586639,49.09669445096504,Atual,-4.217376443904477,0.014523225336635833,0.09970392822334491,0.028297223523176557
-63.5,9.8,28.70074453782441,1591.0664721218768,42.805748944740245,Atual,-3.475278767256359,0.03002386894393164,0.20611796655262046,0.06176536220559296
-63.16666666666667,9.8,29.02377847227372,1556.3898800529366,53.9378461092048,Atual,-4.003228721424758,0.017929270667540926,0.12308689525211958,0.04283256438679134
-62.833333333333336,9.8,28.660896034227587,1538.617847392618,52.22173712655171,Atual,-3.8177427722756088,0.02150473567472794,0.14763295152946662,0.052001358674095784
-62.5,9.8,28.58696409821995,1501.538092146206,44.76259125891355,Atual,-3.7054625272559534,0.02399874049586397,0.16475463572229915,0.053600773790363
-62.16666666666667,9.8,30.07624253664139,1808.481757603702,48.79904663381657,Atual,-4.263517881446912,0.013877416265092306,0.09527036062230154,0.024562993001215432
-61.833333333333336,9.8,28.2541200982583,1685.5019297896092,47.3295167905945,Atual,-3.2305299975318587,0.03803285164540652,0.2611007281569263,0.0816390899014338
-61.5,9.8,30.097514525682087,1655.5309114858358,56.03321573059668,Atual,-4.359104717301656,0.012628318950603375,0.08669513672395598,0.022553638084248828
-61.16666666666667,9.8,26.648163445320723,1774.65815677999,56.30277463525559,Atual,-2.653771984603978,0.0657569055052134,0.4514301496199024,0.13106802407669982
-60.833333333333336,9.8,28.912966775603053,1561.168426733948,51.47484612929144,Atual,-3.8724337312284685,0.020383533691472493,0.13993574657180616,0.047446363830132274
-60.5,9.8,28.32018960452305,1659.225220622861,53.177608474253944,Atual,-3.4279748087610162,0.031432529761869485,0.21578861572504782,0.07333873533579446
-60.16666666666667,9.8,28.331767295453748,1749.2077476570366,49.713906798076174,Atual,-3.3552336132883127,0.0337242002243182,0.23152124687297665,0.07727752379310032
-59.833333333333336,9.8,28.418616819987903,1619.5133198188394,45.1367208643884,Atual,-3.328256347820263,0.0346144494141065,0.2376329293169333,0.07286211912891154
-59.5,9.8,27.352027231666533,1540.3007198043808,54.02545797985536,Atual,-3.128774852422932,0.04193580243147217,0.28789501909528326,0.09205193785125923
-59.16666666666667,9.8,27.438709919225975,1600.7941461980336,47.966943780945336,Atual,-2.881502771578263,0.0530755585413553,0.3643709683325092,0.10514027557467709
-58.833333333333336,9.8,26.58285204254168,1583.1618060815656,48.10000398443539,Atual,-2.496393008880177,0.0761114306717504,0.5225153810379508,0.1305582503041536
-58.5,9.8,26.42006803812141,1687.556546546832,42.01976090300033,Atual,-2.1487689194483073,0.10444631899052173,0.7170382646032677,0.15779784927388119
-58.16666666666667,9.8,27.82670148261002,1722.9461064252234,51.6649312893041,Atual,-3.1004968491637674,0.04308676505200031,0.29579653489807206,0.09540444579803235
-57.833333333333336,9.8,27.877988240202605,1641.4878495158976,52.77290265619826,Atual,-3.185309661987848,0.039722304143964084,0.2726990506196385,0.08874868042216402
-57.5,9.8,27.334088379896983,1602.9385384473749,51.14468962154085,Atual,-2.9003815063948317,0.052134707077643894,0.3579118943573862,0.10593295622643457
-57.16666666666667,9.8,28.180129801454363,1429.5429156428297,47.77410547160838,Atual,-3.8173897384428184,0.021512165567217065,0.14768395875756313,0.05161266070112862
-56.833333333333336,9.8,29.3099460827561,1608.0524788434554,45.39635512949927,Atual,-3.8186718738835026,0.021485193945757253,0.14749879488743348,0.042544970617353205
-56.5,9.8,26.403643307020836,1687.3528940863862,45.716455374364614,Atual,-2.2347781494999093,0.09667058238759788,0.6636567693657132,0.1529560263491211
-56.16666666666667,9.8,24.29266654388603,1536.6201143011144,50.64377836765011,Atual,-2.390591900537066,0.08389293023167249,0.5759364397634763,0.13497447564809092
-55.833333333333336,9.8,27.82843204019729,1643.0148490332365,52.5205838827093,Atual,-3.149312757355652,0.04111836601659562,0.28228320630942727,0.09095433042465337
-55.5,9.8,25.832100190398503,1636.2462189548412,47.29121786683203,Atual,-2.1274279686479884,0.10645941069154465,0.7308584144538306,0.15884276174746403
-55.16666666666667,9.8,25.746586032910677,1504.3293503732202,47.388484656892885,Atual,-2.4173080427617966,0.08186235781298229,0.5619962823953549,0.12933667516440522
-54.833333333333336,9.8,27.52410741016082,1743.1985452464976,54.21437273098363,Atual,-3.008223995115231,0.04705572033168946,0.3230439557123426,0.10441195337823521
-54.5,9.8,25.97705234636937,1654.3522555803738,50.13088377868037,Atual,-2.2182265507279006,0.09812563741526616,0.673645921133103,0.15432262668526633
-54.16666666666667,9.8,24.84390335682075,1678.4216018762745,44.733539279114254,Atual,-1.92668312464943,0.1271181627793265,0.8726835729568937,0.17508377452188517
-53.833333333333336,9.8,26.284902990879967,1555.8683430074686,48.93458783843204,Atual,-2.463868313679273,0.07843028307468465,0.5384346199248855,0.13139200886704966
-53.5,9.8,25.834163462418275,1731.0545775969465,47.30765391758968,Atual,-2.098294425455221,0.10926270456664618,0.7501034103024462,0.1655280242657377
-53.16666666666667,9.8,25.897761850551955,1540.8826254757885,48.97448806289558,Atual,-2.3826024417871943,0.08450900417924158,0.5801658716716732,0.13542027332847323
-52.833333333333336,9.8,26.223004206650774,1607.3056130373477,46.025658422293475,Atual,-2.2566173998964425,0.09478018803611601,0.6506789536006082,0.14753604790481917
-52.5,9.8,25.30282605751997,1469.7961376017206,44.0406480957365,Atual,-2.3820627633524354,0.08455076696964123,0.5804525789395079,0.12641812338723088
-52.16666666666667,9.8,26.334577951894328,1512.1539918156243,48.56069855997097,Atual,-2.5997321747527984,0.06915565910990797,0.47476305795097956,0.1195264656221924
-51.833333333333336,9.8,25.30255714062603,1568.160622718408,49.45345751966917,Atual,-2.2149093564625844,0.09841959074346718,0.6756639509341029,0.1486580492874591
-51.5,9.8,25.833747004846337,1642.2410536053078,50.35521761558174,Atual,-2.1974097079866555,0.09998333947525785,0.6863992998459252,0.15521038310519258
-51.16666666666667,9.8,26.603605571003545,1528.8960704349763,49.7119344165686,Atual,-2.6858748912494965,0.06381200951787727,0.4380781726706725,0.11598076386662312
-50.833333333333336,9.8,25.808900686851395,1512.4932996006653,50.55029713574693,Atual,-2.484553632207132,0.07694814700422631,0.5282595530949687,0.12700706632695802
-50.5,9.8,24.909823643273256,1564.5311359449329,42.99016170408187,Atual,-2.049223597986976,0.11413085589401482,0.7835239349637249,0.1577889131760201
-50.16666666666667,9.8,26.47540391228036,1402.3084131323628,48.01015526947698,Atual,-3.0476424134636773,0.045319366422921,0.3111236486540017,0.08467407688037334
-49.833333333333336,9.8,26.253331470183337,1463.0461733661766,54.93603475657197,Atual,-2.8989346478486575,0.052206252371257464,0.35840306258302623,0.10047502923644833
-49.5,9.8,25.718028234980196,1414.9770563126388,52.98237504133174,Atual,-2.8809345709523857,0.053104122730199856,0.36456706539554457,0.09506375646625508
-49.16666666666667,9.8,25.3374044621225,1654.3693150417637,44.90851248028272,Atual,-1.9606758870136047,0.12339391970175623,0.8471161348785441,0.17127512081482055
-48.833333333333336,9.8,24.349927867352868,1538.2994970728191,49.70483490398825,Atual,-2.350532257495448,0.08702347507837183,0.5974280582890052,0.13737079323491863
-48.5,9.8,26.50908971666947,1551.114060514075,46.63148792369536,Atual,-2.5061603848903147,0.07542744097539304,0.5178196982257389,0.12746455516921784
-48.16666666666667,9.8,24.329843601243077,1532.5375108205358,51.49520370040287,Atual,-2.415951588387285,0.08196436800408126,0.5626965963088025,0.13326623590071776
-47.833333333333336,9.8,27.38003084796689,1415.0789593883726,45.61450933413199,Atual,-3.373240235758196,0.03314232180871321,0.22752657196850862,0.07015315949702745
-47.5,9.8,26.649799815605093,1466.0564333384668,52.088662247323136,Atual,-2.975622105246921,0.048539415381203564,0.33322972514669286,0.09592565000031468
-47.16666666666667,9.8,24.700780434218416,1598.665479806611,48.90650692682847,Atual,-2.135067653275396,0.10573486144487744,0.7258842847815633,0.1562735103948488
-46.833333333333336,9.8,23.833281636484067,1545.4517410807202,44.59564379890213,Atual,-2.3417633691873245,0.0877226943067546,0.6022282939214578,0.13697911504693178
-46.5,9.8,24.189355221708414,1603.3563590783926,46.159337210119254,Atual,-2.144134289236106,0.1048806251317677,0.7200198356613516,0.15517895687865985
-46.16666666666667,9.8,25.267970256515735,1553.161542824716,47.89620303469452,Atual,-2.210740610649614,0.09879011655051913,0.6782076612749466,0.1472090313526839
-45.833333333333336,9.8,24.734725727532215,1509.9240189255163,46.65684671821998,Atual,-2.30640358506618,0.09059400563272633,0.6219402388727904,0.13644407479125162
-45.5,9.8,24.65050759729617,1475.8812219265492,53.56003584192105,Atual,-2.602817069259375,0.06895733846809511,0.4734015596213601,0.1169934631813963
-45.16666666666667,9.8,24.018688300115542,1681.1611314939184,50.99058502302336,Atual,-2.224098041923651,0.09760725274894055,0.6700871395012411,0.15546371048399973
-44.833333333333336,9.8,25.054448309258095,1481.1130034810042,47.04012556715414,Atual,-2.402761164699199,0.082962386068354,0.5695481268152418,0.12736786257805413
-44.5,9.8,24.284820959841703,1484.6236632090286,50.76638438745279,Atual,-2.561580468551999,0.07165234101097759,0.49190312066369046,0.11964411636968239
-44.16666666666667,9.8,23.363307303897308,1533.011828809797,47.15339017478576,Atual,-2.624195341412176,0.06759738950442416,0.46406532399061357,0.1189417522432992
-43.833333333333336,9.8,24.835058558722388,1519.0214915915235,47.91997598815023,Atual,-2.3025541378995436,0.09091164921376058,0.6241209054995178,0.13798164427770496
-43.5,9.8,26.32473451194383,1367.4541754428965,47.32039923214306,Atual,-3.1149065816251595,0.04249654374958004,0.2917445849345916,0.07704688130691806
-43.16666666666667,9.8,24.74656653357071,1475.377821315828,42.14324552362515,Atual,-2.310236448818168,0.09027872364051764,0.619775784876336,0.13090627022858103
-42.833333333333336,9.8,26.118695889106164,1541.797573945585,47.22043327146798,Atual,-2.4016374477488007,0.08304791811062565,0.5701353159833349,0.13374648419139842
-42.5,9.8,23.7454105931732,1374.8920372897298,46.01915749164706,Atual,-3.0258990705484314,0.046269458938727734,0.3176461637156233,0.08143945160666925
-42.16666666666667,9.8,25.54353746945896,1589.8816277112426,50.84186553660718,Atual,-2.232521953628138,0.09686778492017115,0.6650105917224833,0.1495871963383986
-41.833333333333336,9.8,26.25975970094413,1384.6527673304868,53.44748706452101,Atual,-3.173168340614078,0.04018802498510066,0.2758962878889428,0.07842284259446931
-41.5,9.8,26.107360265746664,1307.0091980101895,49.19922845756059,Atual,-3.336636260152662,0.03433551329178276,0.23571799468812818,0.06031334013413174
-41.16666666666667,9.8,25.983668270328405,1353.1167178488238,47.52115559426625,Atual,-3.065935049751729,0.04453447603647042,0.305735268804489,0.07685520456908372
-40.833333333333336,9.8,25.257352016535854,1578.5422735758318,43.96432180590404,Atual,-2.049636169506652,0.11408914948921525,0.7832376147907465,0.15926267683380643
-40.5,9.8,25.125237071801827,1557.227010832786,51.00334158550809,Atual,-2.2691223714741406,0.09371272322466802,0.6433506616768384,0.14457414291101187
-40.16666666666667,9.8,25.03393074493302,1649.7316915627025,46.21221698897923,Atual,-1.9801106294382533,0.12130704522378012,0.8327894561732023,0.16992836719984308
-79.83333333333333,9.4,25.66203967196403,1464.5900703823324,52.279185802681965,Atual,-2.6601860432728035,0.0653639668404151,0.44873257194530697,0.11231360674162452
-79.5,9.4,24.57455594896024,1438.008193454491,52.695193081483474,Atual,-2.7318076716804303,0.06112234470763741,0.41961325589295545,0.10526947087385766
-79.16666666666667,9.4,25.16521227647676,1572.9283754068215,52.92471058566505,Atual,-2.280437264523396,0.09275614968467605,0.6367836534977998,0.14565723396280228
-78.83333333333333,9.4,25.514797642217484,1573.3182375800177,49.205705004603786,Atual,-2.223234778594196,0.09768331546668675,0.6706093204613829,0.14848024196684606
-78.5,9.4,27.919764127172886,1330.3509876341852,53.12221241581295,Atual,-4.2103225889914375,0.01462452872487204,0.10039938983847291,0.0370330551994864
-78.16666666666667,9.4,25.2724379895103,1476.941208854205,46.52440344023157,Atual,-2.415725961604257,0.08198134716586784,0.5628131605766441,0.12598402806124986
-77.83333333333333,9.4,26.34932256506081,1484.323602143178,48.86955543137928,Atual,-2.7061271256410384,0.0626127750508306,0.4298452640395736,0.11101939514193664
-77.5,9.4,26.279405142752783,1343.4215815416574,44.45033524711178,Atual,-3.1263326611857716,0.042034032654435546,0.2885693830105079,0.07241878937015075
-77.16666666666667,9.4,25.24097460831035,1478.1645992612582,49.53903606526677,Atual,-2.4842315553953522,0.07697102631292932,0.5284166226783327,0.12292622954578883
-76.83333333333333,9.4,26.32773940528064,1423.0057232877896,51.34250345755863,Atual,-2.9900820317983925,0.047875950386548335,0.3286749472187529,0.09068663486506726
-76.5,9.4,28.103807675003413,1529.6730763689166,51.63342913136442,Atual,-3.519302497348523,0.028767978012416425,0.19749610354425182,0.06813536891810675
-76.16666666666667,9.4,27.121206485121707,1586.27095818897,47.7075452317539,Atual,-2.7354047763112677,0.06091624539810521,0.41819835594558336,0.1144546257806444
-75.83333333333333,9.4,26.78044675383224,1449.956334981799,41.64772842192989,Atual,-2.8338784174550105,0.055520670042106826,0.3811569931939451,0.0982253477804283
-75.5,9.4,26.381329673370743,1540.1320226191144,48.601218809993945,Atual,-2.5343972406228445,0.07348171096361011,0.5044619955846154,0.12568600225855645
-75.16666666666667,9.4,24.698594570747595,1495.9201046818766,49.115651928867536,Atual,-2.417180078534554,0.0818719762356656,0.5620623141825516,0.12879692860638817
-74.83333333333333,9.4,28.3124896676921,1501.0054663696783,44.02764929196139,Atual,-3.5368635787670097,0.0282813541842056,0.19415536440985923,0.06221932693721962
-74.5,9.4,25.571586717922234,1679.1065811426472,47.14992864260558,Atual,-2.0333839932895463,0.11574213364967598,0.7945855771247853,0.16795682504533715
-74.16666666666667,9.4,28.10158470707138,1491.0664087272328,52.4374938725908,Atual,-3.6618290399507236,0.025042267050310155,0.17191858823780545,0.06154803346454549
-73.83333333333333,9.4,29.49575018828397,1553.3072540058604,53.94701913932673,Atual,-4.239519761414538,0.014209686875988494,0.09755144380951555,0.031213010210975552
-73.5,9.4,25.913956232893273,1498.558288828975,48.69775385146911,Atual,-2.510744860075378,0.07510834984474243,0.5156290939729192,0.1235603377854367
-73.16666666666667,9.4,28.37878393074872,1573.749637257598,50.28207196026271,Atual,-3.5232608316393197,0.028657586698789896,0.19673825207839762,0.0659702611718791
-72.83333333333333,9.4,27.420743677091977,1762.5215397802467,48.09208578458554,Atual,-2.8183370027195673,0.05634128485101331,0.3867906260895136,0.11434083191473508
-72.5,9.4,26.07958361349187,1470.619314928464,53.503995978153995,Atual,-2.7769854639288063,0.058580582831092874,0.40216371298318926,0.1071652263151854
-72.16666666666667,9.4,26.23972267433737,1459.7587570419837,44.55701923220435,Atual,-2.64679900232593,0.06618657555825155,0.45437989329837924,0.11046051584173819
-71.83333333333333,9.4,26.237916796188085,1523.838123304089,45.20069058544698,Atual,-2.444062847842142,0.07987380717270659,0.5483446102832109,0.12890182978029827
-71.5,9.4,27.50590421915784,1482.018565342258,50.05034448303831,Atual,-3.298996957529252,0.035605615561356926,0.2444374204759032,0.07892342311106297
-71.16666666666667,9.4,26.56853175327432,1540.5148150446971,52.030622138247686,Atual,-2.6951411503178044,0.06326067520369771,0.43429318719989285,0.11705977456997245
-70.83333333333333,9.4,29.0157324506423,1432.4093606140157,48.90625928698867,Atual,-4.2878076531225995,0.013548909873090223,0.09301511931261373,0.03246244072533268
-70.5,9.4,30.647449786232578,1574.965741087308,53.221187749435984,Atual,-4.602850419853755,0.00992375654809023,0.06812794593779478,0.013122237378814761
-70.16666666666667,9.4,26.995405604108033,1396.578442146335,49.10643993823077,Atual,-3.335090661745793,0.03438679695820033,0.2360700640719605,0.07178198404914125
-69.83333333333333,9.4,29.346736513355776,1501.3237761597138,48.80424739775235,Atual,-4.197086459275579,0.014816500501077417,0.10171730233738635,0.032336013817217436
-69.5,9.4,29.39031720751153,1556.8716139489457,49.11823264276535,Atual,-4.060841672880404,0.01694251135790228,0.11631265763606131,0.03557601864436484
-69.16666666666667,9.4,28.96880491489251,1477.844017233975,45.20728218068119,Atual,-4.0009375259980695,0.017969658196783037,0.12336416116401835,0.04012002290704419
-68.83333333333333,9.4,27.54786143202724,1611.4558945005112,50.93425155494973,Atual,-2.9967056173550866,0.04757492447491744,0.32660836316521613,0.09957967038259583
-68.5,9.4,28.573888065930948,1492.6033840458551,47.15734628040777,Atual,-3.7882102261457096,0.022135028817517652,0.15196000015755937,0.051433634511231834
-68.16666666666667,9.4,28.439429146892547,1583.2333538519497,51.36483592996023,Atual,-3.5627987748524674,0.02757726892133047,0.18932172278510714,0.06426782474450238
-67.83333333333333,9.4,29.403967054701862,1619.632092212005,52.77012213171965,Atual,-4.028446607899944,0.017490595007306875,0.12007532684857956,0.03753186508095072
-67.5,9.4,28.40593336330831,1522.6034515459046,51.11619837905582,Atual,-3.6973604344588678,0.024189247872559792,0.16606249491829905,0.05815831179106858
-67.16666666666667,9.4,29.91525156019477,1528.623982061176,49.92900297832539,Atual,-4.387800404203708,0.01227547578018921,0.08427282010201886,0.02269134778356549
-66.83333333333333,9.4,28.44745711191093,1695.4213077369068,48.53291095640622,Atual,-3.3667431621827335,0.03335114611179007,0.22896017936925203,0.07358743281119177
-66.5,9.4,30.030285903705387,1560.5829976337036,45.51524856903011,Atual,-4.234426286847693,0.014281211928891778,0.09804247307991121,0.023301329973535546
-66.16666666666667,9.4,27.72486831750758,1706.3275451741447,47.49212664192186,Atual,-2.9341048495136377,0.05049316014100411,0.34664245012910455,0.10332155545072655
-65.83333333333333,9.4,27.49328393659095,1526.9550209217232,53.42634263143485,Atual,-3.2294706439809993,0.03807162850250662,0.26136693658428456,0.08562682008734822
-65.5,9.4,32.438920745815004,1493.4904284184945,48.217942807254495,Atual,-5.059448884497926,0.0063090013995997125,0.043312157466833166,0.0017738966003054437
-65.16666666666667,9.4,28.403403532364464,1677.483497437211,48.34576268972809,Atual,-3.342357757452138,0.03414631257879342,0.2344191059171808,0.0747845809374879
-64.83333333333333,9.4,29.17205174517182,1630.3428626955904,52.49439083992268,Atual,-3.894802484962107,0.019941632730777484,0.13690203603948936,0.04441237781119599
-64.5,9.4,29.52022237727859,1635.749862497166,52.827635184569345,Atual,-4.060929009144777,0.01694105679337828,0.11630267185166868,0.03527414928904161
-64.16666666666667,9.4,28.25784528763879,1514.251321178822,46.640209501436026,Atual,-3.528597731464794,0.02850940011330436,0.19572093090211304,0.06430610653779546
-63.833333333333336,9.4,29.32266690680744,1760.3130525032725,44.19835560638874,Atual,-3.748755314244332,0.023005328968244407,0.15793472972000286,0.046062093301625494
-63.5,9.4,29.118311491067015,1640.575696511057,50.745587660375094,Atual,-3.811683025709887,0.02163261697912043,0.1485108741739699,0.047306383286526255
-63.16666666666667,9.4,28.428209548473628,1644.9357631201244,51.074911320805526,Atual,-3.4489304197797805,0.030800772538190583,0.2114515159814139,0.07012548149539907
-62.833333333333336,9.4,28.68411980198901,1571.427736716381,47.451331013625264,Atual,-3.625583295800927,0.02594261347310953,0.178099589567344,0.05752386399819163
-62.5,9.4,28.516647622128087,1423.7370867908678,47.868533837666504,Atual,-4.030536471890255,0.017454717566850044,0.11982902331301976,0.04255148814810745
-62.16666666666667,9.4,30.832077113143285,1581.137989939,49.156523702560094,Atual,-4.5402340364786475,0.010558242832135325,0.07248378105408601,0.011723856724443121
-61.833333333333336,9.4,27.606998476583385,1607.3371950726907,43.975311142243754,Atual,-2.8625862767107444,0.054034351301234095,0.3709532117595854,0.10378106712324775
-61.5,9.4,27.14380096702746,1690.0031796127716,45.20387466827895,Atual,-2.5620184279541203,0.07162321416813666,0.4917031609040179,0.12842578327320658
-61.16666666666667,9.4,28.31335876906215,1611.86052972187,47.03897621771279,Atual,-3.3293585781259947,0.0345776358550146,0.23738019919891432,0.07461098208807751
-60.833333333333336,9.4,28.53142047539082,1772.257874732769,53.33566793540857,Atual,-3.5835521545995577,0.02702615357021317,0.18553824052569665,0.06668704701440319
-60.5,9.4,28.584125763095177,1662.5532451304407,44.71314267086221,Atual,-3.3599570626680006,0.033570616296497414,0.23046687220338621,0.06997919436733163
-60.16666666666667,9.4,27.51002970385316,1707.350505705126,49.666815448594896,Atual,-2.8691002567213153,0.05370235717746624,0.36867402669432153,0.10964405587072425
