lon,lat,classe_valor,cenario,classe
-60.25,3.916666666666669,0,ssp126,Estável
-60.083333333333336,3.916666666666669,0,ssp126,Estável
-59.91666666666667,3.916666666666669,0,ssp126,Estável
-59.75,3.916666666666669,0,ssp126,Estável
-51.583333333333336,3.916666666666669,0,ssp126,Estável
-51.41666666666667,3.916666666666669,0,ssp126,Estável
-64.08333333333333,3.7500000000000027,0,ssp126,Estável
-63.91666666666667,3.7500000000000027,0,ssp126,Estável
-63.75,3.7500000000000027,0,ssp126,Estável
-63.583333333333336,3.7500000000000027,0,ssp126,Estável
-63.41666666666667,3.7500000000000027,0,ssp126,Estável
-62.583333333333336,3.7500000000000027,0,ssp126,Estável
-62.41666666666667,3.7500000000000027,0,ssp126,Estável
-62.25,3.7500000000000027,0,ssp126,Estável
-62.083333333333336,3.7500000000000027,0,ssp126,Estável
-61.91666666666667,3.7500000000000027,0,ssp126,Estável
-61.75,3.7500000000000027,0,ssp126,Estável
-61.583333333333336,3.7500000000000027,0,ssp126,Estável
-61.41666666666667,3.7500000000000027,0,ssp126,Estável
-61.25,3.7500000000000027,0,ssp126,Estável
-61.083333333333336,3.7500000000000027,0,ssp126,Estável
-60.91666666666667,3.7500000000000027,0,ssp126,Estável
-60.75,3.7500000000000027,0,ssp126,Estável
-60.583333333333336,3.7500000000000027,0,ssp126,Estável
-60.41666666666667,3.7500000000000027,0,ssp126,Estável
-60.25,3.7500000000000027,0,ssp126,Estável
-60.083333333333336,3.7500000000000027,0,ssp126,Estável
-59.91666666666667,3.7500000000000027,0,ssp126,Estável
-51.75,3.7500000000000027,0,ssp126,Estável
-51.583333333333336,3.7500000000000027,0,ssp126,Estável
-51.41666666666667,3.7500000000000027,0,ssp126,Estável
-51.25,3.7500000000000027,0,ssp126,Estável
-63.91666666666667,3.5833333333333357,0,ssp126,Estável
-63.75,3.5833333333333357,0,ssp126,Estável
-63.583333333333336,3.5833333333333357,0,ssp126,Estável
-63.41666666666667,3.5833333333333357,0,ssp126,Estável
-63.25,3.5833333333333357,0,ssp126,Estável
-63.083333333333336,3.5833333333333357,0,ssp126,Estável
-62.91666666666667,3.5833333333333357,0,ssp126,Estável
-62.75,3.5833333333333357,0,ssp126,Estável
-62.583333333333336,3.5833333333333357,0,ssp126,Estável
-62.41666666666667,3.5833333333333357,0,ssp126,Estável
-62.25,3.5833333333333357,0,ssp126,Estável
-62.083333333333336,3.5833333333333357,0,ssp126,Estável
-61.91666666666667,3.5833333333333357,0,ssp126,Estável
-61.75,3.5833333333333357,0,ssp126,Estável
-61.583333333333336,3.5833333333333357,0,ssp126,Estável
-61.41666666666667,3.5833333333333357,0,ssp126,Estável
-61.25,3.5833333333333357,0,ssp126,Estável
-61.083333333333336,3.5833333333333357,0,ssp126,Estável
-60.91666666666667,3.5833333333333357,0,ssp126,Estável
-60.75,3.5833333333333357,0,ssp126,Estável
-60.583333333333336,3.5833333333333357,0,ssp126,Estável
-60.41666666666667,3.5833333333333357,0,ssp126,Estável
-60.25,3.5833333333333357,0,ssp126,Estável
-60.083333333333336,3.5833333333333357,0,ssp126,Estável
-59.91666666666667,3.5833333333333357,0,ssp126,Estável
-51.75,3.5833333333333357,0,ssp126,Estável
-51.583333333333336,3.5833333333333357,0,ssp126,Estável
-51.41666666666667,3.5833333333333357,0,ssp126,Estável
-51.25,3.5833333333333357,0,ssp126,Estável
-63.91666666666667,3.416666666666669,0,ssp126,Estável
-63.75,3.416666666666669,0,ssp126,Estável
-63.583333333333336,3.416666666666669,0,ssp126,Estável
-63.41666666666667,3.416666666666669,0,ssp126,Estável
-63.25,3.416666666666669,0,ssp126,Estável
-63.083333333333336,3.416666666666669,0,ssp126,Estável
-62.91666666666667,3.416666666666669,0,ssp126,Estável
-62.75,3.416666666666669,0,ssp126,Estável
-62.583333333333336,3.416666666666669,0,ssp126,Estável
-62.41666666666667,3.416666666666669,0,ssp126,Estável
-62.25,3.416666666666669,0,ssp126,Estável
-62.083333333333336,3.416666666666669,0,ssp126,Estável
-61.91666666666667,3.416666666666669,0,ssp126,Estável
-61.75,3.416666666666669,0,ssp126,Estável
-61.583333333333336,3.416666666666669,0,ssp126,Estável
-61.41666666666667,3.416666666666669,0,ssp126,Estável
-61.25,3.416666666666669,0,ssp126,Estável
-61.083333333333336,3.416666666666669,0,ssp126,Estável
-60.91666666666667,3.416666666666669,0,ssp126,Estável
-60.75,3.416666666666669,0,ssp126,Estável
-60.583333333333336,3.416666666666669,0,ssp126,Estável
-60.41666666666667,3.416666666666669,0,ssp126,Estável
-60.25,3.416666666666669,0,ssp126,Estável
-60.083333333333336,3.416666666666669,0,ssp126,Estável
-59.91666666666667,3.416666666666669,0,ssp126,Estável
-51.91666666666667,3.416666666666669,0,ssp126,Estável
-51.75,3.416666666666669,0,ssp126,Estável
-51.583333333333336,3.416666666666669,0,ssp126,Estável
-51.41666666666667,3.416666666666669,0,ssp126,Estável
-51.25,3.416666666666669,0,ssp126,Estável
-63.91666666666667,3.2500000000000027,0,ssp126,Estável
-63.75,3.2500000000000027,0,ssp126,Estável
-63.583333333333336,3.2500000000000027,0,ssp126,Estável
-63.41666666666667,3.2500000000000027,0,ssp126,Estável
-63.25,3.2500000000000027,0,ssp126,Estável
-63.083333333333336,3.2500000000000027,0,ssp126,Estável
-62.91666666666667,3.2500000000000027,0,ssp126,Estável
-62.75,3.2500000000000027,0,ssp126,Estável
-62.583333333333336,3.2500000000000027,0,ssp126,Estável
-62.41666666666667,3.2500000000000027,0,ssp126,Estável
-62.25,3.2500000000000027,0,ssp126,Estável
-62.083333333333336,3.2500000000000027,0,ssp126,Estável
-61.91666666666667,3.2500000000000027,0,ssp126,Estável
-61.75,3.2500000000000027,0,ssp126,Estável
-61.583333333333336,3.2500000000000027,0,ssp126,Estável
-61.41666666666667,3.2500000000000027,0,ssp126,Estável
-61.25,3.2500000000000027,0,ssp126,Estável
-61.083333333333336,3.2500000000000027,0,ssp126,Estável
-60.91666666666667,3.2500000000000027,0,ssp126,Estável
-60.75,3.2500000000000027,0,ssp126,Estável
-60.583333333333336,3.2500000000000027,0,ssp126,Estável
-60.41666666666667,3.2500000000000027,0,ssp126,Estável
-60.25,3.2500000000000027,0,ssp126,Estável
-60.083333333333336,3.2500000000000027,0,ssp126,Estável
-52.083333333333336,3.2500000000000027,0,ssp126,Estável
-51.91666666666667,3.2500000000000027,-1,ssp126,Perda
-51.75,3.2500000000000027,-1,ssp126,Perda
-51.583333333333336,3.2500000000000027,0,ssp126,Estável
-51.41666666666667,3.2500000000000027,0,ssp126,Estável
-51.25,3.2500000000000027,0,ssp126,Estável
-63.91666666666667,3.0833333333333357,0,ssp126,Estável
-63.75,3.0833333333333357,0,ssp126,Estável
-63.583333333333336,3.0833333333333357,0,ssp126,Estável
-63.41666666666667,3.0833333333333357,0,ssp126,Estável
-63.25,3.0833333333333357,0,ssp126,Estável
-63.083333333333336,3.0833333333333357,0,ssp126,Estável
-62.91666666666667,3.0833333333333357,0,ssp126,Estável
-62.75,3.0833333333333357,0,ssp126,Estável
-62.583333333333336,3.0833333333333357,0,ssp126,Estável
-62.41666666666667,3.0833333333333357,0,ssp126,Estável
-62.25,3.0833333333333357,0,ssp126,Estável
-62.083333333333336,3.0833333333333357,0,ssp126,Estável
-61.91666666666667,3.0833333333333357,0,ssp126,Estável
-61.75,3.0833333333333357,0,ssp126,Estável
-61.583333333333336,3.0833333333333357,0,ssp126,Estável
-61.41666666666667,3.0833333333333357,0,ssp126,Estável
-61.25,3.0833333333333357,0,ssp126,Estável
-61.083333333333336,3.0833333333333357,0,ssp126,Estável
-60.91666666666667,3.0833333333333357,0,ssp126,Estável
-60.75,3.0833333333333357,0,ssp126,Estável
-60.583333333333336,3.0833333333333357,0,ssp126,Estável
-60.41666666666667,3.0833333333333357,0,ssp126,Estável
-60.25,3.0833333333333357,0,ssp126,Estável
-60.083333333333336,3.0833333333333357,0,ssp126,Estável
-52.083333333333336,3.0833333333333357,0,ssp126,Estável
-51.91666666666667,3.0833333333333357,0,ssp126,Estável
-51.75,3.0833333333333357,0,ssp126,Estável
-51.583333333333336,3.0833333333333357,0,ssp126,Estável
-51.41666666666667,3.0833333333333357,0,ssp126,Estável
-51.25,3.0833333333333357,0,ssp126,Estável
-63.91666666666667,2.916666666666669,0,ssp126,Estável
-63.75,2.916666666666669,0,ssp126,Estável
-63.583333333333336,2.916666666666669,0,ssp126,Estável
-63.41666666666667,2.916666666666669,0,ssp126,Estável
-63.25,2.916666666666669,0,ssp126,Estável
-63.083333333333336,2.916666666666669,0,ssp126,Estável
-62.91666666666667,2.916666666666669,0,ssp126,Estável
-62.75,2.916666666666669,0,ssp126,Estável
-62.583333333333336,2.916666666666669,0,ssp126,Estável
-62.41666666666667,2.916666666666669,0,ssp126,Estável
-62.25,2.916666666666669,0,ssp126,Estável
-62.083333333333336,2.916666666666669,0,ssp126,Estável
-61.91666666666667,2.916666666666669,0,ssp126,Estável
-61.75,2.916666666666669,0,ssp126,Estável
-61.583333333333336,2.916666666666669,0,ssp126,Estável
-61.41666666666667,2.916666666666669,0,ssp126,Estável
-61.25,2.916666666666669,0,ssp126,Estável
-61.083333333333336,2.916666666666669,0,ssp126,Estável
-60.91666666666667,2.916666666666669,0,ssp126,Estável
-60.75,2.916666666666669,0,ssp126,Estável
-60.583333333333336,2.916666666666669,0,ssp126,Estável
-60.41666666666667,2.916666666666669,0,ssp126,Estável
-60.25,2.916666666666669,0,ssp126,Estável
-60.083333333333336,2.916666666666669,0,ssp126,Estável
-52.25,2.916666666666669,0,ssp126,Estável
-52.083333333333336,2.916666666666669,0,ssp126,Estável
-51.91666666666667,2.916666666666669,0,ssp126,Estável
-51.75,2.916666666666669,0,ssp126,Estável
-51.583333333333336,2.916666666666669,0,ssp126,Estável
-51.41666666666667,2.916666666666669,0,ssp126,Estável
-51.25,2.916666666666669,-1,ssp126,Perda
-63.91666666666667,2.7500000000000027,0,ssp126,Estável
-63.75,2.7500000000000027,0,ssp126,Estável
-63.583333333333336,2.7500000000000027,0,ssp126,Estável
-63.41666666666667,2.7500000000000027,0,ssp126,Estável
-63.25,2.7500000000000027,0,ssp126,Estável
-63.083333333333336,2.7500000000000027,0,ssp126,Estável
-62.91666666666667,2.7500000000000027,0,ssp126,Estável
-62.75,2.7500000000000027,0,ssp126,Estável
-62.583333333333336,2.7500000000000027,0,ssp126,Estável
-62.41666666666667,2.7500000000000027,0,ssp126,Estável
-62.25,2.7500000000000027,0,ssp126,Estável
-62.083333333333336,2.7500000000000027,0,ssp126,Estável
-61.91666666666667,2.7500000000000027,0,ssp126,Estável
-61.75,2.7500000000000027,0,ssp126,Estável
-61.583333333333336,2.7500000000000027,0,ssp126,Estável
-61.41666666666667,2.7500000000000027,0,ssp126,Estável
-61.25,2.7500000000000027,0,ssp126,Estável
-61.083333333333336,2.7500000000000027,0,ssp126,Estável
-60.91666666666667,2.7500000000000027,0,ssp126,Estável
-60.75,2.7500000000000027,0,ssp126,Estável
-60.583333333333336,2.7500000000000027,0,ssp126,Estável
-60.41666666666667,2.7500000000000027,0,ssp126,Estável
-60.25,2.7500000000000027,0,ssp126,Estável
-60.083333333333336,2.7500000000000027,0,ssp126,Estável
-52.25,2.7500000000000027,0,ssp126,Estável
-52.083333333333336,2.7500000000000027,0,ssp126,Estável
-51.91666666666667,2.7500000000000027,0,ssp126,Estável
-51.75,2.7500000000000027,0,ssp126,Estável
-51.583333333333336,2.7500000000000027,0,ssp126,Estável
-51.41666666666667,2.7500000000000027,0,ssp126,Estável
-51.25,2.7500000000000027,-1,ssp126,Perda
-51.083333333333336,2.7500000000000027,0,ssp126,Estável
-63.91666666666667,2.5833333333333357,0,ssp126,Estável
-63.75,2.5833333333333357,0,ssp126,Estável
-63.583333333333336,2.5833333333333357,0,ssp126,Estável
-63.41666666666667,2.5833333333333357,0,ssp126,Estável
-63.25,2.5833333333333357,0,ssp126,Estável
-63.083333333333336,2.5833333333333357,0,ssp126,Estável
-62.91666666666667,2.5833333333333357,0,ssp126,Estável
-62.75,2.5833333333333357,0,ssp126,Estável
-62.583333333333336,2.5833333333333357,0,ssp126,Estável
-62.41666666666667,2.5833333333333357,0,ssp126,Estável
-62.25,2.5833333333333357,0,ssp126,Estável
-62.083333333333336,2.5833333333333357,0,ssp126,Estável
-61.91666666666667,2.5833333333333357,0,ssp126,Estável
-61.75,2.5833333333333357,0,ssp126,Estável
-61.583333333333336,2.5833333333333357,0,ssp126,Estável
-61.41666666666667,2.5833333333333357,0,ssp126,Estável
-61.25,2.5833333333333357,0,ssp126,Estável
-61.083333333333336,2.5833333333333357,0,ssp126,Estável
-60.91666666666667,2.5833333333333357,0,ssp126,Estável
-60.75,2.5833333333333357,0,ssp126,Estável
-60.583333333333336,2.5833333333333357,0,ssp126,Estável
-60.41666666666667,2.5833333333333357,0,ssp126,Estável
-60.25,2.5833333333333357,0,ssp126,Estável
-60.083333333333336,2.5833333333333357,0,ssp126,Estável
-52.41666666666667,2.5833333333333357,0,ssp126,Estável
-52.25,2.5833333333333357,0,ssp126,Estável
-52.083333333333336,2.5833333333333357,0,ssp126,Estável
-51.91666666666667,2.5833333333333357,0,ssp126,Estável
-51.75,2.5833333333333357,0,ssp126,Estável
-51.583333333333336,2.5833333333333357,-1,ssp126,Perda
-51.41666666666667,2.5833333333333357,-1,ssp126,Perda
-51.25,2.5833333333333357,-1,ssp126,Perda
-51.083333333333336,2.5833333333333357,0,ssp126,Estável
-63.25,2.416666666666669,0,ssp126,Estável
-63.083333333333336,2.416666666666669,0,ssp126,Estável
-62.91666666666667,2.416666666666669,0,ssp126,Estável
-62.75,2.416666666666669,0,ssp126,Estável
-62.583333333333336,2.416666666666669,0,ssp126,Estável
-62.41666666666667,2.416666666666669,0,ssp126,Estável
-62.25,2.416666666666669,0,ssp126,Estável
-62.083333333333336,2.416666666666669,0,ssp126,Estável
-61.91666666666667,2.416666666666669,0,ssp126,Estável
-61.75,2.416666666666669,0,ssp126,Estável
-61.583333333333336,2.416666666666669,0,ssp126,Estável
-61.41666666666667,2.416666666666669,0,ssp126,Estável
-61.25,2.416666666666669,0,ssp126,Estável
-61.083333333333336,2.416666666666669,0,ssp126,Estável
-60.91666666666667,2.416666666666669,0,ssp126,Estável
-60.75,2.416666666666669,0,ssp126,Estável
-60.583333333333336,2.416666666666669,0,ssp126,Estável
-60.41666666666667,2.416666666666669,0,ssp126,Estável
-60.25,2.416666666666669,0,ssp126,Estável
-60.083333333333336,2.416666666666669,0,ssp126,Estável
-55.25,2.416666666666669,0,ssp126,Estável
-55.083333333333336,2.416666666666669,0,ssp126,Estável
-52.41666666666667,2.416666666666669,0,ssp126,Estável
-52.25,2.416666666666669,0,ssp126,Estável
-52.083333333333336,2.416666666666669,0,ssp126,Estável
-51.91666666666667,2.416666666666669,0,ssp126,Estável
-51.75,2.416666666666669,-1,ssp126,Perda
-51.583333333333336,2.416666666666669,-1,ssp126,Perda
-51.41666666666667,2.416666666666669,-1,ssp126,Perda
-51.25,2.416666666666669,-1,ssp126,Perda
-51.083333333333336,2.416666666666669,-1,ssp126,Perda
-50.91666666666667,2.416666666666669,-1,ssp126,Perda
-63.25,2.2500000000000027,0,ssp126,Estável
-63.083333333333336,2.2500000000000027,0,ssp126,Estável
-62.91666666666667,2.2500000000000027,0,ssp126,Estável
-62.75,2.2500000000000027,0,ssp126,Estável
-62.583333333333336,2.2500000000000027,0,ssp126,Estável
-62.41666666666667,2.2500000000000027,0,ssp126,Estável
-62.25,2.2500000000000027,0,ssp126,Estável
-62.083333333333336,2.2500000000000027,0,ssp126,Estável
-61.91666666666667,2.2500000000000027,0,ssp126,Estável
-61.75,2.2500000000000027,0,ssp126,Estável
-61.583333333333336,2.2500000000000027,0,ssp126,Estável
-61.41666666666667,2.2500000000000027,0,ssp126,Estável
-61.25,2.2500000000000027,0,ssp126,Estável
-61.083333333333336,2.2500000000000027,0,ssp126,Estável
-60.91666666666667,2.2500000000000027,0,ssp126,Estável
-60.75,2.2500000000000027,0,ssp126,Estável
-60.583333333333336,2.2500000000000027,0,ssp126,Estável
-60.41666666666667,2.2500000000000027,0,ssp126,Estável
-60.25,2.2500000000000027,0,ssp126,Estável
-60.083333333333336,2.2500000000000027,0,ssp126,Estável
-55.91666666666667,2.2500000000000027,0,ssp126,Estável
-55.75,2.2500000000000027,0,ssp126,Estável
-55.583333333333336,2.2500000000000027,0,ssp126,Estável
-55.41666666666667,2.2500000000000027,0,ssp126,Estável
-55.25,2.2500000000000027,0,ssp126,Estável
-55.083333333333336,2.2500000000000027,0,ssp126,Estável
-54.91666666666667,2.2500000000000027,0,ssp126,Estável
-54.75,2.2500000000000027,0,ssp126,Estável
-52.583333333333336,2.2500000000000027,0,ssp126,Estável
-52.41666666666667,2.2500000000000027,0,ssp126,Estável
-52.25,2.2500000000000027,0,ssp126,Estável
-52.083333333333336,2.2500000000000027,0,ssp126,Estável
-51.91666666666667,2.2500000000000027,-1,ssp126,Perda
-51.75,2.2500000000000027,0,ssp126,Estável
-51.583333333333336,2.2500000000000027,-1,ssp126,Perda
-51.41666666666667,2.2500000000000027,-1,ssp126,Perda
-51.25,2.2500000000000027,-1,ssp126,Perda
-51.083333333333336,2.2500000000000027,-1,ssp126,Perda
-50.91666666666667,2.2500000000000027,0,ssp126,Estável
-63.25,2.0833333333333357,0,ssp126,Estável
-63.083333333333336,2.0833333333333357,0,ssp126,Estável
-62.91666666666667,2.0833333333333357,0,ssp126,Estável
-62.75,2.0833333333333357,0,ssp126,Estável
-62.583333333333336,2.0833333333333357,0,ssp126,Estável
-62.41666666666667,2.0833333333333357,0,ssp126,Estável
-62.25,2.0833333333333357,0,ssp126,Estável
-62.083333333333336,2.0833333333333357,0,ssp126,Estável
-61.91666666666667,2.0833333333333357,0,ssp126,Estável
-61.75,2.0833333333333357,0,ssp126,Estável
-61.583333333333336,2.0833333333333357,0,ssp126,Estável
-61.41666666666667,2.0833333333333357,0,ssp126,Estável
-61.25,2.0833333333333357,0,ssp126,Estável
-61.083333333333336,2.0833333333333357,0,ssp126,Estável
-60.91666666666667,2.0833333333333357,0,ssp126,Estável
-60.75,2.0833333333333357,0,ssp126,Estável
-60.583333333333336,2.0833333333333357,0,ssp126,Estável
-60.41666666666667,2.0833333333333357,0,ssp126,Estável
-60.25,2.0833333333333357,0,ssp126,Estável
-60.083333333333336,2.0833333333333357,0,ssp126,Estável
-59.91666666666667,2.0833333333333357,0,ssp126,Estável
-55.91666666666667,2.0833333333333357,0,ssp126,Estável
-55.75,2.0833333333333357,0,ssp126,Estável
-55.583333333333336,2.0833333333333357,0,ssp126,Estável
-55.41666666666667,2.0833333333333357,0,ssp126,Estável
-55.25,2.0833333333333357,0,ssp126,Estável
-55.083333333333336,2.0833333333333357,0,ssp126,Estável
-54.91666666666667,2.0833333333333357,0,ssp126,Estável
-54.75,2.0833333333333357,0,ssp126,Estável
-54.583333333333336,2.0833333333333357,0,ssp126,Estável
-54.41666666666667,2.0833333333333357,0,ssp126,Estável
-54.25,2.0833333333333357,0,ssp126,Estável
-54.083333333333336,2.0833333333333357,0,ssp126,Estável
-53.91666666666667,2.0833333333333357,0,ssp126,Estável
-53.75,2.0833333333333357,0,ssp126,Estável
-53.583333333333336,2.0833333333333357,0,ssp126,Estável
-53.41666666666667,2.0833333333333357,0,ssp126,Estável
-53.25,2.0833333333333357,0,ssp126,Estável
-53.083333333333336,2.0833333333333357,0,ssp126,Estável
-52.91666666666667,2.0833333333333357,0,ssp126,Estável
-52.75,2.0833333333333357,0,ssp126,Estável
-52.583333333333336,2.0833333333333357,0,ssp126,Estável
-52.41666666666667,2.0833333333333357,0,ssp126,Estável
-52.25,2.0833333333333357,0,ssp126,Estável
-52.083333333333336,2.0833333333333357,0,ssp126,Estável
-51.91666666666667,2.0833333333333357,-1,ssp126,Perda
-51.75,2.0833333333333357,-1,ssp126,Perda
-51.583333333333336,2.0833333333333357,-1,ssp126,Perda
-51.41666666666667,2.0833333333333357,-1,ssp126,Perda
-51.25,2.0833333333333357,-1,ssp126,Perda
-51.083333333333336,2.0833333333333357,-1,ssp126,Perda
-50.91666666666667,2.0833333333333357,0,ssp126,Estável
-50.75,2.0833333333333357,0,ssp126,Estável
-50.583333333333336,2.0833333333333357,0,ssp126,Estável
-67.58333333333333,1.9166666666666692,0,ssp126,Estável
-67.41666666666667,1.9166666666666692,0,ssp126,Estável
-63.583333333333336,1.9166666666666692,0,ssp126,Estável
-63.41666666666667,1.9166666666666692,0,ssp126,Estável
-63.25,1.9166666666666692,0,ssp126,Estável
-63.083333333333336,1.9166666666666692,0,ssp126,Estável
-62.91666666666667,1.9166666666666692,0,ssp126,Estável
-62.75,1.9166666666666692,0,ssp126,Estável
-62.583333333333336,1.9166666666666692,0,ssp126,Estável
-62.41666666666667,1.9166666666666692,0,ssp126,Estável
-62.25,1.9166666666666692,0,ssp126,Estável
-62.083333333333336,1.9166666666666692,0,ssp126,Estável
-61.91666666666667,1.9166666666666692,0,ssp126,Estável
-61.75,1.9166666666666692,0,ssp126,Estável
-61.583333333333336,1.9166666666666692,0,ssp126,Estável
-61.41666666666667,1.9166666666666692,0,ssp126,Estável
-61.25,1.9166666666666692,0,ssp126,Estável
-61.083333333333336,1.9166666666666692,0,ssp126,Estável
-60.91666666666667,1.9166666666666692,0,ssp126,Estável
-60.75,1.9166666666666692,0,ssp126,Estável
-60.583333333333336,1.9166666666666692,0,ssp126,Estável
-60.41666666666667,1.9166666666666692,0,ssp126,Estável
-60.25,1.9166666666666692,0,ssp126,Estável
-60.083333333333336,1.9166666666666692,0,ssp126,Estável
-59.91666666666667,1.9166666666666692,0,ssp126,Estável
-55.91666666666667,1.9166666666666692,0,ssp126,Estável
-55.75,1.9166666666666692,0,ssp126,Estável
-55.583333333333336,1.9166666666666692,0,ssp126,Estável
-55.41666666666667,1.9166666666666692,0,ssp126,Estável
-55.25,1.9166666666666692,0,ssp126,Estável
-55.083333333333336,1.9166666666666692,0,ssp126,Estável
-54.91666666666667,1.9166666666666692,0,ssp126,Estável
-54.75,1.9166666666666692,0,ssp126,Estável
-54.583333333333336,1.9166666666666692,0,ssp126,Estável
-54.41666666666667,1.9166666666666692,0,ssp126,Estável
-54.25,1.9166666666666692,0,ssp126,Estável
-54.083333333333336,1.9166666666666692,0,ssp126,Estável
-53.91666666666667,1.9166666666666692,0,ssp126,Estável
-53.75,1.9166666666666692,0,ssp126,Estável
-53.583333333333336,1.9166666666666692,0,ssp126,Estável
-53.41666666666667,1.9166666666666692,0,ssp126,Estável
-53.25,1.9166666666666692,0,ssp126,Estável
-53.083333333333336,1.9166666666666692,0,ssp126,Estável
-52.91666666666667,1.9166666666666692,0,ssp126,Estável
-52.75,1.9166666666666692,0,ssp126,Estável
-52.583333333333336,1.9166666666666692,0,ssp126,Estável
-52.41666666666667,1.9166666666666692,0,ssp126,Estável
-52.25,1.9166666666666692,0,ssp126,Estável
-52.083333333333336,1.9166666666666692,-1,ssp126,Perda
-51.91666666666667,1.9166666666666692,-1,ssp126,Perda
-51.75,1.9166666666666692,0,ssp126,Estável
-51.583333333333336,1.9166666666666692,-1,ssp126,Perda
-51.41666666666667,1.9166666666666692,-1,ssp126,Perda
-51.25,1.9166666666666692,-1,ssp126,Perda
-51.083333333333336,1.9166666666666692,-1,ssp126,Perda
-50.91666666666667,1.9166666666666692,0,ssp126,Estável
-50.75,1.9166666666666692,0,ssp126,Estável
-50.583333333333336,1.9166666666666692,0,ssp126,Estável
-68.08333333333333,1.7500000000000027,0,ssp126,Estável
-67.91666666666667,1.7500000000000027,0,ssp126,Estável
-67.75,1.7500000000000027,0,ssp126,Estável
-67.58333333333333,1.7500000000000027,0,ssp126,Estável
-67.41666666666667,1.7500000000000027,0,ssp126,Estável
-63.91666666666667,1.7500000000000027,0,ssp126,Estável
-63.75,1.7500000000000027,0,ssp126,Estável
-63.583333333333336,1.7500000000000027,0,ssp126,Estável
-63.41666666666667,1.7500000000000027,0,ssp126,Estável
-63.25,1.7500000000000027,0,ssp126,Estável
-63.083333333333336,1.7500000000000027,0,ssp126,Estável
-62.91666666666667,1.7500000000000027,0,ssp126,Estável
-62.75,1.7500000000000027,0,ssp126,Estável
-62.583333333333336,1.7500000000000027,0,ssp126,Estável
-62.41666666666667,1.7500000000000027,0,ssp126,Estável
-62.25,1.7500000000000027,0,ssp126,Estável
-62.083333333333336,1.7500000000000027,0,ssp126,Estável
-61.91666666666667,1.7500000000000027,0,ssp126,Estável
-61.75,1.7500000000000027,0,ssp126,Estável
-61.583333333333336,1.7500000000000027,0,ssp126,Estável
-61.41666666666667,1.7500000000000027,0,ssp126,Estável
-61.25,1.7500000000000027,0,ssp126,Estável
-61.083333333333336,1.7500000000000027,0,ssp126,Estável
