lon,lat,delta,cenario
-63.583333333333336,3.0833333333333357,-0.001176830381155014,ssp126
-63.41666666666667,3.0833333333333357,-0.012083739973604679,ssp126
-63.25,3.0833333333333357,-0.004345586523413658,ssp126
-63.083333333333336,3.0833333333333357,0.006042979657649994,ssp126
-62.91666666666667,3.0833333333333357,-6.835944950580597e-4,ssp126
-62.75,3.0833333333333357,-0.014217618852853775,ssp126
-62.583333333333336,3.0833333333333357,-0.006113860756158829,ssp126
-62.41666666666667,3.0833333333333357,-0.007788985967636108,ssp126
-62.25,3.0833333333333357,-0.0042185112833976746,ssp126
-62.083333333333336,3.0833333333333357,-0.00940188392996788,ssp126
-61.91666666666667,3.0833333333333357,-0.0323113277554512,ssp126
-61.75,3.0833333333333357,-0.04614683985710144,ssp126
-61.583333333333336,3.0833333333333357,-0.047514721751213074,ssp126
-61.41666666666667,3.0833333333333357,-0.044372379779815674,ssp126
-61.25,3.0833333333333357,-0.035935208201408386,ssp126
-61.083333333333336,3.0833333333333357,-0.019849449396133423,ssp126
-60.91666666666667,3.0833333333333357,-0.010786503553390503,ssp126
-60.75,3.0833333333333357,-0.015360534191131592,ssp126
-60.583333333333336,3.0833333333333357,-0.011604122817516327,ssp126
-60.41666666666667,3.0833333333333357,-0.011088021099567413,ssp126
-60.25,3.0833333333333357,-0.012973390519618988,ssp126
-60.083333333333336,3.0833333333333357,-0.008446402847766876,ssp126
-52.083333333333336,3.0833333333333357,-0.08211687207221985,ssp126
-51.91666666666667,3.0833333333333357,-0.06883493065834045,ssp126
-51.75,3.0833333333333357,-0.051082104444503784,ssp126
-51.583333333333336,3.0833333333333357,-0.0283164381980896,ssp126
-51.41666666666667,3.0833333333333357,-0.06668072938919067,ssp126
-51.25,3.0833333333333357,-0.07397562265396118,ssp126
-63.91666666666667,2.916666666666669,-0.003887731581926346,ssp126
-63.75,2.916666666666669,-0.006833571009337902,ssp126
-63.583333333333336,2.916666666666669,-0.00571995135396719,ssp126
-63.41666666666667,2.916666666666669,0.006092347204685211,ssp126
-63.25,2.916666666666669,0.007525315508246422,ssp126
-63.083333333333336,2.916666666666669,0.007570810616016388,ssp126
-62.91666666666667,2.916666666666669,-0.005127713084220886,ssp126
-62.75,2.916666666666669,-0.007086083292961121,ssp126
-62.583333333333336,2.916666666666669,-0.01614946871995926,ssp126
-62.41666666666667,2.916666666666669,-0.01246451586484909,ssp126
-62.25,2.916666666666669,-0.015333220362663269,ssp126
-62.083333333333336,2.916666666666669,-0.009201493114233017,ssp126
-61.91666666666667,2.916666666666669,-0.02418120950460434,ssp126
-61.75,2.916666666666669,-0.05072574317455292,ssp126
-61.583333333333336,2.916666666666669,-0.04554098844528198,ssp126
-61.41666666666667,2.916666666666669,-0.030230864882469177,ssp126
-61.25,2.916666666666669,-0.0270613431930542,ssp126
-61.083333333333336,2.916666666666669,-0.008109509944915771,ssp126
-60.91666666666667,2.916666666666669,-0.010208874940872192,ssp126
-60.75,2.916666666666669,-0.007240325212478638,ssp126
-60.583333333333336,2.916666666666669,-0.012652695178985596,ssp126
-60.41666666666667,2.916666666666669,-0.011340416967868805,ssp126
-60.25,2.916666666666669,-0.012976795434951782,ssp126
-60.083333333333336,2.916666666666669,-0.01597457379102707,ssp126
-52.25,2.916666666666669,-0.08590900897979736,ssp126
-52.083333333333336,2.916666666666669,-0.05524221062660217,ssp126
-51.91666666666667,2.916666666666669,-0.047041863203048706,ssp126
-51.75,2.916666666666669,-0.04034614562988281,ssp126
-51.583333333333336,2.916666666666669,-0.09103530645370483,ssp126
-51.41666666666667,2.916666666666669,-0.08810710906982422,ssp126
-51.25,2.916666666666669,-0.11027312278747559,ssp126
-63.91666666666667,2.7500000000000027,-0.008065207861363888,ssp126
-63.75,2.7500000000000027,-0.0106218745931983,ssp126
-63.583333333333336,2.7500000000000027,-0.00387647096067667,ssp126
-63.41666666666667,2.7500000000000027,7.260330021381378e-4,ssp126
-63.25,2.7500000000000027,-0.0011947490274906158,ssp126
-63.083333333333336,2.7500000000000027,6.16706907749176e-4,ssp126
-62.91666666666667,2.7500000000000027,-0.004465427249670029,ssp126
-62.75,2.7500000000000027,-0.015003979206085205,ssp126
-62.583333333333336,2.7500000000000027,-0.03249439597129822,ssp126
-62.41666666666667,2.7500000000000027,-0.02675575762987137,ssp126
-62.25,2.7500000000000027,-0.0424196794629097,ssp126
-62.083333333333336,2.7500000000000027,-0.04382605850696564,ssp126
-61.91666666666667,2.7500000000000027,-0.05033154785633087,ssp126
-61.75,2.7500000000000027,-0.03813821077346802,ssp126
-61.583333333333336,2.7500000000000027,-0.028742969036102295,ssp126
-61.41666666666667,2.7500000000000027,-0.03146307170391083,ssp126
-61.25,2.7500000000000027,-0.02436216175556183,ssp126
-61.083333333333336,2.7500000000000027,-0.014098063111305237,ssp126
-60.91666666666667,2.7500000000000027,-0.008146390318870544,ssp126
-60.75,2.7500000000000027,-0.005490511655807495,ssp126
-60.583333333333336,2.7500000000000027,-0.012132927775382996,ssp126
-60.41666666666667,2.7500000000000027,-0.014950476586818695,ssp126
-60.25,2.7500000000000027,-0.011912152171134949,ssp126
-60.083333333333336,2.7500000000000027,-0.010914154350757599,ssp126
-52.25,2.7500000000000027,-0.07975909113883972,ssp126
-52.083333333333336,2.7500000000000027,-0.052672773599624634,ssp126
-51.91666666666667,2.7500000000000027,-0.062355995178222656,ssp126
-51.75,2.7500000000000027,-0.07014447450637817,ssp126
-51.583333333333336,2.7500000000000027,-0.06702655553817749,ssp126
-51.41666666666667,2.7500000000000027,-0.070980966091156,ssp126
-51.25,2.7500000000000027,-0.11204391717910767,ssp126
-51.083333333333336,2.7500000000000027,-0.08059006929397583,ssp126
-63.91666666666667,2.5833333333333357,-0.005296074785292149,ssp126
-63.75,2.5833333333333357,-0.00620054267346859,ssp126
-63.583333333333336,2.5833333333333357,2.008005976676941e-4,ssp126
-63.41666666666667,2.5833333333333357,-0.0017665605992078781,ssp126
-63.25,2.5833333333333357,-0.001218363642692566,ssp126
-63.083333333333336,2.5833333333333357,-0.005009107291698456,ssp126
-62.91666666666667,2.5833333333333357,0.009304489940404892,ssp126
-62.75,2.5833333333333357,-0.008507810533046722,ssp126
-62.583333333333336,2.5833333333333357,-0.002358965575695038,ssp126
-62.41666666666667,2.5833333333333357,-0.009608205407857895,ssp126
-62.25,2.5833333333333357,-0.044569022953510284,ssp126
-62.083333333333336,2.5833333333333357,-0.04756622016429901,ssp126
-61.91666666666667,2.5833333333333357,-0.04252864420413971,ssp126
-61.75,2.5833333333333357,-0.02501039206981659,ssp126
-61.583333333333336,2.5833333333333357,-0.047830402851104736,ssp126
-61.41666666666667,2.5833333333333357,-0.04654407501220703,ssp126
-61.25,2.5833333333333357,-0.05307568609714508,ssp126
-61.083333333333336,2.5833333333333357,-0.031759023666381836,ssp126
-60.91666666666667,2.5833333333333357,-0.011071622371673584,ssp126
-60.75,2.5833333333333357,-0.016681291162967682,ssp126
-60.583333333333336,2.5833333333333357,-0.023623868823051453,ssp126
-60.41666666666667,2.5833333333333357,-0.022478774189949036,ssp126
-60.25,2.5833333333333357,-0.017049193382263184,ssp126
-60.083333333333336,2.5833333333333357,-0.00923553854227066,ssp126
-52.41666666666667,2.5833333333333357,-0.06452223658561707,ssp126
-52.25,2.5833333333333357,-0.06179580092430115,ssp126
-52.083333333333336,2.5833333333333357,-0.08618691563606262,ssp126
-51.91666666666667,2.5833333333333357,-0.0978318452835083,ssp126
-51.75,2.5833333333333357,-0.06359326839447021,ssp126
-51.583333333333336,2.5833333333333357,-0.11380386352539063,ssp126
-51.41666666666667,2.5833333333333357,-0.10865235328674316,ssp126
-51.25,2.5833333333333357,-0.10465329885482788,ssp126
-51.083333333333336,2.5833333333333357,-0.09761947393417358,ssp126
-63.25,2.416666666666669,-4.1553936898708344e-4,ssp126
-63.083333333333336,2.416666666666669,0.005404070019721985,ssp126
-62.91666666666667,2.416666666666669,0.008133288472890854,ssp126
-62.75,2.416666666666669,-1.3631582260131836e-4,ssp126
-62.583333333333336,2.416666666666669,-0.033448778092861176,ssp126
-62.41666666666667,2.416666666666669,-0.042332544922828674,ssp126
-62.25,2.416666666666669,-0.05591055005788803,ssp126
-62.083333333333336,2.416666666666669,-0.0385289341211319,ssp126
-61.91666666666667,2.416666666666669,-0.03251379728317261,ssp126
-61.75,2.416666666666669,-0.0268847793340683,ssp126
-61.583333333333336,2.416666666666669,-0.04364122450351715,ssp126
-61.41666666666667,2.416666666666669,0.01397523283958435,ssp126
-61.25,2.416666666666669,-0.030628427863121033,ssp126
-61.083333333333336,2.416666666666669,-0.037838950753211975,ssp126
-60.91666666666667,2.416666666666669,-0.01935841143131256,ssp126
-60.75,2.416666666666669,-0.019219473004341125,ssp126
-60.583333333333336,2.416666666666669,-0.030908018350601196,ssp126
-60.41666666666667,2.416666666666669,-0.017830900847911835,ssp126
-60.25,2.416666666666669,-0.015202440321445465,ssp126
-60.083333333333336,2.416666666666669,-0.01893199235200882,ssp126
-55.25,2.416666666666669,-0.003619864583015442,ssp126
-55.083333333333336,2.416666666666669,0.004966527223587036,ssp126
-52.41666666666667,2.416666666666669,-0.046738266944885254,ssp126
-52.25,2.416666666666669,-0.048878878355026245,ssp126
-52.083333333333336,2.416666666666669,-0.08520859479904175,ssp126
-51.91666666666667,2.416666666666669,-0.09785586595535278,ssp126
-51.75,2.416666666666669,-0.1386820673942566,ssp126
-51.583333333333336,2.416666666666669,-0.13805383443832397,ssp126
-51.41666666666667,2.416666666666669,-0.12881165742874146,ssp126
-51.25,2.416666666666669,-0.12650763988494873,ssp126
-51.083333333333336,2.416666666666669,-0.12473130226135254,ssp126
-50.91666666666667,2.416666666666669,-0.10828059911727905,ssp126
-63.25,2.2500000000000027,-8.584586903452873e-4,ssp126
-63.083333333333336,2.2500000000000027,-0.006355933845043182,ssp126
-62.91666666666667,2.2500000000000027,0.01317567378282547,ssp126
-62.75,2.2500000000000027,-0.005112513899803162,ssp126
-62.583333333333336,2.2500000000000027,-0.03889411687850952,ssp126
-62.41666666666667,2.2500000000000027,-0.046657659113407135,ssp126
-62.25,2.2500000000000027,-0.05622345209121704,ssp126
-62.083333333333336,2.2500000000000027,-0.033319056034088135,ssp126
-61.91666666666667,2.2500000000000027,-0.027990713715553284,ssp126
-61.75,2.2500000000000027,-0.039789244532585144,ssp126
-61.583333333333336,2.2500000000000027,-0.0481395423412323,ssp126
-61.41666666666667,2.2500000000000027,-0.05660979449748993,ssp126
-61.25,2.2500000000000027,-0.05031183362007141,ssp126
-61.083333333333336,2.2500000000000027,-0.028938740491867065,ssp126
-60.91666666666667,2.2500000000000027,-0.020361974835395813,ssp126
-60.75,2.2500000000000027,-0.01764608919620514,ssp126
-60.583333333333336,2.2500000000000027,-0.019810110330581665,ssp126
-60.41666666666667,2.2500000000000027,-0.023687906563282013,ssp126
-60.25,2.2500000000000027,-0.003971315920352936,ssp126
-60.083333333333336,2.2500000000000027,-0.02325761318206787,ssp126
-55.91666666666667,2.2500000000000027,-0.006733521819114685,ssp126
-55.75,2.2500000000000027,-0.005274441093206406,ssp126
-55.583333333333336,2.2500000000000027,-0.007859005592763424,ssp126
-55.41666666666667,2.2500000000000027,0.0028727129101753235,ssp126
-55.25,2.2500000000000027,0.0056425705552101135,ssp126
-55.083333333333336,2.2500000000000027,0.002577468752861023,ssp126
-54.91666666666667,2.2500000000000027,-0.00196288526058197,ssp126
-54.75,2.2500000000000027,0.0037725642323493958,ssp126
-52.583333333333336,2.2500000000000027,3.7798285484313965e-4,ssp126
-52.41666666666667,2.2500000000000027,0.002433300018310547,ssp126
-52.25,2.2500000000000027,-0.06639674305915833,ssp126
-52.083333333333336,2.2500000000000027,-0.07507413625717163,ssp126
-51.91666666666667,2.2500000000000027,-0.1193341612815857,ssp126
-51.75,2.2500000000000027,-0.08627930283546448,ssp126
-51.583333333333336,2.2500000000000027,-0.1459864377975464,ssp126
-51.41666666666667,2.2500000000000027,-0.1268187165260315,ssp126
-51.25,2.2500000000000027,-0.13926047086715698,ssp126
-51.083333333333336,2.2500000000000027,-0.13362985849380493,ssp126
-50.91666666666667,2.2500000000000027,-0.09114089608192444,ssp126
-63.25,2.0833333333333357,0.002394583076238632,ssp126
-63.083333333333336,2.0833333333333357,-0.005842484533786774,ssp126
-62.91666666666667,2.0833333333333357,-0.002697274088859558,ssp126
-62.75,2.0833333333333357,-0.023665376007556915,ssp126
-62.583333333333336,2.0833333333333357,-0.050983235239982605,ssp126
-62.41666666666667,2.0833333333333357,-0.05469070374965668,ssp126
-62.25,2.0833333333333357,-0.04011683166027069,ssp126
-62.083333333333336,2.0833333333333357,-0.041170522570610046,ssp126
-61.91666666666667,2.0833333333333357,-0.03197412192821503,ssp126
-61.75,2.0833333333333357,-0.039965152740478516,ssp126
-61.583333333333336,2.0833333333333357,-0.03556106984615326,ssp126
-61.41666666666667,2.0833333333333357,-0.02553398907184601,ssp126
-61.25,2.0833333333333357,-0.02397453784942627,ssp126
-61.083333333333336,2.0833333333333357,-0.014499247074127197,ssp126
-60.91666666666667,2.0833333333333357,-0.02863268554210663,ssp126
-60.75,2.0833333333333357,-0.011780470609664917,ssp126
-60.583333333333336,2.0833333333333357,-0.0168195441365242,ssp126
-60.41666666666667,2.0833333333333357,-0.03163311630487442,ssp126
-60.25,2.0833333333333357,-0.012582972645759583,ssp126
-60.083333333333336,2.0833333333333357,-0.017209790647029877,ssp126
-59.91666666666667,2.0833333333333357,-0.011402301490306854,ssp126
-55.91666666666667,2.0833333333333357,0.009888000786304474,ssp126
-55.75,2.0833333333333357,0.019004695117473602,ssp126
-55.583333333333336,2.0833333333333357,-0.010329745709896088,ssp126
-55.41666666666667,2.0833333333333357,-1.0050833225250244e-4,ssp126
-55.25,2.0833333333333357,0.010244220495223999,ssp126
-55.083333333333336,2.0833333333333357,0.004407912492752075,ssp126
-54.91666666666667,2.0833333333333357,-0.004719473421573639,ssp126
-54.75,2.0833333333333357,0.0019944533705711365,ssp126
-54.583333333333336,2.0833333333333357,-0.006530873477458954,ssp126
-54.41666666666667,2.0833333333333357,-0.021056242287158966,ssp126
-54.25,2.0833333333333357,-0.005629457533359528,ssp126
-54.083333333333336,2.0833333333333357,-0.01832079142332077,ssp126
-53.91666666666667,2.0833333333333357,-0.010655201971530914,ssp126
-53.75,2.0833333333333357,-0.02171321213245392,ssp126
-53.583333333333336,2.0833333333333357,-0.01910535991191864,ssp126
-53.41666666666667,2.0833333333333357,-0.029499009251594543,ssp126
-53.25,2.0833333333333357,-0.02192482352256775,ssp126
-53.083333333333336,2.0833333333333357,-0.04795259237289429,ssp126
-52.91666666666667,2.0833333333333357,-0.06541693210601807,ssp126
-52.75,2.0833333333333357,-0.04279053211212158,ssp126
-52.583333333333336,2.0833333333333357,-0.007294416427612305,ssp126
-52.41666666666667,2.0833333333333357,-0.008963674306869507,ssp126
-52.25,2.0833333333333357,-0.0489422082901001,ssp126
-52.083333333333336,2.0833333333333357,-0.06875830888748169,ssp126
-51.91666666666667,2.0833333333333357,-0.1021280586719513,ssp126
-51.75,2.0833333333333357,-0.10850852727890015,ssp126
-51.583333333333336,2.0833333333333357,-0.11838001012802124,ssp126
-51.41666666666667,2.0833333333333357,-0.11974900960922241,ssp126
-51.25,2.0833333333333357,-0.17244809865951538,ssp126
-51.083333333333336,2.0833333333333357,-0.12324625253677368,ssp126
-50.91666666666667,2.0833333333333357,-0.09947791695594788,ssp126
-50.75,2.0833333333333357,-0.09198600053787231,ssp126
-50.583333333333336,2.0833333333333357,-0.08636391162872314,ssp126
-67.58333333333333,1.9166666666666692,-0.002790480852127075,ssp126
-67.41666666666667,1.9166666666666692,-0.006591659039258957,ssp126
-63.583333333333336,1.9166666666666692,-0.007115259766578674,ssp126
-63.41666666666667,1.9166666666666692,-0.006699129939079285,ssp126
-63.25,1.9166666666666692,0.022004425525665283,ssp126
-63.083333333333336,1.9166666666666692,-0.029353216290473938,ssp126
-62.91666666666667,1.9166666666666692,-0.032326191663742065,ssp126
-62.75,1.9166666666666692,-0.05058440566062927,ssp126
-62.583333333333336,1.9166666666666692,-0.03928610682487488,ssp126
-62.41666666666667,1.9166666666666692,-0.04310359060764313,ssp126
-62.25,1.9166666666666692,-0.0435778945684433,ssp126
-62.083333333333336,1.9166666666666692,-0.06313742697238922,ssp126
-61.91666666666667,1.9166666666666692,-0.05277217924594879,ssp126
-61.75,1.9166666666666692,-0.03576508164405823,ssp126
-61.583333333333336,1.9166666666666692,-0.06572934985160828,ssp126
-61.41666666666667,1.9166666666666692,-0.018846094608306885,ssp126
-61.25,1.9166666666666692,-0.010434582829475403,ssp126
-61.083333333333336,1.9166666666666692,-0.01853039860725403,ssp126
