lon,lat,cenario,variavel,delta
-60.41666666666667,4.750000000000003,ssp126,bio13_precipitacao_mes_umido,-5.28000000000003
-60.25,4.750000000000003,ssp126,bio4_sazonalidade_temperatura,2.4634680557251016
-60.25,4.750000000000003,ssp126,bio5_temp_max_mes_quente,1
-60.25,4.750000000000003,ssp126,bio12_precipitacao_anual,-36.600000000000136
-60.25,4.750000000000003,ssp126,bio13_precipitacao_mes_umido,-5.1200000000000045
-60.75,4.583333333333336,ssp126,bio4_sazonalidade_temperatura,2.5595425796508806
-60.75,4.583333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.75,4.583333333333336,ssp126,bio12_precipitacao_anual,-39.77999999999997
-60.75,4.583333333333336,ssp126,bio13_precipitacao_mes_umido,-5.399999999999977
-60.583333333333336,4.583333333333336,ssp126,bio4_sazonalidade_temperatura,2.4965134429931624
-60.583333333333336,4.583333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.583333333333336,4.583333333333336,ssp126,bio12_precipitacao_anual,-38.340000000000146
-60.583333333333336,4.583333333333336,ssp126,bio13_precipitacao_mes_umido,-5.319999999999993
-60.41666666666667,4.583333333333336,ssp126,bio4_sazonalidade_temperatura,2.5512056732177726
-60.41666666666667,4.583333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.41666666666667,4.583333333333336,ssp126,bio12_precipitacao_anual,-37.100000000000136
-60.41666666666667,4.583333333333336,ssp126,bio13_precipitacao_mes_umido,-5.420000000000016
-60.25,4.583333333333336,ssp126,bio4_sazonalidade_temperatura,2.5354167175293014
-60.25,4.583333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.25,4.583333333333336,ssp126,bio12_precipitacao_anual,-36.12000000000012
-60.25,4.583333333333336,ssp126,bio13_precipitacao_mes_umido,-5.480000000000018
-61.083333333333336,4.416666666666669,ssp126,bio4_sazonalidade_temperatura,2.6784276962280273
-61.083333333333336,4.416666666666669,ssp126,bio5_temp_max_mes_quente,1
-61.083333333333336,4.416666666666669,ssp126,bio12_precipitacao_anual,-38.5
-61.083333333333336,4.416666666666669,ssp126,bio13_precipitacao_mes_umido,-5.399999999999977
-60.91666666666667,4.416666666666669,ssp126,bio4_sazonalidade_temperatura,2.744133605957032
-60.91666666666667,4.416666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.91666666666667,4.416666666666669,ssp126,bio12_precipitacao_anual,-37.319999999999936
-60.91666666666667,4.416666666666669,ssp126,bio13_precipitacao_mes_umido,-5.319999999999993
-60.75,4.416666666666669,ssp126,bio4_sazonalidade_temperatura,2.736261100769042
-60.75,4.416666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.75,4.416666666666669,ssp126,bio12_precipitacao_anual,-36.38000000000011
-60.75,4.416666666666669,ssp126,bio13_precipitacao_mes_umido,-5.160000000000025
-60.583333333333336,4.416666666666669,ssp126,bio4_sazonalidade_temperatura,2.702149238586429
-60.583333333333336,4.416666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.583333333333336,4.416666666666669,ssp126,bio12_precipitacao_anual,-34.5
-60.583333333333336,4.416666666666669,ssp126,bio13_precipitacao_mes_umido,-5.560000000000002
-60.41666666666667,4.416666666666669,ssp126,bio4_sazonalidade_temperatura,2.6618842315673845
-60.41666666666667,4.416666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.41666666666667,4.416666666666669,ssp126,bio12_precipitacao_anual,-33.72000000000003
-60.41666666666667,4.416666666666669,ssp126,bio13_precipitacao_mes_umido,-5.319999999999993
-60.25,4.416666666666669,ssp126,bio4_sazonalidade_temperatura,2.6431755447387744
-60.25,4.416666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.25,4.416666666666669,ssp126,bio12_precipitacao_anual,-32.22000000000003
-60.25,4.416666666666669,ssp126,bio13_precipitacao_mes_umido,-5.6200000000000045
-60.083333333333336,4.416666666666669,ssp126,bio4_sazonalidade_temperatura,2.594243698120117
-60.083333333333336,4.416666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.083333333333336,4.416666666666669,ssp126,bio12_precipitacao_anual,-33.180000000000064
-60.083333333333336,4.416666666666669,ssp126,bio13_precipitacao_mes_umido,-5.5400000000000205
-61.41666666666667,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.6322581100463864
-61.41666666666667,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-61.41666666666667,4.250000000000003,ssp126,bio12_precipitacao_anual,-41.159999999999854
-61.41666666666667,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.28000000000003
-61.25,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.762068328857424
-61.25,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-61.25,4.250000000000003,ssp126,bio12_precipitacao_anual,-38.62000000000012
-61.25,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.6200000000000045
-61.083333333333336,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.897078742980952
-61.083333333333336,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-61.083333333333336,4.250000000000003,ssp126,bio12_precipitacao_anual,-36.27999999999997
-61.083333333333336,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.5
-60.91666666666667,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.9195051574707094
-60.91666666666667,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-60.91666666666667,4.250000000000003,ssp126,bio12_precipitacao_anual,-33.98000000000002
-60.91666666666667,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.360000000000014
-60.75,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.86845718383789
-60.75,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-60.75,4.250000000000003,ssp126,bio12_precipitacao_anual,-33.440000000000055
-60.75,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.300000000000011
-60.583333333333336,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.8601847076416007
-60.583333333333336,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-60.583333333333336,4.250000000000003,ssp126,bio12_precipitacao_anual,-31.62000000000012
-60.583333333333336,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.439999999999998
-60.41666666666667,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.8101560592651396
-60.41666666666667,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-60.41666666666667,4.250000000000003,ssp126,bio12_precipitacao_anual,-32.33999999999992
-60.41666666666667,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.579999999999984
-60.25,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.721544342041014
-60.25,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-60.25,4.250000000000003,ssp126,bio12_precipitacao_anual,-31.819999999999936
-60.25,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.5400000000000205
-60.083333333333336,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.6981934738159197
-60.083333333333336,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-60.083333333333336,4.250000000000003,ssp126,bio12_precipitacao_anual,-31.74000000000001
-60.083333333333336,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.399999999999977
-59.91666666666667,4.250000000000003,ssp126,bio4_sazonalidade_temperatura,2.659608001708989
-59.91666666666667,4.250000000000003,ssp126,bio5_temp_max_mes_quente,1
-59.91666666666667,4.250000000000003,ssp126,bio12_precipitacao_anual,-32.16000000000008
-59.91666666666667,4.250000000000003,ssp126,bio13_precipitacao_mes_umido,-5.560000000000002
-61.75,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.5804824066162126
-61.75,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-61.75,4.083333333333336,ssp126,bio12_precipitacao_anual,-41.679999999999836
-61.75,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.740000000000009
-61.583333333333336,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.6752291870117233
-61.583333333333336,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-61.583333333333336,4.083333333333336,ssp126,bio12_precipitacao_anual,-41.059999999999945
-61.583333333333336,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.840000000000032
-61.41666666666667,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.80431053161621
-61.41666666666667,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-61.41666666666667,4.083333333333336,ssp126,bio12_precipitacao_anual,-39.07999999999993
-61.41666666666667,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.860000000000014
-61.25,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.948256950378422
-61.25,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-61.25,4.083333333333336,ssp126,bio12_precipitacao_anual,-36.059999999999945
-61.25,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.800000000000011
-61.083333333333336,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,3.0024629211425804
-61.083333333333336,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-61.083333333333336,4.083333333333336,ssp126,bio12_precipitacao_anual,-34.51999999999998
-61.083333333333336,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.579999999999984
-60.91666666666667,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,3.0073394775390625
-60.91666666666667,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.91666666666667,4.083333333333336,ssp126,bio12_precipitacao_anual,-32.600000000000136
-60.91666666666667,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.4599999999999795
-60.75,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.9763117980957077
-60.75,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.75,4.083333333333336,ssp126,bio12_precipitacao_anual,-31.600000000000136
-60.75,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.480000000000018
-60.583333333333336,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.958190078735356
-60.583333333333336,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.583333333333336,4.083333333333336,ssp126,bio12_precipitacao_anual,-30.279999999999973
-60.583333333333336,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.680000000000007
-60.41666666666667,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.9616038513183582
-60.41666666666667,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.41666666666667,4.083333333333336,ssp126,bio12_precipitacao_anual,-30.720000000000027
-60.41666666666667,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.800000000000011
-60.25,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.887417526245116
-60.25,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.25,4.083333333333336,ssp126,bio12_precipitacao_anual,-31.579999999999927
-60.25,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.28000000000003
-60.083333333333336,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.8511856460571323
-60.083333333333336,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-60.083333333333336,4.083333333333336,ssp126,bio12_precipitacao_anual,-31.440000000000055
-60.083333333333336,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.399999999999977
-59.91666666666667,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.74307891845703
-59.91666666666667,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-59.91666666666667,4.083333333333336,ssp126,bio12_precipitacao_anual,-32.440000000000055
-59.91666666666667,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-5.480000000000018
-51.41666666666667,4.083333333333336,ssp126,bio4_sazonalidade_temperatura,2.6186626434326215
-51.41666666666667,4.083333333333336,ssp126,bio5_temp_max_mes_quente,1
-51.41666666666667,4.083333333333336,ssp126,bio12_precipitacao_anual,-64.17999999999984
-51.41666666666667,4.083333333333336,ssp126,bio13_precipitacao_mes_umido,-9.019999999999982
-64.25,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.077687606811523
-64.25,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-64.25,3.916666666666669,ssp126,bio12_precipitacao_anual,-55.840000000000146
-64.25,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-7
-62.583333333333336,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.482077293395996
-62.583333333333336,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-62.583333333333336,3.916666666666669,ssp126,bio12_precipitacao_anual,-49.7800000000002
-62.583333333333336,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-6.360000000000014
-62.41666666666667,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.5370044708251953
-62.41666666666667,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-62.41666666666667,3.916666666666669,ssp126,bio12_precipitacao_anual,-49.11999999999989
-62.41666666666667,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-6.759999999999991
-62.25,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.5086389160156273
-62.25,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-62.25,3.916666666666669,ssp126,bio12_precipitacao_anual,-47.30000000000018
-62.25,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-6.319999999999993
-62.083333333333336,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.572041587829588
-62.083333333333336,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-62.083333333333336,3.916666666666669,ssp126,bio12_precipitacao_anual,-44.90000000000009
-62.083333333333336,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-6.240000000000009
-61.91666666666667,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.6323733520507844
-61.91666666666667,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-61.91666666666667,3.916666666666669,ssp126,bio12_precipitacao_anual,-43.679999999999836
-61.91666666666667,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.900000000000034
-61.75,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.6831209182739286
-61.75,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-61.75,3.916666666666669,ssp126,bio12_precipitacao_anual,-41.63999999999987
-61.75,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.920000000000016
-61.583333333333336,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.768786354064943
-61.583333333333336,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-61.583333333333336,3.916666666666669,ssp126,bio12_precipitacao_anual,-40.24000000000001
-61.583333333333336,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-6.060000000000002
-61.41666666666667,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.9146046829223593
-61.41666666666667,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-61.41666666666667,3.916666666666669,ssp126,bio12_precipitacao_anual,-37.01999999999998
-61.41666666666667,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.8799999999999955
-61.25,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,3.0143672943115263
-61.25,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-61.25,3.916666666666669,ssp126,bio12_precipitacao_anual,-34.960000000000036
-61.25,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.920000000000016
-61.083333333333336,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,3.06283004760742
-61.083333333333336,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-61.083333333333336,3.916666666666669,ssp126,bio12_precipitacao_anual,-33.200000000000045
-61.083333333333336,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.759999999999991
-60.91666666666667,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,3.0873188018798885
-60.91666666666667,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.91666666666667,3.916666666666669,ssp126,bio12_precipitacao_anual,-32.24000000000001
-60.91666666666667,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.6200000000000045
-60.75,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,3.1286754608154297
-60.75,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.75,3.916666666666669,ssp126,bio12_precipitacao_anual,-32.92000000000007
-60.75,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.340000000000032
-60.583333333333336,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,3.101716156005864
-60.583333333333336,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.583333333333336,3.916666666666669,ssp126,bio12_precipitacao_anual,-32
-60.583333333333336,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.660000000000025
-60.41666666666667,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,3.036666564941413
-60.41666666666667,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.41666666666667,3.916666666666669,ssp126,bio12_precipitacao_anual,-30.980000000000018
-60.41666666666667,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.8799999999999955
-60.25,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.9791300201415964
-60.25,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.25,3.916666666666669,ssp126,bio12_precipitacao_anual,-31.960000000000036
-60.25,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.800000000000011
-60.083333333333336,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.900413093566897
-60.083333333333336,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-60.083333333333336,3.916666666666669,ssp126,bio12_precipitacao_anual,-32.01999999999998
-60.083333333333336,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.660000000000025
-59.91666666666667,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.907279090881346
-59.91666666666667,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-59.91666666666667,3.916666666666669,ssp126,bio12_precipitacao_anual,-30.980000000000018
-59.91666666666667,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.759999999999991
-59.75,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.916765327453618
-59.75,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-59.75,3.916666666666669,ssp126,bio12_precipitacao_anual,-30.180000000000064
-59.75,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-5.740000000000009
-51.583333333333336,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.6523268127441426
-51.583333333333336,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-51.583333333333336,3.916666666666669,ssp126,bio12_precipitacao_anual,-65.70000000000027
-51.583333333333336,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-9.259999999999991
-51.41666666666667,3.916666666666669,ssp126,bio4_sazonalidade_temperatura,2.6621836090087925
-51.41666666666667,3.916666666666669,ssp126,bio5_temp_max_mes_quente,1
-51.41666666666667,3.916666666666669,ssp126,bio12_precipitacao_anual,-64.74000000000024
-51.41666666666667,3.916666666666669,ssp126,bio13_precipitacao_mes_umido,-8.879999999999995
-64.08333333333333,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.1343117141723624
-64.08333333333333,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-64.08333333333333,3.7500000000000027,ssp126,bio12_precipitacao_anual,-55.61999999999989
-64.08333333333333,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-7.079999999999984
-63.91666666666667,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.223754043579106
-63.91666666666667,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-63.91666666666667,3.7500000000000027,ssp126,bio12_precipitacao_anual,-54.51999999999998
-63.91666666666667,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.840000000000032
-63.75,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.2703361892700187
-63.75,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-63.75,3.7500000000000027,ssp126,bio12_precipitacao_anual,-55.320000000000164
-63.75,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.8799999999999955
-63.583333333333336,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.3584427642822305
-63.583333333333336,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-63.583333333333336,3.7500000000000027,ssp126,bio12_precipitacao_anual,-54.039999999999964
-63.583333333333336,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.1200000000000045
-63.41666666666667,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.401293106079102
-63.41666666666667,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-63.41666666666667,3.7500000000000027,ssp126,bio12_precipitacao_anual,-53.820000000000164
-63.41666666666667,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.480000000000018
-62.583333333333336,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.5037932586669953
-62.583333333333336,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-62.583333333333336,3.7500000000000027,ssp126,bio12_precipitacao_anual,-49.80000000000018
-62.583333333333336,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.360000000000014
-62.41666666666667,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.5626333999633815
-62.41666666666667,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-62.41666666666667,3.7500000000000027,ssp126,bio12_precipitacao_anual,-48.74000000000024
-62.41666666666667,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.360000000000014
-62.25,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.579109230041503
-62.25,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-62.25,3.7500000000000027,ssp126,bio12_precipitacao_anual,-47.30000000000018
-62.25,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.259999999999991
-62.083333333333336,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.6133159637451158
-62.083333333333336,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-62.083333333333336,3.7500000000000027,ssp126,bio12_precipitacao_anual,-44.38000000000011
-62.083333333333336,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.259999999999991
-61.91666666666667,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.675049057006838
-61.91666666666667,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-61.91666666666667,3.7500000000000027,ssp126,bio12_precipitacao_anual,-43.26000000000022
-61.91666666666667,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.1200000000000045
-61.75,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.7246271514892584
-61.75,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-61.75,3.7500000000000027,ssp126,bio12_precipitacao_anual,-41.90000000000009
-61.75,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-6.019999999999982
-61.583333333333336,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.8552262115478513
-61.583333333333336,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-61.583333333333336,3.7500000000000027,ssp126,bio12_precipitacao_anual,-39.62000000000012
-61.583333333333336,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-5.980000000000018
-61.41666666666667,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,2.9579140472412178
-61.41666666666667,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-61.41666666666667,3.7500000000000027,ssp126,bio12_precipitacao_anual,-36.57999999999993
-61.41666666666667,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-5.840000000000032
-61.25,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,3.0361163330078114
-61.25,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-61.25,3.7500000000000027,ssp126,bio12_precipitacao_anual,-34.98000000000002
-61.25,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-5.78000000000003
-61.083333333333336,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,3.106573028564455
-61.083333333333336,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-61.083333333333336,3.7500000000000027,ssp126,bio12_precipitacao_anual,-33.90000000000009
-61.083333333333336,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-5.9599999999999795
-60.91666666666667,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,3.1391555023193405
-60.91666666666667,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-60.91666666666667,3.7500000000000027,ssp126,bio12_precipitacao_anual,-33.25999999999999
-60.91666666666667,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-5.900000000000034
-60.75,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,3.176317901611327
-60.75,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-60.75,3.7500000000000027,ssp126,bio12_precipitacao_anual,-34.40000000000009
-60.75,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-5.439999999999998
-60.583333333333336,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,3.1461730194091757
-60.583333333333336,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-60.583333333333336,3.7500000000000027,ssp126,bio12_precipitacao_anual,-33.90000000000009
-60.583333333333336,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-5.600000000000023
-60.41666666666667,3.7500000000000027,ssp126,bio4_sazonalidade_temperatura,3.1417372894287183
-60.41666666666667,3.7500000000000027,ssp126,bio5_temp_max_mes_quente,1
-60.41666666666667,3.7500000000000027,ssp126,bio12_precipitacao_anual,-32.40000000000009
-60.41666666666667,3.7500000000000027,ssp126,bio13_precipitacao_mes_umido,-5.6200000000000045
