lon,lat,temperatura,precipitacao,sazonalidade,periodo
-57.16666666666667,9.8,28.180129801454363,1429.5429156428297,47.77410547160838,Atual
-56.833333333333336,9.8,29.3099460827561,1608.0524788434554,45.39635512949927,Atual
-56.5,9.8,26.403643307020836,1687.3528940863862,45.716455374364614,Atual
-56.16666666666667,9.8,24.29266654388603,1536.6201143011144,50.64377836765011,Atual
-55.833333333333336,9.8,27.82843204019729,1643.0148490332365,52.5205838827093,Atual
-55.5,9.8,25.832100190398503,1636.2462189548412,47.29121786683203,Atual
-55.16666666666667,9.8,25.746586032910677,1504.3293503732202,47.388484656892885,Atual
-54.833333333333336,9.8,27.52410741016082,1743.1985452464976,54.21437273098363,Atual
-54.5,9.8,25.977052346369366,1654.3522555803738,50.13088377868037,Atual
-54.16666666666667,9.8,24.84390335682075,1678.4216018762743,44.733539279114254,Atual
-53.833333333333336,9.8,26.284902990879967,1555.8683430074686,48.93458783843204,Atual
-53.5,9.8,25.834163462418275,1731.0545775969465,47.307653917589676,Atual
-53.16666666666667,9.8,25.897761850551955,1540.8826254757885,48.97448806289558,Atual
-52.833333333333336,9.8,26.223004206650778,1607.3056130373475,46.025658422293475,Atual
-52.5,9.8,25.30282605751997,1469.7961376017206,44.0406480957365,Atual
-52.16666666666667,9.8,26.334577951894328,1512.1539918156245,48.56069855997097,Atual
-51.833333333333336,9.8,25.30255714062603,1568.1606227184081,49.45345751966917,Atual
-51.5,9.8,25.833747004846334,1642.2410536053078,50.35521761558174,Atual
-51.16666666666667,9.8,26.603605571003545,1528.8960704349765,49.7119344165686,Atual
-50.833333333333336,9.8,25.808900686851395,1512.4932996006653,50.55029713574693,Atual
-50.5,9.8,24.909823643273256,1564.5311359449327,42.99016170408187,Atual
-50.16666666666667,9.8,26.47540391228036,1402.3084131323628,48.01015526947698,Atual
-49.833333333333336,9.8,26.253331470183337,1463.0461733661766,54.93603475657197,Atual
-49.5,9.8,25.718028234980196,1414.9770563126388,52.98237504133174,Atual
-49.16666666666667,9.8,25.3374044621225,1654.3693150417635,44.908512480282724,Atual
-48.833333333333336,9.8,24.349927867352868,1538.2994970728193,49.70483490398825,Atual
-48.5,9.8,26.50908971666947,1551.114060514075,46.63148792369536,Atual
-48.16666666666667,9.8,24.329843601243077,1532.5375108205358,51.49520370040287,Atual
-47.833333333333336,9.8,27.380030847966886,1415.0789593883726,45.61450933413199,Atual
-47.5,9.8,26.649799815605093,1466.0564333384668,52.088662247323136,Atual
-47.16666666666667,9.8,24.700780434218416,1598.665479806611,48.90650692682847,Atual
-46.833333333333336,9.8,23.833281636484067,1545.4517410807202,44.595643798902124,Atual
-46.5,9.8,24.189355221708418,1603.3563590783926,46.159337210119254,Atual
-46.16666666666667,9.8,25.267970256515735,1553.161542824716,47.89620303469452,Atual
-45.833333333333336,9.8,24.734725727532215,1509.9240189255165,46.65684671821998,Atual
-45.5,9.8,24.65050759729617,1475.8812219265492,53.56003584192105,Atual
-45.16666666666667,9.8,24.018688300115542,1681.1611314939184,50.99058502302336,Atual
-44.833333333333336,9.8,25.054448309258095,1481.1130034810042,47.04012556715414,Atual
-44.5,9.8,24.284820959841703,1484.6236632090286,50.76638438745279,Atual
-44.16666666666667,9.8,23.363307303897308,1533.011828809797,47.15339017478576,Atual
-43.833333333333336,9.8,24.835058558722388,1519.0214915915237,47.91997598815023,Atual
-43.5,9.8,26.32473451194383,1367.4541754428965,47.32039923214306,Atual
-43.16666666666667,9.8,24.746566533570714,1475.377821315828,42.14324552362515,Atual
-42.833333333333336,9.8,26.118695889106164,1541.797573945585,47.22043327146798,Atual
-42.5,9.8,23.7454105931732,1374.8920372897298,46.01915749164706,Atual
-42.16666666666667,9.8,25.54353746945896,1589.8816277112426,50.84186553660718,Atual
-41.833333333333336,9.8,26.25975970094413,1384.6527673304868,53.44748706452101,Atual
-41.5,9.8,26.107360265746664,1307.0091980101895,49.19922845756059,Atual
-41.16666666666667,9.8,25.983668270328405,1353.1167178488238,47.52115559426625,Atual
-40.833333333333336,9.8,25.257352016535854,1578.5422735758318,43.96432180590404,Atual
-40.5,9.8,25.125237071801827,1557.227010832786,51.00334158550809,Atual
-40.16666666666667,9.8,25.03393074493302,1649.7316915627025,46.21221698897923,Atual
-79.83333333333333,9.4,25.66203967196403,1464.5900703823324,52.279185802681965,Atual
-79.5,9.4,24.57455594896024,1438.008193454491,52.695193081483474,Atual
-79.16666666666667,9.4,25.165212276476762,1572.9283754068217,52.92471058566505,Atual
-78.83333333333333,9.4,25.514797642217484,1573.3182375800177,49.205705004603786,Atual
-78.5,9.4,27.919764127172886,1330.3509876341852,53.12221241581295,Atual
-78.16666666666667,9.4,25.2724379895103,1476.941208854205,46.52440344023157,Atual
-77.83333333333333,9.4,26.349322565060806,1484.323602143178,48.86955543137928,Atual
-77.5,9.4,26.279405142752786,1343.4215815416574,44.45033524711178,Atual
-77.16666666666667,9.4,25.24097460831035,1478.1645992612582,49.539036065266764,Atual
-76.83333333333333,9.4,26.327739405280642,1423.0057232877896,51.34250345755863,Atual
-76.5,9.4,28.103807675003413,1529.6730763689166,51.63342913136442,Atual
-76.16666666666667,9.4,27.121206485121707,1586.27095818897,47.7075452317539,Atual
-75.83333333333333,9.4,26.78044675383224,1449.956334981799,41.647728421929884,Atual
-75.5,9.4,26.381329673370743,1540.1320226191144,48.601218809993945,Atual
-75.16666666666667,9.4,24.698594570747595,1495.9201046818766,49.115651928867536,Atual
-74.83333333333333,9.4,28.3124896676921,1501.0054663696785,44.02764929196139,Atual
-74.5,9.4,25.571586717922234,1679.1065811426472,47.14992864260558,Atual
-74.16666666666667,9.4,28.10158470707138,1491.0664087272328,52.4374938725908,Atual
-73.83333333333333,9.4,29.49575018828397,1553.3072540058604,53.94701913932673,Atual
-73.5,9.4,25.913956232893273,1498.558288828975,48.69775385146911,Atual
-73.16666666666667,9.4,28.37878393074872,1573.7496372575981,50.28207196026271,Atual
-72.83333333333333,9.4,27.420743677091977,1762.5215397802467,48.09208578458554,Atual
-72.5,9.4,26.07958361349187,1470.619314928464,53.503995978153995,Atual
-72.16666666666667,9.4,26.23972267433737,1459.7587570419835,44.55701923220435,Atual
-71.83333333333333,9.4,26.237916796188085,1523.8381233040893,45.20069058544698,Atual
-71.5,9.4,27.505904219157838,1482.018565342258,50.05034448303831,Atual
-71.16666666666667,9.4,26.56853175327432,1540.5148150446973,52.030622138247686,Atual
-70.83333333333333,9.4,29.0157324506423,1432.4093606140157,48.90625928698867,Atual
-70.5,9.4,30.647449786232578,1574.965741087308,53.221187749435984,Atual
-70.16666666666667,9.4,26.995405604108033,1396.578442146335,49.10643993823077,Atual
-69.83333333333333,9.4,29.346736513355776,1501.3237761597138,48.80424739775235,Atual
-69.5,9.4,29.39031720751153,1556.8716139489457,49.11823264276535,Atual
-69.16666666666667,9.4,28.96880491489251,1477.8440172339747,45.20728218068119,Atual
-68.83333333333333,9.4,27.54786143202724,1611.4558945005112,50.93425155494973,Atual
-68.5,9.4,28.573888065930948,1492.6033840458551,47.15734628040777,Atual
-68.16666666666667,9.4,28.439429146892547,1583.2333538519495,51.36483592996023,Atual
-67.83333333333333,9.4,29.403967054701866,1619.632092212005,52.77012213171965,Atual
-67.5,9.4,28.40593336330831,1522.6034515459046,51.11619837905582,Atual
-67.16666666666667,9.4,29.91525156019477,1528.6239820611759,49.92900297832539,Atual
-66.83333333333333,9.4,28.44745711191093,1695.4213077369068,48.53291095640622,Atual
-66.5,9.4,30.030285903705387,1560.5829976337036,45.51524856903011,Atual
-66.16666666666667,9.4,27.72486831750758,1706.3275451741447,47.49212664192186,Atual
-65.83333333333333,9.4,27.49328393659095,1526.9550209217232,53.42634263143485,Atual
-65.5,9.4,32.438920745815004,1493.4904284184943,48.217942807254495,Atual
-65.16666666666667,9.4,28.403403532364464,1677.483497437211,48.34576268972809,Atual
-64.83333333333333,9.4,29.17205174517182,1630.3428626955904,52.49439083992268,Atual
-64.5,9.4,29.52022237727859,1635.7498624971659,52.827635184569345,Atual
-64.16666666666667,9.4,28.25784528763879,1514.2513211788219,46.640209501436026,Atual
-63.833333333333336,9.4,29.322666906807438,1760.3130525032723,44.19835560638874,Atual
-63.5,9.4,29.118311491067015,1640.575696511057,50.745587660375094,Atual
-63.16666666666667,9.4,28.428209548473628,1644.9357631201244,51.074911320805526,Atual
-62.833333333333336,9.4,28.68411980198901,1571.427736716381,47.451331013625264,Atual
-62.5,9.4,28.516647622128087,1423.7370867908678,47.868533837666504,Atual
-62.16666666666667,9.4,30.832077113143285,1581.137989939,49.156523702560094,Atual
-61.833333333333336,9.4,27.606998476583385,1607.3371950726907,43.975311142243754,Atual
-61.5,9.4,27.14380096702746,1690.0031796127716,45.20387466827895,Atual
-61.16666666666667,9.4,28.31335876906215,1611.8605297218699,47.03897621771279,Atual
-60.833333333333336,9.4,28.53142047539082,1772.257874732769,53.33566793540857,Atual
-60.5,9.4,28.584125763095177,1662.5532451304407,44.71314267086221,Atual
-60.16666666666667,9.4,27.51002970385316,1707.350505705126,49.666815448594896,Atual
-59.833333333333336,9.4,26.751354641583717,1718.143778360076,48.78276743599294,Atual
-59.5,9.4,29.214086723785204,1692.890613242391,55.06003233747201,Atual
-59.16666666666667,9.4,27.340622614513425,1685.3353058830196,49.6999091473436,Atual
-58.833333333333336,9.4,26.671220815040762,1757.6403671232083,47.89751983597664,Atual
-58.5,9.4,27.25913086140934,1685.123237868744,43.45782240244703,Atual
-58.16666666666667,9.4,27.195926493281924,1612.7918991886525,47.3022074639315,Atual
-57.833333333333336,9.4,28.52586980239524,1857.874109996262,47.314383238681025,Atual
-57.5,9.4,27.288994751910348,1741.1798010136624,48.2580136849981,Atual
-57.16666666666667,9.4,27.915094750489626,1625.6732825028791,46.9070852938335,Atual
-56.833333333333336,9.4,26.425631709676754,1679.3184681935072,48.22281444515539,Atual
-56.5,9.4,27.099667430222787,1752.296029673944,54.69076976170853,Atual
-56.16666666666667,9.4,26.395597804451,1612.2213976306487,50.344604401162655,Atual
-55.833333333333336,9.4,26.74616154427973,1732.5050536946271,48.74519666289738,Atual
-55.5,9.4,25.547321335463835,1693.1113302719116,44.11976137948958,Atual
-55.16666666666667,9.4,24.981513824364,1556.4521530408215,50.965348534252556,Atual
-54.833333333333336,9.4,28.512913626717214,1469.9188414347348,48.96515355804644,Atual
-54.5,9.4,26.871082360165133,1714.875520300609,49.8092157722662,Atual
-54.16666666666667,9.4,24.7302943425133,1859.9101358708033,50.44340522250225,Atual
-53.833333333333336,9.4,25.333186654807438,1747.5633269131672,51.5584458632806,Atual
-53.5,9.4,24.60291586804418,1622.3037856527312,48.857618752092556,Atual
-53.16666666666667,9.4,28.23011262983417,1641.9390605529395,47.47082086280687,Atual
-52.833333333333336,9.4,27.162850039488674,1857.9992991367235,49.52493984040877,Atual
-52.5,9.4,25.338892530125623,1762.4222896221654,46.20641447767779,Atual
-52.16666666666667,9.4,26.143277213678907,1636.7198810030272,42.7472294730529,Atual
-51.833333333333336,9.4,25.009318415915907,1608.62941375165,52.58478540123784,Atual
-51.5,9.4,24.86491526046193,1687.1580035935892,48.859933467927554,Atual
-51.16666666666667,9.4,24.44961953490399,1699.6620554607357,47.91093799248565,Atual
-50.833333333333336,9.4,24.596122052728745,1590.8294950978566,52.4712564212324,Atual
-50.5,9.4,27.00434660142796,1468.7053467927085,56.80587028834147,Atual
-50.16666666666667,9.4,25.072284594390172,1551.3913250758005,44.79293083991488,Atual
-49.833333333333336,9.4,25.211646988695346,1305.699589750377,45.625320675432235,Atual
-49.5,9.4,25.302847752080318,1528.9250662971929,47.40140552194249,Atual
-49.16666666666667,9.4,26.350523019833783,1509.61711613927,49.29040602008069,Atual
-48.833333333333336,9.4,24.39295433695692,1563.3224711614178,50.24209379782044,Atual
-48.5,9.4,23.84061415785522,1387.1127979728285,45.05947016715386,Atual
-48.16666666666667,9.4,26.753395772748423,1404.2120378385205,48.201738179761485,Atual
-47.833333333333336,9.4,24.408685017052836,1636.9010137857197,50.45573149368104,Atual
-47.5,9.4,24.088555559867523,1514.4021643671213,49.60435856822579,Atual
-47.16666666666667,9.4,23.520150398457318,1598.187732506021,45.02616692939046,Atual
-46.833333333333336,9.4,23.469157332271948,1615.4702773555537,50.56135840960754,Atual
-46.5,9.4,24.25943161454986,1713.7589292146858,50.349448392643566,Atual
-46.16666666666667,9.4,25.585182575326733,1479.2024735489376,45.8900788092349,Atual
-45.833333333333336,9.4,26.146919746663514,1543.097222134015,47.58837393117272,Atual
-45.5,9.4,25.731151645852822,1791.2642882987261,49.25294854276341,Atual
-45.16666666666667,9.4,24.58544569730228,1566.9186541610757,50.31916138463981,Atual
-44.833333333333336,9.4,25.089703737670966,1667.5252762633845,48.31121691754861,Atual
-44.5,9.4,24.293159766196407,1613.5323600266584,47.54936649204713,Atual
-44.16666666666667,9.4,24.329103456412845,1442.9459543321673,49.48015157510393,Atual
-43.833333333333336,9.4,26.146423279913538,1561.1801094982754,49.60304966068513,Atual
-43.5,9.4,24.116686405513086,1371.1543600956343,45.456965881195295,Atual
-43.16666666666667,9.4,27.450271554481652,1660.107664508805,47.24135122391658,Atual
-42.833333333333336,9.4,25.27058358129619,1522.8186060134337,49.14170320149875,Atual
-42.5,9.4,25.681074281583417,1442.2949306467697,49.04663842832961,Atual
-42.16666666666667,9.4,24.712275156322423,1454.0318747300432,45.41416592150254,Atual
-41.833333333333336,9.4,24.976584217866723,1659.6411856128836,48.642240024038095,Atual
-41.5,9.4,24.24737382182751,1517.7826299608953,49.991105146397715,Atual
-41.16666666666667,9.4,25.586206529554566,1677.9150534595651,44.882675571279805,Atual
-40.833333333333336,9.4,26.34300927108868,1411.6117421853974,47.426955410536486,Atual
-40.5,9.4,26.336646631016283,1570.334802318599,41.16804960628773,Atual
-40.16666666666667,9.4,25.220782278838193,1377.4365636063214,52.36947045011845,Atual
-79.83333333333333,9,24.585144247214494,1462.0921346856032,51.90712837606641,Atual
-79.5,9,24.984359434386377,1614.4621977423758,48.8596078469145,Atual
-79.16666666666667,9,27.270492201378485,1556.8313122779937,38.7768451601792,Atual
-78.83333333333333,9,24.46546507090324,1535.3265336311542,49.33658410067858,Atual
-78.5,9,25.614559167599243,1628.743573737711,49.262800265981106,Atual
-78.16666666666667,9,28.002180885222128,1656.5712865076657,52.31955233916213,Atual
-77.83333333333333,9,25.899324961685778,1538.0450362659358,44.729193793264756,Atual
-77.5,9,24.617823434029173,1519.5825162902731,45.24329251959468,Atual
-77.16666666666667,9,25.487770527052025,1492.68128636722,51.16969802122441,Atual
-76.83333333333333,9,26.86018427681197,1527.4771472195296,51.198362246146175,Atual
-76.5,9,26.02163857190098,1487.976116257261,50.757385728775255,Atual
-76.16666666666667,9,25.92648802682981,1399.6573838171842,38.61347012359579,Atual
-75.83333333333333,9,26.276781582098703,1498.1576002389947,47.820981409444414,Atual
-75.5,9,26.865622500797475,1470.629911446366,43.13854433334341,Atual
-75.16666666666667,9,28.635526162702572,1531.2883056943579,53.48774065582009,Atual
-74.83333333333333,9,26.890597109583734,1476.5110973900164,48.89360485331296,Atual
-74.5,9,28.28717024170621,1449.977733181458,47.38663073277486,Atual
-74.16666666666667,9,27.901471972321936,1507.8752359803293,46.77274113657572,Atual
-73.83333333333333,9,27.190732377087983,1583.6340293628791,48.31477520675558,Atual
-73.5,9,25.736046506782596,1514.8955522956094,53.20107587236457,Atual
-73.16666666666667,9,26.953592112528767,1427.0812986690469,47.787534091017484,Atual
-72.83333333333333,9,27.09030341698237,1625.2908431072776,49.93939625524014,Atual
-72.5,9,27.78081206458959,1474.22112793419,49.22850450263882,Atual
-72.16666666666667,9,29.256075638930803,1360.6019266647688,49.64338509994489,Atual
-71.83333333333333,9,30.44199345833434,1556.7835480946378,46.89432633980606,Atual
-71.5,9,29.71224055842732,1550.4679488006977,49.1422475531885,Atual
-71.16666666666667,9,27.949996836007973,1574.628389124839,49.82071619558982,Atual
-70.83333333333333,9,26.24684386525549,1299.0118152311036,49.13653545666731,Atual
-70.5,9,27.829672101175422,1511.1573990266963,43.56997808153331,Atual
-70.16666666666667,9,28.429267073127356,1332.031580570587,45.43395753723968,Atual
-69.83333333333333,9,29.32973808560726,1502.5866513366095,43.815797154054685,Atual
-69.5,9,29.52315150774323,1634.6781599919848,49.88643525652947,Atual
-69.16666666666667,9,29.27612245040549,1700.2212828574934,46.93811050748811,Atual
-68.83333333333333,9,27.042273916352535,1621.7920533970905,51.74785545483395,Atual
-68.5,9,29.559893283421363,1529.8541531224953,49.578610491967424,Atual
-68.16666666666667,9,28.176651077509874,1636.6284274182276,46.0178006561644,Atual
-67.83333333333333,9,28.896961538336722,1626.1397520824435,47.734224876136885,Atual
-67.5,9,28.817622289913633,1638.3605127454102,50.41552100087092,Atual
-67.16666666666667,9,29.231564276308145,1495.8421205553068,43.82043932153128,Atual
-66.83333333333333,9,28.8066385365634,1546.2091592802606,47.725852807391824,Atual
-66.5,9,26.958080684223894,1600.1575510598643,49.73944926878971,Atual
-66.16666666666667,9,29.609108586091036,1662.517016293514,51.58371635936845,Atual
-65.83333333333333,9,29.224083931009517,1707.4306484001315,45.17465185976893,Atual
-65.5,9,28.501560029572317,1421.9126200669054,48.665400868144104,Atual
-65.16666666666667,9,28.911905841492292,1669.5897531728203,50.15975636983827,Atual
-64.83333333333333,9,28.911443904382345,1600.0314105995844,47.26695053653586,Atual
-64.5,9,28.983117151258462,1589.4409827404452,42.83147452656164,Atual
-64.16666666666667,9,30.514934758493645,1600.0749869960364,52.37212989830176,Atual
-63.833333333333336,9,28.433163241235643,1643.7376569641606,49.45097507272244,Atual
-63.5,9,28.817322433216546,1637.9612067650485,50.83275381574636,Atual
-63.16666666666667,9,29.870350367255494,1658.3499737173279,44.63530372999094,Atual
-62.833333333333336,9,29.691896590825774,1790.7166836633785,48.35654624589627,Atual
-62.5,9,29.73391102265879,1649.8793765044743,46.41598786002645,Atual
-62.16666666666667,9,27.775565223059974,1681.8810330666568,53.45902840989782,Atual
-61.833333333333336,9,30.545199185805608,1607.4041117721308,43.887581774080175,Atual
-61.5,9,28.342767818832794,1765.4478284066324,43.84241516928045,Atual
-61.16666666666667,9,30.245328559151513,1607.515541408821,49.960314024952176,Atual
-60.833333333333336,9,26.62389869636959,1676.1217303065691,48.77750476898566,Atual
-60.5,9,28.04703188128364,1620.163158672798,44.655863247806494,Atual
-60.16666666666667,9,29.30913759790152,1764.3242638184197,49.979474457273234,Atual
-59.833333333333336,9,27.05424698300695,1708.8314205936003,48.318192257527016,Atual
-59.5,9,26.91662516504725,1882.3620805991961,53.14602109489628,Atual
-59.16666666666667,9,26.612845467294754,1622.7833998434905,50.62299543552948,Atual
-58.833333333333336,9,26.385520356686865,1777.1776360302133,46.349039946549176,Atual
-58.5,9,26.95816290074611,1616.2471869397066,49.482554534272445,Atual
-58.16666666666667,9,27.697117067320214,1593.1073095038646,49.188745779732,Atual
-57.833333333333336,9,25.009325935997442,1603.8406750523804,46.433776913953515,Atual
-57.5,9,27.348962207202955,1583.4950184188074,49.83931784040091,Atual
-57.16666666666667,9,28.36597813784488,1609.0473111489632,49.85377801174931,Atual
-56.833333333333336,9,29.13618434863072,1692.1885591169134,48.63001072626055,Atual
-56.5,9,28.215071181103674,1560.031753341018,55.667115199489345,Atual
-56.16666666666667,9,27.50520454726648,1697.6402970196025,50.61076857946924,Atual
-55.833333333333336,9,24.66271622426304,1572.745274317368,53.10335206550931,Atual
-55.5,9,25.79056365043167,1744.5707640624048,52.5274614408672,Atual
-55.16666666666667,9,25.956144408783892,1610.8558490536834,44.76269417764231,Atual
-54.833333333333336,9,27.009855196527035,1615.3055665320123,51.47660078627062,Atual
-54.5,9,26.014064186721324,1784.012743212667,48.758887868654504,Atual
-54.16666666666667,9,24.64217934943455,1729.4847361367406,46.39504603624231,Atual
-53.833333333333336,9,27.77834844205943,1698.8304826973463,47.76016124967917,Atual
-53.5,9,26.829474382076786,1505.6773898475496,54.109291038206344,Atual
-53.16666666666667,9,25.99259454580221,1739.3726157509793,53.29118841906447,Atual
-52.833333333333336,9,26.979115236770205,1683.3872215822653,43.521973295440176,Atual
-52.5,9,24.077900376533144,1500.3407243115503,43.99049860978069,Atual
-52.16666666666667,9,26.19266607609239,1496.938443428683,44.706085657399726,Atual
-51.833333333333336,9,24.80988874468189,1738.9035456682977,44.79037526345456,Atual
-51.5,9,26.06090691857485,1725.8597291550755,44.79455714042506,Atual
-51.16666666666667,9,25.17017850641318,1632.5075339187172,53.35435934680302,Atual
-50.833333333333336,9,25.866457831268807,1628.0351479475326,47.50898951369092,Atual
-50.5,9,26.577417763922938,1736.6214391592807,44.47347247067821,Atual
-50.16666666666667,9,25.059734631332745,1451.8235200598572,45.72773351791534,Atual
-49.833333333333336,9,26.119791729272308,1585.6178625414602,47.44645671705178,Atual
-49.5,9,23.647514140858544,1567.7558509459855,45.04014590775661,Atual
-49.16666666666667,9,24.121034669020297,1618.8863178390002,51.61227865260262,Atual
-48.833333333333336,9,26.551764033523174,1534.8344299989685,45.70075468563364,Atual
-48.5,9,25.267498793612784,1620.8894040219027,46.58249920785128,Atual
-48.16666666666667,9,22.572684044627813,1567.1490689701302,51.812103084725344,Atual
-47.833333333333336,9,23.31352335835804,1526.560108493485,41.14393235572737,Atual
-47.5,9,24.58306900965335,1719.553310597828,45.47557620779086,Atual
-47.16666666666667,9,25.752408173996876,1411.0706515191528,47.69811449426829,Atual
-46.833333333333336,9,24.69027304553478,1553.0366704523042,50.66820828715658,Atual
-46.5,9,25.497408661000367,1466.2782556990385,49.459946223803584,Atual
-46.16666666666667,9,25.88030409201016,1501.589632227355,50.42682267301909,Atual
-45.833333333333336,9,26.68424710559006,1648.4419861496765,45.729271439126165,Atual
-45.5,9,24.934422863236136,1680.6187727712595,46.20533830717693,Atual
-45.16666666666667,9,24.848288627308072,1428.205592951419,42.60006865975404,Atual
-44.833333333333336,9,23.01541771149141,1586.8770194498027,44.637493540751,Atual
-44.5,9,25.097476229741094,1337.1127725599067,46.78876724230753,Atual
-44.16666666666667,9,24.409008370459137,1276.6457698616261,50.37611308912268,Atual
-43.833333333333336,9,24.021897189954426,1438.6135772319553,50.21857574818171,Atual
-43.5,9,24.955941387824694,1537.4496658154394,47.8177558074198,Atual
