lon,lat,classe,cenario,classe_nome
-61.91666666666667,3.916666666666669,0,ssp126,Inadequado estável
-61.75,3.916666666666669,1,ssp126,Perda potencial
-61.583333333333336,3.916666666666669,3,ssp126,Adequado estável
-61.41666666666667,3.916666666666669,3,ssp126,Adequado estável
-61.25,3.916666666666669,0,ssp126,Inadequado estável
-61.083333333333336,3.916666666666669,0,ssp126,Inadequado estável
-60.91666666666667,3.916666666666669,0,ssp126,Inadequado estável
-60.75,3.916666666666669,0,ssp126,Inadequado estável
-60.583333333333336,3.916666666666669,0,ssp126,Inadequado estável
-60.41666666666667,3.916666666666669,0,ssp126,Inadequado estável
-60.25,3.916666666666669,0,ssp126,Inadequado estável
-60.083333333333336,3.916666666666669,0,ssp126,Inadequado estável
-59.91666666666667,3.916666666666669,0,ssp126,Inadequado estável
-59.75,3.916666666666669,0,ssp126,Inadequado estável
-51.583333333333336,3.916666666666669,3,ssp126,Adequado estável
-51.41666666666667,3.916666666666669,3,ssp126,Adequado estável
-64.08333333333333,3.7500000000000027,0,ssp126,Inadequado estável
-63.91666666666667,3.7500000000000027,0,ssp126,Inadequado estável
-63.75,3.7500000000000027,0,ssp126,Inadequado estável
-63.583333333333336,3.7500000000000027,0,ssp126,Inadequado estável
-63.41666666666667,3.7500000000000027,0,ssp126,Inadequado estável
-62.583333333333336,3.7500000000000027,0,ssp126,Inadequado estável
-62.41666666666667,3.7500000000000027,0,ssp126,Inadequado estável
-62.25,3.7500000000000027,0,ssp126,Inadequado estável
-62.083333333333336,3.7500000000000027,0,ssp126,Inadequado estável
-61.91666666666667,3.7500000000000027,1,ssp126,Perda potencial
-61.75,3.7500000000000027,0,ssp126,Inadequado estável
-61.583333333333336,3.7500000000000027,1,ssp126,Perda potencial
-61.41666666666667,3.7500000000000027,1,ssp126,Perda potencial
-61.25,3.7500000000000027,0,ssp126,Inadequado estável
-61.083333333333336,3.7500000000000027,0,ssp126,Inadequado estável
-60.91666666666667,3.7500000000000027,0,ssp126,Inadequado estável
-60.75,3.7500000000000027,0,ssp126,Inadequado estável
-60.583333333333336,3.7500000000000027,0,ssp126,Inadequado estável
-60.41666666666667,3.7500000000000027,0,ssp126,Inadequado estável
-60.25,3.7500000000000027,0,ssp126,Inadequado estável
-60.083333333333336,3.7500000000000027,0,ssp126,Inadequado estável
-59.91666666666667,3.7500000000000027,0,ssp126,Inadequado estável
-51.75,3.7500000000000027,3,ssp126,Adequado estável
-51.583333333333336,3.7500000000000027,3,ssp126,Adequado estável
-51.41666666666667,3.7500000000000027,3,ssp126,Adequado estável
-51.25,3.7500000000000027,3,ssp126,Adequado estável
-63.91666666666667,3.5833333333333357,0,ssp126,Inadequado estável
-63.75,3.5833333333333357,0,ssp126,Inadequado estável
-63.583333333333336,3.5833333333333357,0,ssp126,Inadequado estável
-63.41666666666667,3.5833333333333357,0,ssp126,Inadequado estável
-63.25,3.5833333333333357,0,ssp126,Inadequado estável
-63.083333333333336,3.5833333333333357,0,ssp126,Inadequado estável
-62.91666666666667,3.5833333333333357,0,ssp126,Inadequado estável
-62.75,3.5833333333333357,0,ssp126,Inadequado estável
-62.583333333333336,3.5833333333333357,0,ssp126,Inadequado estável
-62.41666666666667,3.5833333333333357,0,ssp126,Inadequado estável
-62.25,3.5833333333333357,0,ssp126,Inadequado estável
-62.083333333333336,3.5833333333333357,0,ssp126,Inadequado estável
-61.91666666666667,3.5833333333333357,1,ssp126,Perda potencial
-61.75,3.5833333333333357,3,ssp126,Adequado estável
-61.583333333333336,3.5833333333333357,3,ssp126,Adequado estável
-61.41666666666667,3.5833333333333357,0,ssp126,Inadequado estável
-61.25,3.5833333333333357,0,ssp126,Inadequado estável
-61.083333333333336,3.5833333333333357,0,ssp126,Inadequado estável
-60.91666666666667,3.5833333333333357,0,ssp126,Inadequado estável
-60.75,3.5833333333333357,0,ssp126,Inadequado estável
-60.583333333333336,3.5833333333333357,0,ssp126,Inadequado estável
-60.41666666666667,3.5833333333333357,0,ssp126,Inadequado estável
-60.25,3.5833333333333357,0,ssp126,Inadequado estável
-60.083333333333336,3.5833333333333357,0,ssp126,Inadequado estável
-59.91666666666667,3.5833333333333357,0,ssp126,Inadequado estável
-51.75,3.5833333333333357,3,ssp126,Adequado estável
-51.583333333333336,3.5833333333333357,3,ssp126,Adequado estável
-51.41666666666667,3.5833333333333357,3,ssp126,Adequado estável
-51.25,3.5833333333333357,3,ssp126,Adequado estável
-63.91666666666667,3.416666666666669,0,ssp126,Inadequado estável
-63.75,3.416666666666669,0,ssp126,Inadequado estável
-63.583333333333336,3.416666666666669,0,ssp126,Inadequado estável
-63.41666666666667,3.416666666666669,0,ssp126,Inadequado estável
-63.25,3.416666666666669,0,ssp126,Inadequado estável
-63.083333333333336,3.416666666666669,0,ssp126,Inadequado estável
-62.91666666666667,3.416666666666669,0,ssp126,Inadequado estável
-62.75,3.416666666666669,0,ssp126,Inadequado estável
-62.583333333333336,3.416666666666669,0,ssp126,Inadequado estável
-62.41666666666667,3.416666666666669,0,ssp126,Inadequado estável
-62.25,3.416666666666669,0,ssp126,Inadequado estável
-62.083333333333336,3.416666666666669,0,ssp126,Inadequado estável
-61.91666666666667,3.416666666666669,1,ssp126,Perda potencial
-61.75,3.416666666666669,1,ssp126,Perda potencial
-61.583333333333336,3.416666666666669,1,ssp126,Perda potencial
-61.41666666666667,3.416666666666669,0,ssp126,Inadequado estável
-61.25,3.416666666666669,0,ssp126,Inadequado estável
-61.083333333333336,3.416666666666669,0,ssp126,Inadequado estável
-60.91666666666667,3.416666666666669,0,ssp126,Inadequado estável
-60.75,3.416666666666669,0,ssp126,Inadequado estável
-60.583333333333336,3.416666666666669,0,ssp126,Inadequado estável
-60.41666666666667,3.416666666666669,0,ssp126,Inadequado estável
-60.25,3.416666666666669,0,ssp126,Inadequado estável
-60.083333333333336,3.416666666666669,0,ssp126,Inadequado estável
-59.91666666666667,3.416666666666669,0,ssp126,Inadequado estável
-51.91666666666667,3.416666666666669,3,ssp126,Adequado estável
-51.75,3.416666666666669,3,ssp126,Adequado estável
-51.583333333333336,3.416666666666669,3,ssp126,Adequado estável
-51.41666666666667,3.416666666666669,3,ssp126,Adequado estável
-51.25,3.416666666666669,3,ssp126,Adequado estável
-63.91666666666667,3.2500000000000027,0,ssp126,Inadequado estável
-63.75,3.2500000000000027,0,ssp126,Inadequado estável
-63.583333333333336,3.2500000000000027,0,ssp126,Inadequado estável
-63.41666666666667,3.2500000000000027,0,ssp126,Inadequado estável
-63.25,3.2500000000000027,0,ssp126,Inadequado estável
-63.083333333333336,3.2500000000000027,0,ssp126,Inadequado estável
-62.91666666666667,3.2500000000000027,0,ssp126,Inadequado estável
-62.75,3.2500000000000027,0,ssp126,Inadequado estável
-62.583333333333336,3.2500000000000027,0,ssp126,Inadequado estável
-62.41666666666667,3.2500000000000027,0,ssp126,Inadequado estável
-62.25,3.2500000000000027,0,ssp126,Inadequado estável
-62.083333333333336,3.2500000000000027,0,ssp126,Inadequado estável
-61.91666666666667,3.2500000000000027,0,ssp126,Inadequado estável
-61.75,3.2500000000000027,0,ssp126,Inadequado estável
-61.583333333333336,3.2500000000000027,1,ssp126,Perda potencial
-61.41666666666667,3.2500000000000027,0,ssp126,Inadequado estável
-61.25,3.2500000000000027,0,ssp126,Inadequado estável
-61.083333333333336,3.2500000000000027,0,ssp126,Inadequado estável
-60.91666666666667,3.2500000000000027,0,ssp126,Inadequado estável
-60.75,3.2500000000000027,0,ssp126,Inadequado estável
-60.583333333333336,3.2500000000000027,0,ssp126,Inadequado estável
-60.41666666666667,3.2500000000000027,0,ssp126,Inadequado estável
-60.25,3.2500000000000027,0,ssp126,Inadequado estável
-60.083333333333336,3.2500000000000027,0,ssp126,Inadequado estável
-52.083333333333336,3.2500000000000027,3,ssp126,Adequado estável
-51.91666666666667,3.2500000000000027,3,ssp126,Adequado estável
-51.75,3.2500000000000027,3,ssp126,Adequado estável
-51.583333333333336,3.2500000000000027,3,ssp126,Adequado estável
-51.41666666666667,3.2500000000000027,3,ssp126,Adequado estável
-51.25,3.2500000000000027,3,ssp126,Adequado estável
-63.91666666666667,3.0833333333333357,0,ssp126,Inadequado estável
-63.75,3.0833333333333357,0,ssp126,Inadequado estável
-63.583333333333336,3.0833333333333357,0,ssp126,Inadequado estável
-63.41666666666667,3.0833333333333357,0,ssp126,Inadequado estável
-63.25,3.0833333333333357,0,ssp126,Inadequado estável
-63.083333333333336,3.0833333333333357,0,ssp126,Inadequado estável
-62.91666666666667,3.0833333333333357,0,ssp126,Inadequado estável
-62.75,3.0833333333333357,0,ssp126,Inadequado estável
-62.583333333333336,3.0833333333333357,0,ssp126,Inadequado estável
-62.41666666666667,3.0833333333333357,0,ssp126,Inadequado estável
-62.25,3.0833333333333357,0,ssp126,Inadequado estável
-62.083333333333336,3.0833333333333357,0,ssp126,Inadequado estável
-61.91666666666667,3.0833333333333357,0,ssp126,Inadequado estável
-61.75,3.0833333333333357,0,ssp126,Inadequado estável
-61.583333333333336,3.0833333333333357,3,ssp126,Adequado estável
-61.41666666666667,3.0833333333333357,0,ssp126,Inadequado estável
-61.25,3.0833333333333357,0,ssp126,Inadequado estável
-61.083333333333336,3.0833333333333357,0,ssp126,Inadequado estável
-60.91666666666667,3.0833333333333357,0,ssp126,Inadequado estável
-60.75,3.0833333333333357,0,ssp126,Inadequado estável
-60.583333333333336,3.0833333333333357,0,ssp126,Inadequado estável
-60.41666666666667,3.0833333333333357,0,ssp126,Inadequado estável
-60.25,3.0833333333333357,0,ssp126,Inadequado estável
-60.083333333333336,3.0833333333333357,0,ssp126,Inadequado estável
-52.083333333333336,3.0833333333333357,3,ssp126,Adequado estável
-51.91666666666667,3.0833333333333357,3,ssp126,Adequado estável
-51.75,3.0833333333333357,3,ssp126,Adequado estável
-51.583333333333336,3.0833333333333357,3,ssp126,Adequado estável
-51.41666666666667,3.0833333333333357,3,ssp126,Adequado estável
-51.25,3.0833333333333357,3,ssp126,Adequado estável
-63.91666666666667,2.916666666666669,0,ssp126,Inadequado estável
-63.75,2.916666666666669,0,ssp126,Inadequado estável
-63.583333333333336,2.916666666666669,0,ssp126,Inadequado estável
-63.41666666666667,2.916666666666669,0,ssp126,Inadequado estável
-63.25,2.916666666666669,0,ssp126,Inadequado estável
-63.083333333333336,2.916666666666669,0,ssp126,Inadequado estável
-62.91666666666667,2.916666666666669,0,ssp126,Inadequado estável
-62.75,2.916666666666669,0,ssp126,Inadequado estável
-62.583333333333336,2.916666666666669,0,ssp126,Inadequado estável
-62.41666666666667,2.916666666666669,0,ssp126,Inadequado estável
-62.25,2.916666666666669,0,ssp126,Inadequado estável
-62.083333333333336,2.916666666666669,0,ssp126,Inadequado estável
-61.91666666666667,2.916666666666669,0,ssp126,Inadequado estável
-61.75,2.916666666666669,1,ssp126,Perda potencial
-61.583333333333336,2.916666666666669,3,ssp126,Adequado estável
-61.41666666666667,2.916666666666669,1,ssp126,Perda potencial
-61.25,2.916666666666669,0,ssp126,Inadequado estável
-61.083333333333336,2.916666666666669,0,ssp126,Inadequado estável
-60.91666666666667,2.916666666666669,0,ssp126,Inadequado estável
-60.75,2.916666666666669,0,ssp126,Inadequado estável
-60.583333333333336,2.916666666666669,0,ssp126,Inadequado estável
-60.41666666666667,2.916666666666669,0,ssp126,Inadequado estável
-60.25,2.916666666666669,0,ssp126,Inadequado estável
-60.083333333333336,2.916666666666669,0,ssp126,Inadequado estável
-52.25,2.916666666666669,3,ssp126,Adequado estável
-52.083333333333336,2.916666666666669,3,ssp126,Adequado estável
-51.91666666666667,2.916666666666669,3,ssp126,Adequado estável
-51.75,2.916666666666669,3,ssp126,Adequado estável
-51.583333333333336,2.916666666666669,3,ssp126,Adequado estável
-51.41666666666667,2.916666666666669,3,ssp126,Adequado estável
-51.25,2.916666666666669,3,ssp126,Adequado estável
-63.91666666666667,2.7500000000000027,0,ssp126,Inadequado estável
-63.75,2.7500000000000027,0,ssp126,Inadequado estável
-63.583333333333336,2.7500000000000027,0,ssp126,Inadequado estável
-63.41666666666667,2.7500000000000027,0,ssp126,Inadequado estável
-63.25,2.7500000000000027,0,ssp126,Inadequado estável
-63.083333333333336,2.7500000000000027,0,ssp126,Inadequado estável
-62.91666666666667,2.7500000000000027,0,ssp126,Inadequado estável
-62.75,2.7500000000000027,0,ssp126,Inadequado estável
-62.583333333333336,2.7500000000000027,0,ssp126,Inadequado estável
-62.41666666666667,2.7500000000000027,0,ssp126,Inadequado estável
-62.25,2.7500000000000027,0,ssp126,Inadequado estável
-62.083333333333336,2.7500000000000027,0,ssp126,Inadequado estável
-61.91666666666667,2.7500000000000027,0,ssp126,Inadequado estável
-61.75,2.7500000000000027,0,ssp126,Inadequado estável
-61.583333333333336,2.7500000000000027,0,ssp126,Inadequado estável
-61.41666666666667,2.7500000000000027,1,ssp126,Perda potencial
-61.25,2.7500000000000027,0,ssp126,Inadequado estável
-61.083333333333336,2.7500000000000027,0,ssp126,Inadequado estável
-60.91666666666667,2.7500000000000027,0,ssp126,Inadequado estável
-60.75,2.7500000000000027,0,ssp126,Inadequado estável
-60.583333333333336,2.7500000000000027,0,ssp126,Inadequado estável
-60.41666666666667,2.7500000000000027,0,ssp126,Inadequado estável
-60.25,2.7500000000000027,0,ssp126,Inadequado estável
-60.083333333333336,2.7500000000000027,0,ssp126,Inadequado estável
-52.25,2.7500000000000027,3,ssp126,Adequado estável
-52.083333333333336,2.7500000000000027,3,ssp126,Adequado estável
-51.91666666666667,2.7500000000000027,3,ssp126,Adequado estável
-51.75,2.7500000000000027,3,ssp126,Adequado estável
-51.583333333333336,2.7500000000000027,3,ssp126,Adequado estável
-51.41666666666667,2.7500000000000027,3,ssp126,Adequado estável
-51.25,2.7500000000000027,3,ssp126,Adequado estável
-51.083333333333336,2.7500000000000027,3,ssp126,Adequado estável
-63.91666666666667,2.5833333333333357,0,ssp126,Inadequado estável
-63.75,2.5833333333333357,0,ssp126,Inadequado estável
-63.583333333333336,2.5833333333333357,0,ssp126,Inadequado estável
-63.41666666666667,2.5833333333333357,0,ssp126,Inadequado estável
-63.25,2.5833333333333357,0,ssp126,Inadequado estável
-63.083333333333336,2.5833333333333357,0,ssp126,Inadequado estável
-62.91666666666667,2.5833333333333357,0,ssp126,Inadequado estável
-62.75,2.5833333333333357,0,ssp126,Inadequado estável
-62.583333333333336,2.5833333333333357,0,ssp126,Inadequado estável
-62.41666666666667,2.5833333333333357,0,ssp126,Inadequado estável
-62.25,2.5833333333333357,0,ssp126,Inadequado estável
-62.083333333333336,2.5833333333333357,0,ssp126,Inadequado estável
-61.91666666666667,2.5833333333333357,0,ssp126,Inadequado estável
-61.75,2.5833333333333357,0,ssp126,Inadequado estável
-61.583333333333336,2.5833333333333357,3,ssp126,Adequado estável
-61.41666666666667,2.5833333333333357,3,ssp126,Adequado estável
-61.25,2.5833333333333357,3,ssp126,Adequado estável
-61.083333333333336,2.5833333333333357,0,ssp126,Inadequado estável
-60.91666666666667,2.5833333333333357,0,ssp126,Inadequado estável
-60.75,2.5833333333333357,0,ssp126,Inadequado estável
-60.583333333333336,2.5833333333333357,0,ssp126,Inadequado estável
-60.41666666666667,2.5833333333333357,0,ssp126,Inadequado estável
-60.25,2.5833333333333357,0,ssp126,Inadequado estável
-60.083333333333336,2.5833333333333357,0,ssp126,Inadequado estável
-52.41666666666667,2.5833333333333357,3,ssp126,Adequado estável
-52.25,2.5833333333333357,3,ssp126,Adequado estável
-52.083333333333336,2.5833333333333357,3,ssp126,Adequado estável
-51.91666666666667,2.5833333333333357,3,ssp126,Adequado estável
-51.75,2.5833333333333357,3,ssp126,Adequado estável
-51.583333333333336,2.5833333333333357,3,ssp126,Adequado estável
-51.41666666666667,2.5833333333333357,3,ssp126,Adequado estável
-51.25,2.5833333333333357,3,ssp126,Adequado estável
-51.083333333333336,2.5833333333333357,3,ssp126,Adequado estável
-63.25,2.416666666666669,0,ssp126,Inadequado estável
-63.083333333333336,2.416666666666669,0,ssp126,Inadequado estável
-62.91666666666667,2.416666666666669,0,ssp126,Inadequado estável
-62.75,2.416666666666669,0,ssp126,Inadequado estável
-62.583333333333336,2.416666666666669,0,ssp126,Inadequado estável
-62.41666666666667,2.416666666666669,0,ssp126,Inadequado estável
-62.25,2.416666666666669,0,ssp126,Inadequado estável
-62.083333333333336,2.416666666666669,0,ssp126,Inadequado estável
-61.91666666666667,2.416666666666669,0,ssp126,Inadequado estável
-61.75,2.416666666666669,0,ssp126,Inadequado estável
-61.583333333333336,2.416666666666669,3,ssp126,Adequado estável
-61.41666666666667,2.416666666666669,0,ssp126,Inadequado estável
-61.25,2.416666666666669,0,ssp126,Inadequado estável
-61.083333333333336,2.416666666666669,0,ssp126,Inadequado estável
-60.91666666666667,2.416666666666669,0,ssp126,Inadequado estável
-60.75,2.416666666666669,0,ssp126,Inadequado estável
-60.583333333333336,2.416666666666669,0,ssp126,Inadequado estável
-60.41666666666667,2.416666666666669,0,ssp126,Inadequado estável
-60.25,2.416666666666669,0,ssp126,Inadequado estável
-60.083333333333336,2.416666666666669,0,ssp126,Inadequado estável
-55.25,2.416666666666669,0,ssp126,Inadequado estável
-55.083333333333336,2.416666666666669,0,ssp126,Inadequado estável
-52.41666666666667,2.416666666666669,3,ssp126,Adequado estável
-52.25,2.416666666666669,3,ssp126,Adequado estável
-52.083333333333336,2.416666666666669,3,ssp126,Adequado estável
-51.91666666666667,2.416666666666669,3,ssp126,Adequado estável
-51.75,2.416666666666669,3,ssp126,Adequado estável
-51.583333333333336,2.416666666666669,3,ssp126,Adequado estável
-51.41666666666667,2.416666666666669,3,ssp126,Adequado estável
-51.25,2.416666666666669,3,ssp126,Adequado estável
-51.083333333333336,2.416666666666669,3,ssp126,Adequado estável
-50.91666666666667,2.416666666666669,3,ssp126,Adequado estável
-63.25,2.2500000000000027,0,ssp126,Inadequado estável
-63.083333333333336,2.2500000000000027,0,ssp126,Inadequado estável
-62.91666666666667,2.2500000000000027,0,ssp126,Inadequado estável
-62.75,2.2500000000000027,0,ssp126,Inadequado estável
-62.583333333333336,2.2500000000000027,0,ssp126,Inadequado estável
-62.41666666666667,2.2500000000000027,0,ssp126,Inadequado estável
-62.25,2.2500000000000027,0,ssp126,Inadequado estável
-62.083333333333336,2.2500000000000027,0,ssp126,Inadequado estável
-61.91666666666667,2.2500000000000027,0,ssp126,Inadequado estável
-61.75,2.2500000000000027,0,ssp126,Inadequado estável
-61.583333333333336,2.2500000000000027,3,ssp126,Adequado estável
-61.41666666666667,2.2500000000000027,3,ssp126,Adequado estável
-61.25,2.2500000000000027,3,ssp126,Adequado estável
-61.083333333333336,2.2500000000000027,0,ssp126,Inadequado estável
-60.91666666666667,2.2500000000000027,0,ssp126,Inadequado estável
-60.75,2.2500000000000027,0,ssp126,Inadequado estável
-60.583333333333336,2.2500000000000027,0,ssp126,Inadequado estável
-60.41666666666667,2.2500000000000027,0,ssp126,Inadequado estável
-60.25,2.2500000000000027,0,ssp126,Inadequado estável
-60.083333333333336,2.2500000000000027,0,ssp126,Inadequado estável
-55.91666666666667,2.2500000000000027,0,ssp126,Inadequado estável
-55.75,2.2500000000000027,0,ssp126,Inadequado estável
-55.583333333333336,2.2500000000000027,0,ssp126,Inadequado estável
-55.41666666666667,2.2500000000000027,0,ssp126,Inadequado estável
-55.25,2.2500000000000027,0,ssp126,Inadequado estável
-55.083333333333336,2.2500000000000027,0,ssp126,Inadequado estável
-54.91666666666667,2.2500000000000027,0,ssp126,Inadequado estável
-54.75,2.2500000000000027,0,ssp126,Inadequado estável
-52.583333333333336,2.2500000000000027,3,ssp126,Adequado estável
-52.41666666666667,2.2500000000000027,3,ssp126,Adequado estável
-52.25,2.2500000000000027,3,ssp126,Adequado estável
-52.083333333333336,2.2500000000000027,3,ssp126,Adequado estável
-51.91666666666667,2.2500000000000027,3,ssp126,Adequado estável
-51.75,2.2500000000000027,3,ssp126,Adequado estável
-51.583333333333336,2.2500000000000027,3,ssp126,Adequado estável
-51.41666666666667,2.2500000000000027,3,ssp126,Adequado estável
-51.25,2.2500000000000027,3,ssp126,Adequado estável
-51.083333333333336,2.2500000000000027,3,ssp126,Adequado estável
-50.91666666666667,2.2500000000000027,3,ssp126,Adequado estável
-63.25,2.0833333333333357,0,ssp126,Inadequado estável
-63.083333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-62.91666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-62.75,2.0833333333333357,0,ssp126,Inadequado estável
-62.583333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-62.41666666666667,2.0833333333333357,1,ssp126,Perda potencial
-62.25,2.0833333333333357,0,ssp126,Inadequado estável
-62.083333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-61.91666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-61.75,2.0833333333333357,0,ssp126,Inadequado estável
-61.583333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-61.41666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-61.25,2.0833333333333357,0,ssp126,Inadequado estável
-61.083333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-60.91666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-60.75,2.0833333333333357,0,ssp126,Inadequado estável
-60.583333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-60.41666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-60.25,2.0833333333333357,0,ssp126,Inadequado estável
-60.083333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-59.91666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-55.91666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-55.75,2.0833333333333357,0,ssp126,Inadequado estável
-55.583333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-55.41666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-55.25,2.0833333333333357,0,ssp126,Inadequado estável
-55.083333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-54.91666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-54.75,2.0833333333333357,0,ssp126,Inadequado estável
-54.583333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-54.41666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-54.25,2.0833333333333357,0,ssp126,Inadequado estável
-54.083333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-53.91666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-53.75,2.0833333333333357,0,ssp126,Inadequado estável
-53.583333333333336,2.0833333333333357,0,ssp126,Inadequado estável
-53.41666666666667,2.0833333333333357,0,ssp126,Inadequado estável
-53.25,2.0833333333333357,0,ssp126,Inadequado estável
-53.083333333333336,2.0833333333333357,3,ssp126,Adequado estável
-52.91666666666667,2.0833333333333357,3,ssp126,Adequado estável
-52.75,2.0833333333333357,3,ssp126,Adequado estável
-52.583333333333336,2.0833333333333357,3,ssp126,Adequado estável
-52.41666666666667,2.0833333333333357,3,ssp126,Adequado estável
-52.25,2.0833333333333357,3,ssp126,Adequado estável
-52.083333333333336,2.0833333333333357,3,ssp126,Adequado estável
-51.91666666666667,2.0833333333333357,3,ssp126,Adequado estável
-51.75,2.0833333333333357,3,ssp126,Adequado estável
-51.583333333333336,2.0833333333333357,3,ssp126,Adequado estável
-51.41666666666667,2.0833333333333357,3,ssp126,Adequado estável
-51.25,2.0833333333333357,3,ssp126,Adequado estável
-51.083333333333336,2.0833333333333357,3,ssp126,Adequado estável
-50.91666666666667,2.0833333333333357,3,ssp126,Adequado estável
-50.75,2.0833333333333357,3,ssp126,Adequado estável
-50.583333333333336,2.0833333333333357,3,ssp126,Adequado estável
-67.58333333333333,1.9166666666666692,0,ssp126,Inadequado estável
-67.41666666666667,1.9166666666666692,0,ssp126,Inadequado estável
-63.583333333333336,1.9166666666666692,0,ssp126,Inadequado estável
-63.41666666666667,1.9166666666666692,0,ssp126,Inadequado estável
-63.25,1.9166666666666692,3,ssp126,Adequado estável
-63.083333333333336,1.9166666666666692,0,ssp126,Inadequado estável
-62.91666666666667,1.9166666666666692,1,ssp126,Perda potencial
-62.75,1.9166666666666692,0,ssp126,Inadequado estável
-62.583333333333336,1.9166666666666692,0,ssp126,Inadequado estável
-62.41666666666667,1.9166666666666692,0,ssp126,Inadequado estável
-62.25,1.9166666666666692,0,ssp126,Inadequado estável
-62.083333333333336,1.9166666666666692,3,ssp126,Adequado estável
-61.91666666666667,1.9166666666666692,3,ssp126,Adequado estável
-61.75,1.9166666666666692,1,ssp126,Perda potencial
-61.583333333333336,1.9166666666666692,3,ssp126,Adequado estável
-61.41666666666667,1.9166666666666692,0,ssp126,Inadequado estável
-61.25,1.9166666666666692,0,ssp126,Inadequado estável
-61.083333333333336,1.9166666666666692,0,ssp126,Inadequado estável
-60.91666666666667,1.9166666666666692,0,ssp126,Inadequado estável
-60.75,1.9166666666666692,0,ssp126,Inadequado estável
-60.583333333333336,1.9166666666666692,0,ssp126,Inadequado estável
