modelo,threshold,VP,VN,FP,FN,sensibilidade,especificidade,TSS,Kappa
glm,0.6,0,3500,0,350,0,1,0,0
glm,0.61,0,3500,0,350,0,1,0,0
glm,0.62,0,3500,0,350,0,1,0,0
glm,0.63,0,3500,0,350,0,1,0,0
glm,0.64,0,3500,0,350,0,1,0,0
glm,0.65,0,3500,0,350,0,1,0,0
glm,0.66,0,3500,0,350,0,1,0,0
glm,0.67,0,3500,0,350,0,1,0,0
glm,0.68,0,3500,0,350,0,1,0,0
glm,0.6900000000000001,0,3500,0,350,0,1,0,0
glm,0.7000000000000001,0,3500,0,350,0,1,0,0
glm,0.71,0,3500,0,350,0,1,0,0
glm,0.72,0,3500,0,350,0,1,0,0
glm,0.73,0,3500,0,350,0,1,0,0
glm,0.74,0,3500,0,350,0,1,0,0
glm,0.75,0,3500,0,350,0,1,0,0
glm,0.76,0,3500,0,350,0,1,0,0
glm,0.77,0,3500,0,350,0,1,0,0
glm,0.78,0,3500,0,350,0,1,0,0
glm,0.79,0,3500,0,350,0,1,0,0
glm,0.8,0,3500,0,350,0,1,0,0
glm,0.81,0,3500,0,350,0,1,0,0
glm,0.8200000000000001,0,3500,0,350,0,1,0,0
glm,0.8300000000000001,0,3500,0,350,0,1,0,0
glm,0.84,0,3500,0,350,0,1,0,0
glm,0.85,0,3500,0,350,0,1,0,0
glm,0.86,0,3500,0,350,0,1,0,0
glm,0.87,0,3500,0,350,0,1,0,0
glm,0.88,0,3500,0,350,0,1,0,0
glm,0.89,0,3500,0,350,0,1,0,0
glm,0.9,0,3500,0,350,0,1,0,0
glm,0.91,0,3500,0,350,0,1,0,0
glm,0.92,0,3500,0,350,0,1,0,0
glm,0.93,0,3500,0,350,0,1,0,0
glm,0.9400000000000001,0,3500,0,350,0,1,0,0
glm,0.9500000000000001,0,3500,0,350,0,1,0,0
glm,0.96,0,3500,0,350,0,1,0,0
glm,0.97,0,3500,0,350,0,1,0,0
glm,0.98,0,3500,0,350,0,1,0,0
glm,0.99,0,3500,0,350,0,1,0,0
glm,1,0,3500,0,350,0,1,0,0
gam,0,350,0,3500,0,1,0,0,0
gam,0.01,350,46,3454,0,1,0.013142857142857144,0.013142857142857123,0.0024155857795515293
gam,0.02,349,180,3320,1,0.9971428571428571,0.05142857142857143,0.04857142857142849,0.00922133926392017
gam,0.03,346,405,3095,4,0.9885714285714285,0.11571428571428571,0.10428571428571431,0.020965564777851154
gam,0.04,334,683,2817,16,0.9542857142857143,0.19514285714285715,0.14942857142857147,0.032475395075910456
gam,0.05,318,1019,2481,32,0.9085714285714286,0.29114285714285715,0.19971428571428573,0.04813883819427708
gam,0.06,298,1357,2143,52,0.8514285714285714,0.38771428571428573,0.2391428571428571,0.0648359735078818
gam,0.07,277,1693,1807,73,0.7914285714285715,0.4837142857142857,0.27514285714285713,0.08519861983544183
gam,0.08,256,1923,1577,94,0.7314285714285714,0.5494285714285714,0.2808571428571427,0.09662358087187323
gam,0.09,232,2131,1369,118,0.6628571428571428,0.6088571428571429,0.2717142857142858,0.10416780765649795
gam,0.1,221,2315,1185,129,0.6314285714285715,0.6614285714285715,0.2928571428571429,0.12421231216674762
gam,0.11,201,2485,1015,149,0.5742857142857143,0.71,0.28428571428571425,0.13451399215898352
gam,0.12,188,2630,870,162,0.5371428571428571,0.7514285714285714,0.2885714285714287,0.15106192043075098
gam,0.13,174,2769,731,176,0.49714285714285716,0.7911428571428571,0.28828571428571426,0.1682367653188828
gam,0.14,147,2903,597,203,0.42,0.8294285714285714,0.24942857142857133,0.16556040204817032
gam,0.15,113,3022,478,237,0.32285714285714284,0.8634285714285714,0.1862857142857144,0.14221834442141962
gam,0.16,99,3088,412,251,0.28285714285714286,0.8822857142857143,0.16514285714285726,0.13682092555332015
gam,0.17,87,3159,341,263,0.24857142857142858,0.9025714285714286,0.15114285714285725,0.13736691768371895
gam,0.18,72,3227,273,278,0.2057142857142857,0.922,0.12771428571428567,0.12854061826024454
gam,0.19,58,3275,225,292,0.1657142857142857,0.9357142857142857,0.10142857142857142,0.11098952634047271
gam,0.2,49,3316,184,301,0.14,0.9474285714285714,0.08742857142857141,0.10290902976290575
gam,0.21,39,3358,142,311,0.11142857142857143,0.9594285714285714,0.07085714285714273,0.09052746851615215
gam,0.22,30,3406,94,320,0.08571428571428572,0.9731428571428572,0.05885714285714294,0.08296415626258632
gam,0.23,19,3438,62,331,0.054285714285714284,0.9822857142857143,0.0365714285714287,0.055907403363180425
gam,0.24,15,3460,40,335,0.04285714285714286,0.9885714285714285,0.03142857142857136,0.05063291139240612
gam,0.25,10,3474,26,340,0.02857142857142857,0.9925714285714285,0.02114285714285713,0.03545759463344578
gam,0.26,6,3491,9,344,0.017142857142857144,0.9974285714285714,0.01457142857142868,0.02559598494353771
gam,0.27,4,3497,3,346,0.011428571428571429,0.9991428571428571,0.010571428571428454,0.01891132123690416
gam,0.28,2,3500,0,348,0.005714285714285714,1,0.005714285714285783,0.010341261633919893
gam,0.29,0,3500,0,350,0,1,0,0
gam,0.3,0,3500,0,350,0,1,0,0
gam,0.31,0,3500,0,350,0,1,0,0
gam,0.32,0,3500,0,350,0,1,0,0
gam,0.33,0,3500,0,350,0,1,0,0
gam,0.34,0,3500,0,350,0,1,0,0
gam,0.35000000000000003,0,3500,0,350,0,1,0,0
gam,0.36,0,3500,0,350,0,1,0,0
gam,0.37,0,3500,0,350,0,1,0,0
gam,0.38,0,3500,0,350,0,1,0,0
gam,0.39,0,3500,0,350,0,1,0,0
gam,0.4,0,3500,0,350,0,1,0,0
gam,0.41000000000000003,0,3500,0,350,0,1,0,0
gam,0.42,0,3500,0,350,0,1,0,0
gam,0.43,0,3500,0,350,0,1,0,0
gam,0.44,0,3500,0,350,0,1,0,0
gam,0.45,0,3500,0,350,0,1,0,0
gam,0.46,0,3500,0,350,0,1,0,0
gam,0.47000000000000003,0,3500,0,350,0,1,0,0
gam,0.48,0,3500,0,350,0,1,0,0
gam,0.49,0,3500,0,350,0,1,0,0
gam,0.5,0,3500,0,350,0,1,0,0
gam,0.51,0,3500,0,350,0,1,0,0
gam,0.52,0,3500,0,350,0,1,0,0
gam,0.53,0,3500,0,350,0,1,0,0
gam,0.54,0,3500,0,350,0,1,0,0
gam,0.55,0,3500,0,350,0,1,0,0
gam,0.56,0,3500,0,350,0,1,0,0
gam,0.5700000000000001,0,3500,0,350,0,1,0,0
gam,0.58,0,3500,0,350,0,1,0,0
gam,0.59,0,3500,0,350,0,1,0,0
gam,0.6,0,3500,0,350,0,1,0,0
gam,0.61,0,3500,0,350,0,1,0,0
gam,0.62,0,3500,0,350,0,1,0,0
gam,0.63,0,3500,0,350,0,1,0,0
gam,0.64,0,3500,0,350,0,1,0,0
gam,0.65,0,3500,0,350,0,1,0,0
gam,0.66,0,3500,0,350,0,1,0,0
gam,0.67,0,3500,0,350,0,1,0,0
gam,0.68,0,3500,0,350,0,1,0,0
gam,0.6900000000000001,0,3500,0,350,0,1,0,0
gam,0.7000000000000001,0,3500,0,350,0,1,0,0
gam,0.71,0,3500,0,350,0,1,0,0
gam,0.72,0,3500,0,350,0,1,0,0
gam,0.73,0,3500,0,350,0,1,0,0
gam,0.74,0,3500,0,350,0,1,0,0
gam,0.75,0,3500,0,350,0,1,0,0
gam,0.76,0,3500,0,350,0,1,0,0
gam,0.77,0,3500,0,350,0,1,0,0
gam,0.78,0,3500,0,350,0,1,0,0
gam,0.79,0,3500,0,350,0,1,0,0
gam,0.8,0,3500,0,350,0,1,0,0
gam,0.81,0,3500,0,350,0,1,0,0
gam,0.8200000000000001,0,3500,0,350,0,1,0,0
gam,0.8300000000000001,0,3500,0,350,0,1,0,0
gam,0.84,0,3500,0,350,0,1,0,0
gam,0.85,0,3500,0,350,0,1,0,0
gam,0.86,0,3500,0,350,0,1,0,0
gam,0.87,0,3500,0,350,0,1,0,0
gam,0.88,0,3500,0,350,0,1,0,0
gam,0.89,0,3500,0,350,0,1,0,0
gam,0.9,0,3500,0,350,0,1,0,0
gam,0.91,0,3500,0,350,0,1,0,0
gam,0.92,0,3500,0,350,0,1,0,0
gam,0.93,0,3500,0,350,0,1,0,0
gam,0.9400000000000001,0,3500,0,350,0,1,0,0
gam,0.9500000000000001,0,3500,0,350,0,1,0,0
gam,0.96,0,3500,0,350,0,1,0,0
gam,0.97,0,3500,0,350,0,1,0,0
gam,0.98,0,3500,0,350,0,1,0,0
gam,0.99,0,3500,0,350,0,1,0,0
gam,1,0,3500,0,350,0,1,0,0
rf,0,350,0,3500,0,1,0,0,0
rf,0.01,350,564,2936,0,1,0.16114285714285714,0.16114285714285703,0.03374820488271905
rf,0.02,350,1072,2428,0,1,0.30628571428571427,0.30628571428571427,0.07431027311798145
rf,0.03,350,1477,2023,0,1,0.422,0.42199999999999993,0.11718966953623998
rf,0.04,350,1820,1680,0,1,0.52,0.52,0.16455696202531647
rf,0.05,350,2125,1375,0,1,0.6071428571428571,0.6071428571428572,0.21935483870967742
rf,0.06,350,2378,1122,0,1,0.6794285714285714,0.6794285714285713,0.27816118844309246
rf,0.07,350,2570,930,0,1,0.7342857142857143,0.7342857142857144,0.33441769681197164
rf,0.08,350,2744,756,0,1,0.784,0.784,0.3975659229208925
rf,0.09,350,2894,606,0,1,0.8268571428571428,0.826857142857143,0.4647502810342056
rf,0.1,350,3004,496,0,1,0.8582857142857143,0.8582857142857143,0.5240753663642708
rf,0.11,350,3095,405,0,1,0.8842857142857142,0.8842857142857143,0.5814936589948334
rf,0.12,350,3154,346,0,1,0.9011428571428571,0.9011428571428572,0.6236899347439194
rf,0.13,350,3207,293,0,1,0.9162857142857143,0.9162857142857144,0.6655598215212203
rf,0.14,350,3259,241,0,1,0.9311428571428572,0.931142857142857,0.7108735958119747
rf,0.15,350,3295,205,0,1,0.9414285714285714,0.9414285714285713,0.7450537026568685
rf,0.16,350,3327,173,0,1,0.9505714285714286,0.9505714285714286,0.7776089751080988
rf,0.17,350,3345,155,0,1,0.9557142857142857,0.9557142857142857,0.796902918403812
rf,0.18,350,3359,141,0,1,0.9597142857142857,0.9597142857142857,0.8124319748458094
rf,0.19,350,3370,130,0,1,0.9628571428571429,0.9628571428571429,0.8249694002447979
rf,0.2,350,3383,117,0,1,0.9665714285714285,0.9665714285714286,0.8401837824413261
rf,0.21,350,3387,113,0,1,0.9677142857142857,0.9677142857142857,0.8449544717475366
rf,0.22,350,3391,109,0,1,0.9688571428571429,0.9688571428571429,0.8497681994737504
rf,0.23,350,3394,106,0,1,0.9697142857142858,0.9697142857142858,0.8534070907719388
rf,0.24,350,3395,105,0,1,0.97,0.97,0.8546255506607932
rf,0.25,350,3397,103,0,1,0.9705714285714285,0.9705714285714286,0.85707077078339855
rf,0.26,350,3398,102,0,1,0.9708571428571429,0.9708571428571429,0.8582975498863351
rf,0.27,350,3399,101,0,1,0.9711428571428572,0.9711428571428571,0.8595271210013905
rf,0.28,350,3400,100,0,1,0.9714285714285714,0.9714285714285715,0.860759493670886
rf,0.29,350,3401,99,0,1,0.9717142857142858,0.9717142857142858,0.8619946774806743
rf,0.3,350,3404,96,0,1,0.9725714285714285,0.9725714285714284,0.8657171922685658
rf,0.31,350,3404,96,0,1,0.9725714285714285,0.9725714285714284,0.8657171922685658
rf,0.32,347,3407,93,3,0.9914285714285714,0.9734285714285714,0.9648571428571429,0.8647887323943663
rf,0.33,342,3412,88,8,0.9771428571428571,0.9748571428571429,0.952,0.8632124352331608
rf,0.34,335,3419,81,15,0.9571428571428572,0.9768571428571429,0.9340000000000002,0.8609428496181197
rf,0.35000000000000003,322,3432,68,28,0.92,0.9805714285714285,0.9005714285714286,0.8565217391304348
rf,0.36,315,3439,61,35,0.9,0.9825714285714285,0.8825714285714286,0.8540226707215925
rf,0.37,303,3450,50,47,0.8657142857142858,0.9857142857142858,0.8514285714285714,0.8481571082965704
rf,0.38,296,3457,43,54,0.8457142857142858,0.9877142857142858,0.8334285714285716,0.8453847268511808
rf,0.39,288,3465,35,62,0.8228571428571428,0.99,0.8128571428571427,0.842089684771348
rf,0.4,277,3474,26,73,0.7914285714285715,0.9925714285714285,0.784,0.8344229892048048
rf,0.41000000000000003,268,3482,18,82,0.7657142857142857,0.9948571428571429,0.7605714285714287,0.8287671232876712
rf,0.42,258,3488,12,92,0.7371428571428571,0.9965714285714286,0.7337142857142855,0.8178343949044585
rf,0.43,246,3492,8,104,0.7028571428571428,0.9977142857142857,0.7005714285714286,0.7992177314211216
rf,0.44,236,3496,4,114,0.6742857142857143,0.9988571428571429,0.673142857142857,0.7840266222961728
rf,0.45,225,3497,3,125,0.6428571428571429,0.9991428571428571,0.6419999999999999,0.761436801084378
rf,0.46,216,3497,3,134,0.6171428571428571,0.9991428571428571,0.6162857142857141,0.7411097749527571
rf,0.47000000000000003,194,3497,3,156,0.5542857142857143,0.9991428571428571,0.5534285714285714,0.6889560732704962
rf,0.48,175,3498,2,175,0.5,0.9994285714285714,0.49942857142857155,0.6422928532059528
rf,0.49,148,3499,1,202,0.4228571428571429,0.9997142857142857,0.4225714285714286,0.5698324022346373
rf,0.5,129,3500,0,221,0.36857142857142855,1,0.36857142857142855,0.5148672919576929
rf,0.51,107,3500,0,243,0.3057142857142857,1,0.3057142857142856,0.44462912944109695
rf,0.52,84,3500,0,266,0.24,1,0.24,0.3647416413373868
rf,0.53,75,3500,0,275,0.21428571428571427,1,0.2142857142857142,0.3314917127071822
rf,0.54,63,3500,0,287,0.18,1,0.17999999999999994,0.2852614896988905
rf,0.55,56,3500,0,294,0.16,1,0.15999999999999992,0.2572347266881018
rf,0.56,45,3500,0,305,0.12857142857142856,1,0.12857142857142856,0.21151586368977662
rf,0.5700000000000001,38,3500,0,312,0.10857142857142857,1,0.10857142857142854,0.1812977099236657
rf,0.58,30,3500,0,320,0.08571428571428572,1,0.08571428571428563,0.14563106796116487
rf,0.59,26,3500,0,324,0.07428571428571429,1,0.07428571428571429,0.12732615083251603
rf,0.6,18,3500,0,332,0.05142857142857143,1,0.05142857142857138,0.0897308075772694
rf,0.61,10,3500,0,340,0.02857142857142857,1,0.02857142857142847,0.05076142131979613
rf,0.62,9,3500,0,341,0.025714285714285714,1,0.0257142857142858,0.045789875349783286
rf,0.63,7,3500,0,343,0.02,1,0.020000000000000018,0.0357781753130603
rf,0.64,5,3500,0,345,0.014285714285714285,1,0.014285714285714235,0.02567394094993658
rf,0.65,4,3500,0,346,0.011428571428571429,1,0.011428571428571344,0.02058672156459192
rf,0.66,3,3500,0,347,0.008571428571428572,1,0.008571428571428674,0.015475883415011823
rf,0.67,2,3500,0,348,0.005714285714285714,1,0.005714285714285783,0.010341261633919893
rf,0.68,0,3500,0,350,0,1,0,0
rf,0.6900000000000001,0,3500,0,350,0,1,0,0
rf,0.7000000000000001,0,3500,0,350,0,1,0,0
rf,0.71,0,3500,0,350,0,1,0,0
rf,0.72,0,3500,0,350,0,1,0,0
rf,0.73,0,3500,0,350,0,1,0,0
rf,0.74,0,3500,0,350,0,1,0,0
rf,0.75,0,3500,0,350,0,1,0,0
rf,0.76,0,3500,0,350,0,1,0,0
rf,0.77,0,3500,0,350,0,1,0,0
rf,0.78,0,3500,0,350,0,1,0,0
rf,0.79,0,3500,0,350,0,1,0,0
rf,0.8,0,3500,0,350,0,1,0,0
rf,0.81,0,3500,0,350,0,1,0,0
rf,0.8200000000000001,0,3500,0,350,0,1,0,0
rf,0.8300000000000001,0,3500,0,350,0,1,0,0
rf,0.84,0,3500,0,350,0,1,0,0
rf,0.85,0,3500,0,350,0,1,0,0
rf,0.86,0,3500,0,350,0,1,0,0
rf,0.87,0,3500,0,350,0,1,0,0
rf,0.88,0,3500,0,350,0,1,0,0
rf,0.89,0,3500,0,350,0,1,0,0
rf,0.9,0,3500,0,350,0,1,0,0
rf,0.91,0,3500,0,350,0,1,0,0
rf,0.92,0,3500,0,350,0,1,0,0
rf,0.93,0,3500,0,350,0,1,0,0
rf,0.9400000000000001,0,3500,0,350,0,1,0,0
rf,0.9500000000000001,0,3500,0,350,0,1,0,0
rf,0.96,0,3500,0,350,0,1,0,0
rf,0.97,0,3500,0,350,0,1,0,0
rf,0.98,0,3500,0,350,0,1,0,0
rf,0.99,0,3500,0,350,0,1,0,0
rf,1,0,3500,0,350,0,1,0,0
brt,0,350,0,3500,0,1,0,0,0
brt,0.01,350,0,3500,0,1,0,0,0
brt,0.02,350,0,3500,0,1,0,0,0
brt,0.03,350,3,3497,0,1,8.571428571428571e-4,8.571428571428896e-4,1.5595352584929612e-4
brt,0.04,347,270,3230,3,0.9914285714285714,0.07714285714285714,0.0685714285714285,0.013317426407346778
brt,0.05,340,701,2799,10,0.9714285714285714,0.2002857142857143,0.1717142857142857,0.03744431637643689
brt,0.06,324,1254,2246,26,0.9257142857142857,0.35828571428571426,0.28400000000000003,0.07368421052631581
brt,0.07,297,1713,1787,53,0.8485714285714285,0.48942857142857144,0.3380000000000001,0.10466247898787924
brt,0.08,275,2074,1426,75,0.7857142857142857,0.5925714285714285,0.3782857142857141,0.13821180646171505
brt,0.09,252,2291,1209,98,0.72,0.6545714285714286,0.37457142857142856,0.15424436731572452
brt,0.1,234,2471,1029,116,0.6685714285714286,0.706,0.37457142857142856,0.17230728790168898
brt,0.11,217,2630,870,133,0.62,0.7514285714285714,0.37142857142857144,0.1907137093816477
brt,0.12,201,2785,715,149,0.5742857142857143,0.7957142857142857,0.3700000000000001,0.21415577972548383
brt,0.13,179,2895,605,171,0.5114285714285715,0.8271428571428572,0.3385714285714285,0.21731157161195647
brt,0.14,161,2994,506,189,0.46,0.8554285714285714,0.3154285714285714,0.2240941845123315
brt,0.15,136,3110,390,214,0.38857142857142857,0.8885714285714286,0.27714285714285714,0.22600186393289917
brt,0.16,114,3198,302,236,0.32571428571428573,0.9137142857142857,0.23942857142857132,0.22070055306821248
brt,0.17,101,3252,248,249,0.2885714285714286,0.9291428571428572,0.21771428571428575,0.21799456443999427
brt,0.18,86,3299,201,264,0.24571428571428572,0.9425714285714286,0.1882857142857144,0.2048810819213438
brt,0.19,67,3344,156,283,0.19142857142857142,0.9554285714285714,0.1468571428571428,0.17551647601161047
brt,0.2,49,3373,127,301,0.14,0.9637142857142857,0.10371428571428565,0.13360323886639744
brt,0.21,40,3411,89,310,0.11428571428571428,0.9745714285714285,0.08885714285714275,0.12412692077429692
brt,0.22,30,3445,55,320,0.08571428571428572,0.9842857142857143,0.07000000000000006,0.10617551462621964
brt,0.23,28,3459,41,322,0.08,0.9882857142857143,0.06828571428571428,0.10691120554685808
brt,0.24,22,3471,29,328,0.06285714285714286,0.9917142857142857,0.05457142857142849,0.0886516593177078
brt,0.25,16,3481,19,334,0.045714285714285714,0.9945714285714286,0.04028571428571426,0.06770708283313331
brt,0.26,15,3487,13,335,0.04285714285714286,0.9962857142857143,0.039142857142857146,0.06679668454412546
brt,0.27,8,3494,6,342,0.022857142857142857,0.9982857142857143,0.02114285714285713,0.03722334004024214
brt,0.28,5,3498,2,345,0.014285714285714285,0.9994285714285714,0.01371428571428579,0.024533605928955808
brt,0.29,5,3499,1,345,0.014285714285714285,0.9997142857142857,0.014000000000000012,0.025102459016394345
brt,0.3,3,3499,1,347,0.008571428571428572,0.9997142857142857,0.00828571428571423,0.01492537313432993
brt,0.31,3,3499,1,347,0.008571428571428572,0.9997142857142857,0.00828571428571423,0.01492537313432993
brt,0.32,2,3499,1,348,0.005714285714285714,0.9997142857142857,0.005428571428571338,0.009801392829508053
brt,0.33,1,3499,1,349,0.002857142857142857,0.9997142857142857,0.002571428571428447,0.004653567735263526
brt,0.34,1,3500,0,349,0.002857142857142857,1,0.0028571428571428914,0.005182689816015395
brt,0.35000000000000003,1,3500,0,349,0.002857142857142857,1,0.0028571428571428914,0.005182689816015395
brt,0.36,1,3500,0,349,0.002857142857142857,1,0.0028571428571428914,0.005182689816015395
brt,0.37,1,3500,0,349,0.002857142857142857,1,0.0028571428571428914,0.005182689816015395
brt,0.38,1,3500,0,349,0.002857142857142857,1,0.0028571428571428914,0.005182689816015395
brt,0.39,0,3500,0,350,0,1,0,0
brt,0.4,0,3500,0,350,0,1,0,0
brt,0.41000000000000003,0,3500,0,350,0,1,0,0
brt,0.42,0,3500,0,350,0,1,0,0
brt,0.43,0,3500,0,350,0,1,0,0
brt,0.44,0,3500,0,350,0,1,0,0
brt,0.45,0,3500,0,350,0,1,0,0
brt,0.46,0,3500,0,350,0,1,0,0
brt,0.47000000000000003,0,3500,0,350,0,1,0,0
brt,0.48,0,3500,0,350,0,1,0,0
brt,0.49,0,3500,0,350,0,1,0,0
brt,0.5,0,3500,0,350,0,1,0,0
brt,0.51,0,3500,0,350,0,1,0,0
brt,0.52,0,3500,0,350,0,1,0,0
brt,0.53,0,3500,0,350,0,1,0,0
brt,0.54,0,3500,0,350,0,1,0,0
brt,0.55,0,3500,0,350,0,1,0,0
brt,0.56,0,3500,0,350,0,1,0,0
brt,0.5700000000000001,0,3500,0,350,0,1,0,0
brt,0.58,0,3500,0,350,0,1,0,0
brt,0.59,0,3500,0,350,0,1,0,0
brt,0.6,0,3500,0,350,0,1,0,0
brt,0.61,0,3500,0,350,0,1,0,0
brt,0.62,0,3500,0,350,0,1,0,0
brt,0.63,0,3500,0,350,0,1,0,0
brt,0.64,0,3500,0,350,0,1,0,0
brt,0.65,0,3500,0,350,0,1,0,0
brt,0.66,0,3500,0,350,0,1,0,0
brt,0.67,0,3500,0,350,0,1,0,0
brt,0.68,0,3500,0,350,0,1,0,0
brt,0.6900000000000001,0,3500,0,350,0,1,0,0
brt,0.7000000000000001,0,3500,0,350,0,1,0,0
brt,0.71,0,3500,0,350,0,1,0,0
brt,0.72,0,3500,0,350,0,1,0,0
brt,0.73,0,3500,0,350,0,1,0,0
brt,0.74,0,3500,0,350,0,1,0,0
brt,0.75,0,3500,0,350,0,1,0,0
brt,0.76,0,3500,0,350,0,1,0,0
brt,0.77,0,3500,0,350,0,1,0,0
brt,0.78,0,3500,0,350,0,1,0,0
brt,0.79,0,3500,0,350,0,1,0,0
brt,0.8,0,3500,0,350,0,1,0,0
brt,0.81,0,3500,0,350,0,1,0,0
brt,0.8200000000000001,0,3500,0,350,0,1,0,0
brt,0.8300000000000001,0,3500,0,350,0,1,0,0
brt,0.84,0,3500,0,350,0,1,0,0
brt,0.85,0,3500,0,350,0,1,0,0
brt,0.86,0,3500,0,350,0,1,0,0
brt,0.87,0,3500,0,350,0,1,0,0
brt,0.88,0,3500,0,350,0,1,0,0
brt,0.89,0,3500,0,350,0,1,0,0
brt,0.9,0,3500,0,350,0,1,0,0
brt,0.91,0,3500,0,350,0,1,0,0
brt,0.92,0,3500,0,350,0,1,0,0
brt,0.93,0,3500,0,350,0,1,0,0
brt,0.9400000000000001,0,3500,0,350,0,1,0,0
brt,0.9500000000000001,0,3500,0,350,0,1,0,0
brt,0.96,0,3500,0,350,0,1,0,0
brt,0.97,0,3500,0,350,0,1,0,0
brt,0.98,0,3500,0,350,0,1,0,0
brt,0.99,0,3500,0,350,0,1,0,0
brt,1,0,3500,0,350,0,1,0,0
maxent,0,350,0,3500,0,1,0,0,0
maxent,0.01,350,0,3500,0,1,0,0,0
maxent,0.02,350,0,3500,0,1,0,0,0
maxent,0.03,350,4,3496,0,1,0.001142857142857143,0.0011428571428571122,2.0798668885191243e-4
maxent,0.04,350,7,3493,0,1,0.002,0.0020000000000000018,3.642323802586032e-4
maxent,0.05,350,11,3489,0,1,0.003142857142857143,0.003142857142857114,5.729017473503266e-4
