pa,lon,lat,temperatura,precipitacao,elevacao
1,-45.16666666666667,-9,21.14652750903454,1653.2108876430473,366.52715331042833
1,-62.16666666666667,-17.8,22.857313513811704,1866.6869672487571,731.8291375430217
1,-53.5,5.3999999999999995,24.427612761626058,1839.221440633926,635.1567726566676
1,-75.5,-6.600000000000001,24.202625846819853,1618.1660236740472,431.62969455571044
1,-76.5,-21,20.002275976947736,1580.2297645155807,246.73565117080625
1,-43.5,3.8,25.818818418278813,1745.4870180474954,488.6602442902025
1,-77.83333333333333,1,24.237538834935926,1912.7932156353377,468.3393195461182
1,-67.16666666666667,0.1999999999999993,25.462315661902185,2041.4760566950822,854.1390193544344
1,-79.83333333333333,1.799999999999999,23.43286633277117,1741.1489150023724,483.9750534663987
1,-79.83333333333333,-0.20000000000000107,23.432259441717,1666.0318320031058,489.2680142772702
1,-51.5,2.1999999999999993,24.069817243271583,1935.4909494284163,579.5642705995355
1,-50.5,3.8,25.366438605172547,1764.8470995884343,524.7855650501845
1,-56.16666666666667,-4.200000000000001,25.310715107305576,1814.6403967653846,783.3319770618263
1,-73.83333333333333,-29,19.07242527324142,1774.7331604347733,441.04338084411467
1,-43.16666666666667,-23,18.118470853410336,1553.2394552321166,309.21164791459563
1,-56.5,-9.8,24.404743156946292,1730.2221992016996,699.345419808477
1,-50.5,-9.8,21.003114500250135,1572.9229422950207,420.5589099540262
1,-57.5,9.8,27.33938880257004,1583.8205982748607,742.1184857760087
1,-45.16666666666667,-28.6,18.357739163434974,1775.593305637277,364.54881382094567
1,-63.16666666666667,-13.400000000000002,23.94281455700459,1524.7867864839204,770.9951555167196
1,-62.16666666666667,-13.8,22.170430400529842,1445.0039831255012,770.0447456878538
1,-54.833333333333336,-29.800000000000004,18.745898246347505,1828.9363107715667,657.1975604085732
1,-67.5,-13,24.899595495623714,1587.5969972072066,652.5088671179618
1,-47.5,-15.400000000000002,20.250961420020985,1431.3982475326043,254.90956446273384
1,-71.83333333333333,9.4,26.077763178830626,1506.3016184860255,510.86914007468255
1,-70.5,-18.200000000000003,25.696687341273133,1814.9252230593663,455.744164130467
1,-51.5,9.8,25.866925201237905,1634.1567262281196,460.04141452289633
1,-43.16666666666667,5.8,26.19059689644724,1616.4402145147235,469.7935892325317
1,-58.16666666666667,-3.4000000000000004,26.634024718054476,1749.422075403092,876.1592074052513
1,-78.5,-19.8,16.942170587976015,1447.2641629318223,233.58622499781904
1,-65.83333333333333,-18.200000000000003,22.815944340001074,1815.7105063719962,665.7467315911834
1,-54.16666666666667,-2.200000000000001,22.993160508713263,2006.5319099424105,705.7554593778667
1,-50.5,-3.4000000000000004,22.33404463237783,1970.04359004684,529.301868376448
1,-44.833333333333336,-9.8,21.59624398520637,1701.815124974192,355.2659664994427
1,-73.5,-8.600000000000001,24.30410273451945,1545.0828870101684,455.38923624714386
1,-71.16666666666667,5.8,26.131960333571215,1676.851387125938,610.3600691389718
1,-42.833333333333336,-1,24.618297332851544,1786.2588499879348,530.5415122517771
1,-59.5,-17.8,23.88479590114841,1805.6864466904888,697.6336109638073
1,-74.5,-11.8,23.25426626162301,1529.5553359220633,357.8949089522679
1,-59.833333333333336,-5,26.042259181677508,1809.559742681198,904.4202982419845
1,-59.5,-5.800000000000001,25.558921345490063,1804.8360942052957,883.967862209765
1,-72.83333333333333,9.4,27.394523928151727,1772.6165256817558,466.2898779583465
1,-68.5,8.2,27.725562921776437,1678.2664689708492,698.2058477173882
1,-69.83333333333333,-0.20000000000000107,25.646511514734705,1669.4833987841898,728.2651297151328
1,-62.833333333333336,-16.6,23.664643361690167,1712.0717556615848,735.977540330195
1,-56.16666666666667,8.6,27.046860991455116,1673.3838424493429,707.9945726442543
1,-55.833333333333336,3.3999999999999995,25.738278717534,1924.5314140473313,777.0935250144056
1,-72.83333333333333,-23.4,21.71736348885425,1787.9456820093894,378.682443647493
1,-49.5,0.1999999999999993,22.499959836179876,2041.5114689381144,515.3640617398416
1,-53.833333333333336,3.8,25.213352006836086,1800.7399214617774,673.8240931196842
1,-49.16666666666667,9.8,25.361277635633645,1650.2251648612184,378.81229794030975
1,-40.16666666666667,-4.200000000000001,24.10493045549877,1534.515345144937,613.9660546458498
1,-62.16666666666667,-9,23.927391124931333,1580.4504629737603,858.4863324415571
1,-54.16666666666667,1,24.82709807829738,1839.954697905454,712.0693413387589
1,-71.83333333333333,-7.400000000000002,24.614730971795062,1834.3513018135375,550.1048918752078
1,-74.16666666666667,-18.200000000000003,24.31425147444522,1765.0974812020722,295.6583049931646
1,-40.5,-16.200000000000003,20.977440060738573,1605.0506995280336,398.04217675039365
1,-75.83333333333333,7,27.4748368008826,1609.382508753051,417.32499675972423
1,-75.83333333333333,-6.199999999999999,23.743350056557972,1738.660643377396,431.57375441007093
1,-50.16666666666667,6.6,24.638633261519182,1478.5724239468004,470.78203399019696
1,-68.83333333333333,-10.600000000000001,24.704730160802935,1611.9950986630565,634.4510146442594
1,-40.5,0.1999999999999993,25.566726013074586,1902.2486437337989,626.4641732983853
1,-53.16666666666667,5.8,24.510238340983282,1892.1762053216994,612.3708932896017
1,-41.5,8.2,24.06899173726287,1474.9601958938601,486.65441040264386
1,-67.83333333333333,-17.8,24.846983733901244,1428.661071425212,586.8058609775405
1,-59.833333333333336,-7.400000000000002,25.055817414053582,1811.3520471822378,863.4621385593796
1,-46.833333333333336,-3,24.607978071044645,1694.7802297790802,456.0907250535442
1,-79.5,1.4000000000000004,26.395429679478525,1755.0476018086777,480.1731055279205
1,-69.16666666666667,8.6,29.504483062081228,1551.6142027650492,657.9176912299201
1,-46.833333333333336,2.5999999999999996,23.902056926925106,1877.1532731678462,459.6893535989016
1,-41.833333333333336,-1,22.221047268712006,1990.392781500128,567.0700483167093
1,-74.16666666666667,-7,25.66446754271799,1578.3630387790981,462.1420282741535
1,-49.16666666666667,7.4,24.501591712767237,1566.6298766440086,426.0431577976521
1,-57.5,7.4,24.445937520905122,1480.665493287648,789.349345633351
1,-73.16666666666667,-11.8,24.068158558882413,1402.0766854494016,405.76791011945033
1,-59.16666666666667,-5,26.416326619888796,1772.1332157495845,887.6045573214572
1,-68.83333333333333,-19,23.5053236064266,1769.9823091643243,537.843171800166
1,-66.83333333333333,-3.8000000000000007,25.283980724696246,1736.3986143644063,844.6858310858663
1,-48.833333333333336,-25.800000000000004,18.55130518254771,1975.206074896212,330.046446918303
1,-79.5,-8.2,23.192877177482927,1587.8125099326126,387.75077413019966
1,-51.833333333333336,-27.4,18.438761536786966,1934.5975897263168,464.53488658774137
1,-66.83333333333333,-7,26.430763846073635,1668.8778674849377,795.1449678128513
1,-44.5,-18.6,20.740763704007122,1567.8908142603732,248.65011138527333
1,-58.833333333333336,-2.200000000000001,25.80163296883005,1880.7423117050496,909.1318581644599
1,-45.16666666666667,-25.800000000000004,19.09066288699391,1782.3944109457188,309.94278846070705
1,-69.16666666666667,-22.200000000000003,21.809729548432966,1904.8539790021407,539.7020293681046
1,-53.16666666666667,-10.600000000000001,23.04211621108536,1498.9262832390168,520.8509359777396
1,-48.16666666666667,-2.200000000000001,25.437535321342356,1716.9075286191417,476.815575068807
1,-71.83333333333333,-9.400000000000002,24.207066425052087,1731.4778090817804,510.8691400746825
1,-70.83333333333333,7.4,27.27981181421332,1548.152484349654,598.2572764340084
1,-69.16666666666667,-28.200000000000003,20.77336296178042,1907.4787952714062,639.9873935578066
1,-51.5,0.1999999999999993,22.365183264075142,1935.2220302818089,587.4743042788209
1,-78.16666666666667,7.4,25.889880266993305,1430.910389507658,390.22000995397497
1,-77.5,-19.400000000000002,20.510950622394372,1670.3816443985552,231.13088041259005
1,-44.5,2.1999999999999993,25.046157300017182,1967.4017325177153,480.56963524472565
1,-42.5,-5.4,22.80915306592502,1611.4641818380685,498.20811479988174
1,-48.16666666666667,5,25.21699865134058,1685.5413335931557,445.481738532115
1,-60.833333333333336,-6.600000000000001,26.608141879687103,1586.8655811121025,895.8651980104443
1,-78.5,-15.8,20.674639225074543,1554.211977547791,247.25264395462827
1,-77.16666666666667,-27.800000000000004,18.671062120954492,1869.6404813837805,342.88149317000756
1,-47.5,-27,19.48093610977935,1678.567863852268,330.3219746520322
1,-78.83333333333333,-11,24.125707874424823,1408.6169458123595,323.6365610302231
1,-60.5,5.8,27.24032233933424,1633.0009418833547,904.7405424694002
1,-60.5,-5.800000000000001,24.897373264483438,1714.824707069217,904.7405424694002
1,-64.5,-11,24.498231181083877,1701.5786391861577,791.6580648610989
1,-67.5,-18.6,24.110300582775583,1628.0806456432588,599.9601666182573
1,-45.833333333333336,3.3999999999999995,26.19628783661844,1743.6059956800596,453.06962252240334
1,-65.5,1,25.787714378298308,1922.2190638696848,914.1689151944219
1,-43.5,-1,24.005717392683398,1747.2178936321786,510.27032723157566
1,-43.16666666666667,3.3999999999999995,22.787587268610086,1832.7320574582518,502.8714768574266
1,-73.16666666666667,-17,21.504332125725607,1588.7514650808364,337.6976974117737
1,-46.16666666666667,-4.200000000000001,23.280692035636275,1747.092159419107,442.149230477031
1,-74.5,-15.400000000000002,20.60834992259587,1490.8511239765357,303.4603664721372
1,-55.16666666666667,9,25.92093976312563,1595.210202652241,651.9972778190652
1,-47.5,-9,23.67283209245333,1492.2592828923243,364.1059347838501
1,-77.5,9.4,26.287201227709158,1312.1350906018417,351.121811155823
1,-54.833333333333336,5.8,25.87125349834461,1672.817177401098,695.1775145857963
1,-67.5,-7.800000000000001,26.262983979937772,1793.1641508752832,751.9562440860013
1,-46.833333333333336,-22.200000000000003,18.01397939378025,1862.8617870840587,249.0088138214505
1,-76.5,1.4000000000000004,24.47038088579966,1816.7564241085972,475.85858109547587
1,-61.833333333333336,-18.6,22.762971146650337,1695.4337529652978,729.6150816205935
1,-74.83333333333333,-1.8000000000000007,24.553673489629066,1803.382358236122,508.89117810425967
1,-77.5,8.2,25.26437474561145,1526.788757372343,374.95204940103963
1,-74.5,-16.6,21.88347031952204,1571.432825466667,292.5041051946678
1,-71.83333333333333,-13.8,25.47867237315575,1381.3935249081517,430.42045971426694
1,-72.83333333333333,-2.200000000000001,24.70747322878589,1814.2530906199095,577.8176259781686
1,-68.5,-16.6,24.670870402185834,1517.2634806273832,562.2158842668736
1,-56.5,-22.6,20.74694356803903,1921.9148581937159,609.5345925663037
1,-68.5,5,25.66752686557476,1869.0142023843994,754.5695209553018
1,-49.16666666666667,-10.600000000000001,20.235566907758432,1466.5926489802016,362.95741142597467
1,-45.16666666666667,1.4000000000000004,23.979026281261667,1810.1730850679237,474.7868165600781
1,-49.5,1,24.544957007004644,1874.2247122594536,513.7679100214484
1,-69.83333333333333,-20.6,24.592587523480436,1725.8216972747252,493.4024294737408
1,-54.16666666666667,6.6,26.060691287666593,1792.7809965335027,648.1636881222772
1,-55.16666666666667,2.5999999999999996,25.77579369980601,1829.0540470068627,752.4173495911431
1,-57.833333333333336,-6.199999999999999,24.062973438360515,1698.213087344154,824.0631789773921
1,-42.833333333333336,-7.800000000000001,22.922566948069967,1498.2919558405038,444.3041838991766
1,-47.833333333333336,4.199999999999999,24.50256774874675,1907.2208344141316,451.4520657221908
1,-72.83333333333333,-17.8,21.700952443098423,1588.8890506704258,347.6255894530987
1,-52.833333333333336,-17,21.2197449450352,1557.9839224500347,413.75147696312786
1,-57.16666666666667,-4.600000000000001,23.424151864195085,1768.7582405045196,822.3704248238796
1,-42.16666666666667,-4.200000000000001,22.645206370221985,1858.1482423765992,527.5902186169922
1,-59.5,-10.600000000000001,23.920612891759333,1454.8359382239287,792.447904897903
1,-68.16666666666667,3.8,28.621287069720392,1660.0972184141756,786.3535225783319
1,-42.5,7,25.15246842102167,1716.457001368777,470.801160180565
1,-60.833333333333336,-16.200000000000003,22.35490315516809,1829.9164154378698,732.9450063973276
1,-49.16666666666667,6.199999999999999,23.206194988009166,1845.618236940094,447.74684741379974
1,-42.833333333333336,7.8,24.794517200282794,1545.9196772588923,444.3041838991766
1,-53.16666666666667,-22.200000000000003,18.572107932065794,1847.5517942456047,442.4333689368061
1,-57.16666666666667,1,24.17875743932745,1935.9897430964472,854.2803572849919
1,-52.16666666666667,-18.6,19.920877637449482,1573.6561690636063,377.006729618755
1,-52.833333333333336,-2.200000000000001,22.586768087072738,1795.6397808571498,640.1183591383245
1,-49.16666666666667,8.2,23.816711899661417,1763.027058087215,410.63764424234336
1,-48.5,-17.8,19.62681046250116,1623.6503760827086,252.78978511422514
1,-61.16666666666667,9.8,26.4932881648977,1773.1386927185074,837.7201135655365
1,-63.833333333333336,-3.8000000000000007,26.500403100714497,1874.7130675795547,932.626527241561
1,-69.83333333333333,-11.8,24.991643511112876,1547.822323989123,562.0584265683274
1,-71.16666666666667,7,25.46418980770771,1650.2764560664932,589.380790164588
1,-48.16666666666667,-5.4,21.039818180399326,1673.857529663971,439.3854654346279
1,-71.16666666666667,1.799999999999999,26.74798018293624,1833.8975019577513,656.8349272864979
1,-49.5,4.199999999999999,23.915850717277333,1745.6212182863396,487.211784708036
1,-71.5,1,26.290236950285088,1717.8184812516927,644.4571361222161
1,-75.5,-17.8,19.991508146274896,1620.490807031619,259.02942928623
1,-47.833333333333336,9.4,24.36456869536231,1632.297422724874,360.16656105488886
1,-66.16666666666667,-15,24.00946780101369,1521.2142239064542,677.2973511541478
1,-78.83333333333333,-7,23.20770592760532,1529.188621267533,401.966577757646
1,-43.16666666666667,3,24.616967783955218,1758.2744865798832,506.9379761118298
1,-74.83333333333333,-4.600000000000001,23.810896025619932,1677.7996073159593,480.6780547356257
1,-43.833333333333336,1,25.436228463165563,1850.9458329732527,501.49979714693245
1,-62.16666666666667,-10.600000000000001,24.69752154475318,1493.3727070572418,826.6434314771174
1,-51.5,-1.8000000000000007,23.887712074038856,1855.19613210712,582.1813434679494
1,-75.5,2.1999999999999993,24.829493916491028,1793.1636760658616,489.22146581129994
1,-45.833333333333336,6.6,25.7054507324293,1487.684713264806,406.25774892103107
1,-73.5,6.199999999999999,26.568378175051222,1702.5809637973302,500.3805774140869
1,-41.833333333333336,-29,19.41046576612101,1748.393951284357,463.21082639305286
1,-58.5,-28.200000000000003,21.323911754618912,1909.9983798661174,784.9396634286331
1,-47.5,-12.600000000000001,21.048346921523187,1783.9198679788728,295.0359380317429
1,-76.5,-6.600000000000001,23.499220138370145,1628.230690226872,413.5419882167711
1,-78.83333333333333,-5.800000000000001,23.8615208584905,1513.379097682235,422.9458567320297
1,-75.83333333333333,-23,20.23567422816393,1929.6544335401402,277.72233441617186
1,-58.833333333333336,7.8,27.269210898260596,1651.880521099631,829.2084117727517
1,-41.833333333333336,5,25.825402257319585,1643.3259199624201,529.4223298191251
1,-74.5,-3,26.514801157259324,1622.806208953244,509.4781800199739
1,-60.833333333333336,-9.400000000000002,22.201993421083767,1697.5452078497037,841.9292212462116
1,-74.16666666666667,3,26.72927425776367,1800.235679179439,520.2656941278353
1,-52.16666666666667,-9.8,21.482761095265634,1435.7310208206648,489.4033974015682
1,-53.5,7.4,26.283959990674333,1646.3534744603483,600.2948860715499
1,-66.5,-9.8,25.444107663260812,1580.2180809664624,753.5548715594424
1,-45.833333333333336,5.3999999999999995,24.47715721577624,1716.7473977319883,426.41941054244154
1,-42.16666666666667,-1,23.261057637102354,1856.5503585501178,554.1463439304047
1,-52.5,6.6,24.963835411550818,1880.9466617179437,566.7357276486644
1,-75.83333333333333,3.3999999999999995,26.355258884815825,1851.030186236717,471.38216335900285
1,-73.5,4.6,25.930046180253324,1778.7714241329102,525.372833517016
1,-60.16666666666667,-14.200000000000003,24.516849739823797,1561.2217255125504,744.9285868000201
1,-78.16666666666667,-16.200000000000003,21.501698435360588,1506.2519743390515,242.0000433045656
1,-51.833333333333336,7.8,23.895065727839242,1593.5460250775186,514.0596011000587
1,-43.833333333333336,-27.4,18.83367737367057,1692.978308656403,365.7377542820147
1,-72.83333333333333,-20.6,20.614161961455483,1822.586449220236,350.86495941606205
1,-60.5,-9,24.925687822379974,1859.8735833863423,845.0634861219779
1,-52.16666666666667,-5,21.61538148999055,1822.129957518684,577.5924169415154
1,-54.5,3,24.468544247368843,1786.2840436268148,715.7050730351673
1,-74.5,-2.6000000000000014,25.716795436354644,1790.121120154773,513.0768085653312
1,-73.5,-5.800000000000001,24.854634772821342,1688.3831386248314,507.11109873812387
1,-45.16666666666667,-0.6000000000000014,23.03303987690001,1796.4314099680962,477.4391889436671
1,-72.5,-26.6,21.6240758284889,1815.633925056185,447.0898613567838
1,-41.5,7.8,26.726177838096866,1486.6892394469571,494.4284737855411
1,-42.5,6.6,23.654430874094743,1752.466842889377,478.0464531784713
1,-53.16666666666667,2.1999999999999993,24.85705003354718,1952.6846645436315,656.2286785687138
1,-46.833333333333336,-16.6,20.873145113797747,1435.263866331563,239.1166502282381
1,-40.833333333333336,-26.6,21.80756705365215,1603.18877296459,458.23818610156525
1,-63.5,-23.4,21.794407498464295,1907.296021526559,753.7776698502814
1,-60.833333333333336,-13.400000000000002,25.40539429565274,1459.0095604051182,767.6193723816382
1,-67.83333333333333,-28.200000000000003,20.97969089316128,1810.4581838770503,703.4879520604047
1,-52.5,-22.6,18.285914136378857,1948.9410478307689,414.9938155854413
1,-62.833333333333336,-12.600000000000001,23.383554069312858,1686.084099710524,787.0601751766734
1,-57.16666666666667,-1.4000000000000004,21.170729757116597,1999.6896262332154,852.6912969472149
1,-43.5,-19.400000000000002,18.60681807067063,1624.3876252635516,272.43776650762834
1,-40.5,-7,23.30079160584566,1539.4175194482743,553.7170753656039
1,-47.5,-5.4,23.395830632127783,1790.158010228031,430.21066677620547
1,-77.5,-1.4000000000000004,24.612958538505204,1772.9452412638739,467.37438079876046
1,-62.833333333333336,-18.6,23.457009910732165,1772.409689694514,727.7454896958628
1,-62.16666666666667,-0.6000000000000014,27.895580753896798,1934.3079786121161,969.3983680747958
1,-41.16666666666667,-7.400000000000002,24.5119917355969,1673.3628907944326,516.2673240184987
1,-71.83333333333333,-11.400000000000002,24.112382840377414,1607.755435577175,471.57883424422545
1,-41.833333333333336,0.5999999999999996,23.063059140210658,1881.0905463254915,568.1333603625214
1,-48.833333333333336,-3,22.549264963526117,1795.4538115127543,483.4522549947447
1,-41.5,-16.6,21.357294254250565,1512.3031629378897,350.66444695212925
1,-48.833333333333336,-4.600000000000001,24.006660856615362,1658.58090238302,464.5696028943387
1,-50.16666666666667,-11.400000000000002,20.92486920558865,1568.8429511819575,377.55575139550723
1,-72.16666666666667,-0.6000000000000014,24.36613866305661,1861.7658724565995,614.4259081574114
1,-59.16666666666667,-14.200000000000003,23.90354216755863,1700.5468368523693,721.1783496028364
1,-40.5,7,23.794581715433377,1711.3268857428588,553.7170753656039
1,-71.16666666666667,-18.200000000000003,24.51901882022997,1704.8205342687,422.89706688359917
1,-65.5,-19.8,23.04787587579826,1852.5291840246139,677.3341550178071
1,-41.16666666666667,-0.6000000000000014,23.423450112724154,1843.379146259469,595.9365142444998
1,-76.16666666666667,-2.6000000000000014,23.522299839571755,1815.488418713668,473.00911357681883
1,-55.5,-5.800000000000001,23.233260160942642,1663.9787000104607,727.9778528510423
1,-54.833333333333336,-7.800000000000001,23.10263427960864,1709.095900196585,659.1118534732002
1,-77.83333333333333,5.8,24.184265828687618,1616.1735649857817,418.16765230611384
1,-47.5,2.1999999999999993,25.930017942264588,1949.8495049295723,467.64077641038455
1,-74.5,-1.8000000000000007,24.84038294011368,1910.1748736348638,518.8086512882019
1,-53.16666666666667,1.799999999999999,25.850456558570286,1810.5940778171112,658.8457514371278
1,-43.833333333333336,-12.600000000000001,20.02593898482499,1573.7087600043046,322.5810768073986
1,-49.16666666666667,3.8,25.250311521417885,1697.8997781058129,483.03895303646794
1,-44.833333333333336,-0.6000000000000014,22.25629916150916,2177.4497372144247,482.16601658278614
1,-74.83333333333333,-5.4,22.692964414415687,1644.2873409828296,468.84399560166673
1,-73.5,-20.6,22.147815636400555,1657.362240208872,324.01621745512944
1,-52.5,9.4,25.312378024455988,1766.5803218024062,512.7997508844318
1,-59.5,-11.400000000000002,23.085634480236294,1559.1971003796587,777.007593638598
1,-76.83333333333333,-14.600000000000001,23.30678975129074,1532.5248284065867,264.05111018308173
1,-77.16666666666667,-11.8,23.004144158246437,1493.0302225855005,306.0849286304824
1,-47.5,-17.400000000000002,21.40124235139493,1751.8901694694491,239.10249076577492
1,-47.833333333333336,-27.4,19.181678021980137,1841.0142210479148,342.24614817068544
1,-74.16666666666667,-3,25.00203136907627,1806.3547838815186,520.2656941278353
1,-41.833333333333336,4.199999999999999,24.76583422681333,1669.7094347976233,540.5139230032969
1,-71.83333333333333,-28.200000000000003,19.616895029784633,1829.4122847355443,508.886942652299
1,-43.16666666666667,5.3999999999999995,25.44077408677595,1570.6448492569916,476.2212648774648
1,-42.5,9.4,25.70252816424634,1421.9943673852997,424.1104764142387
1,-69.5,0.5999999999999996,26.846527085483526,1845.801169347584,744.3588539950701
1,-62.833333333333336,5,26.402303970929367,1978.5978824605288,928.3311770186232
1,-60.5,9,28.049130239919062,1600.7368429697758,845.0634861219779
1,-71.16666666666667,9.8,29.26180735016324,1636.9501914707148,534.6949983414447
1,-71.83333333333333,-26.200000000000003,22.96405826147831,1867.2383826414014,469.7084213870954
1,-62.833333333333336,2.1999999999999993,27.569020136664452,1922.7801214944457,959.6650135553151
1,-41.16666666666667,-15.8,20.1894129810468,1489.9071285404498,371.70486097888215
1,-66.5,-8.600000000000001,28.570732695079627,1731.8145244178563,777.4980798659894
1,-65.5,-21,23.077072629956792,1735.8006681498662,683.4569249319753
1,-74.83333333333333,-2.200000000000001,23.172561088783034,1714.1540539724608,506.27410523584575
1,-67.5,-17.400000000000002,22.92991872869569,1679.8400286984395,603.3414048330999
1,-77.16666666666667,-6.600000000000001,22.793864816847822,1515.1284461478,406.78982684241294
1,-46.5,1,22.649115364574296,1827.344556611745,468.3563733965258
1,-40.833333333333336,2.5999999999999996,24.27523325309069,1712.6240471416427,600.2004760659329
1,-43.833333333333336,-5,24.2082477327921,1810.399388600507,463.85207864934824
1,-65.16666666666667,-11.8,23.06191486227825,1571.7657354939372,759.4758369499517
1,-41.833333333333336,5.3999999999999995,21.574016533656902,1738.2095472052254,523.326056721638
1,-60.833333333333336,-18.6,24.649052202427495,1754.4599983988282,721.5374454065815
1,-42.16666666666667,-0.6000000000000014,23.50924564036943,1648.7869746135686,555.2096559762167
1,-72.5,-22.200000000000003,23.098749365637886,1919.5654190519822,378.3716115437003
1,-46.5,-18.6,20.244231770245108,1701.918315803318,230.12296757618125
1,-53.833333333333336,-2.6000000000000014,22.761068442857407,1858.5637295087863,686.0055242457086
1,-69.16666666666667,9,29.344553393347137,1699.3199439157333,649.9624973734778
1,-57.833333333333336,-8.600000000000001,24.082236902383997,1697.7839291959522,779.0718378104491
1,-54.5,-18.200000000000003,21.340707245126232,1727.4717339639044,491.09768390049663
1,-52.833333333333336,6.6,25.886552079134532,1796.8591647217665,582.526587882735
1,-71.5,8.2,27.73572445252603,1651.293079110871,550.4457443867184
1,-63.16666666666667,-15.400000000000002,24.25312313994926,1556.0742476805617,744.1015404534644
1,-47.16666666666667,9,25.838986114430327,1382.1155387249844,361.1381444785302
1,-48.833333333333336,-18.6,19.49217965703014,1611.1297326350173,258.24612953510643
1,-68.83333333333333,-18.6,24.88229575509332,1811.7929485921322,537.9092333757814
1,-55.5,-8.2,24.964610786313447,1593.4342269589706,684.1381283555489
1,-65.83333333333333,-9.8,25.56411108873819,1708.0689220541142,777.544663049029
1,-74.83333333333333,-0.6000000000000014,24.022917475708503,1977.623303839124,513.6512992425501
1,-67.5,-28.200000000000003,22.153940356873797,2033.2056456989715,718.3697450355039
1,-78.83333333333333,-1.8000000000000007,24.311924714783462,1726.4922469652975,469.4207148795558
1,-56.16666666666667,-17.400000000000002,23.74838711137825,1525.399672892578,575.0359347697367
1,-57.833333333333336,1.799999999999999,26.617137998735586,1984.6426495503392,877.2685584489552
1,-58.16666666666667,-9,23.925185020943655,1651.7285041990713,783.4042634329342
1,-54.5,5.3999999999999995,25.95264519420946,1975.6959152298227,684.9883618008023
1,-57.833333333333336,0.1999999999999993,26.03483583590707,2096.218733999773,882.5615192598267
1,-43.16666666666667,-7,21.25416708030786,1736.7883720697278,448.814310258148
1,-50.833333333333336,-14.600000000000001,21.220585077581667,1387.5266511599755,349.3908793783252
1,-53.16666666666667,-27,19.063774594925462,1902.3987010538438,518.9098768103614
1,-70.5,-4.600000000000001,25.73368804682691,1695.53504114727,661.4689011647317
1,-55.5,5.3999999999999995,27.26710812909033,1656.564297760715,734.4055284959753
1,-48.833333333333336,-1,24.44657840433494,1725.7128034002283,496.47953535545093
1,-45.833333333333336,-1,23.741528625923838,1924.1801580385581,470.1634021375128
1,-60.833333333333336,4.199999999999999,26.843280727946507,1808.8996401091304,933.2147259135136
1,-69.16666666666667,-1,26.053837315902886,1958.152260856187,759.8112209609045
1,-55.833333333333336,-20.6,21.936337366192603,1846.7175106717143,560.9207561065164
1,-51.5,-10.600000000000001,21.44842326012145,1509.0692378666893,444.18652800856125
1,-73.5,5.8,24.875331076987738,1466.9497372067503,507.11109873812387
