bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao
77.25608825683594,59.7574577331543,32.4682502746582,25.717416763305664,1997,311,60,276,824,126,0.17187989790943756,137.86898562945143
78.72856903076172,53.27827453613281,31.11050033569336,24.902042388916016,1717,305,36,177,759,183,0.10032267990889396,294.0003647767897
80.86389923095703,53.62202835083008,31.817249298095703,25.218374252319336,2016,360,53,187,570,333,0.0175867922692238,98.8983825518196
88.1053695678711,35.429256439208984,31.70050048828125,26.029375076293945,2505,296,151,516,645,81,0.01589233206063,133.21199874513263
78.2732162475586,68.63226318359375,32.45574951171875,26.014875411987305,1691,299,28,128,813,30,0.06189059610550167,217.7040461239311
79.274261474609375,41.32319641113281,31.426250457763672,24.382915496826172,1850,303,38,204,865,208,0.06325512879371498,290.4991821554998
73.94593811035156,73.14632415771484,32.58124923706055,25.90541648864746,2656,383,42,161,958,58,0.09607819156623776,71.6090081621228
74.8680648803711,57.406986236572266,33.23649978637695,26.323375701904297,1759,276,20,416,156,138,0.0577188710674519,330.29212179971955
81.09661102294922,60.82156753540039,31.657249450683594,25.262083053588867,2337,332,50,185,816,189,0.2268087150176968,41.06963791167617
86.268951416015625,27.60175323486328,31.943500518798828,26.48295783996582,2579,320,97,654,519,46,0.02704845472396252,80.90657741299356
66.9397201538086,60.89440155029297,35.1245002746582,25.680665969848633,2204,341,8,319,943,298,0.1757356293821337,248.0543005567705
79.04108428955078,54.44990921020508,32.25325012207031,25.859458923339844,1996,358,59,202,517,248,0.04054219185114503,200.0496848851951
80.593231201171875,37.21385955810547,31.939498901367188,26.055583953857425,2600,332,68,566,252,108,0.01778071657648657,126.16590387938392
82.46988677978516,42.95452117919922,31.71500015258789,25.985124588012695,2534,454,23,124,1144,41,0.02081971014596761,315.1791473182663
78.98463439941406,54.83824157714844,31.25900077819824,24.83387565612793,1846,329,68,234,852,419,0.146477089184141,231.03889513917983
66.34281921386719,50.07878112792969,33.916500091552734,24.580583572387695,2179,345,12,315,950,463,0.23637905154516095,209.57515020374473
73.63087463378906,61.866180419921875,34.73350143432617,26.91116714477539,1777,310,4,457,42,209,0.17953296977331598,202.1100471634886
85.0842514038086,34.76892852783203,31.318498611450195,25.978500366210938,2769,298,153,578,643,82,0.04947486777551888,345.05246530255323
71.82392120361328,47.44673156738281,34.52899932861328,25.044374465942383,1901,277,16,314,760,238,0.05664709962281642,95.11676377427648
80.61170196533203,61.64055252075195,31.156749725341797,24.731582641601563,2254,348,67,239,793,332,0.14864437941672423,170.2810156724392
86.057769775390625,50.29505157470703,32.76300048828125,26.17916679382324,2381,425,35,145,1169,53,0.04827752043025813,25.633884798577636
85.25360107421875,41.28329086303711,32.0724983215332,25.65862464904785,2618,441,62,208,1160,37,0.02271387461318487,12.77544104718617
75.5248031616211,55.0538330078125,32.697750091552734,26.11220932006836,1836,275,17,449,141,152,0.0413224968188886,347.98269284063883
78.74950408935547,46.40925979614258,32.34700012207031,24.938167572021484,1541,308,16,183,787,260,0.0982357310994487,301.2142870449832
66.404876708984375,65.90294647216797,34.653499603271484,25.206083297729492,2234,335,9,143,973,416,0.20036948691237655,229.91496314101568
70.67298126220703,41.24565887451172,33.101749420166016,25.17362594604492,2214,333,16,293,141,142,0.02500559298778113,348.2692220536794
78.40560150146484,82.87056732177734,31.36924934387207,25.13745880126953,2202,321,38,854,162,197,0.03321290643756965,89.32956698592928
77.786468505859375,55.257476806640625,32.61399841308594,26.18929100036621,2343,331,79,357,945,95,0.02506397324604848,7.096992831690119
68.98632049560547,34.6224365234375,33.57025146484375,25.303667068481445,2027,314,10,283,133,238,0.02181528858450999,294.18780791212487
72.613494873046875,36.18296432495117,33.52674865722656,25.12779235839844,2075,321,18,295,950,231,0.03490870658441948,251.16493846907633
78.399200439453125,48.97871017456055,32.194000244140625,25.9737491607666,2300,317,39,553,230,109,0.04353124235995693,7.714309576559929
78.824737548828125,55.879913330078125,32.096500396728516,25.922500610351563,2197,352,95,291,771,229,0.0732691727179929,292.78015248280013
77.6502914428711,51.12898635864258,32.42924880981445,25.01549911499023,1316,266,10,160,675,242,0.0793790945638276,30.49649678714582
80.83707427978516,60.38728713989258,32.907501220703125,26.386417388916016,1839,357,48,265,977,99,0.06101981105477898,270
77.72249603271484,55.72395324707031,31.587499618530273,25.189708709716797,1791,301,39,202,752,155,0.05227474025391375,11.091150521951416
82.19042205810547,43.12702560424805,31.19124984741211,25.46616554260254,2505,314,73,629,270,203,0.03932667313711759,322.23747554665897
86.15560150146484,45.79401016235352,32.18199920654297,25.83858299255371,2405,437,38,202,1176,72,0.0829729866599915,52.82852926000069
89.50045013427734,32.330020904541016,31.85824966430664,26.216459274291992,2416,295,144,486,644,68,0.01360732280583273,358.37416631303415
77.68689727783203,68.97435760498047,33.51749801635742,26.64841651916504,2263,381,43,234,1021,9,0.06329797806971661,144.1376341082529
66.27685546875,33.76533508300781,34.17300033569336,25.498790740966797,2342,354,21,336,995,233,0.13125229542354183,26.214145823372935
77.44303131103516,58.3613166809082,32.75775146484375,26.272083282470703,2365,337,71,329,968,70,0.05054121320896518,332.1610596387802
67.15306091308594,42.30893325805664,34.82075119018555,25.87441635131836,2005,322,9,290,891,183,0.00198201288826242,11.369154697650298
79.18824768066406,54.99822998046875,32.105751037597656,25.59458351135254,1890,331,71,246,869,257,0.2977475790366796,249.84425250214093
85.731109619140625,62.235958099365234,31.732500076293945,24.955915451049805,1863,324,56,281,808,284,0.766705508232609,166.6909785168926
68.682373046875,101.22271728515624,33.429500579833984,25.575666427612305,1842,329,14,418,101,271,0.17067903326216788,197.8702692442593
75.051544189453125,60.7528190612793,33.07849884033203,26.060958862304688,1773,279,18,409,153,237,0.06087011048842257,233.119995159057
73.88236236572266,56.33839797973633,33.863250732421875,26.32349967956543,1761,303,5,445,42,237,0.03018844978734126,98.8865961577072
86.3158187866211,40.39421081542969,31.034000396728516,25.805583953857425,3268,329,224,756,872,103,0.02017601843588356,122.63785045783906
80.24760437011719,62.87565994262695,31.899999618530273,25.35212516784668,2272,358,95,304,804,235,0.206900157152509,189.5599743331475
74.17662811279297,30.936187744140625,33.152000427246094,24.341583251953125,1973,299,13,339,774,327,0.13593192236081875,275.24913582909784
89.019012451171875,26.999710083007813,31.57825088500977,26.32633399963379,2501,290,115,590,599,57,0.0064073738703719,166.03474363152324
74.16715240478516,33.426143646240234,33.333251953125,26.106876373291016,2424,346,31,566,999,105,0.07557629787004647,310.3841844041405
79.39363861083984,70.6507339477539,33.24674987792969,26.514249801635746,1660,352,35,229,845,114,0.03923733832358171,352.07299159020823
83.697479248046875,39.38385772705078,31.28325080871582,26.042165756225582,2636,494,16,115,875,32,0.05764279433517439,25.388764750860652
77.925994873046875,77.10240936279297,31.45400047302246,25.20641708374023,2088,285,35,678,139,185,0.04397213518003838,351.8303997858571
89.409423828125,32.1680793762207,31.913000106811523,26.25458335876465,2474,309,149,491,684,62,0.02167051734101421,14.442415503742753
85.41655731201172,28.019420623779297,32.234500885009766,26.672666549682617,2524,313,91,497,875,46,0.0466385890887453,315.77528234116875
81.32948303222656,36.872711181640625,31.77775001525879,26.074125289916992,2602,323,86,579,322,107,0.03925049400255858,119.67346269670377
82.54029846191406,42.1413459777832,31.47450065612793,25.68779182434082,2519,322,72,612,263,164,0.04983059352616256,76.92841593463716
85.6432876586914,55.51459884643555,31.756000518798828,25.3214168548584,2172,349,87,371,903,267,0.15195492765058724,73.04899255279824
75.07958221435547,47.96846008300781,33.58774948120117,25.088624954223633,1482,291,13,205,757,237,0.0703420019326212,359.68441753007227
71.87903594970703,70.8352279663086,33.48875045776367,25.940208435058594,1572,254,11,378,106,193,0.02117228450110229,162.6453673457647
78.54609680175781,40.93279266357422,31.635499954223633,24.442333221435547,1689,276,28,219,804,214,0.04813717094261319,300.5716585146184
69.596405029296875,51.84584426879883,33.079498291015625,24.845792770385746,1950,333,7,225,87,249,0.08202762581722967,338.96011553841726
70.6958999633789,57.03620147705078,33.40700149536133,24.857208251953125,1729,285,10,260,114,250,0.03007082116319419,72.70788688760483
78.38734436035156,31.965869903564453,32.725502014160156,26.113000869750977,2306,318,42,363,274,76,0.00747524842497932,8.968440224088885
83.76222229003906,51.67786407470703,32.85974884033203,25.904624938964844,2145,393,33,148,1066,117,0.01926659335360249,300.28303698267234
88.661102294921875,49.13063049316406,31.844249725341797,25.63224983215332,3532,419,227,728,1019,125,0.01811849288809614,41.34755171480412
72.67021179199219,62.166160583496094,32.8962516784668,25.401708602905273,1620,261,11,384,112,249,0.07571961799603039,31.00614959707307
81.654541015625,49.47763442993164,32.427001953125,26.1180419921875,2222,379,25,163,1045,35,0.02204861882176272,68.27566193159771
75.86894226074219,83.36237335205078,33.67224884033203,26.13166618347168,2113,359,20,91,861,16,0.02961090223356892,123.4509616886936
70.09330749511719,63.89164352416992,32.7760009765625,24.42650032043457,1677,275,8,253,92,352,0.24422884509132223,316.65112596727107
73.24202728271484,40.7467041015625,33.21500015258789,25.823707580566406,2286,350,20,516,192,84,0.00627069931960612,29.813937354418773
82.74339294433594,56.33771133422851,32.599998474121094,26.084875106811523,2298,347,48,196,767,17,0.05848270553411859,141.639637020132
81.257049560546875,39.2567138671875,31.620250701904297,25.8769588470459,2640,335,78,598,293,139,0.05980743733704367,112.94673799963026
71.6685791015625,67.1244888305664,33.13275146484375,25.651708602905273,1584,260,9,382,102,167,0.03244137586078637,204.4358834552579
80.85467529296875,36.459598541259766,32.00600051879883,26.023292541503903,2659,346,66,570,363,115,0.01167172939481261,86.18171186370252
85.4542236328125,64.26380157470703,33.18925094604492,26.139917373657227,1878,341,50,257,878,102,0.11012213902350244,111.96724882471035
79.93524169921875,44.24899673461914,31.9060001373291,25.842500686645508,2416,332,54,542,293,132,0.02753085875290919,18.955988314411663
84.46150207519531,42.63872528076172,31.782249450683594,26.45083236694336,2231,301,57,369,866,16,0.01372277368311404,28.608837798635584
87.9018325805664,26.44324111938477,31.86374855041504,26.50579071044922,3273,364,187,703,788,60,0.04383060996942711,36.21056157981931
88.69450378417969,46.856693267822266,32.35300064086914,25.985082626342773,2152,320,94,364,798,137,0.10955264433923366,198.71120399889497
77.15742492675781,61.17137908935547,32.46900177001953,25.926250457763672,2026,313,47,246,835,96,0.05354148853391466,336.14258880574573
77.06086730957031,82.577606201171875,31.89900016784668,25.051124572753903,1962,329,3,784,37,325,0.02970896468913083,282.8487225535931
90.14836883544922,37.03974914550781,30.684499740600582,24.52437400817871,2511,359,125,447,886,465,0.17500201925242956,222.12304950876583
81.30743408203125,61.13603210449219,31.139249801635746,24.547832489013672,2333,335,61,214,775,364,0.1393792739759083,90.79879884995896
75.51146697998047,77.62413787841797,33.06549835205078,26.118833541870117,2317,360,20,87,963,8,0.0096600979390874,87.69437806812583
71.96467590332031,43.80742645263672,34.34825134277344,24.963417053222656,1913,278,14,314,781,262,0.10714217152971726,107.08567746628196
76.5523452758789,33.5189323425293,33.33250045776367,26.386249542236328,2509,343,43,562,1012,80,0.02174158862499116,24.271324357587993
69.65840911865234,51.89427185058594,33.216251373291016,24.518125534057617,2097,360,11,262,108,243,0.01491389298914367,60.32369878941469
79.62348175048828,49.6645393371582,31.805999755859375,25.728666305541992,2244,326,46,491,161,149,0.01759597606271588,6.348101531739352
79.63031005859375,57.79298782348633,30.631500244140625,25.01766586303711,2246,297,71,692,232,240,0.06071565090179474,105.5946760576406
83.232940673828125,28.464683532714844,32.5672492980957,26.495874404907227,2340,299,74,465,853,63,0.00715817879942295,40.52937147518792
79.47198486328125,42.258811950683594,32.10124969482422,25.930625915527344,2525,336,49,567,300,122,0.02081815115083388,57.22377975855588
66.7451171875,53.61793899536133,35.24625015258789,25.714624404907227,2120,334,8,307,938,257,0.03657953482750671,23.98226370128825
72.29283142089844,32.916011810302734,34.144500732421875,25.404083251953125,1987,307,8,338,888,277,0.03227709074276783,357.91885072146397
68.61270904541016,92.44353485107422,33.68724822998047,25.61783218383789,1705,309,11,405,90,218,0.15704013714850368,224.74624700848756
80.77598571777344,54.46103286743164,33.578250885009766,26.08795928955078,2032,375,30,147,1012,93,0.0485343372299416,294.60589258832437
88.08396911621094,39.04511260986328,31.651750564575195,25.820083618164063,2269,414,53,212,1107,55,0.028581981998352,353.0102716633363
79.4674301147461,55.311256408691406,32.60350036621094,25.684249877929688,1575,329,20,244,790,112,0.1168630236467059,26.549387186728147
89.43226623535156,35.807167053222656,32.08224868774414,26.118541717529297,2657,357,147,510,830,54,0.02388919299090465,144.42837715432253
79.7145004272461,52.607696533203125,32.24174880981445,26.28350067138672,2276,344,90,301,775,103,0.13288764716538745,11.566921345705538
65.93885040283203,53.96622085571289,35.262001037597656,25.315542221069336,2245,344,7,369,1012,393,0.06573536933826697,77.71174681061498
77.680419921875,63.16831588745117,32.76599884033203,26.236000061035156,2397,376,61,272,964,83,0.05080883993782483,81.20062989312814
78.26361846923828,58.783729553222656,32.60525131225586,26.339000701904297,2167,317,64,257,845,65,0.02985935426930695,142.553782727929
79.7683334350586,52.8966064453125,32.272499084472656,26.249000549316406,2223,333,102,310,701,145,0.17201802516277584,133.913703326823
84.57316589355469,42.995140075683594,32.32175064086914,25.680707931518555,2552,399,69,230,1053,21,0.0264715711429682,3.34616771272348
71.852508544921875,40.85335159301758,32.87750244140625,25.516624450683594,2205,342,19,493,203,86,0.03480792088480472,291.61937791958707
73.89863586425781,53.54278945922851,33.09450149536133,25.99737548828125,1901,287,22,446,164,145,0.06572850682241406,29.640351846168077
81.99565887451172,32.816165924072266,31.902999877929688,26.16083335876465,2572,324,83,528,427,105,0.00548759930222549,315.08752082757917
86.66619873046875,26.552724838256836,32.084999084472656,26.59458351135254,2643,312,129,554,549,69,0.03298811781101149,94.730274409726
89.75072479248047,25.627731323242188,31.704999923706055,26.37958335876465,3175,352,192,711,856,69,0.00294457355865858,113.32456954547808
81.18317413330078,62.1088981628418,31.472000122070313,25.10220718383789,1981,297,44,148,710,230,0.3551059714461207,150.2085419337349
84.690582275390625,33.04263687133789,31.58300018310547,26.218292236328125,2805,318,147,607,617,84,0.0274929741303024,283.90435092266097
73.5086441040039,41.70995330810547,32.88325119018555,26.1478328704834,2249,328,37,444,952,175,0.02795418789675883,64.47102176441437
82.09075927734375,52.96925354003906,31.60474967956543,25.02945899963379,2015,355,48,177,570,360,0.03142254107660294,141.1841127825511
81.735992431640625,51.4534912109375,32.83774948120117,25.639957427978516,2023,378,27,209,1012,130,0.04289733500000028,55.19800667749258
83.68119812011719,56.72256088256836,32.9275016784668,26.47541618347168,1867,331,62,292,829,63,0.03660711579705818,143.7865964917743
77.77641296386719,52.69194793701172,33.34400177001953,25.603958129882813,1739,326,23,150,869,150,0.07891488886079423,208.76771695061927
80.53177642822266,50.38862228393555,32.13574981689453,25.509666442871097,2228,374,31,175,1029,67,0.03180868343638964,313.1713624606376
81.43822479248047,46.98853302001953,31.074750900268555,25.522624969482425,2418,292,69,733,273,160,0.03962341521299264,21.290047754020605
81.85859680175781,38.12031555175781,31.50824928283691,26.500165939331055,2524,266,139,545,564,73,0.01229265281318587,102.78542317283016
77.35332489013672,60.24837875366211,32.338748931884766,25.88058280944824,1981,311,43,221,819,83,0.06440585424814367,300.85644058470524
81.69438171386719,28.083173751831055,32.54375076293945,26.416250228881836,2331,303,64,474,349,53,0.04076487536903028,319.6996674321697
68.562469482421875,48.49653625488281,34.30424880981445,25.309707641601563,2066,328,11,342,883,323,0.0501241379399825,300.262342376712
86.05011749267578,38.99074172973633,31.208999633789063,25.74358367919922,2460,423,77,342,1151,37,0.01753024564492344,12.728191303638212
77.2291030883789,59.729217529296875,32.579498291015625,25.991748809814453,2231,321,66,313,906,108,0.04291550249563555,319.52306645366775
86.62813568115234,34.39453125,31.39175033569336,26.122833251953125,3100,333,189,638,719,77,0.0450341030737214,130.98381682629076
68.58831024169922,37.365692138671875,33.40774917602539,25.5072078704834,2232,337,26,310,962,261,0.10993158287558748,259.4072284006126
80.45475769042969,62.83641052246094,32.62424850463867,26.18762588500977,1973,327,67,253,868,44,0.09442990735599394,185.1617909551941
69.5053482055664,46.1072998046875,33.479251861572266,25.206541061401367,1955,327,7,226,93,195,0.10279898281794166,38.15631537465942
77.76106262207031,61.9123649597168,31.857500076293945,25.63104248046875,2107,298,31,512,113,152,0.06100334307960844,97.68815184142171
70.7085189819336,33.80951690673828,33.83124923706055,26.194416046142575,2022,301,18,299,864,102,0.14258817385549727,73.85909662781658
70.10284423828125,37.118892669677734,33.51274871826172,26.161540985107425,2251,335,26,476,989,163,0.08338219712016808,343.7633912596463
78.6280746459961,56.757198333740234,32.87300109863281,26.521249771118164,2150,305,79,296,860,23,0.02470068232573181,317.686012053867
76.0866470336914,39.93149948120117,32.4432487487793,24.90612411499023,1843,304,25,312,873,212,0.08813124462508638,28.656431009841175
71.48875427246094,51.57207489013672,33.1827507019043,25.18975067138672,2045,345,12,501,136,223,0.06764053878803014,49.94758468525306
76.79817199707031,35.921051025390625,33.27349853515625,26.57654190063477,2386,332,46,531,949,60,0.03659279383413901,287.29950330092873
76.47478485107422,77.629425048828125,31.20075035095215,25.31083297729492,1971,279,30,673,124,242,0.01598783991089313,18.559828333480095
83.67511749267578,40.585960388183594,31.38374900817871,25.591875076293945,2082,390,36,190,928,92,0.01793214340112753,302.80613532717865
75.32048797607422,38.32210922241211,32.92000198364258,25.981624603271484,2356,357,28,536,217,85,0.00544073801587246,1.272221872585407e-13
89.68888092041016,24.954172134399418,31.72450065612793,26.4459171295166,3395,372,203,777,883,63,0.02091968095231152,194.98311714769451
77.09406280517578,34.79608154296875,33.30400085449219,26.549541473388672,2449,337,46,545,979,61,0.01878049751102505,335.57320261646873
79.50914001464844,45.72593307495117,32.64099884033203,26.55795669555664,2152,270,77,396,784,39,0.01986731046443395,308.7520567845872
89.56636810302734,25.066118240356445,31.779998779296875,26.473249435424805,3561,387,216,758,926,61,0.02314758754032203,202.5726907069343
72.59339141845703,48.351287841796875,34.082000732421875,25.3365421295166,1590,291,20,173,773,184,0.12695540673859138,78.880877919824
69.58116149902344,56.740535736083984,33.988250732421875,25.20591735839844,1998,334,2,475,63,329,0.09153053528891228,234.72973780848065
70.59837341308594,56.42830276489258,35.42150115966797,26.27120780944824,1946,323,4,512,56,283,0.08810707469772502,78.80926192731825
84.531005859375,38.15365219116211,31.27549934387207,25.57437515258789,2098,397,42,185,936,82,0.03774480426611133,79.31964423214869
84.68116760253906,58.69449996948242,32.204498291015625,25.707792282104492,2060,357,68,354,891,195,0.20220532937894709,105.95215800807512
77.193389892578125,78.85020446777344,32.1150016784668,24.858583450317383,1906,324,3,757,35,372,0.11717115057219052,265.0529739233549
77.0063247680664,34.56985092163086,33.101497650146484,26.164709091186523,2157,305,38,334,269,56,0.01724660869050996,104.35132912296366
69.08014678955078,73.75804901123047,34.376251220703125,25.118457794189453,1860,328,1,465,44,335,0.02075479983700816,346.8244354804715
81.90155029296875,40.61793899536133,32.44675064086914,26.563291549682617,2220,271,80,407,802,41,0.01559767507172468,63.35384062309712
82.42094421386719,62.89217758178711,33.22275161743164,26.464458465576172,1558,336,44,236,794,136,0.4529033118834152,166.66412005381582
79.12772369384766,38.122283935546875,32.359249114990234,26.03908348083496,2655,353,46,594,320,111,0.0126908395569888,27.37077603265056
89.03853607177734,29.257240295410156,31.611249923706055,26.136417388916016,2686,329,161,550,683,61,0.01376581232775777,16.28930204958582
80.79436492919922,35.949520111083984,32.0052490234375,26.05841636657715,2652,348,67,566,366,111,0.0163897870537444,31.3936048145514
83.705535888671875,54.92138671875,32.31700134277344,26.101667404174805,2056,329,45,157,804,14,0.02904753786679104,33.95342944098818
73.6826171875,91.79176330566406,32.40974807739258,24.93291664123535,2213,409,3,768,37,313,0.03122375414874645,269.28685397785046
81.05339050292969,46.282772064208984,31.207000732421875,25.75824928283691,2567,291,98,748,336,161,0.0271531414982267,9.050808099876528
73.869049072265625,49.73634719848633,33.556251525878906,25.102291107177734,1334,254,11,200,670,230,0.02708870688898923,51.91039285432736
87.515625,26.964649200439453,31.69650077819824,26.450084686279297,2590,322,101,630,561,32,0.0127912350394379,54.74199773284406
68.211669921875,49.98612976074219,35.09175109863281,25.460832595825195,2096,329,6,306,955,335,0.08015434100783367,73.6675777433699
77.48046112060547,57.053367614746094,31.590499877929688,25.262500762939453,1833,303,39,196,766,142,0.0376985200725911,0.5877410697223135
82.69929504394531,54.62937927246094,32.06974792480469,25.471166610717773,1962,336,37,140,830,98,0.09318962788593944,13.671297745711987
79.4078140258789,71.03398132324219,32.18925094604492,25.33658218383789,1910,331,41,148,890,201,0.4414678528827579,152.21265673171803
81.78356170654297,42.42103958129883,31.35300064086914,26.28070831298828,2639,437,58,309,1270,2,0.01234684957106735,347.3543630731781
83.77562713623047,27.455738067626953,32.16550064086914,26.463125228881836,2415,309,82,524,410,74,0.00427847077135178,95.2115013053405
88.55489349365234,45.23786544799805,31.579999923706055,25.215625762939453,2317,353,97,396,875,314,0.41028485824851263,143.62098237287194
80.42774963378906,51.34457015991211,31.857749938964844,26.01720809936523,2344,339,95,334,802,146,0.1272758841806027,278.4277963041809
81.5541763305664,48.48493957519531,30.90799903869629,25.199501037597656,2353,302,60,719,231,218,0.05187006744654326,86.13359225257813
89.400848388671875,34.26601791381836,31.867250442504883,26.095748901367188,2576,339,154,499,765,42,0.01516125664529916,358.540989385269
78.49949645996094,54.27663803100586,31.227500915527344,25.502958297729492,2187,290,60,658,216,199,0.05086534649942105,50.64370579477784
82.7947006225586,46.171669006347656,31.92650032043457,25.478290557861328,2267,411,31,183,1099,91,0.02359274592765659,20.129920676443
77.61601257324219,75.20003509521484,34.510498046875,26.738916397094727,1689,352,19,112,939,14,0.01480663744002473,315.12588386908686
65.23107147216797,66.4885025024414,34.944000244140625,25.043916702270508,2267,342,9,148,992,471,0.2069621231332848,214.2887860900272
68.49195098876953,62.99732971191406,33.3072509765625,24.57841682434082,1924,329,4,437,67,372,0.04176638698746846,289.5706846956093
87.63155364990234,27.05204391479492,31.89349937438965,26.537750244140625,3050,339,183,634,656,52,0.01043906128941981,87.86650648626055
