lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,pa,tipo,pa_factor
-64.348888,-9.244167,73.4112548828125,50.661773681640625,33.3385009765625,26.11858367919922,1996,293,25,472,173,95,0.03638410195708275,335.2164611816406,1,presenca,presenca
-60.09,-2.3828,81.82691955566406,45.445594787597656,31.765499114990234,26.09608268737793,2404,319,98,427,790,99,0.053637146949768066,248.31417846679688,1,presenca,presenca
-56.464167,-4.672222,77.35296630859375,54.63097381591797,32.77975082397461,26.207624435424805,2134,309,65,388,839,73,0.020310867577791214,316.64251708984375,1,presenca,presenca
-64.736111,-9.444722,74.23649597167969,52.480735778808594,33.2234992980957,26.16904067993164,1857,263,24,446,171,113,0.021705150604248047,59.911869049072266,1,presenca,presenca
-64.617222,-9.263055,73.86454010009766,50.56161117553711,33.247501373291016,26.131290435791016,1948,281,25,465,172,102,0.03808905929327011,64.62584686279297,1,presenca,presenca
-48.798889,-2.180556,86.45116424560547,39.39651870727539,31.7237491607666,25.92275047302246,2437,423,64,216,1156,29,0.027675768360495567,296.7016906738281,1,presenca,presenca
-56.893889,-2.158056,77.27635955810547,66.43138122558594,32.89125061035156,26.25149917602539,2417,399,50,254,1012,69,0.04539602994918823,84.59654998779297,1,presenca,presenca
-60.658681,-3.154839,83.69599914550781,41.37446975708008,31.86349868774414,26.349416732788086,2236,304,51,363,876,42,0.03204062953591347,98.36908721923828,1,presenca,presenca
-62.05,-1.01,87.56275177001953,31.432470321655273,31.506250381469727,26.12787437438965,2594,341,150,474,832,32,0.037884801626205444,195.36521911621094,1,presenca,presenca
-48.330556,-3.34,86.885955810546875,40.19551467895508,31.6877498626709,25.675582885742188,2045,386,42,205,1016,112,0.10940095037221909,356.55499267578125,1,presenca,presenca
-48.483611,-3.285833,87.18194580078125,40.714012145996094,31.860750198364258,25.855499267578125,2125,397,46,209,1051,74,0.046505045145750046,350.428466796875,1,presenca,presenca
-59.407778,-10.223611,68.28376770019531,49.40061950683594,33.872249603271484,24.959625244140625,1949,332,8,230,91,272,0.19311568140983582,356.5066223144531,1,presenca,presenca
-60.063819,-3.553975,81.84859466552734,45.436492919921875,32.118499755859375,26.447250366210938,2184,285,60,369,834,28,0.02365141734480858,345.8006591796875,1,presenca,presenca
-59.74583,-2.41625,80.78584289550781,48.940696716308594,31.828248977661133,26.087833404541016,2376,315,98,408,802,105,0.032258376479148865,96.22453308105469,1,presenca,presenca
-63.216667,-9.1,71.271820068359375,48.023101806640625,33.02425003051758,25.540708541870117,2297,370,13,504,176,101,0.020734239369630814,325.5577697753906,1,presenca,presenca
-51.616667,0.166667,78.87757873535156,68.5295181274414,32.748748779296875,25.798166275024414,2338,345,37,150,901,44,0.0906987264752388,129.99468994140625,1,presenca,presenca
-51.62,-0.17,80.06658935546875,64.2341537475586,32.951751708984375,25.953582763671875,2383,329,46,194,900,12,0.04056879132986069,125.08304595947266,1,presenca,presenca
-58.966667,-4.116667,79.57337951660156,50.833099365234375,32.54999923706055,26.591251373291016,2234,292,85,362,837,34,0.02000410668551922,352.2170104980469,1,presenca,presenca
-63.11666,-9.16666,71.58234405517578,48.476871490478516,32.586997985839844,25.401500701904297,2351,380,13,510,177,113,0.024424979463219643,308.3545837402344,1,presenca,presenca
-54.355206,-11.524631,68.98633575439453,64.53893280029297,34.56850051879883,25.13774871826172,1890,331,1,481,47,352,0.037831470370292664,88.8227767944336,1,presenca,presenca
-65.18,-4.88,83.782257080078125,28.218034744262695,32.050750732421875,26.379249572753906,2442,316,89,500,408,90,0.009883420541882515,64.37184143066406,1,presenca,presenca
-56.126789,-9.839442,66.76979064941406,66.635986328125,36.36125183105469,25.923166275024414,2235,339,8,339,991,288,0.04045749828219414,8.353368759155273,1,presenca,presenca
-53.837778,-3.389167,79.39440155029297,52.688655853271484,31.072500228881836,24.802583694458008,1674,299,39,172,751,197,0.09057829529047012,337.93255615234375,1,presenca,presenca
-62.944722,-9.116111,71.64078521728516,47.546852111816406,32.5099983215332,25.34633445739746,2410,390,14,533,176,113,0.02670031599700451,329.17620849609375,1,presenca,presenca
-52.380833,-1.3825,82.68817901611328,56.890464782714844,32.548500061035156,26.10562515258789,2087,320,44,168,707,18,0.10370834916830063,141.55270385742188,1,presenca,presenca
-53.244722,-0.764722,80.872100830078125,62.30110549926758,30.87299919128418,24.51704216003418,2163,319,53,169,770,346,0.10309194773435593,218.7097625732422,1,presenca,presenca
-48.583333,-3.794722,85.63500213623047,42.444908142089844,32.05699920654297,25.776582717895508,2044,383,36,211,1021,113,0.028883837163448334,288.026611328125,1,presenca,presenca
-63.251111,-8.915278,72.39253234863281,45.38854217529297,32.66225051879883,25.48370933532715,2287,363,15,500,178,95,0.021994037553668022,297.348876953125,1,presenca,presenca
-51.954722,-3.227222,79.98931121826172,56.432159423828125,32.276248931884766,25.126249313354492,2133,371,36,154,972,147,0.09099938720464706,45.19853973388672,1,presenca,presenca
-64.205556,-9.143889,73.23704528808594,48.799835205078125,33.14925003051758,25.975582122802734,2064,311,24,481,172,94,0.03157304599881172,320.8458557128906,1,presenca,presenca
-64.591356,-9.411556,73.602935791015625,52.54551696777344,33.40925216674805,26.13545799255371,1920,275,25,461,175,121,0.04312306270003319,21.838863372802734,1,presenca,presenca
-64.654939,-9.620525,73.82600402832031,53.68148422241211,33.265499114990234,26.085248947143555,1884,273,24,449,171,135,0.05064395070075989,12.953125953674316,1,presenca,presenca
-56,-4,77.2273941040039,61.41438293457031,33.09175109863281,26.128082275390625,2019,306,66,305,829,63,0.16581879556179047,168.42141723632813,1,presenca,presenca
-65.355556000000007,-4.898333,83.62947845458984,28.80950355529785,32.035247802734375,26.37583351135254,2461,319,87,502,408,88,0.008399343118071556,33.60932540893555,1,presenca,presenca
-56.893889,-2.891389,76.26275634765625,67.24627685546875,33.07324981689453,26.430707931518555,2474,341,75,289,941,39,0.05117570608854294,344.6717834472656,1,presenca,presenca
-59,-1,79.74312591552734,51.84115982055664,32.23225021362305,26.27833366394043,2273,339,101,313,646,122,0.06241832301020622,149.9319305419922,1,presenca,presenca
-56.457222,-1.815556,78.56199645996094,65.53587341308594,32.84225082397461,26.23200035095215,2431,399,61,274,983,98,0.129510760307312,131.54098510742188,1,presenca,presenca
-48.473333,-2.102778,86.66753387451172,37.963687896728516,31.253250122070313,25.771333694458008,2390,419,72,334,1133,36,0.012650096789002419,10.556940078735352,1,presenca,presenca
-48.288222,-3.725667,85.0475082397461,41.24590301513672,31.98175048828125,25.653541564941406,1964,374,36,207,983,130,0.016671687364578247,207.6503448486328,1,presenca,presenca
-59.116667,-0.583333,80.0585708618164,51.33632278442383,32.129249572753906,26.200166702270508,2221,333,103,322,714,156,0.1461978554725647,233.6455535888672,1,presenca,presenca
-59.116667,0.583333,79.5179443359375,53.92979049682617,32.474998474121094,26.253623962402344,1925,334,79,261,817,160,0.077598676085472107,264.25146484375,1,presenca,presenca
-63,-5,83.37376403808594,26.73757553100586,32.41475296020508,26.704124450683594,2406,307,80,665,389,37,0.0038792849518358707,53.05300521850586,1,presenca,presenca
-52.916667,-1.116667,81.69377136230469,61.066070556640625,32.26824951171875,25.820249557495117,1903,286,41,142,653,80,0.10061599314212799,212.23414611816406,1,presenca,presenca
-52.583333,-0.666667,81.31414031982422,62.38731002807617,32.42974853515625,25.808334350585938,2254,321,50,182,769,77,0.1400032639503479,147.8463592529297,1,presenca,presenca
-52.7,-0.783333,81.25950622558594,61.535404205322266,31.978500366210938,25.465499877929688,2171,310,49,171,750,147,0.3317132890224457,142.59042358398438,1,presenca,presenca
-54.718333,-2.436111,77.29105377197266,63.638057708740234,31.684249877929688,25.825416564941406,1989,361,29,140,976,24,0.15474794805049896,6.019239902496338,1,presenca,presenca
-58.966667,-0.116667,79.57200622558594,52.8272590637207,31.878999710083008,25.74795913696289,2155,341,97,307,774,245,0.18239045143127441,253.9191436767578,1,presenca,presenca
-60.05,-3.166667,81.79431915283203,49.14425277709961,32.04050064086914,26.337749481201172,2198,298,54,368,863,27,0.022752391174435616,154.85980224609375,1,presenca,presenca
-59.800556,-2.991389,80.688385009765625,49.45139694213867,31.88774871826172,26.183834075927734,2345,304,79,397,852,81,0.09139823168516159,165.8016357421875,1,presenca,presenca
-52.8731,-10.8339,69.62115478515625,56.69300079345703,34.96424865722656,25.757583618164063,2063,347,3,539,57,308,0.0211253073066473,260.4699401855469,1,presenca,presenca
-51.855556,1.515833,77.81646728515625,68.22516632080078,32.217498779296875,25.478166580200195,2446,335,54,193,872,155,0.03864770755171776,202.31491088867188,1,presenca,presenca
-67.81,-9.9747,70.40094757080078,85.01011657714844,32.122249603271484,25.757333755493164,1668,206,61,485,227,156,0.010193810798227787,122.25779724121094,1,presenca,presenca
-48.81,-3.483056,87.7900161743164,41.86274337768555,31.859498977661133,25.86170768737793,2168,401,42,209,1076,85,0.05944322794675827,324.1623229980469,1,presenca,presenca
-52.08,0.39,79.930755615234375,65.759979248046875,31.98324966430664,25.418874740600586,2380,328,52,188,865,162,0.09188885241746902,89.030670166015625,1,presenca,presenca
-51.18,2.75,75.32393646240234,66.43402099609375,32.5994987487793,25.80179214477539,2807,413,51,196,987,59,0.0840103030204773,66.26832580566406,1,presenca,presenca
-51.36,1.35,76.36022186279297,72.65238189697266,32.20750045776367,25.54341697692871,2421,344,42,153,923,142,0.03502379730343819,112.16431427001953,1,presenca,presenca
-51.71,2.48,76.53456115722656,65.8624496459961,32.22249984741211,25.34612464904785,2635,381,55,201,910,162,0.14087876677513123,43.71847915649414,1,presenca,presenca
-51.04,2.21,73.94593811035156,73.14632415771484,32.58124923706055,25.90541648864746,2656,383,42,161,958,58,0.09607819467782974,71.6090087890625,1,presenca,presenca
-51.18,3.24,74.10740661621094,62.537696838378906,32.94974899291992,25.947250366210938,2955,437,52,208,1040,19,0.07012670487165451,52.03840637207031,1,presenca,presenca
-51.31,2.93,75.12821197509766,64.55435943603516,32.60350036621094,25.786209106445313,2844,423,51,188,1008,54,0.06918376684188843,67.19527435302734,1,presenca,presenca
-51.899289,0.129209,80.16618347167969,64.46949768066406,32.22650146484375,25.686708450317383,2389,330,47,183,882,104,0.11639837920665741,112.78620147705078,1,presenca,presenca
-51.18,1.76,75.20294189453125,73.1820297241211,32.3432502746582,25.714458465576172,2505,358,40,154,943,106,0.12287301570177078,74.78077697753906,1,presenca,presenca
-51.8,3.43,75.0655517578125,56.937232971191406,32.486000061035156,25.46404266357422,3153,500,78,280,1038,96,0.08882825821638107,51.59250259399414,1,presenca,presenca
-51.04,2.48,74.0407943725586,72.23548126220703,32.7130012512207,25.944292068481445,2665,388,43,162,957,45,0.0871279165148735,74.21172332763672,1,presenca,presenca
-51.31,2.16,74.86346435546875,72.06009674072266,32.4057502746582,25.753000259399414,2595,371,45,168,948,92,0.09356937557458878,63.614688873291016,1,presenca,presenca
-52.18,1.22,79.15091705322266,66.46350860595703,32.052249908447266,25.377500534057617,2406,325,63,207,844,176,0.018457919359207153,157.88079833984375,1,presenca,presenca
-51.75,3.24,75.0606918334961,57.92072296142578,32.44050216674805,25.414125442504883,3002,463,72,257,1003,113,0.08326685428619385,59.731117248535156,1,presenca,presenca
-52.35,0.16,80.518951416015625,63.537132263183594,31.69824981689453,25.171916961669922,2397,318,52,195,857,217,0.10982601344585419,214.4642333984375,1,presenca,presenca
-52.08,1.26,78.92192840576172,67.700164794921875,32.138999938964844,25.45862579345703,2411,328,62,203,857,159,0.022688813507556915,60.2164421081543,1,presenca,presenca
-52.384179,0.730238,80.150299072265625,65.02742004394531,31.780000686645508,25.176708221435547,2406,320,61,211,835,213,0.2383039891719818,50.74717712402344,1,presenca,presenca
-51.51,-1.73,83.68457794189453,48.858375549316406,32.18299865722656,25.774999618530273,2231,329,48,190,831,45,0.028323648497462273,84.48847961425781,1,presenca,presenca
-67.41666666666667,-2.5833333333333304,85.86112976074219,33.49116516113281,31.430500030517578,26.156665802001953,3037,319,176,639,779,58,0.06195008009672165,117.6594467163086,0,background,background
-52.25,-3.9166666666666643,79.81321716308594,46.328285217285156,31.22049903869629,24.534542083740234,2155,362,36,170,955,190,0.07599012553691864,15.959186553955078,0,background,background
-58.583333333333336,-10.749999999999996,68.23628997802734,55.169429779052734,33.87324905395508,25.06712532043457,1959,339,4,240,64,281,0.11402823776006699,92.34391784667969,0,background,background
-51.91666666666667,-12.249999999999996,72.39082336425781,90.10664367675781,33.9322509765625,26.0867919921875,1662,307,2,415,50,324,0.041104938834905624,267.8326721191406,0,background,background
-56.41666666666667,-5.416666666666664,75.05656433105469,46.463111877441406,32.817501068115234,25.873416900634766,2380,351,48,455,971,160,0.09341095387935638,32.37577438354492,0,background,background
-64.08333333333333,-10.916666666666664,74.05870819091797,58.46934127807617,32.51274871826172,25.352209091186523,1744,273,16,413,137,301,0.279166042804718,211.11538696289063,0,background,background
-56.25,-5.7499999999999964,73.713470458984375,43.647308349609375,33.037498474121094,25.841291427612305,2507,382,42,501,1046,163,0.023322589695453644,349.45660400390625,0,background,background
-67.08333333333333,-4.416666666666664,82.33708953857422,33.808387756347656,31.80175018310547,26.253042221069336,2639,324,110,570,392,91,0.01281587965786457,346.014404296875,0,background,background
-52.583333333333336,-12.749999999999996,70.01180267333984,99.61958312988281,34.471248626708984,25.57666778564453,1627,291,2,392,42,331,0.037844616919755936,320.36920166015625,0,background,background
-50.41666666666667,-6.08333333333333,76.85125732421875,41.9447135925293,31.3489990234375,23.11858367919922,1903,303,20,274,840,551,0.2877177894115448,344.6660461425781,0,background,background
-62.25,-0.9166666666666643,87.50218963623047,32.19338607788086,31.5310001373291,26.11483383178711,2642,358,145,476,872,37,0.03318721801042557,217.22332763671875,0,background,background
-65.08333333333333,0.4166666666666696,90.33860778808594,35.13673400878906,32.29724884033203,26.136709213256836,2484,324,143,484,745,98,0.33764126896858215,105.21395874023438,0,background,background
-63.41666666666667,-2.9166666666666643,89.07537841796875,26.22742462158203,31.506999969482422,26.32079315185547,2564,298,123,597,624,59,0.005183476954698563,167.07337951660156,0,background,background
-60.583333333333336,-12.583333333333329,69.316192626953125,80.61151885986328,32.385501861572266,24.255958557128906,1803,301,9,427,87,447,0.21464551985263824,283.3999938964844,0,background,background
-55.75,-7.7499999999999964,67.24951934814453,49.078433990478516,34.33625030517578,25.40391731262207,2116,339,12,293,933,289,0.05960926413536072,71.36993408203125,0,background,background
-59.25,-15.583333333333329,68.09712219238281,158.0812530517578,33.537750244140625,26.56391716003418,1533,270,19,511,109,308,0.17833682894706726,31.56486701965332,0,background,background
-59.41666666666667,-7.916666666666664,70.085540771484375,34.0952262878418,33.48699951171875,25.534208297729492,2025,307,13,295,879,200,0.08914182335138321,209.31716918945313,0,background,background
-64.91666666666667,-5.58333333333333,81.5342788696289,29.19474220275879,32.32624816894531,26.34925079345703,2660,343,81,573,406,80,0.009050928056240082,121.01416015625,0,background,background
-55.25,-2.5833333333333304,77.29167175292969,63.33254623413086,32.036251068115234,25.844499588012695,1875,312,32,168,867,44,0.10276519507169724,63.49750900268555,0,background,background
-52.91666666666667,-11.249999999999996,69.72623443603516,66.02891540527344,34.81650161743164,25.703250885009766,1942,332,2,500,51,306,0.013934744521975517,248.7427978515625,0,background,background
-49.75,-7.7499999999999964,71.21269989013672,48.30644989013672,35.17150115966797,25.538249969482422,1901,278,13,297,809,181,0.020572038367390633,119.41706085205078,0,background,background
-57.583333333333336,-9.249999999999996,67.378082275390625,42.18022155761719,34.120750427246094,25.06879234313965,1973,319,7,282,885,332,0.10083792358636856,50.5131721496582,0,background,background
-57.25,-4.7499999999999964,77.19884490966797,51.50705337524414,32.41175079345703,26.08304214477539,2329,326,70,393,921,153,0.12016500532627106,314.5712585449219,0,background,background
-51.25,-8.58333333333333,72.144775390625,36.19257354736328,33.693748474121094,24.664125442504883,1968,295,9,331,853,387,0.1791309416294098,296.4070739746094,0,background,background
-50.91666666666667,-1.7499999999999973,84.014434814453125,43.48779296875,32.302249908447266,25.802791595458984,2376,347,63,225,933,25,0.015963289886713028,129.26931762695313,0,background,background
-55.583333333333336,-2.9166666666666643,77.5718994140625,60.69269561767578,32.14324951171875,25.811708450317383,1957,312,37,196,818,85,0.1171099841594696,301.62213134765625,0,background,background
-48.41666666666667,-1.2499999999999973,82.01123046875,44.5046501159668,31.077499389648438,26.011333465576172,2698,464,63,303,1303,12,0.030306411907076836,289.47540283203125,0,background,background
-66.75,-3.9166666666666643,84.19124603271484,31.087665557861328,31.703500747680664,26.250083923339844,2786,340,130,599,570,96,0.014886715449392796,80.9885025024414,0,background,background
-65.41666666666667,-3.9166666666666643,85.24498748779297,27.6153507232666,32.00699996948242,26.452375411987305,2532,319,118,522,493,83,0.008837804198265076,52.0029411315918,0,background,background
-55.41666666666667,-3.4166666666666643,77.636932373046875,59.88654708862305,32.1879997253418,25.7552490234375,1882,303,41,210,787,82,0.13859455287456512,97.89727783203125,0,background,background
-59.91666666666667,1.2500000000000027,79.74809265136719,56.028018951416016,32.56449890136719,26.113250732421875,1843,346,57,257,943,150,0.11344911903142929,193.38136291503906,0,background,background
-64.41666666666667,1.2500000000000027,90.4421157836914,38.57364273071289,32.46574783325195,26.059459686279297,2435,341,123,430,775,146,0.7065110802650452,156.79562377929688,0,background,background
-61.583333333333336,-4.58333333333333,84.950225830078125,29.87679100036621,32.281497955322266,26.673416137695313,2506,310,90,496,872,49,0.010870896279811859,85.89996337890625,0,background,background
-67.58333333333333,-2.2499999999999973,86.6216812133789,36.05522155761719,31.232999801635742,25.97104263305664,3127,331,193,647,837,94,0.012895741499960423,98.666290283203125,0,background,background
-62.25,-10.249999999999996,69.4651107788086,50.687171936035156,33.859249114990234,25.041166305541992,2069,321,13,264,130,156,0.012275168672204018,53.02058410644531,0,background,background
-58.91666666666667,-0.4166666666666643,79.96216583251953,52.03169250488281,31.653499603271484,25.64550018310547,2214,339,102,317,737,274,0.14233911037445068,241.81398010253906,0,background,background
-68.58333333333333,-4.2499999999999964,83.06584930419922,37.42330551147461,31.315750122070313,26.009124755859375,2601,301,121,577,512,130,0.029785413295030594,80.9921646118164,0,background,background
-65.58333333333333,-9.249999999999996,75.5248031616211,55.0538330078125,32.697750091552734,26.11220932006836,1836,275,17,449,141,152,0.0413224957883358,347.9826965332031,0,background,background
-61.583333333333336,1.0833333333333357,85.88774871826172,51.42179870605469,32.864749908447266,26.489665985107422,1946,327,69,268,906,46,0.0035188624169677496,173.7008056640625,0,background,background
-50.75,-5.916666666666664,77.21300506591797,37.93119430541992,32.11825180053711,24.068374633789063,1860,305,18,249,848,352,0.09360965341329575,305.2442626953125,0,background,background
-62.75,-8.58333333333333,71.51457977294922,44.22679138183594,32.65824890136719,25.412416458129883,2301,359,17,516,189,96,0.022319478914141655,352.9676513671875,0,background,background
-52.75,-11.083333333333329,69.40299224853516,60.55342102050781,35.35350036621094,25.83966636657715,1990,333,3,519,58,319,0.03562263399362564,280.6880187988281,0,background,background
-71.75,-7.2499999999999964,79.8653564453125,51.532867431640625,30.816499710083008,25.312376022338867,2340,281,75,731,263,188,0.04818938300013542,3.816665747010707e-14,0,background,background
-58.41666666666667,-3.5833333333333304,78.56657409667969,55.94375991821289,32.70750045776367,26.508541107177734,2212,308,80,318,879,38,0.0248719435185194,1.2722218874358041e-14,0,background,background
-54.75,-4.416666666666664,77.75642395019531,49.81413269042969,31.291749954223633,24.49774932861328,1881,315,43,273,815,318,0.0937066525220871,90.95052337646484,0,background,background
-66.58333333333333,-9.416666666666664,74.33763885498047,65.13176727294922,32.512001037597656,26.082416534423828,1906,282,15,478,150,149,0.037320517003536224,323.30352783203125,0,background,background
-53.083333333333336,-9.416666666666664,69.9904556274414,36.160438537597656,34.395751953125,25.35995864868164,2090,340,7,363,953,332,0.017304491251707077,298.1393737792969,0,background,background
-54.583333333333336,-9.249999999999996,65.57903289794922,62.65822982788086,34.56050109863281,24.774791717529297,2182,331,9,154,952,499,0.29659706354141235,110.79845428466797,0,background,background
-63.583333333333336,-4.2499999999999964,86.20588684082031,27.529314041137695,31.945249557495117,26.538249969482422,2195,261,84,570,435,53,0.028413312509655952,64.043975830078125,0,background,background
-64.75,-8.58333333333333,75.2662124633789,45.50616455078125,32.87575149536133,26.009790420532227,2122,304,24,505,177,109,0.011343707330524921,31.076915740966797,0,background,background
-70.91666666666667,-6.7499999999999964,81.674346923828125,45.708168029785156,31.022249221801758,25.510082244873047,2459,291,71,752,277,174,0.052139706909656525,169.69320678710938,0,background,background
-61.41666666666667,-0.08333333333333037,86.12378692626953,41.82843017578125,32.36149978637695,26.56974983215332,2267,340,104,373,865,39,0.010221527889370918,351.3114929199219,0,background,background
-53.75,-4.7499999999999964,77.9242935180664,43.853424072265625,31.94325065612793,24.870832443237305,1712,296,26,248,818,189,0.03317892178893089,67.26134490966797,0,background,background
-54.75,-1.9166666666666643,78.38079833984375,66.06459045410156,32.540748596191406,26.064916610717773,1640,295,27,154,791,13,0.06563529372215271,212.77780151367188,0,background,background
-47.41666666666667,-3.5833333333333304,83.159271240234375,45.84126281738281,31.968250274658203,25.364707946777344,1827,358,36,184,906,161,0.07384941726922989,98.1684799194336,0,background,background
-62.91666666666667,-6.58333333333333,76.889404296875,34.669193267822266,32.989749908447266,26.05329132080078,2181,306,39,338,266,70,0.028533615171909332,119.3613052368164,0,background,background
-58.083333333333336,0.9166666666666696,78.95861053466797,54.785499572753906,31.277250289916992,24.984708786010742,1946,337,68,229,819,432,0.35262757539749146,232.84791564941406,0,background,background
-53.083333333333336,-2.0833333333333304,82.52385711669922,56.92380142211914,31.967750549316406,25.86887550354004,1812,295,30,113,663,51,0.14112921059131622,343.9521179199219,0,background,background
-52.91666666666667,-7.416666666666664,72.44480895996094,31.89910125732422,33.4787483215332,24.68516731262207,2025,302,15,333,896,316,0.06121344119310379,93.27555084228516,0,background,background
-65.58333333333333,-9.08333333333333,75.7081298828125,53.49128723144531,32.654998779296875,26.082332611083984,1875,272,19,462,141,144,0.04899158701300621,1.82890784740448,0,background,background
-59.41666666666667,-0.9166666666666643,80.36267852783203,49.24568557739258,32.12324905395508,26.2432918548584,2250,319,109,341,670,129,0.07016081362962723,175.5817108154297,0,background,background
-50.91666666666667,-4.2499999999999964,80.703338623046875,44.15254211425781,31.60849952697754,24.8105411529541,1901,356,30,186,952,186,0.07730495184659958,82.48960876464844,0,background,background
-57.583333333333336,-14.583333333333329,74.8887710571289,116.3356704711914,31.977998733520508,25.632457733154297,1697,294,10,799,64,310,0.09908310323953629,224.12994384765625,0,background,background
-69.75,-10.749999999999996,72.82194519042969,83.921630859375,31.355998992919922,25.038541793823242,1666,229,21,579,78,311,0.028055576607584953,342.898193359375,0,background,background
-45.41666666666667,-1.4166666666666643,83.69780731201172,37.12318801879883,31.308298110961914,26.260650634765625,2243,447,9,81,1168,8,0.024999160319566727,25.62575340270996,0,background,background
-54.91666666666667,1.0833333333333357,81.43701171875,55.43341064453125,31.420000076293945,24.844165802001953,2125,352,59,202,641,376,0.05457412078976631,29.684467315673828,0,background,background
-50.25,-3.0833333333333304,85.0110092163086,44.378883361816406,32.03200149536133,25.712291717529297,2407,443,39,197,1176,64,0.031764473766088486,7.693377494812012,0,background,background
-54.41666666666667,-7.2499999999999964,70.67644500732422,41.01142501831055,33.74300003051758,25.14408302307129,2196,341,13,310,1011,286,0.03698410838842392,271.80645751953125,0,background,background
-51.583333333333336,-9.08333333333333,71.93596649169922,37.450286865234375,33.54199981689453,24.697500228881836,1967,305,8,324,72,430,0.03280367702245712,122.216064453125,0,background,background
-55.75,-0.7499999999999973,80.05892181396484,61.632999420166016,31.65825080871582,25.102582931518555,2469,372,110,348,822,311,0.11102721840143204,247.1370391845703,0,background,background
-64.91666666666667,-4.58333333333333,84.536529541015625,27.00992202758789,32.03300094604492,26.430376052856445,2308,297,90,473,402,86,0.013341055251657963,125.63353729248047,0,background,background
-60.75,-6.416666666666664,77.31877136230469,33.549564361572266,33.31975173950195,26.498790740966797,2507,339,46,554,1004,67,0.021546583622694016,7.249791145324707,0,background,background
-47.583333333333336,-3.0833333333333304,84.397613525390625,43.40176773071289,31.774499893188477,25.524749755859375,1966,383,44,184,972,115,0.08839374035596848,311.5959167480469,0,background,background
-54.41666666666667,-4.916666666666664,76.74385833740234,46.360347747802734,31.88224983215332,24.709999084472656,1827,312,29,287,849,261,0.022112900391221046,307.9598388671875,0,background,background
-55.41666666666667,-12.583333333333329,72.72753143310547,78.67095947265625,32.8802490234375,24.646291732788086,1904,332,1,761,23,399,0.04631638899445534,322.0660400390625,0,background,background
-69.08333333333333,-4.7499999999999964,81.93342590332031,38.861053466796875,31.273000717163086,26.019332885742188,2644,307,109,605,479,151,0.023709235712885857,0.9360978603363037,0,background,background
-60.41666666666667,-10.916666666666664,69.96630859375,56.096744537353516,33.08399963378906,24.892667770385742,1978,343,7,238,90,207,0.08512017130851746,315.41680908203125,0,background,background
-52.91666666666667,-6.58333333333333,73.77947235107422,31.478572845458984,33.41350173950195,24.83129119873047,1996,308,23,301,892,224,0.050457991659641266,12.000603675842285,0,background,background
-56.25,-3.9166666666666643,77.3270492553711,59.11042404174805,32.51100158691406,25.91812515258789,2071,309,63,293,844,111,0.029502330347895622,324.75628662109375,0,background,background
-55.25,-12.083333333333329,70.8752670288086,70.67808532714844,33.79375076293945,24.963167190551758,1853,318,1,466,45,364,0.037060875445604324,54.03990173339844,0,background,background
-62.41666666666667,0.5833333333333357,87.99011993408203,44.90270233154297,32.37200164794922,26.238290786743164,1972,310,90,310,710,52,0.02575356513261795,185.1601104736328,0,background,background
