lon,lat,pa,tipo,pred_rf,pred_bin_rf
-67.41666666666667,-1.2499999999999971,0,background,0.011345238095238092,0
-56.91666666666667,-12.916666666666664,0,background,0.01603690476190476,0
-50.583333333333336,0.25000000000000266,0,background,0.08509722222222224,0
-55.75,1.9166666666666692,0,background,0.17392380952380954,1
-60.583333333333336,1.9166666666666692,0,background,0.1317511904761905,0
-61.75,-1.7499999999999971,0,background,0.02179047619047619,0
-63.583333333333336,-1.0833333333333304,0,background,0.027516269841269838,0
-60.583333333333336,3.5833333333333357,0,background,0.1228031746031746,0
-67.08333333333333,-0.7499999999999973,0,background,0.01863730158730158,0
-67.41666666666667,-2.4166666666666643,0,background,0.008602777777777777,0
-52.083333333333336,-9.58333333333333,0,background,0.004854761904761904,0
-67.75,-7.916666666666664,0,background,0.03583373015873017,0
-56.75,-3.2499999999999964,0,background,0.10831190476190473,0
-51.41666666666667,4.083333333333336,0,background,0.3967341269841271,1
-51.083333333333336,-7.08333333333333,0,background,0.010973809523809523,0
-68.25,-2.9166666666666643,0,background,0.01495079365079365,0
-52.91666666666667,-1.5833333333333304,0,background,0.16096666666666667,1
-45.91666666666667,-1.2499999999999971,0,background,0.12358650793650788,0
-61.25,2.7500000000000027,0,background,0.15345119047619038,1
-66.08333333333333,-8.08333333333333,0,background,0.1193154761904762,0
-53.25,-6.2499999999999964,0,background,0.038090476190476195,0
-65.08333333333333,-7.416666666666664,0,background,0.012975,0
-61.75,-9.08333333333333,0,background,0.10907222222222221,0
-64.91666666666667,-2.7499999999999964,0,background,0.057794444444444454,0
-52.91666666666667,-3.916666666666664,0,background,0.10112976190476196,0
-55.75,-0.08333333333333037,0,background,0.07647857142857145,0
-67.91666666666667,-2.0833333333333304,0,background,0.011777777777777778,0
-65.75,-8.249999999999996,0,background,0.14472817460317455,1
-52.083333333333336,-4.2499999999999964,0,background,0.09102896825396828,0
-61.583333333333336,3.5833333333333357,0,background,0.23341309523809525,1
-67.41666666666667,-3.2499999999999964,0,background,0.0035456349206349205,0
-59.583333333333336,-8.416666666666664,0,background,0.0360563492063492,0
-51.25,-8.416666666666664,0,background,0.008408333333333332,0
-54.75,-7.416666666666664,0,background,0.027188095238095237,0
-61.75,-10.58333333333333,0,background,0.0328297619047619,0
-70.58333333333333,-6.08333333333333,0,background,0.0058992063492063485,0
-72.08333333333333,-6.2499999999999964,0,background,0.029551190476190474,0
-55.583333333333336,-4.7499999999999964,0,background,0.062371031746031744,0
-60.75,-5.916666666666664,0,background,0.046689682539682545,0
-48.41666666666667,-2.9166666666666643,0,background,0.430138492063492,1
-60.083333333333336,-12.083333333333329,0,background,0.015105555555555554,0
-61.75,-7.2499999999999964,0,background,0.029963095238095244,0
-51.583333333333336,-6.08333333333333,0,background,0.0028095238095238095,0
-58.083333333333336,-2.0833333333333304,0,background,0.05058452380952382,0
-54.083333333333336,-1.4166666666666643,0,background,0.30419563492063495,1
-69.41666666666667,-4.7499999999999964,0,background,0.008925793650793651,0
-45.75,-2.2499999999999973,0,background,0.0577214285714286,0
-67.08333333333333,-9.58333333333333,0,background,0.03463730158730158,0
-61.583333333333336,-11.583333333333329,0,background,0.048925396825396844,0
-54.75,-7.7499999999999964,0,background,0.029866269841269825,0
-62.25,-5.58333333333333,0,background,0.07320992063492064,0
-68.41666666666667,-2.2499999999999973,0,background,0.03553730158730158,0
-67.75,-7.2499999999999964,0,background,0.11925198412698411,0
-54.41666666666667,-8.249999999999996,0,background,0.010739682539682539,0
-47.41666666666667,-2.2499999999999973,0,background,0.21925,1
-69.75,-6.2499999999999964,0,background,0.01140396825396825,0
-57.91666666666667,-2.2499999999999973,0,background,0.10574325396825394,0
-60.25,-9.08333333333333,0,background,0.049452380952380956,0
-65.25,-10.416666666666664,0,background,0.09887738095238097,0
-62.083333333333336,-11.749999999999996,0,background,0.04428531746031746,0
-58.91666666666667,-10.749999999999996,0,background,0.03190833333333333,0
-67.58333333333333,-7.416666666666664,0,background,0.09373849206349205,0
-62.083333333333336,-12.416666666666664,0,background,0.016934126984126982,0
-63.583333333333336,0.25000000000000266,0,background,0.02405119047619047,0
-57.75,-5.08333333333333,0,background,0.08161190476190479,0
-50.083333333333336,-0.5833333333333304,0,background,0.27847658730158736,1
-54.25,-0.7499999999999973,0,background,0.05290119047619051,0
-60.91666666666667,-8.249999999999996,0,background,0.17270515873015865,1
-60.75,-4.416666666666664,0,background,0.03792500000000002,0
-63.41666666666667,-4.916666666666664,0,background,0.08709206349206351,0
-53.583333333333336,-3.749999999999997,0,background,0.11368928571428571,0
-68.08333333333333,0.4166666666666696,0,background,0.04717738095238095,0
-50.583333333333336,-9.416666666666664,0,background,0.005377380952380952,0
-60.91666666666667,-10.249999999999996,0,background,0.07578015873015874,0
-60.75,-1.2499999999999971,0,background,0.03785079365079365,0
-66.91666666666667,0.9166666666666696,0,background,0.0432329365079365,0
-65.75,0.25000000000000266,0,background,0.08060198412698415,0
-71.91666666666667,-9.749999999999996,0,background,0.016696825396825397,0
-67.75,-2.7499999999999964,0,background,0.013051587301587302,0
-70.08333333333333,-6.916666666666664,0,background,0.03416904761904761,0
-51.91666666666667,-7.08333333333333,0,background,0.013051587301587302,0
-54.41666666666667,-1.0833333333333304,0,background,0.06662817460317463,0
-49.083333333333336,-4.916666666666664,0,background,0.044760714285714306,0
-62.75,-3.4166666666666643,0,background,0.06964206349206348,0
-60.083333333333336,1.0833333333333357,0,background,0.06492341269841272,0
-67.58333333333333,1.5833333333333357,0,background,0.10592222222222229,0
-58.083333333333336,-11.083333333333329,0,background,0.030783730158730156,0
-55.91666666666667,-4.08333333333333,0,background,0.42264047619047623,1
-56.583333333333336,-4.416666666666664,0,background,0.04896388888888889,0
-60.083333333333336,-12.916666666666664,0,background,0.014991269841269837,0
-52.75,-6.2499999999999964,0,background,0.002,0
-62.25,-2.0833333333333304,0,background,0.004087301587301587,0
-54.91666666666667,-2.4166666666666643,0,background,0.16361428571428574,1
-57.583333333333336,-14.749999999999996,0,background,0.009994047619047618,0
-63.25,-3.749999999999997,0,background,0.01473452380952381,0
-59.75,-4.416666666666664,0,background,0.11663769841269844,0
-61.583333333333336,-7.916666666666664,0,background,0.10563214285714286,0
-51.41666666666667,-0.7499999999999973,0,background,0.1856000000000001,1
-62.583333333333336,2.916666666666669,0,background,0.04798333333333332,0
-68.58333333333333,-1.5833333333333304,0,background,0.013071428571428572,0
-56.91666666666667,-0.24999999999999736,0,background,0.09867658730158729,0
-53.75,-7.08333333333333,0,background,0.004956349206349206,0
-61.583333333333336,-10.916666666666664,0,background,0.0718634920634921,0
-53.41666666666667,1.4166666666666692,0,background,0.10855158730158727,0
-52.583333333333336,-10.416666666666664,0,background,0.09439246031746033,0
-54.25,-12.583333333333329,0,background,0.04413809523809529,0
-51.583333333333336,3.0833333333333357,0,background,0.5517166666666664,1
-48.75,-0.9166666666666644,0,background,0.261634523809524,1
-66.25,-7.916666666666664,0,background,0.09279206349206348,0
-64.08333333333333,-2.0833333333333304,0,background,0.004998412698412697,0
-50.91666666666667,-2.0833333333333304,0,background,0.16651507936507934,1
-70.25,-9.416666666666664,0,background,0.008022222222222222,0
-48.75,-8.58333333333333,0,background,0.023413095238095236,0
-55.25,1.2500000000000029,0,background,0.04219444444444446,0
-56.75,-13.416666666666664,0,background,0.011105952380952381,0
-51.91666666666667,1.9166666666666692,0,background,0.4819476190476192,1
-53.75,-7.7499999999999964,0,background,0.0039000000000000003,0
-64.91666666666667,-0.7499999999999973,0,background,0.038494841269841276,0
-61.583333333333336,-4.08333333333333,0,background,0.18083571428571432,1
-51.41666666666667,-9.58333333333333,0,background,0.004981746031746032,0
-54.25,-11.916666666666664,0,background,0.05989960317460326,0
-62.91666666666667,-1.0833333333333304,0,background,0.026526587301587294,0
-50.583333333333336,-7.58333333333333,0,background,0.006242857142857144,0
-61.41666666666667,4.083333333333336,0,background,0.11707222222222223,0
-59.41666666666667,-15.416666666666664,0,background,0.052049206349206366,0
-56.25,-2.2499999999999973,0,background,0.2098503968253969,1
-58.583333333333336,-0.4166666666666643,0,background,0.2415765873015872,1
-68.41666666666667,-7.58333333333333,0,background,0.029065873015873017,0
-59.75,-9.08333333333333,0,background,0.027948412698412684,0
-60.75,-2.5833333333333304,0,background,0.24288849206349192,1
-60.91666666666667,1.4166666666666692,0,background,0.05725515873015876,0
-56.75,0.7500000000000027,0,background,0.03187976190476189,0
-50.583333333333336,0.5833333333333357,0,background,0.08868452380952384,0
-65.41666666666667,-2.7499999999999964,0,background,0.02475396825396825,0
-54.91666666666667,-5.2499999999999964,0,background,0.007727777777777778,0
-49.41666666666667,-2.7499999999999964,0,background,0.2341972222222222,1
-62.583333333333336,-12.083333333333329,0,background,0.00613968253968254,0
-53.083333333333336,-4.416666666666664,0,background,0.07497658730158735,0
-63.583333333333336,-9.749999999999996,0,background,0.15286428571428565,1
-70.08333333333333,-9.249999999999996,0,background,0.0013928571428571427,0
-54.91666666666667,-10.249999999999996,0,background,0.29318333333333324,1
-71.75,-8.749999999999996,0,background,0.027832539682539674,0
-72.41666666666667,-5.58333333333333,0,background,0.00480595238095238,0
-63.083333333333336,-5.7499999999999964,0,background,0.05307817460317464,0
-60.25,-6.2499999999999964,0,background,0.02605833333333333,0
-61.75,-4.08333333333333,0,background,0.19884444444444438,1
-60.41666666666667,-12.416666666666664,0,background,0.03522103174603175,0
-66.58333333333333,-3.916666666666664,0,background,0.010757936507936506,0
-53.083333333333336,0.0833333333333357,0,background,0.3221841269841272,1
-53.583333333333336,-10.249999999999996,0,background,0.11540158730158727,0
-50.41666666666667,-1.0833333333333304,0,background,0.2112019841269841,1
-69.08333333333333,0.7500000000000027,0,background,0.0841757936507937,0
-56.75,-1.9166666666666643,0,background,0.511895238095238,1
-62.083333333333336,-8.916666666666664,0,background,0.10038174603174602,0
-56.25,-0.4166666666666643,0,background,0.1037563492063493,0
-47.583333333333336,-3.4166666666666643,0,background,0.11009484126984127,0
-64.58333333333333,-10.08333333333333,0,background,0.023648015873015873,0
-64.91666666666667,-9.249999999999996,0,background,0.09939722222222218,0
-55.083333333333336,-10.916666666666664,0,background,0.10021547619047624,0
-65.08333333333333,-3.5833333333333304,0,background,0.009201190476190477,0
-54.583333333333336,-8.416666666666664,0,background,0.00858452380952381,0
-65.91666666666667,-6.58333333333333,0,background,0.019570238095238085,0
-47.583333333333336,-4.7499999999999964,0,background,0.015934920634920635,0
-55.083333333333336,-11.416666666666664,0,background,0.07413531746031754,0
-58.91666666666667,-5.08333333333333,0,background,0.04279642857142857,0
-53.083333333333336,-3.2499999999999964,0,background,0.08353809523809529,0
-67.75,0.9166666666666696,0,background,0.0648329365079365,0
-72.08333333333333,-7.916666666666664,0,background,0.039819841269841276,0
-57.25,-2.0833333333333304,0,background,0.18084206349206342,1
-69.41666666666667,0.25000000000000266,0,background,0.08311269841269843,0
-69.41666666666667,-0.7499999999999973,0,background,0.011249206349206347,0
-53.91666666666667,-2.4166666666666643,0,background,0.13919444444444448,0
-58.75,-6.2499999999999964,0,background,0.02864365079365079,0
-59.41666666666667,-9.416666666666664,0,background,0.11305079365079365,0
-52.25,-8.08333333333333,0,background,0.005258730158730159,0
-66.41666666666667,-9.749999999999996,0,background,0.1231980158730159,0
-70.08333333333333,-10.749999999999996,0,background,0.01624404761904762,0
-55.083333333333336,-5.7499999999999964,0,background,0.091140873015873,0
-61.91666666666667,-1.4166666666666643,0,background,0.16414999999999996,1
-48.41666666666667,-2.2499999999999973,0,background,0.2210916666666667,1
-53.583333333333336,-1.2499999999999971,0,background,0.1973583333333334,1
-48.583333333333336,-6.08333333333333,0,background,0.08916071428571434,0
-52.583333333333336,-10.08333333333333,0,background,0.017259126984126988,0
-64.08333333333333,-0.24999999999999736,0,background,0.0506420634920635,0
-52.41666666666667,-10.416666666666664,0,background,0.08374325396825404,0
-58.75,-3.0833333333333304,0,background,0.06600357142857143,0
-49.083333333333336,-6.916666666666664,0,background,0.05031150793650794,0
-61.25,4.083333333333336,0,background,0.19435436507936504,1
-50.91666666666667,-4.916666666666664,0,background,0.01797579365079365,0
-50.91666666666667,-6.58333333333333,0,background,0.012461111111111112,0
-55.25,-8.58333333333333,0,background,0.09584603174603178,0
-58.91666666666667,-10.08333333333333,0,background,0.03610515873015873,0
-66.25,0.25000000000000266,0,background,0.04099682539682539,0
-60.25,-7.08333333333333,0,background,0.0343202380952381,0
-60.583333333333336,2.916666666666669,0,background,0.13180079365079367,0
-57.25,-9.249999999999996,0,background,0.008248015873015874,0
-58.41666666666667,0.5833333333333357,0,background,0.03639523809523809,0
-69.41666666666667,-5.7499999999999964,0,background,0.013409126984126982,0
-58.91666666666667,-4.916666666666664,0,background,0.0716420634920635,0
-55.583333333333336,-10.916666666666664,0,background,0.020250793650793648,0
-58.91666666666667,-6.08333333333333,0,background,0.020187301587301584,0
-64.08333333333333,-1.2499999999999971,0,background,0.015003174603174602,0
-64.91666666666667,-3.916666666666664,0,background,0.04363571428571429,0
-49.75,-7.08333333333333,0,background,0.013728174603174603,0
-56.083333333333336,-11.583333333333329,0,background,0.0316329365079365,0
-61.583333333333336,-9.416666666666664,0,background,0.40966785714285725,1
-67.58333333333333,-1.0833333333333304,0,background,0.018952777777777777,0
-63.91666666666667,-5.58333333333333,0,background,0.08117142857142857,0
-69.08333333333333,-9.249999999999996,0,background,0.005106746031746033,0
-49.583333333333336,-3.916666666666664,0,background,0.10688531746031746,0
-67.75,-0.9166666666666644,0,background,0.004189285714285714,0
-46.41666666666667,-2.4166666666666643,0,background,0.22803650793650784,1
-52.083333333333336,-3.4166666666666643,0,background,0.161040873015873,1
-57.75,1.0833333333333357,0,background,0.043732936507936505,0
-51.41666666666667,-8.58333333333333,0,background,0.023878968253968253,0
-62.25,-0.4166666666666643,0,background,0.06012857142857144,0
-55.91666666666667,-10.749999999999996,0,background,0.01247063492063492,0
-62.25,-8.916666666666664,0,background,0.09476190476190477,0
-63.083333333333336,1.2500000000000029,0,background,0.07123214285714287,0
-65.08333333333333,-6.2499999999999964,0,background,0.09796468253968256,0
-68.41666666666667,-2.7499999999999964,0,background,0.014842460317460318,0
-64.08333333333333,-4.416666666666664,0,background,0.07156507936507939,0
-57.91666666666667,0.4166666666666696,0,background,0.03592261904761904,0
-67.08333333333333,-3.0833333333333304,0,background,0.003920634920634921,0
-69.41666666666667,-8.249999999999996,0,background,0.06605714285714287,0
-58.75,-0.08333333333333037,0,background,0.07356269841269844,0
-53.75,-8.916666666666664,0,background,0.002934523809523809,0
-54.583333333333336,-4.58333333333333,0,background,0.017637698412698414,0
-50.25,-6.08333333333333,0,background,0.019210317460317455,0
-54.41666666666667,-7.916666666666664,0,background,0.007113888888888889,0
-68.75,-0.7499999999999973,0,background,0.0026333333333333343,0
-57.583333333333336,-12.416666666666664,0,background,0.0517134920634921,0
-50.083333333333336,-1.0833333333333304,0,background,0.2129563492063491,1
-65.91666666666667,-0.5833333333333304,0,background,0.03527619047619048,0
-58.083333333333336,-10.916666666666664,0,background,0.04167579365079367,0
-64.41666666666667,-4.08333333333333,0,background,0.033548412698412695,0
-60.91666666666667,-7.08333333333333,0,background,0.061025,0
-72.25,-6.58333333333333,0,background,0.013536904761904762,0
-68.75,-5.08333333333333,0,background,0.002580555555555555,0
-62.25,-1.4166666666666643,0,background,0.05250634920634922,0
-58.41666666666667,-8.749999999999996,0,background,0.0021845238095238094,0
-70.08333333333333,-10.249999999999996,0,background,0.007238095238095238,0
-64.25,-10.916666666666664,0,background,0.03189325396825397,0
-52.41666666666667,-11.749999999999996,0,background,0.06250476190476192,0
-69.75,-7.416666666666664,0,background,0.051136111111111104,0
-69.75,-8.416666666666664,0,background,0.05171666666666666,0
-63.41666666666667,-5.916666666666664,0,background,0.03567698412698415,0
-50.91666666666667,-8.749999999999996,0,background,0.006767460317460317,0
-63.75,-5.58333333333333,0,background,0.06626190476190479,0
-50.75,-10.08333333333333,0,background,0.08761349206349205,0
-67.41666666666667,-9.58333333333333,0,background,0.05448571428571428,0
-51.583333333333336,-0.4166666666666643,0,background,0.3827996031746033,1
-67.75,-7.7499999999999964,0,background,0.06393650793650794,0
-45.91666666666667,-3.2499999999999964,0,background,0.10746984126984137,0
-62.583333333333336,-1.7499999999999971,0,background,0.0272734126984127,0
-54.583333333333336,-12.749999999999996,0,background,0.04316150793650794,0
-58.91666666666667,-10.58333333333333,0,background,0.029355555555555548,0
-52.583333333333336,-3.749999999999997,0,background,0.0633496031746032,0
-60.083333333333336,0.7500000000000027,0,background,0.0697579365079365,0
-54.083333333333336,-2.7499999999999964,0,background,0.15587301587301586,1
-53.41666666666667,-4.416666666666664,0,background,0.060101190476190496,0
-66.08333333333333,-1.2499999999999971,0,background,0.006940079365079365,0
-69.91666666666667,-5.916666666666664,0,background,0.004876190476190477,0
-57.583333333333336,-9.58333333333333,0,background,0.0024035714285714285,0
-51.41666666666667,-2.4166666666666643,0,background,0.1525111111111112,1
-51.083333333333336,-2.4166666666666643,0,background,0.08960158730158735,0
-49.583333333333336,-7.08333333333333,0,background,0.008201984126984127,0
-54.91666666666667,-3.2499999999999964,0,background,0.09914087301587303,0
-48.91666666666667,-4.08333333333333,0,background,0.10911626984126982,0
-45.75,-4.416666666666664,0,background,0.13815515873015877,0
-71.41666666666667,-7.916666666666664,0,background,0.043395634920634925,0
-68.08333333333333,-1.5833333333333304,0,background,0.010125793650793649,0
-47.583333333333336,-4.2499999999999964,0,background,0.023878571428571423,0
-60.75,3.750000000000002,0,background,0.15783730158730155,1
-62.75,-4.7499999999999964,0,background,0.018573412698412693,0
-59.083333333333336,-8.916666666666664,0,background,0.007982936507936508,0
-59.083333333333336,-0.5833333333333304,0,background,0.41527817460317423,1
-58.083333333333336,-4.2499999999999964,0,background,0.11283015873015874,0
-62.25,3.0833333333333357,0,background,0.047248412698412706,0
-57.25,-1.5833333333333304,0,background,0.33824325396825417,1
-66.91666666666667,-5.08333333333333,0,background,0.02803531746031745,0
-69.91666666666667,-9.416666666666664,0,background,0.011778174603174603,0
-47.41666666666667,-2.4166666666666643,0,background,0.21343928571428566,1
-57.75,-6.7499999999999964,0,background,0.029940476190476187,0
-60.083333333333336,4.416666666666669,0,background,0.08266428571428575,0
-63.91666666666667,-0.5833333333333304,0,background,0.01922857142857143,0
-47.91666666666667,-3.749999999999997,0,background,0.07889285714285717,0
-66.58333333333333,-0.08333333333333037,0,background,0.02013968253968254,0
-66.91666666666667,-7.916666666666664,0,background,0.11702182539682539,0
-59.083333333333336,-2.4166666666666643,0,background,0.23059047619047604,1
-56.91666666666667,-8.249999999999996,0,background,0.025864682539682538,0
-48.583333333333336,-1.4166666666666643,0,background,0.20231865079365077,1
-67.75,-9.08333333333333,0,background,0.03956111111111111,0
-63.75,-10.08333333333333,0,background,0.14069126984126995,1
-54.083333333333336,-9.249999999999996,0,background,0.014381349206349205,0
-68.25,-6.916666666666664,0,background,0.12329761904761904,0
-71.75,-6.7499999999999964,0,background,0.023865873015873017,0
-65.25,-1.4166666666666643,0,background,0.005833333333333333,0
-66.25,-3.916666666666664,0,background,0.012983333333333331,0
-56.91666666666667,-8.416666666666664,0,background,0.039775793650793645,0
-58.41666666666667,-15.416666666666664,0,background,0.024905555555555552,0
-52.91666666666667,-1.7499999999999971,0,background,0.11719682539682542,0
-67.41666666666667,0.5833333333333357,0,background,0.033171031746031754,0
-62.41666666666667,-4.7499999999999964,0,background,0.17363611111111113,1
-56.41666666666667,-4.08333333333333,0,background,0.03889325396825398,0
-50.25,-1.7499999999999971,0,background,0.19761865079365076,1
-56.75,1.0833333333333357,0,background,0.07319960317460315,0
-66.91666666666667,-9.58333333333333,0,background,0.08967896825396822,0
-52.583333333333336,-3.5833333333333304,0,background,0.09439206349206357,0
-63.25,-2.5833333333333304,0,background,0.014298412698412701,0
-56.25,-1.7499999999999971,0,background,0.33204166666666657,1
-66.25,-6.7499999999999964,0,background,0.017469444444444437,0
-53.91666666666667,-11.583333333333329,0,background,0.1376996031746031,0
-61.583333333333336,-6.416666666666664,0,background,0.028845238095238087,0
-57.25,-10.249999999999996,0,background,0.05581507936507938,0
-62.75,-2.0833333333333304,0,background,0.003943253968253968,0
-53.41666666666667,-7.7499999999999964,0,background,0.004453968253968254,0
-58.25,-3.916666666666664,0,background,0.12510555555555555,0
-66.58333333333333,-8.08333333333333,0,background,0.09812698412698413,0
-69.08333333333333,-0.7499999999999973,0,background,0.004050000000000001,0
-60.583333333333336,1.7500000000000029,0,background,0.06502738095238096,0
-68.25,-9.249999999999996,0,background,0.010901190476190476,0
-66.41666666666667,-3.5833333333333304,0,background,0.011631349206349204,0
-68.08333333333333,-9.08333333333333,0,background,0.05605714285714286,0
