lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,pa,tipo,pa_factor
-50.583333333333336,0.25000000000000266,77.74241638183594,74.20813751220703,32.83675003051758,26.309417724609375,2179,365,22,91,901,3,0.0034573832526803017,296.7190856933594,0,background,background
-55.75,1.9166666666666692,79.64422607421875,61.334320068359375,33.02399826049805,25.70170783996582,1843,357,43,160,474,344,0.18487919867038727,222.2756805419922,0,background,background
-60.583333333333336,1.9166666666666692,80.596405029296875,62.25672149658203,32.88850021362305,26.328125,1814,363,47,243,882,121,0.10815070569515228,207.43199157714844,0,background,background
-61.75,-1.7499999999999973,87.63399505615234,30.771915435791016,31.556499481201172,26.277250289916992,2510,316,134,482,702,47,0.01199592649936676,74.97914123535156,0,background,background
-63.583333333333336,-1.0833333333333304,88.2770767211914,31.339099884033203,31.428749084472656,26.01883316040039,2520,318,142,493,657,51,0.0094672329723835,34.81619644165039,0,background,background
-60.583333333333336,3.5833333333333357,83.3723373413086,73.39689636230469,33.41350173950195,26.4737491607666,1714,329,38,278,821,92,0.016486359760165215,171.90809631347656,0,background,background
-67.08333333333333,-0.7499999999999973,87.1904067993164,43.06197738647461,31.53874969482422,25.8226261138916,2803,312,175,616,703,65,0.002443258184939623,288.54925537109375,0,background,background
-67.41666666666667,-2.4166666666666643,86.44294738769531,34.35549545288086,31.34950065612793,26.074583053588867,3097,329,184,731,702,81,0.06850016117095947,124.56444549560547,0,background,background
-52.083333333333336,-9.58333333333333,71.64508056640625,37.51856231689453,34.44599914550781,25.66729164123535,1988,317,6,322,63,298,0.09656499326229095,263.2977294921875,0,background,background
-67.75,-7.916666666666664,78.89610290527344,59.93741226196289,31.709501266479492,25.51129150390625,2110,301,37,476,132,161,0.025638166815042496,73.26158905029297,0,background,background
-56.75,-3.2499999999999964,76.646881103515625,64.27537536621094,32.87174987792969,26.300500869750977,2222,325,56,274,886,54,0.011522368527948856,312.419677734375,0,background,background
-51.41666666666667,4.083333333333336,74.30992889404297,52.955421447753906,32.79600143432617,26.009374618530273,3258,500,67,278,1065,5,0.006410784088075161,64.89093780517578,0,background,background
-51.083333333333336,-7.08333333333333,74.597198486328125,31.91489028930664,32.879249572753906,24.158082962036133,1973,294,13,343,770,366,0.18517035245895386,246.6304473876953,0,background,background
-68.25,-2.9166666666666643,85.53485870361328,36.758968353271484,31.201250076293945,25.877792358398438,3105,309,184,767,768,95,0.06045633926987648,200.19656372070313,0,background,background
-52.91666666666667,-1.5833333333333304,81.67082214355469,61.74102020263672,32.40650177001953,26.071125030517578,1789,290,31,121,640,36,0.10900713503360748,153.03457641601563,0,background,background
-45.91666666666667,-1.2499999999999973,81.68463134765625,41.46002197265625,31.5930233001709,26.099708557128906,2183,459,5,64,1169,13,0.031194910407066345,18.772663116455078,0,background,background
-61.25,2.7500000000000027,83.35302734375,66.1550064086914,33.13850021362305,26.45720863342285,1855,352,49,293,876,93,0.06058787554502487,32.83210754394531,0,background,background
-66.08333333333333,-8.08333333333333,77.5426254272461,48.57728958129883,32.368751525878906,26.014667510986328,2214,315,27,524,187,116,0.015576891601085663,53.21812438964844,0,background,background
-53.25,-6.2499999999999964,73.966644287109375,34.718013763427734,32.9375,24.499290466308594,1972,315,24,279,900,295,0.004395033232867718,315.02276611328125,0,background,background
-65.08333333333333,-7.416666666666664,77.30987548828125,36.76115036010742,32.80924987792969,26.209083557128906,2587,340,40,607,304,79,0.025345223024487495,79.3972396850586,0,background,background
-61.75,-9.08333333333333,70.72955322265625,41.407501220703125,33.20124816894531,25.265249252319336,2267,336,18,333,165,127,0.034527525305747986,337.3612365722656,0,background,background
-64.91666666666667,-2.7499999999999964,89.11206817626953,23.682235717773438,31.873249053955078,26.590208053588867,3353,371,191,721,806,43,0.011590234935283661,193.49778747558594,0,background,background
-52.91666666666667,-3.9166666666666643,79.79064178466797,48.748199462890625,31.635000228881836,24.888208389282227,1723,319,34,173,815,159,0.02057552896440029,169.16107177734375,0,background,background
-55.75,-0.08333333333333037,80.2150650024414,58.95477294921875,31.796499252319336,25.178958892822266,2409,359,95,312,752,315,0.07109005749225616,256.4045104980469,0,background,background
-67.91666666666667,-2.0833333333333304,86.469207763671875,36.90214538574219,31.121000289916992,25.857999801635742,3210,331,208,755,860,105,0.025707019492983818,28.73995590209961,0,background,background
-65.75,-8.249999999999996,76.74781036376953,48.081817626953125,32.527748107910156,26.063167572021484,2168,312,22,529,155,116,0.020675361156463623,88.9229736328125,0,background,background
-52.083333333333336,-4.2499999999999964,79.64623260498047,43.37333297729492,31.090749740600586,24.285207748413086,2088,339,38,185,937,211,0.046835627406835556,325.23162841796875,0,background,background
-61.583333333333336,3.5833333333333357,85.56847381591797,62.914676666259766,32.8754997253418,26.034584045410156,1965,350,59,281,902,120,0.19994764029979706,131.36331176757813,0,background,background
-67.41666666666667,-3.2499999999999964,85.32810974121094,33.329368591308594,31.52174949645996,26.221750259399414,2855,303,157,611,671,63,0.011730121448636055,34.0794792175293,0,background,background
-59.583333333333336,-8.416666666666664,69.8731689453125,35.17534637451172,33.8025016784668,25.759292602539063,2056,318,11,288,136,129,0.048776209354400635,269.5434875488281,0,background,background
-51.25,-8.416666666666664,72.33602142333984,35.06967544555664,34.08224868774414,24.933292388916016,1963,291,10,335,844,323,0.13440021872520447,313.94512939453125,0,background,background
-54.75,-7.416666666666664,69.656005859375,43.19477462768555,34.115501403808594,25.448625564575195,2245,353,10,307,1036,249,0.011605010367929935,50.48615264892578,0,background,background
-61.75,-10.58333333333333,70.64165496826172,52.06685256958008,32.97875213623047,24.706790924072266,2079,359,13,265,114,181,0.07959534227848053,259.0228576660156,0,background,background
-70.58333333333333,-6.08333333333333,82.00603485107422,42.66801452636719,31.334749221801758,25.811582565307617,2516,308,82,629,295,146,0.0342683345079422,308.5893249511719,0,background,background
-72.08333333333333,-6.2499999999999964,81.2918930053711,46.15066909790039,31.10525131225586,25.704750061035156,2579,291,97,757,335,160,0.043206632137298584,322.3277893066406,0,background,background
-55.583333333333336,-4.7499999999999964,77.42168426513672,50.898414611816406,31.71000099182129,24.896541595458984,2272,355,56,400,948,301,0.1352771818637848,272.1402893066406,0,background,background
-60.75,-5.916666666666664,79.7068862915039,34.30967712402344,33.1822509765625,26.685041427612305,2527,339,58,530,994,56,0.009013857692480087,7.421046257019043,0,background,background
-48.41666666666667,-2.9166666666666643,87.713897705078125,39.47904968261719,31.68174934387207,25.810333251953125,2193,407,50,209,1077,63,0.035392291843891144,351.205322265625,0,background,background
-60.083333333333336,-12.083333333333329,69.1875228881836,74.85612487792969,32.330501556396484,24.071666717529297,1923,324,6,432,89,445,0.0716109573841095,337.30462646484375,0,background,background
-61.75,-7.2499999999999964,74.54051208496094,34.79008483886719,33.257999420166016,25.985332489013672,2397,352,31,532,262,76,0.02922244369983673,326.9112548828125,0,background,background
-51.583333333333336,-6.08333333333333,74.557891845703125,33.808631896972656,33.063751220703125,24.307458877563477,1916,307,21,376,866,281,0.10761626809835434,239.150146484375,0,background,background
-58.083333333333336,-2.0833333333333304,77.92293548583984,60.08116149902344,32.69725036621094,26.349292755126953,2178,315,62,254,856,64,0.07661370187997818,231.39710998535156,0,background,background
-54.083333333333336,-1.4166666666666643,79.4078140258789,71.03398132324219,32.18925094604492,25.33658218383789,1910,331,41,148,890,201,0.44146785140037537,152.21266174316406,0,background,background
-69.41666666666667,-4.7499999999999964,81.53985595703125,40.1159782409668,31.243499755859375,26.110708236694336,2593,302,106,600,467,147,0.041155122220516205,324.3006591796875,0,background,background
-45.75,-2.2499999999999973,82.07157897949219,46.178009033203125,32.01449966430664,25.997791290283203,2450,428,24,140,1151,50,0.040059398859739304,148.6169891357422,0,background,background
-67.08333333333333,-9.58333333333333,73.0840072631836,72.15453338623047,32.30575180053711,25.905292510986328,1895,293,19,451,165,163,0.025785893201828003,124.9390869140625,0,background,background
-61.583333333333336,-11.583333333333329,69.01310729980469,64.07646179199219,33.89875030517578,24.87208366394043,1876,340,9,260,85,209,0.04113566875457764,332.6296081542969,0,background,background
-54.75,-7.7499999999999964,68.843597412109375,46.57288360595703,34.287750244140625,25.45516586303711,2180,339,10,310,988,269,0.017298396676778793,277.7467956542969,0,background,background
-62.25,-5.58333333333333,81.810302734375,29.32463836669922,32.732749938964844,26.450790405273438,2209,289,60,452,823,67,0.0033386654686182737,54.408294677734375,0,background,background
-68.41666666666667,-2.2499999999999973,86.04048919677734,37.78914260864258,31.065750122070313,26.06212615966797,3355,335,221,816,851,108,0.007393957581371069,357.00506591796875,0,background,background
-67.75,-7.2499999999999964,79.8072280883789,51.025672912597656,31.73525047302246,25.621458053588867,2223,327,46,477,162,154,0.011055098846554756,129.25411987304688,0,background,background
-54.41666666666667,-8.249999999999996,68.562469482421875,48.49653625488281,34.30424880981445,25.309707641601563,2066,328,11,342,883,323,0.050124138593673706,300.2623291015625,0,background,background
-47.41666666666667,-2.2499999999999973,83.56243896484375,46.012107849121094,31.863500595092773,25.653207778930664,2113,413,54,225,1064,74,0.053157810121774673,313.9891662597656,0,background,background
-69.75,-6.2499999999999964,82.6368179321289,41.85612869262695,31.520999908447266,25.721750259399414,2521,329,70,606,264,155,0.03362669050693512,40.2916259765625,0,background,background
-57.91666666666667,-2.2499999999999973,77.7372055053711,60.959747314453125,32.67074966430664,26.270584106445313,2134,315,54,242,869,78,0.09544654190540314,222.52635192871094,0,background,background
-60.25,-9.08333333333333,69.98054504394531,39.245662689208984,33.55299758911133,25.496292114257813,2132,334,9,273,124,130,0.040042292326688766,253.07257080078125,0,background,background
-65.25,-10.416666666666664,74.77326202392578,64.05641174316406,33.969749450683594,26.745834350585938,1772,285,23,415,155,151,0.030964162200689316,261.3377685546875,0,background,background
-62.083333333333336,-11.749999999999996,69.47474670410156,63.154537200927734,33.5364990234375,24.749874114990234,1733,286,7,264,89,264,0.2367769479751587,13.67572021484375,0,background,background
-58.91666666666667,-10.749999999999996,68.6119384765625,54.7503662109375,33.23524856567383,24.59524917602539,1950,338,5,223,68,360,0.09265146404504776,150.25653076171875,0,background,background
-67.58333333333333,-7.416666666666664,79.33463287353516,52.4869384765625,31.789749145507813,25.672332763671875,2153,324,43,455,150,152,0.01571943797171116,171.45553588867188,0,background,background
-62.083333333333336,-12.416666666666664,69.64017486572266,74.41075897216797,33.387001037597656,25.32550048828125,1602,267,8,396,89,208,0.1892794817686081,179.1625518798828,0,background,background
-63.583333333333336,0.25000000000000266,89.1276626586914,39.88405990600586,32.20800018310547,26.161624908447266,2523,360,125,460,834,51,0.008887103758752346,87.49371337890625,0,background,background
-57.75,-5.08333333333333,76.41820526123047,47.71146011352539,32.524749755859375,26.079999923706055,2339,323,53,410,930,157,0.044662248343229294,349.5010070800781,0,background,background
-50.083333333333336,-0.5833333333333304,80.42596435546875,61.6433219909668,32.324501037597656,25.90016746520996,2572,409,40,150,1088,19,0.006117122247815132,304.87408447265625,0,background,background
-54.25,-0.7499999999999973,80.62628173828125,61.620697021484375,31.042749404907227,24.68804168701172,2229,348,63,223,797,333,0.15341274440288544,226.44686889648438,0,background,background
-60.91666666666667,-8.249999999999996,71.66905212402344,35.70195388793945,33.308250427246094,25.61887550354004,2423,370,17,362,178,119,0.029122844338417053,277.6686096191406,0,background,background
-60.75,-4.416666666666664,84.01640319824219,36.61572265625,32.281497955322266,26.53908348083496,2373,300,85,443,858,43,0.008841271512210369,127.97950744628906,0,background,background
-63.41666666666667,-4.916666666666664,83.53499603271484,28.119001388549805,32.24300003051758,26.47974967956543,2430,308,80,659,412,63,0.004390079528093338,44.912479400634766,0,background,background
-53.583333333333336,-3.7499999999999964,79.7010498046875,51.471275329589844,31.777250289916992,25.170333862304688,1626,289,41,185,752,130,0.05882100760936737,88.48563385009766,0,background,background
-68.08333333333333,0.4166666666666696,88.55827331542969,45.981285095214844,31.238500595092773,25.47075080871582,3445,374,232,832,912,108,0.007163633592426777,167.5521240234375,0,background,background
-50.583333333333336,-9.416666666666664,71.55770111083984,43.8183479309082,34.39725112915039,25.851959228515625,1854,297,7,273,63,206,0.06805106997489929,98.538848876953125,0,background,background
-60.91666666666667,-10.249999999999996,70.040130615234375,48.842529296875,33.1557502746582,24.997417449951172,2079,342,8,237,102,163,0.020984280854463577,43.757686614990234,0,background,background
-60.75,-1.2499999999999973,83.9870376586914,38.617061614990234,31.778499603271484,26.265832901000977,2383,311,133,430,672,85,0.05066491290926933,111.60359191894531,0,background,background
-66.91666666666667,0.9166666666666696,90.08955383300781,33.63496398925781,32.72624969482422,26.436124801635742,3064,370,200,673,894,96,0.009287009947001934,252.96702575683594,0,background,background
-65.75,0.25000000000000266,90.105377197265625,34.638648986816406,32.18199920654297,26.03354263305664,2420,304,149,471,693,115,0.6185439825057983,199.5420379638672,0,background,background
-71.91666666666667,-9.749999999999996,78.74687194824219,63.8332405090332,31.237749099731445,25.457332611083984,1740,235,27,593,122,349,0.10147742182016373,108.30238342285156,0,background,background
-67.75,-2.7499999999999964,85.829803466796875,34.92833709716797,31.202251434326172,25.901290893554688,3012,313,171,625,773,101,0.06189979612827301,147.9480438232422,0,background,background
-70.08333333333333,-6.916666666666664,82.21800994873047,45.16732406616211,31.445749282836914,25.564708709716797,2416,310,60,587,226,159,0.0680466964840889,8.875261306762695,0,background,background
-51.91666666666667,-7.08333333333333,73.23533630371094,28.912668228149414,33.63774871826172,24.668249130249023,1984,309,15,328,797,246,0.02749815210700035,46.17134475708008,0,background,background
-54.41666666666667,-1.0833333333333304,80.71697998046875,62.326438903808594,31.300498962402344,24.975082397460938,2124,348,65,214,779,270,0.05464673042297363,325.5826110839844,0,background,background
-49.083333333333336,-4.916666666666664,77.2869873046875,56.91474914550781,33.95524978637695,25.797584533691406,1830,339,26,157,908,122,0.0838165357708931,273.1895446777344,0,background,background
-62.75,-3.4166666666666643,88.199737548828125,26.452665328979492,31.555749893188477,26.44354248046875,2539,309,104,606,570,34,0.022235799580812454,184.9884796142578,0,background,background
-60.083333333333336,1.0833333333333357,80.88568878173828,55.48982238769531,32.78274917602539,26.283416748046875,1920,358,60,280,971,113,0.03300359845161438,263.91656494140625,0,background,background
-67.58333333333333,1.5833333333333357,90.07682800292969,45.53117752075195,32.75749969482422,25.596750259399414,3572,421,203,702,1096,128,0.014876946806907654,61.952308654785156,0,background,background
-58.083333333333336,-11.083333333333329,69.58647918701172,58.90462875366211,33.26475143432617,25.01479148864746,1957,332,2,441,64,308,0.034391485154628754,280.4163818359375,0,background,background
-55.91666666666667,-4.08333333333333,77.2273941040039,61.41438293457031,33.09175109863281,26.128082275390625,2019,306,66,305,829,63,0.16581879556179047,168.42141723632813,0,background,background
-56.583333333333336,-4.416666666666664,77.5219955444336,56.098731994628906,32.574501037597656,26.045541763305664,2168,315,69,361,860,114,0.04819028452038765,81.1862564086914,0,background,background
-60.083333333333336,-12.916666666666664,68.87323760986328,90.204803466796875,32.04650115966797,23.863250732421875,1984,315,11,460,97,562,0.17105761170387268,234.1160125732422,0,background,background
-52.75,-6.2499999999999964,74.281097412109375,32.83305740356445,33.02724838256836,24.49341583251953,1970,309,28,404,875,266,0.06861258298158646,117.30884552001953,0,background,background
-62.25,-2.0833333333333304,88.02813720703125,27.684871673583984,31.396249771118164,26.24266815185547,2639,317,143,549,706,47,0.0062378570437431335,60.10531997680664,0,background,background
-54.91666666666667,-2.4166666666666643,77.96765899658203,63.84956741333008,31.760250091552734,25.88433265686035,1870,333,28,145,906,17,0.1192079409956932,335.8970947265625,0,background,background
-57.583333333333336,-14.749999999999996,74.58159637451172,120.24967193603516,31.636999130249023,25.573749542236328,1627,279,12,760,67,319,0.18799534440040588,212.05389404296875,0,background,background
-63.25,-3.7499999999999964,87.619476318359375,28.275115966796875,31.730751037597656,26.3834171295166,2304,275,93,565,527,44,0.01043038908392191,47.88205337524414,0,background,background
-59.75,-4.416666666666664,81.376312255859375,44.21588134765625,32.39550018310547,26.54254150390625,2071,248,82,383,714,33,0.0071402317844331264,282.57452392578125,0,background,background
-61.583333333333336,-7.916666666666664,72.08264923095703,37.34532165527344,33.41350173950195,25.65858268737793,2446,370,22,364,215,112,0.0393097959458828,303.6161804199219,0,background,background
-51.41666666666667,-0.7499999999999973,81.98039245605469,55.36613845825195,32.489749908447266,26.03700065612793,2438,338,50,241,889,16,5.477842059917748e-4,315.1899719238281,0,background,background
-62.583333333333336,2.916666666666669,87.52445220947266,50.776451110839844,31.50575065612793,25.050540924072266,2329,348,86,383,939,334,0.10048312693834305,170.47927856445313,0,background,background
-68.58333333333333,-1.5833333333333304,85.72026062011719,40.96281051635742,31.0049991607666,25.79199981689453,3325,336,229,787,856,109,0.04397713765501976,162.62896728515625,0,background,background
-56.91666666666667,-0.24999999999999734,78.97394561767578,57.79001998901367,32.558250427246094,26.161293029785156,2434,366,110,341,749,144,0.08521448820829391,177.14373779296875,0,background,background
-53.75,-7.08333333333333,72.14738464355469,35.96800994873047,33.640499114990234,25.070249557495117,2071,316,15,310,942,255,0.031521424651145935,285.73779296875,0,background,background
-61.583333333333336,-10.916666666666664,69.24757385253906,56.47382736206055,33.338748931884766,24.271957397460938,2080,375,12,280,107,302,0.13641110062599182,310.722900390625,0,background,background
-53.41666666666667,1.4166666666666692,81.290679931640625,59.17737579345703,31.76824951171875,25.016708374023438,2288,334,57,204,750,277,0.03563934192061424,245.5206298828125,0,background,background
-52.583333333333336,-10.416666666666664,69.848541259765625,47.1438102722168,35.34524917602539,25.8817081451416,2082,342,4,554,60,320,0.0015544965863227844,180,0,background,background
-54.25,-12.583333333333329,70.9706039428711,94.370086669921875,33.460750579833984,24.977291107177734,1738,301,1,680,16,334,0.022917211055755615,37.15412139892578,0,background,background
-51.583333333333336,3.0833333333333357,75.2039794921875,60.731956481933594,32.596248626708984,25.62904167175293,2947,447,66,235,1002,80,0.08932068943977356,91.24653625488281,0,background,background
-48.75,-0.9166666666666643,76.67388153076172,66.023162841796875,32.452999114990234,26.247623443603516,2800,510,32,122,1441,5,0.0038345693610608578,315.18878173828125,0,background,background
-66.25,-7.916666666666664,78.05506896972656,48.18620681762695,32.256248474121094,25.954124450683594,2276,321,31,531,214,126,0.029737142845988274,42.95878982543945,0,background,background
-64.08333333333333,-2.0833333333333304,89.52149200439453,25.104827880859375,31.568500518798828,26.31108283996582,2908,329,170,640,797,66,0.005058234091848135,32.314125061035156,0,background,background
-50.91666666666667,-2.0833333333333304,84.26734161376953,43.591712951660156,32.306251525878906,25.670207977294922,2493,393,65,214,1033,23,0.0220472551882267,25.976938247680664,0,background,background
-70.25,-9.416666666666664,77.06477355957031,73.99937438964844,31.06800079345703,25.24908447265625,1998,276,33,679,132,264,0.02543242648243904,48.92334747314453,0,background,background
-48.75,-8.58333333333333,69.996124267578125,52.71282958984375,34.09349822998047,24.78700065612793,1805,281,7,253,807,295,0.21407322585582733,282.6890563964844,0,background,background
