id_registro,lon,lat,pa,tipo,id_bloco,fold,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao
178,-52.75,-11.083333333333329,0,background,19,1,69.40299224853516,60.55342102050781,35.35350036621094,25.83966636657715,1990,333,3,519,58,319,0.03562263399362564,280.6880187988281
182,-58.41666666666667,-3.5833333333333304,0,background,50,1,78.56657409667969,55.94375991821289,32.70750045776367,26.508541107177734,2212,308,80,318,879,38,0.0248719435185194,1.272221887435804e-14
197,-62.91666666666667,-6.58333333333333,0,background,37,1,76.889404296875,34.669193267822266,32.989749908447266,26.05329132080078,2181,306,39,338,266,70,0.02853361517190933,119.3613052368164
201,-52.91666666666667,-7.416666666666664,0,background,41,1,72.44480895996094,31.89910125732422,33.4787483215332,24.68516731262207,2025,302,15,333,896,316,0.06121344119310379,93.27555084228516
209,-54.91666666666667,1.0833333333333357,0,background,73,1,81.43701171875,55.43341064453125,31.420000076293945,24.844165802001953,2125,352,59,202,641,376,0.05457412078976631,29.684467315673828
213,-68.25,-2.9166666666666643,0,background,46,1,85.53485870361328,36.75896835327149,31.201250076293945,25.87779235839844,3105,309,184,767,768,95,0.06045633926987648,200.19656372070313
222,-69.08333333333333,-4.7499999999999964,0,background,46,1,81.93342590332031,38.861053466796875,31.27300071716309,26.019332885742188,2644,307,109,605,479,151,0.02370923571288585,0.9360978603363036
224,-52.91666666666667,-6.58333333333333,0,background,41,1,73.77947235107422,31.478572845458984,33.41350173950195,24.83129119873047,1996,308,23,301,892,224,0.05045799165964126,12.000603675842283
233,-53.25,-6.2499999999999964,0,background,41,1,73.966644287109375,34.718013763427734,32.9375,24.499290466308594,1972,315,24,279,900,295,0.00439503323286771,315.02276611328125
240,-56.083333333333336,1.2500000000000029,0,background,73,1,79.27461242675781,55.62102508544922,32.141998291015625,25.47516632080078,1991,365,53,187,543,334,0.00173574057407677,333.58319091796875
242,-48.91666666666667,-7.7499999999999964,0,background,43,1,69.99549102783203,53.78687286376953,35.05125045776367,25.324291229248047,1838,289,11,276,826,196,0.06664115935564041,239.89959716796875
245,-65.08333333333333,-7.416666666666664,0,background,37,1,77.30987548828125,36.76115036010742,32.80924987792969,26.209083557128903,2587,340,40,607,304,79,0.02534522302448749,79.3972396850586
247,-62.583333333333336,-7.2499999999999964,0,background,37,1,74.40872955322266,38.93219757080078,33.13249969482422,25.80154037475586,2190,326,29,317,246,74,0.02567166090011596,324.8319091796875
256,-54.75,1.9166666666666692,0,background,73,1,82.446746826171875,53.89855194091797,31.552249908447266,24.947834014892575,2096,357,49,185,606,355,0.07775808125734329,128.2967529296875
259,-54.583333333333336,2.0833333333333357,0,background,73,1,82.26519775390625,54.12897109985352,31.644250869750977,24.985416412353516,2132,359,49,187,615,337,0.1167798563838005,121.05186462402344
263,-55.91666666666667,2.0833333333333357,0,background,73,1,80.04698944091797,59.134666442871094,32.991249084472656,25.79570770263672,1788,352,42,154,438,340,0.1929836869239807,220.4298095703125
264,-56.91666666666667,0.9166666666666696,0,background,73,1,78.92749786376953,54.856807708740234,32.327999114990234,25.922250747680664,2036,360,65,216,536,231,0.01328696496784687,164.8404541015625
266,-48.91666666666667,-6.08333333333333,0,background,43,1,72.11451721191406,53.131744384765625,34.65475082397461,25.564416885375977,1655,290,23,208,772,148,0.04889823496341705,313.7443542480469
279,-63.91666666666667,-2.2499999999999973,0,background,59,1,89.67520904541016,24.560976028442383,31.502750396728516,26.304290771484375,2845,322,159,635,760,66,0.00418219342827796,158.31590270996094
298,-53.083333333333336,-11.249999999999996,0,background,19,1,69.4866714477539,65.7115249633789,34.75175094604492,25.5714168548584,1969,339,2,505,50,315,0.01444406993687152,247.87205505371097
301,-51.91666666666667,-6.7499999999999964,0,background,41,1,72.8221664428711,29.5793399810791,34.03350067138672,24.658416748046875,2011,316,18,325,881,233,0.08820077031850815,55.05453109741211
312,-54.083333333333336,-10.749999999999996,0,background,19,1,68.18205261230469,46.75341033935547,34.86750030517578,25.332666397094727,2170,383,3,324,57,353,0.10851863771677016,160.98422241210938
316,-69.41666666666667,-4.7499999999999964,0,background,46,1,81.53985595703125,40.1159782409668,31.243499755859375,26.110708236694336,2593,302,106,600,467,147,0.0411551222205162,324.3006591796875
318,-55.25,1.7500000000000029,0,background,73,1,82.1491928100586,52.82799530029297,31.593250274658203,25.17916679382324,1984,356,47,174,556,369,0.06188901513814926,156.46092224121094
322,-57.083333333333336,-3.2499999999999964,0,background,50,1,76.65513610839844,63.84067153930664,32.93400192260742,26.42508316040039,2322,327,70,287,900,40,0.02309130690991878,319.2306823730469
332,-48.91666666666667,-5.916666666666664,0,background,43,1,72.64825439453125,54.366729736328125,34.56475067138672,25.626998901367188,1664,294,24,198,785,141,0.0612795241177082,284.31964111328125
337,-64.91666666666667,-0.4166666666666643,0,background,59,1,89.46717071533203,33.1635627746582,31.916000366210938,26.284250259399418,2468,316,152,484,703,56,0.02962611243128776,175.5159912109375
339,-59.91666666666667,-3.749999999999997,0,background,49,1,81.27082824707031,46.25038528442383,32.18199920654297,26.374916076660156,2178,273,69,372,809,38,0.00822511687874794,44.86856842041016
347,-52.91666666666667,-6.916666666666664,0,background,41,1,73.25019073486328,30.514442443847656,33.30175018310547,24.637792587280273,2023,303,20,314,900,282,0.0680275484919548,257.7972717285156
357,-64.25,-1.4166666666666643,0,background,59,1,89.16839599609375,28.031978607177734,31.604249954223633,26.133541107177734,2745,330,164,570,833,65,0.0044203414581716,37.697052001953125
361,-58.91666666666667,-10.749999999999996,0,background,17,1,68.6119384765625,54.7503662109375,33.23524856567383,24.59524917602539,1950,338,5,223,68,360,0.09265146404504776,150.25653076171875
368,-63.583333333333336,0.25000000000000266,0,background,59,1,89.1276626586914,39.88405990600586,32.20800018310547,26.161624908447266,2523,360,125,460,834,51,0.00888710375875234,87.49371337890625
369,-57.75,-5.08333333333333,0,background,50,1,76.41820526123047,47.71146011352539,32.524749755859375,26.079999923706055,2339,323,53,410,930,157,0.04466224834322929,349.5010070800781
370,-52.083333333333336,-10.58333333333333,0,background,19,1,71.19170379638672,53.672367095947266,35.09375,26.27225112915039,1926,321,4,505,54,275,0.0922156497836113,144.01242065429688
374,-72.08333333333333,-8.249999999999996,0,background,23,1,78.670654296875,57.2841682434082,30.8752498626709,25.233999252319336,2003,274,41,634,167,235,0.04905471578240394,334.57354736328125
376,-60.75,-4.58333333333333,0,background,49,1,83.61830139160156,36.30695343017578,32.43424987792969,26.616500854492188,2385,304,82,449,869,36,0.00245700892992317,18.374267578125
378,-64.08333333333333,-7.08333333333333,0,background,37,1,76.40296936035156,34.67764663696289,32.885250091552734,25.984209060668945,2364,357,35,526,242,85,0.01755042932927608,282.793212890625
380,-61.91666666666667,-3.749999999999997,0,background,49,1,87.29197692871094,27.8896541595459,31.769500732421875,26.548749923706055,2743,343,102,667,561,42,0.02950305119156837,159.26629638671875
383,-60.083333333333336,-3.749999999999997,0,background,49,1,81.62443542480469,45.05622482299805,32.12649917602539,26.339250564575195,2190,278,65,373,819,41,0.01661301404237747,349.263916015625
385,-64.25,-1.9166666666666643,0,background,59,1,89.2415542602539,25.765037536621097,31.607250213623047,26.338916778564453,2933,335,175,640,822,65,0.00746530760079622,27.751554489135746
388,-66.75,0.9166666666666696,0,background,69,1,90.10128021240234,33.445045471191406,32.762001037597656,26.43691635131836,3019,367,197,654,894,105,0.02445949986577034,285.67047119140625
393,-64.58333333333333,-0.9166666666666644,0,background,59,1,89.469482421875,31.316741943359375,31.772998809814453,26.194374084472656,2608,328,161,522,706,63,0.00469760596752166,80.47625732421875
400,-48.75,-6.7499999999999964,0,background,43,1,71.6936264038086,48.96206283569336,34.381752014160156,25.434959411621097,1652,272,20,229,690,155,0.01981616765260696,348.6879577636719
404,-60.75,-4.416666666666664,0,background,49,1,84.01640319824219,36.61572265625,32.281497955322266,26.53908348083496,2373,300,85,443,858,43,0.00884127151221036,127.97950744628906
407,-60.91666666666667,-4.58333333333333,0,background,49,1,83.9828109741211,34.63040542602539,32.441749572753906,26.75208282470703,2410,305,83,459,870,35,0.00701374793425202,83.63753509521484
413,-61.91666666666667,-3.2499999999999964,0,background,49,1,87.87621307373047,28.764976501464844,31.56475067138672,26.441957473754883,2698,333,101,615,577,53,0.00713101960718631,77.40895080566406
419,-66.91666666666667,0.9166666666666696,0,background,69,1,90.0895538330078,33.63496398925781,32.72624969482422,26.436124801635746,3064,370,200,673,894,96,0.00928700994700193,252.9670257568359
421,-63.25,-0.24999999999999736,0,background,59,1,88.40055084228516,36.6525764465332,31.71875,26.138208389282227,2450,345,134,445,749,51,0.01596553809940815,198.31996154785156
423,-53.083333333333336,-11.583333333333329,0,background,19,1,69.104461669921875,76.69982147216797,34.813499450683594,25.552417755126953,1858,322,2,469,48,307,0.01656134985387325,58.91922378540039
427,-71.91666666666667,-9.749999999999996,0,background,23,1,78.74687194824219,63.8332405090332,31.237749099731445,25.457332611083984,1740,235,27,593,122,349,0.10147742182016373,108.30238342285156
432,-51.91666666666667,-7.08333333333333,0,background,41,1,73.23533630371094,28.912668228149418,33.63774871826172,24.668249130249023,1984,309,15,328,797,246,0.02749815210700035,46.17134475708008
434,-68.08333333333333,-3.916666666666664,0,background,46,1,84.18721008300781,35.528743743896484,31.39875030517578,26.067333221435547,2672,310,134,583,556,97,0.01305494550615549,77.97265625
436,-51.91666666666667,-5.416666666666664,0,background,41,1,77.017852783203125,34.66606903076172,32.216251373291016,24.444000244140625,1814,298,23,280,869,223,0.05144120007753372,56.009910583496094
437,-63.75,-1.9166666666666643,0,background,59,1,89.082763671875,26.113630294799805,31.445999145507813,26.254207611083984,2758,319,162,590,779,63,0.01188681181520223,11.24224090576172
444,-57.41666666666667,-13.083333333333329,0,background,17,1,73.37987518310547,91.77507781982422,32.24250030517578,24.938291549682617,2052,341,4,719,41,334,0.06724497675895691,41.296932220458984
453,-67.58333333333333,1.5833333333333357,0,background,69,1,90.07682800292967,45.53117752075195,32.75749969482422,25.596750259399418,3572,421,203,702,1096,128,0.01487694680690765,61.95230865478515
454,-58.083333333333336,-11.083333333333329,0,background,17,1,69.58647918701172,58.90462875366211,33.26475143432617,25.01479148864746,1957,332,2,441,64,308,0.03439148515462875,280.4163818359375
458,-63.25,-1.5833333333333304,0,background,59,1,88.55292510986328,28.42923355102539,31.28999900817871,26.19854164123535,2584,311,148,522,766,49,0.00605481537058949,39.62709426879883
459,-64.41666666666667,0.0833333333333357,0,background,59,1,89.58311462402344,35.904029846191406,32.14524841308594,26.129375457763672,2637,355,142,506,827,66,0.03542456403374672,108.55069732666016
463,-59.41666666666667,-3.0833333333333304,0,background,50,1,79.90494537353516,52.54385757446289,32.29225158691406,26.38775062561035,2318,306,85,394,854,35,0.0840708389878273,183.1631317138672
472,-52.75,-6.2499999999999964,0,background,41,1,74.281097412109375,32.83305740356445,33.02724838256836,24.49341583251953,1970,309,28,404,875,266,0.06861258298158646,117.30884552001952
475,-71.25,-8.749999999999996,0,background,23,1,78.74335479736328,62.90031051635742,30.789749145507813,25.062292098999023,1994,267,45,647,167,264,0.05252871289849281,117.78104400634766
476,-52.083333333333336,-5.58333333333333,0,background,41,1,76.51524353027344,34.349212646484375,32.18450164794922,24.276582717895508,1849,299,24,308,871,261,0.12465191632509232,356.0749206542969
482,-60.25,-2.5833333333333304,0,background,49,1,82.4005355834961,43.955692291259766,31.808250427246097,26.222749710083008,2355,313,82,409,821,69,0.04382116720080376,240.8063812255859
496,-59.75,-4.416666666666664,0,background,50,1,81.376312255859375,44.21588134765625,32.39550018310547,26.54254150390625,2071,248,82,383,714,33,0.00714023178443312,282.57452392578125
503,-46.583333333333336,-5.08333333333333,0,background,43,1,76.334991455078125,46.51682662963867,32.051998138427734,24.63629150390625,1234,244,8,166,631,303,0.10786299407482149,296.0757141113281
504,-58.91666666666667,-2.4166666666666643,0,background,50,1,79.27655029296875,54.93709945678711,32.234249114990234,26.15737533569336,2205,312,77,313,836,93,0.11303362250328064,6.476646423339844
510,-53.75,-7.08333333333333,0,background,41,1,72.14738464355469,35.96800994873047,33.640499114990234,25.070249557495117,2071,316,15,310,942,255,0.03152142465114593,285.73779296875
511,-52.41666666666667,-6.416666666666664,0,background,41,1,73.90327453613281,30.317523956298828,33.42300033569336,24.711833953857425,1978,305,25,414,878,209,0.05460763350129127,16.106172561645508
515,-59.083333333333336,-2.7499999999999964,0,background,50,1,79.51470947265625,53.63634490966797,32.229000091552734,26.19304084777832,2272,315,85,364,848,80,0.09016217291355132,204.5680389404297
519,-54.25,-12.583333333333329,0,background,19,1,70.9706039428711,94.370086669921875,33.460750579833984,24.977291107177734,1738,301,1,680,16,334,0.02291721105575561,37.15412139892578
524,-63.41666666666667,-6.58333333333333,0,background,37,1,77.22913360595703,34.20138168334961,32.83974838256836,26.017457962036133,2242,311,39,348,263,79,0.01433086860924959,40.59718322753906
538,-64.08333333333333,-2.0833333333333304,0,background,59,1,89.52149200439453,25.104827880859375,31.568500518798828,26.31108283996582,2908,329,170,640,797,66,0.00505823409184813,32.314125061035156
539,-64.58333333333333,-0.4166666666666643,0,background,59,1,89.5877685546875,33.8831672668457,31.86599922180176,26.109708786010746,2516,325,154,496,727,45,0.02028968930244445,132.0965576171875
541,-59.583333333333336,-10.916666666666664,0,background,17,1,69.56297302246094,56.63964080810547,32.74625015258789,24.573165893554688,1925,333,6,418,78,329,0.05981166288256645,41.087608337402344
544,-55.25,1.2500000000000029,0,background,73,1,81.39642333984375,53.95450210571289,31.578750610351563,24.953041076660156,2044,355,55,190,599,374,0.03317934647202492,282.1710510253906
548,-60.41666666666667,-4.58333333333333,0,background,49,1,82.63533020019531,38.792625427246094,32.421749114990234,26.59025001525879,2314,294,80,425,852,39,0.01008668541908264,344.4102783203125
550,-53.91666666666667,-6.2499999999999964,0,background,41,1,73.83009338378906,36.49166488647461,33.006248474121094,24.883291244506836,2017,321,21,270,930,255,0.10222581773996352,290.2396545410156
553,-53.75,-7.7499999999999964,0,background,41,1,70.89815521240234,38.84322738647461,33.83700180053711,25.002540588378903,2060,321,13,338,919,316,0.08545403927564621,41.37676239013672
556,-64.91666666666667,-0.7499999999999973,0,background,59,1,89.2064437866211,32.333953857421875,31.921998977661133,26.257041931152344,2516,318,153,499,697,59,0.02136984281241893,18.976343154907227
558,-61.583333333333336,-4.08333333333333,0,background,49,1,86.89656829833984,29.47382926940918,31.95249938964844,26.6825008392334,2565,309,97,515,857,29,0.03082387708127498,310.0160827636719
562,-54.083333333333336,-6.7499999999999964,0,background,41,1,72.31360626220703,37.31852722167969,33.46175003051758,25.077791213989254,2109,326,17,294,968,250,0.02530759572982788,42.51594543457031
569,-71.08333333333333,-7.58333333333333,0,background,23,1,80.37317657470703,52.57045364379883,30.628250122070313,25.131916046142575,2156,292,60,645,228,221,0.05135613307356834,324.8116149902344
570,-54.25,-11.916666666666664,0,background,19,1,69.54222106933594,76.4771499633789,34.171749114990234,25.08620834350586,1819,321,1,452,41,335,0.01384364161640405,45.427616119384766
572,-62.91666666666667,-1.0833333333333304,0,background,59,1,87.80486297607422,31.91904067993164,31.196001052856445,26.075124740600582,2420,310,132,442,618,50,0.0284016951918602,34.81619644165039
577,-65.41666666666667,0.5833333333333357,0,background,69,1,91.11497497558594,26.05963897705078,28.695249557495117,22.58037567138672,2739,341,171,535,841,903,0.5799750685691833,63.88200378417969
587,-60.75,-2.5833333333333304,0,background,49,1,84.53612518310547,39.030479431152344,31.74074935913086,26.3975830078125,2344,304,78,397,855,27,0.03564544394612312,223.074462890625
591,-48.91666666666667,-5.58333333333333,0,background,43,1,73.93582916259766,56.93354034423828,34.34225082397461,25.697792053222656,1694,307,23,179,819,130,0.06230219453573227,324.18438720703125
592,-62.91666666666667,-5.08333333333333,0,background,37,1,83.37376403808594,26.73757553100586,32.41475296020508,26.704124450683594,2406,307,80,665,389,37,0.00387928495183587,53.05300521850586
594,-62.25,-3.0833333333333304,0,background,49,1,88.72603607177734,27.910490036010746,31.44499969482422,26.293832778930664,2673,330,108,608,601,54,0.00896741636097431,82.52970886230469
596,-56.75,0.7500000000000027,0,background,73,1,79.03532409667969,54.81783676147461,32.32699966430664,25.85504150390625,2096,362,71,230,576,233,0.04326991736888885,234.28240966796875
598,-61.083333333333336,-3.749999999999997,0,background,49,1,85.30516052246094,34.36852264404297,31.934749603271484,26.453458786010746,2444,307,87,445,884,36,0.03464158624410629,356.7991943359375
600,-64.75,-1.4166666666666643,0,background,59,1,89.68351745605469,28.69266891479492,31.709251403808594,26.19362449645996,2749,328,165,577,832,66,0.00279690860770642,33.520687103271484
610,-52.91666666666667,-7.58333333333333,0,background,41,1,72.1498031616211,31.826705932617188,33.72999954223633,24.895708084106445,2017,302,14,338,853,286,0.08532319217920303,88.17292022705078
615,-70.91666666666667,-7.58333333333333,0,background,23,1,80.57355499267578,52.48870086669922,30.56024932861328,25.00666618347168,2216,301,61,663,231,246,0.01843777298927307,341.5304870605469
634,-63.91666666666667,-1.7499999999999971,0,background,59,1,88.804595947265625,26.619102478027344,31.50824928283691,26.307540893554688,2758,323,162,587,794,57,0.00625678291544318,29.590784072875977
636,-54.25,-10.916666666666664,0,background,19,1,67.95386505126953,49.53651428222656,35.080501556396484,25.394500732421875,2094,369,2,301,57,336,0.0836649090051651,162.2180938720703
637,-62.75,-5.416666666666664,0,background,37,1,81.86669921875,28.131269454956055,32.56224822998047,26.380916595458984,2315,300,66,467,348,63,0.01632221415638923,2.544443774871608e-14
645,-71.75,-8.749999999999996,0,background,23,1,78.6628646850586,60.25966262817383,30.870750427246097,25.09979248046875,1896,260,37,617,150,279,0.04398814216256142,96.08576202392578
650,-71.41666666666667,-9.416666666666664,0,background,23,1,78.068084716796875,65.39453887939453,31.107250213623047,25.428125381469727,1827,247,29,618,129,292,0.06183933466672897,107.17957305908205
652,-63.083333333333336,-5.7499999999999964,0,background,37,1,80.3014144897461,29.3111572265625,32.653499603271484,26.273666381835938,2289,306,57,363,323,68,0.03554853424429893,301.6511535644531
655,-61.75,-4.08333333333333,0,background,49,1,87.53123474121094,27.456653594970703,31.97699928283691,26.723041534423828,2622,321,100,667,885,26,0.01023479364812374,299.5788879394531
661,-60.083333333333336,-4.916666666666664,0,background,49,1,81.049713134765625,39.5088005065918,32.633750915527344,26.610584259033203,2298,297,76,425,861,38,0.01013389602303505,4.385340213775635
663,-72.25,-9.416666666666664,0,background,23,1,79.1552734375,59.83509826660156,31.229249954223633,25.483333587646484,1724,237,29,574,127,341,0.08768829703330994,314.4460144042969
672,-53.75,-5.416666666666664,0,background,41,1,76.16776275634766,39.328575134277344,32.39799880981445,24.84495735168457,1829,302,25,306,870,216,0.05502386018633842,349.0318298339844
684,-57.583333333333336,-2.9166666666666643,0,background,50,1,77.73687744140625,62.6207389831543,33.07775115966797,26.59174919128418,2224,369,58,237,903,18,0.03343632444739342,314.2162780761719
692,-56.41666666666667,0.7500000000000027,0,background,73,1,79.2886962890625,55.09628677368164,31.774250030517575,25.287582397460938,2120,363,70,228,600,343,0.14852410554885864,223.33067321777344
708,-57.91666666666667,-3.4166666666666643,0,background,50,1,78.03946685791016,58.5002326965332,33.009498596191406,26.604333877563477,2040,270,88,316,754,18,0.01327355671674013,20.462982177734375
724,-65.08333333333333,-6.7499999999999964,0,background,37,1,78.97135925292969,32.742828369140625,32.65224838256836,26.21158218383789,2861,367,58,642,372,78,0.02319842204451561,81.3284683227539
730,-58.25,-11.583333333333329,0,background,17,1,69.04949188232422,71.33992767333984,33.80099868774414,25.1768741607666,1983,330,4,451,70,286,0.01670676469802856,119.241455078125
733,-73.08333333333333,-8.249999999999996,0,background,23,1,79.2567367553711,54.66672134399414,31.385499954223633,25.57029151916504,2059,287,43,640,183,228,0.03305277600884437,72.9058837890625
737,-58.91666666666667,-5.08333333333333,0,background,50,1,77.68671417236328,43.954345703125,32.728248596191406,26.435375213623047,2239,291,60,415,854,87,0.02281698025763034,305.3869934082031
741,-67.75,0.9166666666666696,0,background,69,1,90.0381088256836,42.99220657348633,32.03049850463867,25.943790435791016,3433,397,228,761,968,98,0.01206755265593528,137.79051208496094
742,-72.08333333333333,-7.916666666666664,0,background,23,1,78.6250228881836,55.72713088989258,30.780750274658203,25.24358367919922,2056,273,49,643,184,214,0.02843639999628067,3.929185152053833
763,-53.25,-12.583333333333329,0,background,19,1,69.63507843017578,102.43487548828124,34.09000015258789,25.26912498474121,1674,291,1,650,40,318,0.03434494137763977,5.285286903381348
773,-48.583333333333336,-6.08333333333333,0,background,43,1,72.165618896484375,50.58477020263672,34.00849914550781,25.07525062561035,1607,287,24,192,761,238,0.03462805598974228,350.9703674316406
779,-64.08333333333333,-2.2499999999999973,0,background,59,1,89.70722198486328,24.47098922729492,31.578500747680664,26.340749740600582,2923,328,167,655,778,66,0.00496531510725617,141.5063934326172
780,-64.08333333333333,-0.24999999999999736,0,background,59,1,89.43547058105469,35.171119689941406,31.849750518798828,26.100875854492188,2600,347,148,502,793,41,0.01904649473726749,178.8386688232422
782,-58.75,-3.0833333333333304,0,background,50,1,78.92943572998047,56.127166748046875,32.55350112915039,26.322124481201172,2230,326,75,313,904,52,0.07621502131223679,169.7742462158203
785,-60.25,-3.5833333333333304,0,background,49,1,82.16514587402344,44.12887954711914,32.160499572753906,26.452083587646484,2203,288,59,371,842,30,0.01789343915879726,357.52227783203125
789,-52.25,-5.2499999999999964,0,background,41,1,77.3597183227539,36.322513580322266,32.00299835205078,24.391332626342773,1800,293,25,264,864,230,0.03238865733146667,235.6711273193359
796,-62.91666666666667,-0.9166666666666644,0,background,59,1,87.632568359375,33.838470458984375,31.20275115966797,26.17645835876465,2366,311,130,428,607,31,0.02577690407633781,42.37530517578125
804,-62.75,-6.58333333333333,0,background,37,1,76.97100067138672,34.64309310913086,33.04425048828125,26.110666275024418,2166,305,38,335,267,60,0.02399133145809173,114.90794372558594
808,-58.083333333333336,-10.58333333333333,0,background,17,1,68.894195556640625,49.35915756225586,33.65449905395508,25.080833435058594,2009,333,3,271,66,304,0.1899625658988953,242.72537231445313
821,-59.25,-2.9166666666666643,0,background,50,1,79.58366394042969,53.07627487182617,32.26150131225586,26.340499877929688,2330,313,92,391,853,69,0.04723788425326347,154.818603515625
830,-58.91666666666667,-4.916666666666664,0,background,50,1,78.271209716796875,45.19072341918945,32.69974899291992,26.461708068847656,2238,287,65,406,842,75,0.04449018463492393,335.2913818359375
835,-53.083333333333336,-5.2499999999999964,0,background,41,1,77.44598388671875,38.20196914672851,32.21699905395508,24.7083740234375,1775,299,24,269,870,199,0.06173479929566383,59.342864990234375
838,-69.58333333333333,-4.7499999999999964,0,background,46,1,81.17456817626953,40.5412483215332,31.3439998626709,26.23783302307129,2571,300,107,596,466,127,0.03556031733751297,323.97064208984375
841,-64.08333333333333,-1.2499999999999971,0,background,59,1,89.227996826171875,29.145511627197266,31.538000106811523,26.08074951171875,2670,328,159,543,838,63,0.01648994907736778,14.925692558288574
