lon,lat,adequado,classe,modelo
-60.41666666666667,4.083333333333336,1,Adequado,GLM
-60.25,4.083333333333336,0,Inadequado,GLM
-60.083333333333336,4.083333333333336,0,Inadequado,GLM
-59.91666666666667,4.083333333333336,0,Inadequado,GLM
-51.41666666666667,4.083333333333336,1,Adequado,GLM
-64.25,3.916666666666669,0,Inadequado,GLM
-62.583333333333336,3.916666666666669,0,Inadequado,GLM
-62.41666666666667,3.916666666666669,0,Inadequado,GLM
-62.25,3.916666666666669,0,Inadequado,GLM
-62.083333333333336,3.916666666666669,0,Inadequado,GLM
-61.91666666666667,3.916666666666669,1,Adequado,GLM
-61.75,3.916666666666669,1,Adequado,GLM
-61.583333333333336,3.916666666666669,1,Adequado,GLM
-61.41666666666667,3.916666666666669,1,Adequado,GLM
-61.25,3.916666666666669,0,Inadequado,GLM
-61.083333333333336,3.916666666666669,0,Inadequado,GLM
-60.91666666666667,3.916666666666669,0,Inadequado,GLM
-60.75,3.916666666666669,0,Inadequado,GLM
-60.583333333333336,3.916666666666669,0,Inadequado,GLM
-60.41666666666667,3.916666666666669,0,Inadequado,GLM
-60.25,3.916666666666669,0,Inadequado,GLM
-60.083333333333336,3.916666666666669,0,Inadequado,GLM
-59.91666666666667,3.916666666666669,0,Inadequado,GLM
-59.75,3.916666666666669,0,Inadequado,GLM
-51.583333333333336,3.916666666666669,1,Adequado,GLM
-51.41666666666667,3.916666666666669,1,Adequado,GLM
-64.08333333333333,3.7500000000000027,0,Inadequado,GLM
-63.91666666666667,3.7500000000000027,0,Inadequado,GLM
-63.75,3.7500000000000027,0,Inadequado,GLM
-63.583333333333336,3.7500000000000027,0,Inadequado,GLM
-63.41666666666667,3.7500000000000027,0,Inadequado,GLM
-62.583333333333336,3.7500000000000027,0,Inadequado,GLM
-62.41666666666667,3.7500000000000027,0,Inadequado,GLM
-62.25,3.7500000000000027,0,Inadequado,GLM
-62.083333333333336,3.7500000000000027,1,Adequado,GLM
-61.91666666666667,3.7500000000000027,1,Adequado,GLM
-61.75,3.7500000000000027,0,Inadequado,GLM
-61.583333333333336,3.7500000000000027,1,Adequado,GLM
-61.41666666666667,3.7500000000000027,1,Adequado,GLM
-61.25,3.7500000000000027,0,Inadequado,GLM
-61.083333333333336,3.7500000000000027,0,Inadequado,GLM
-60.91666666666667,3.7500000000000027,0,Inadequado,GLM
-60.75,3.7500000000000027,0,Inadequado,GLM
-60.583333333333336,3.7500000000000027,0,Inadequado,GLM
-60.41666666666667,3.7500000000000027,0,Inadequado,GLM
-60.25,3.7500000000000027,0,Inadequado,GLM
-60.083333333333336,3.7500000000000027,0,Inadequado,GLM
-59.91666666666667,3.7500000000000027,0,Inadequado,GLM
-51.75,3.7500000000000027,1,Adequado,GLM
-51.583333333333336,3.7500000000000027,1,Adequado,GLM
-51.41666666666667,3.7500000000000027,1,Adequado,GLM
-51.25,3.7500000000000027,1,Adequado,GLM
-63.91666666666667,3.5833333333333357,0,Inadequado,GLM
-63.75,3.5833333333333357,0,Inadequado,GLM
-63.583333333333336,3.5833333333333357,0,Inadequado,GLM
-63.41666666666667,3.5833333333333357,0,Inadequado,GLM
-63.25,3.5833333333333357,0,Inadequado,GLM
-63.083333333333336,3.5833333333333357,0,Inadequado,GLM
-62.91666666666667,3.5833333333333357,0,Inadequado,GLM
-62.75,3.5833333333333357,0,Inadequado,GLM
-62.583333333333336,3.5833333333333357,0,Inadequado,GLM
-62.41666666666667,3.5833333333333357,1,Adequado,GLM
-62.25,3.5833333333333357,0,Inadequado,GLM
-62.083333333333336,3.5833333333333357,1,Adequado,GLM
-61.91666666666667,3.5833333333333357,1,Adequado,GLM
-61.75,3.5833333333333357,1,Adequado,GLM
-61.583333333333336,3.5833333333333357,1,Adequado,GLM
-61.41666666666667,3.5833333333333357,1,Adequado,GLM
-61.25,3.5833333333333357,0,Inadequado,GLM
-61.083333333333336,3.5833333333333357,0,Inadequado,GLM
-60.91666666666667,3.5833333333333357,0,Inadequado,GLM
-60.75,3.5833333333333357,0,Inadequado,GLM
-60.583333333333336,3.5833333333333357,0,Inadequado,GLM
-60.41666666666667,3.5833333333333357,0,Inadequado,GLM
-60.25,3.5833333333333357,0,Inadequado,GLM
-60.083333333333336,3.5833333333333357,0,Inadequado,GLM
-59.91666666666667,3.5833333333333357,0,Inadequado,GLM
-51.75,3.5833333333333357,1,Adequado,GLM
-51.583333333333336,3.5833333333333357,1,Adequado,GLM
-51.41666666666667,3.5833333333333357,1,Adequado,GLM
-51.25,3.5833333333333357,1,Adequado,GLM
-63.91666666666667,3.416666666666669,0,Inadequado,GLM
-63.75,3.416666666666669,0,Inadequado,GLM
-63.583333333333336,3.416666666666669,0,Inadequado,GLM
-63.41666666666667,3.416666666666669,0,Inadequado,GLM
-63.25,3.416666666666669,0,Inadequado,GLM
-63.083333333333336,3.416666666666669,0,Inadequado,GLM
-62.91666666666667,3.416666666666669,0,Inadequado,GLM
-62.75,3.416666666666669,0,Inadequado,GLM
-62.583333333333336,3.416666666666669,0,Inadequado,GLM
-62.41666666666667,3.416666666666669,0,Inadequado,GLM
-62.25,3.416666666666669,0,Inadequado,GLM
-62.083333333333336,3.416666666666669,1,Adequado,GLM
-61.91666666666667,3.416666666666669,1,Adequado,GLM
-61.75,3.416666666666669,1,Adequado,GLM
-61.583333333333336,3.416666666666669,1,Adequado,GLM
-61.41666666666667,3.416666666666669,1,Adequado,GLM
-61.25,3.416666666666669,0,Inadequado,GLM
-61.083333333333336,3.416666666666669,0,Inadequado,GLM
-60.91666666666667,3.416666666666669,0,Inadequado,GLM
-60.75,3.416666666666669,0,Inadequado,GLM
-60.583333333333336,3.416666666666669,0,Inadequado,GLM
-60.41666666666667,3.416666666666669,0,Inadequado,GLM
-60.25,3.416666666666669,0,Inadequado,GLM
-60.083333333333336,3.416666666666669,0,Inadequado,GLM
-59.91666666666667,3.416666666666669,0,Inadequado,GLM
-51.91666666666667,3.416666666666669,1,Adequado,GLM
-51.75,3.416666666666669,1,Adequado,GLM
-51.583333333333336,3.416666666666669,1,Adequado,GLM
-51.41666666666667,3.416666666666669,1,Adequado,GLM
-51.25,3.416666666666669,1,Adequado,GLM
-63.91666666666667,3.2500000000000027,0,Inadequado,GLM
-63.75,3.2500000000000027,0,Inadequado,GLM
-63.583333333333336,3.2500000000000027,0,Inadequado,GLM
-63.41666666666667,3.2500000000000027,0,Inadequado,GLM
-63.25,3.2500000000000027,0,Inadequado,GLM
-63.083333333333336,3.2500000000000027,0,Inadequado,GLM
-62.91666666666667,3.2500000000000027,0,Inadequado,GLM
-62.75,3.2500000000000027,0,Inadequado,GLM
-62.583333333333336,3.2500000000000027,0,Inadequado,GLM
-62.41666666666667,3.2500000000000027,0,Inadequado,GLM
-62.25,3.2500000000000027,0,Inadequado,GLM
-62.083333333333336,3.2500000000000027,0,Inadequado,GLM
-61.91666666666667,3.2500000000000027,1,Adequado,GLM
-61.75,3.2500000000000027,1,Adequado,GLM
-61.583333333333336,3.2500000000000027,1,Adequado,GLM
-61.41666666666667,3.2500000000000027,1,Adequado,GLM
-61.25,3.2500000000000027,0,Inadequado,GLM
-61.083333333333336,3.2500000000000027,0,Inadequado,GLM
-60.91666666666667,3.2500000000000027,0,Inadequado,GLM
-60.75,3.2500000000000027,0,Inadequado,GLM
-60.583333333333336,3.2500000000000027,0,Inadequado,GLM
-60.41666666666667,3.2500000000000027,0,Inadequado,GLM
-60.25,3.2500000000000027,0,Inadequado,GLM
-60.083333333333336,3.2500000000000027,0,Inadequado,GLM
-52.083333333333336,3.2500000000000027,1,Adequado,GLM
-51.91666666666667,3.2500000000000027,1,Adequado,GLM
-51.75,3.2500000000000027,1,Adequado,GLM
-51.583333333333336,3.2500000000000027,1,Adequado,GLM
-51.41666666666667,3.2500000000000027,1,Adequado,GLM
-51.25,3.2500000000000027,1,Adequado,GLM
-63.91666666666667,3.0833333333333357,0,Inadequado,GLM
-63.75,3.0833333333333357,0,Inadequado,GLM
-63.583333333333336,3.0833333333333357,0,Inadequado,GLM
-63.41666666666667,3.0833333333333357,0,Inadequado,GLM
-63.25,3.0833333333333357,0,Inadequado,GLM
-63.083333333333336,3.0833333333333357,0,Inadequado,GLM
-62.91666666666667,3.0833333333333357,0,Inadequado,GLM
-62.75,3.0833333333333357,0,Inadequado,GLM
-62.583333333333336,3.0833333333333357,0,Inadequado,GLM
-62.41666666666667,3.0833333333333357,0,Inadequado,GLM
-62.25,3.0833333333333357,0,Inadequado,GLM
-62.083333333333336,3.0833333333333357,0,Inadequado,GLM
-61.91666666666667,3.0833333333333357,0,Inadequado,GLM
-61.75,3.0833333333333357,1,Adequado,GLM
-61.583333333333336,3.0833333333333357,1,Adequado,GLM
-61.41666666666667,3.0833333333333357,1,Adequado,GLM
-61.25,3.0833333333333357,0,Inadequado,GLM
-61.083333333333336,3.0833333333333357,0,Inadequado,GLM
-60.91666666666667,3.0833333333333357,0,Inadequado,GLM
-60.75,3.0833333333333357,0,Inadequado,GLM
-60.583333333333336,3.0833333333333357,0,Inadequado,GLM
-60.41666666666667,3.0833333333333357,0,Inadequado,GLM
-60.25,3.0833333333333357,0,Inadequado,GLM
-60.083333333333336,3.0833333333333357,0,Inadequado,GLM
-52.083333333333336,3.0833333333333357,1,Adequado,GLM
-51.91666666666667,3.0833333333333357,1,Adequado,GLM
-51.75,3.0833333333333357,1,Adequado,GLM
-51.583333333333336,3.0833333333333357,1,Adequado,GLM
-51.41666666666667,3.0833333333333357,1,Adequado,GLM
-51.25,3.0833333333333357,1,Adequado,GLM
-63.91666666666667,2.916666666666669,0,Inadequado,GLM
-63.75,2.916666666666669,0,Inadequado,GLM
-63.583333333333336,2.916666666666669,0,Inadequado,GLM
-63.41666666666667,2.916666666666669,0,Inadequado,GLM
-63.25,2.916666666666669,0,Inadequado,GLM
-63.083333333333336,2.916666666666669,0,Inadequado,GLM
-62.91666666666667,2.916666666666669,0,Inadequado,GLM
-62.75,2.916666666666669,0,Inadequado,GLM
-62.583333333333336,2.916666666666669,0,Inadequado,GLM
-62.41666666666667,2.916666666666669,0,Inadequado,GLM
-62.25,2.916666666666669,0,Inadequado,GLM
-62.083333333333336,2.916666666666669,0,Inadequado,GLM
-61.91666666666667,2.916666666666669,0,Inadequado,GLM
-61.75,2.916666666666669,1,Adequado,GLM
-61.583333333333336,2.916666666666669,1,Adequado,GLM
-61.41666666666667,2.916666666666669,1,Adequado,GLM
-61.25,2.916666666666669,0,Inadequado,GLM
-61.083333333333336,2.916666666666669,0,Inadequado,GLM
-60.91666666666667,2.916666666666669,0,Inadequado,GLM
-60.75,2.916666666666669,0,Inadequado,GLM
-60.583333333333336,2.916666666666669,0,Inadequado,GLM
-60.41666666666667,2.916666666666669,0,Inadequado,GLM
-60.25,2.916666666666669,0,Inadequado,GLM
-60.083333333333336,2.916666666666669,0,Inadequado,GLM
-52.25,2.916666666666669,1,Adequado,GLM
-52.083333333333336,2.916666666666669,1,Adequado,GLM
-51.91666666666667,2.916666666666669,1,Adequado,GLM
-51.75,2.916666666666669,1,Adequado,GLM
-51.583333333333336,2.916666666666669,1,Adequado,GLM
-51.41666666666667,2.916666666666669,1,Adequado,GLM
-51.25,2.916666666666669,1,Adequado,GLM
-63.91666666666667,2.7500000000000027,0,Inadequado,GLM
-63.75,2.7500000000000027,0,Inadequado,GLM
-63.583333333333336,2.7500000000000027,0,Inadequado,GLM
-63.41666666666667,2.7500000000000027,0,Inadequado,GLM
-63.25,2.7500000000000027,0,Inadequado,GLM
-63.083333333333336,2.7500000000000027,0,Inadequado,GLM
-62.91666666666667,2.7500000000000027,0,Inadequado,GLM
-62.75,2.7500000000000027,0,Inadequado,GLM
-62.583333333333336,2.7500000000000027,0,Inadequado,GLM
-62.41666666666667,2.7500000000000027,0,Inadequado,GLM
-62.25,2.7500000000000027,1,Adequado,GLM
-62.083333333333336,2.7500000000000027,1,Adequado,GLM
-61.91666666666667,2.7500000000000027,1,Adequado,GLM
-61.75,2.7500000000000027,1,Adequado,GLM
-61.583333333333336,2.7500000000000027,1,Adequado,GLM
-61.41666666666667,2.7500000000000027,1,Adequado,GLM
-61.25,2.7500000000000027,0,Inadequado,GLM
-61.083333333333336,2.7500000000000027,0,Inadequado,GLM
-60.91666666666667,2.7500000000000027,0,Inadequado,GLM
-60.75,2.7500000000000027,0,Inadequado,GLM
-60.583333333333336,2.7500000000000027,0,Inadequado,GLM
-60.41666666666667,2.7500000000000027,0,Inadequado,GLM
-60.25,2.7500000000000027,0,Inadequado,GLM
-60.083333333333336,2.7500000000000027,0,Inadequado,GLM
-52.25,2.7500000000000027,1,Adequado,GLM
-52.083333333333336,2.7500000000000027,1,Adequado,GLM
-51.91666666666667,2.7500000000000027,1,Adequado,GLM
-51.75,2.7500000000000027,1,Adequado,GLM
-51.583333333333336,2.7500000000000027,1,Adequado,GLM
-51.41666666666667,2.7500000000000027,1,Adequado,GLM
-51.25,2.7500000000000027,1,Adequado,GLM
-51.083333333333336,2.7500000000000027,1,Adequado,GLM
-63.91666666666667,2.5833333333333357,0,Inadequado,GLM
-63.75,2.5833333333333357,0,Inadequado,GLM
-63.583333333333336,2.5833333333333357,0,Inadequado,GLM
-63.41666666666667,2.5833333333333357,0,Inadequado,GLM
-63.25,2.5833333333333357,0,Inadequado,GLM
-63.083333333333336,2.5833333333333357,0,Inadequado,GLM
-62.91666666666667,2.5833333333333357,0,Inadequado,GLM
-62.75,2.5833333333333357,0,Inadequado,GLM
-62.583333333333336,2.5833333333333357,0,Inadequado,GLM
-62.41666666666667,2.5833333333333357,0,Inadequado,GLM
-62.25,2.5833333333333357,1,Adequado,GLM
-62.083333333333336,2.5833333333333357,1,Adequado,GLM
-61.91666666666667,2.5833333333333357,1,Adequado,GLM
-61.75,2.5833333333333357,1,Adequado,GLM
-61.583333333333336,2.5833333333333357,1,Adequado,GLM
-61.41666666666667,2.5833333333333357,1,Adequado,GLM
-61.25,2.5833333333333357,1,Adequado,GLM
-61.083333333333336,2.5833333333333357,0,Inadequado,GLM
-60.91666666666667,2.5833333333333357,0,Inadequado,GLM
-60.75,2.5833333333333357,0,Inadequado,GLM
-60.583333333333336,2.5833333333333357,0,Inadequado,GLM
-60.41666666666667,2.5833333333333357,0,Inadequado,GLM
-60.25,2.5833333333333357,0,Inadequado,GLM
-60.083333333333336,2.5833333333333357,0,Inadequado,GLM
-52.41666666666667,2.5833333333333357,1,Adequado,GLM
-52.25,2.5833333333333357,1,Adequado,GLM
-52.083333333333336,2.5833333333333357,1,Adequado,GLM
-51.91666666666667,2.5833333333333357,1,Adequado,GLM
-51.75,2.5833333333333357,1,Adequado,GLM
-51.583333333333336,2.5833333333333357,1,Adequado,GLM
-51.41666666666667,2.5833333333333357,1,Adequado,GLM
-51.25,2.5833333333333357,1,Adequado,GLM
-51.083333333333336,2.5833333333333357,1,Adequado,GLM
-63.25,2.416666666666669,0,Inadequado,GLM
-63.083333333333336,2.416666666666669,0,Inadequado,GLM
-62.91666666666667,2.416666666666669,0,Inadequado,GLM
-62.75,2.416666666666669,0,Inadequado,GLM
-62.583333333333336,2.416666666666669,0,Inadequado,GLM
-62.41666666666667,2.416666666666669,1,Adequado,GLM
-62.25,2.416666666666669,1,Adequado,GLM
-62.083333333333336,2.416666666666669,1,Adequado,GLM
-61.91666666666667,2.416666666666669,1,Adequado,GLM
-61.75,2.416666666666669,0,Inadequado,GLM
-61.583333333333336,2.416666666666669,1,Adequado,GLM
-61.41666666666667,2.416666666666669,0,Inadequado,GLM
-61.25,2.416666666666669,0,Inadequado,GLM
-61.083333333333336,2.416666666666669,0,Inadequado,GLM
-60.91666666666667,2.416666666666669,0,Inadequado,GLM
-60.75,2.416666666666669,0,Inadequado,GLM
-60.583333333333336,2.416666666666669,0,Inadequado,GLM
-60.41666666666667,2.416666666666669,0,Inadequado,GLM
-60.25,2.416666666666669,0,Inadequado,GLM
-60.083333333333336,2.416666666666669,0,Inadequado,GLM
-55.25,2.416666666666669,0,Inadequado,GLM
-55.083333333333336,2.416666666666669,0,Inadequado,GLM
-52.41666666666667,2.416666666666669,1,Adequado,GLM
-52.25,2.416666666666669,1,Adequado,GLM
-52.083333333333336,2.416666666666669,1,Adequado,GLM
-51.91666666666667,2.416666666666669,1,Adequado,GLM
-51.75,2.416666666666669,1,Adequado,GLM
-51.583333333333336,2.416666666666669,1,Adequado,GLM
-51.41666666666667,2.416666666666669,1,Adequado,GLM
-51.25,2.416666666666669,1,Adequado,GLM
-51.083333333333336,2.416666666666669,1,Adequado,GLM
-50.91666666666667,2.416666666666669,1,Adequado,GLM
-63.25,2.2500000000000027,0,Inadequado,GLM
-63.083333333333336,2.2500000000000027,0,Inadequado,GLM
-62.91666666666667,2.2500000000000027,0,Inadequado,GLM
-62.75,2.2500000000000027,0,Inadequado,GLM
-62.583333333333336,2.2500000000000027,1,Adequado,GLM
-62.41666666666667,2.2500000000000027,1,Adequado,GLM
-62.25,2.2500000000000027,1,Adequado,GLM
-62.083333333333336,2.2500000000000027,0,Inadequado,GLM
-61.91666666666667,2.2500000000000027,0,Inadequado,GLM
-61.75,2.2500000000000027,1,Adequado,GLM
-61.583333333333336,2.2500000000000027,1,Adequado,GLM
-61.41666666666667,2.2500000000000027,1,Adequado,GLM
-61.25,2.2500000000000027,1,Adequado,GLM
-61.083333333333336,2.2500000000000027,0,Inadequado,GLM
-60.91666666666667,2.2500000000000027,0,Inadequado,GLM
-60.75,2.2500000000000027,0,Inadequado,GLM
-60.583333333333336,2.2500000000000027,0,Inadequado,GLM
-60.41666666666667,2.2500000000000027,0,Inadequado,GLM
-60.25,2.2500000000000027,0,Inadequado,GLM
-60.083333333333336,2.2500000000000027,0,Inadequado,GLM
-55.91666666666667,2.2500000000000027,0,Inadequado,GLM
-55.75,2.2500000000000027,0,Inadequado,GLM
-55.583333333333336,2.2500000000000027,0,Inadequado,GLM
-55.41666666666667,2.2500000000000027,0,Inadequado,GLM
-55.25,2.2500000000000027,0,Inadequado,GLM
-55.083333333333336,2.2500000000000027,0,Inadequado,GLM
-54.91666666666667,2.2500000000000027,0,Inadequado,GLM
-54.75,2.2500000000000027,0,Inadequado,GLM
-52.583333333333336,2.2500000000000027,1,Adequado,GLM
-52.41666666666667,2.2500000000000027,1,Adequado,GLM
-52.25,2.2500000000000027,1,Adequado,GLM
-52.083333333333336,2.2500000000000027,1,Adequado,GLM
-51.91666666666667,2.2500000000000027,1,Adequado,GLM
-51.75,2.2500000000000027,1,Adequado,GLM
-51.583333333333336,2.2500000000000027,1,Adequado,GLM
-51.41666666666667,2.2500000000000027,1,Adequado,GLM
-51.25,2.2500000000000027,1,Adequado,GLM
-51.083333333333336,2.2500000000000027,1,Adequado,GLM
-50.91666666666667,2.2500000000000027,1,Adequado,GLM
-63.25,2.0833333333333357,0,Inadequado,GLM
-63.083333333333336,2.0833333333333357,0,Inadequado,GLM
-62.91666666666667,2.0833333333333357,0,Inadequado,GLM
-62.75,2.0833333333333357,1,Adequado,GLM
-62.583333333333336,2.0833333333333357,1,Adequado,GLM
-62.41666666666667,2.0833333333333357,1,Adequado,GLM
-62.25,2.0833333333333357,1,Adequado,GLM
-62.083333333333336,2.0833333333333357,1,Adequado,GLM
-61.91666666666667,2.0833333333333357,0,Inadequado,GLM
-61.75,2.0833333333333357,1,Adequado,GLM
-61.583333333333336,2.0833333333333357,1,Adequado,GLM
-61.41666666666667,2.0833333333333357,0,Inadequado,GLM
-61.25,2.0833333333333357,0,Inadequado,GLM
-61.083333333333336,2.0833333333333357,0,Inadequado,GLM
-60.91666666666667,2.0833333333333357,0,Inadequado,GLM
-60.75,2.0833333333333357,0,Inadequado,GLM
-60.583333333333336,2.0833333333333357,0,Inadequado,GLM
-60.41666666666667,2.0833333333333357,0,Inadequado,GLM
-60.25,2.0833333333333357,0,Inadequado,GLM
-60.083333333333336,2.0833333333333357,0,Inadequado,GLM
-59.91666666666667,2.0833333333333357,0,Inadequado,GLM
-55.91666666666667,2.0833333333333357,0,Inadequado,GLM
-55.75,2.0833333333333357,0,Inadequado,GLM
-55.583333333333336,2.0833333333333357,0,Inadequado,GLM
-55.41666666666667,2.0833333333333357,0,Inadequado,GLM
-55.25,2.0833333333333357,0,Inadequado,GLM
-55.083333333333336,2.0833333333333357,0,Inadequado,GLM
-54.91666666666667,2.0833333333333357,0,Inadequado,GLM
-54.75,2.0833333333333357,0,Inadequado,GLM
-54.583333333333336,2.0833333333333357,0,Inadequado,GLM
-54.41666666666667,2.0833333333333357,0,Inadequado,GLM
-54.25,2.0833333333333357,0,Inadequado,GLM
-54.083333333333336,2.0833333333333357,0,Inadequado,GLM
-53.91666666666667,2.0833333333333357,0,Inadequado,GLM
-53.75,2.0833333333333357,0,Inadequado,GLM
-53.583333333333336,2.0833333333333357,0,Inadequado,GLM
-53.41666666666667,2.0833333333333357,0,Inadequado,GLM
-53.25,2.0833333333333357,0,Inadequado,GLM
-53.083333333333336,2.0833333333333357,1,Adequado,GLM
-52.91666666666667,2.0833333333333357,1,Adequado,GLM
-52.75,2.0833333333333357,1,Adequado,GLM
-52.583333333333336,2.0833333333333357,1,Adequado,GLM
-52.41666666666667,2.0833333333333357,1,Adequado,GLM
-52.25,2.0833333333333357,1,Adequado,GLM
-52.083333333333336,2.0833333333333357,1,Adequado,GLM
-51.91666666666667,2.0833333333333357,1,Adequado,GLM
-51.75,2.0833333333333357,1,Adequado,GLM
-51.583333333333336,2.0833333333333357,1,Adequado,GLM
-51.41666666666667,2.0833333333333357,1,Adequado,GLM
-51.25,2.0833333333333357,1,Adequado,GLM
-51.083333333333336,2.0833333333333357,1,Adequado,GLM
-50.91666666666667,2.0833333333333357,1,Adequado,GLM
-50.75,2.0833333333333357,1,Adequado,GLM
-50.583333333333336,2.0833333333333357,1,Adequado,GLM
-67.58333333333333,1.9166666666666692,0,Inadequado,GLM
-67.41666666666667,1.9166666666666692,0,Inadequado,GLM
-63.583333333333336,1.9166666666666692,0,Inadequado,GLM
-63.41666666666667,1.9166666666666692,0,Inadequado,GLM
-63.25,1.9166666666666692,1,Adequado,GLM
-63.083333333333336,1.9166666666666692,1,Adequado,GLM
-62.91666666666667,1.9166666666666692,1,Adequado,GLM
-62.75,1.9166666666666692,1,Adequado,GLM
-62.583333333333336,1.9166666666666692,1,Adequado,GLM
-62.41666666666667,1.9166666666666692,1,Adequado,GLM
-62.25,1.9166666666666692,1,Adequado,GLM
-62.083333333333336,1.9166666666666692,1,Adequado,GLM
-61.91666666666667,1.9166666666666692,0,Inadequado,GLM
-61.75,1.9166666666666692,0,Inadequado,GLM
-61.583333333333336,1.9166666666666692,1,Adequado,GLM
-61.41666666666667,1.9166666666666692,0,Inadequado,GLM
-61.25,1.9166666666666692,0,Inadequado,GLM
-61.083333333333336,1.9166666666666692,0,Inadequado,GLM
-60.91666666666667,1.9166666666666692,0,Inadequado,GLM
-60.75,1.9166666666666692,0,Inadequado,GLM
-60.583333333333336,1.9166666666666692,0,Inadequado,GLM
-60.41666666666667,1.9166666666666692,0,Inadequado,GLM
-60.25,1.9166666666666692,0,Inadequado,GLM
-60.083333333333336,1.9166666666666692,0,Inadequado,GLM
-59.91666666666667,1.9166666666666692,0,Inadequado,GLM
-55.91666666666667,1.9166666666666692,0,Inadequado,GLM
-55.75,1.9166666666666692,0,Inadequado,GLM
-55.583333333333336,1.9166666666666692,0,Inadequado,GLM
-55.41666666666667,1.9166666666666692,0,Inadequado,GLM
-55.25,1.9166666666666692,0,Inadequado,GLM
-55.083333333333336,1.9166666666666692,0,Inadequado,GLM
-54.91666666666667,1.9166666666666692,0,Inadequado,GLM
-54.75,1.9166666666666692,0,Inadequado,GLM
-54.583333333333336,1.9166666666666692,0,Inadequado,GLM
-54.41666666666667,1.9166666666666692,0,Inadequado,GLM
-54.25,1.9166666666666692,0,Inadequado,GLM
-54.083333333333336,1.9166666666666692,0,Inadequado,GLM
-53.91666666666667,1.9166666666666692,0,Inadequado,GLM
-53.75,1.9166666666666692,0,Inadequado,GLM
-53.583333333333336,1.9166666666666692,0,Inadequado,GLM
-53.41666666666667,1.9166666666666692,0,Inadequado,GLM
-53.25,1.9166666666666692,1,Adequado,GLM
-53.083333333333336,1.9166666666666692,1,Adequado,GLM
-52.91666666666667,1.9166666666666692,1,Adequado,GLM
-52.75,1.9166666666666692,1,Adequado,GLM
-52.583333333333336,1.9166666666666692,1,Adequado,GLM
-52.41666666666667,1.9166666666666692,1,Adequado,GLM
-52.25,1.9166666666666692,1,Adequado,GLM
-52.083333333333336,1.9166666666666692,1,Adequado,GLM
-51.91666666666667,1.9166666666666692,1,Adequado,GLM
-51.75,1.9166666666666692,1,Adequado,GLM
-51.583333333333336,1.9166666666666692,1,Adequado,GLM
-51.41666666666667,1.9166666666666692,1,Adequado,GLM
-51.25,1.9166666666666692,1,Adequado,GLM
-51.083333333333336,1.9166666666666692,1,Adequado,GLM
-50.91666666666667,1.9166666666666692,1,Adequado,GLM
-50.75,1.9166666666666692,1,Adequado,GLM
-50.583333333333336,1.9166666666666692,1,Adequado,GLM
-68.08333333333333,1.7500000000000027,0,Inadequado,GLM
-67.91666666666667,1.7500000000000027,0,Inadequado,GLM
-67.75,1.7500000000000027,0,Inadequado,GLM
-67.58333333333333,1.7500000000000027,0,Inadequado,GLM
-67.41666666666667,1.7500000000000027,0,Inadequado,GLM
-63.91666666666667,1.7500000000000027,0,Inadequado,GLM
-63.75,1.7500000000000027,1,Adequado,GLM
-63.583333333333336,1.7500000000000027,1,Adequado,GLM
-63.41666666666667,1.7500000000000027,1,Adequado,GLM
-63.25,1.7500000000000027,1,Adequado,GLM
-63.083333333333336,1.7500000000000027,1,Adequado,GLM
-62.91666666666667,1.7500000000000027,1,Adequado,GLM
-62.75,1.7500000000000027,1,Adequado,GLM
