id_registro,lon,lat,pa,fold,pred_glm_espacial
472,-52.75,-6.2499999999999964,0,1,0.0038088123972162204
475,-71.25,-8.749999999999996,0,1,0.021109751910034013
476,-52.083333333333336,-5.58333333333333,0,1,0.01673904998234223
482,-60.25,-2.5833333333333304,0,1,0.25182329711629947
496,-59.75,-4.416666666666664,0,1,0.150589154048006
503,-46.583333333333336,-5.08333333333333,0,1,4.406017599340699e-4
504,-58.91666666666667,-2.4166666666666643,0,1,0.4023990224028098
510,-53.75,-7.08333333333333,0,1,0.006219335183629775
511,-52.41666666666667,-6.416666666666664,0,1,0.006345914155634798
515,-59.083333333333336,-2.7499999999999964,0,1,0.25305949724188614
519,-54.25,-12.583333333333329,0,1,3.901397562825053e-5
524,-63.41666666666667,-6.58333333333333,0,1,0.1338255253223065
538,-64.08333333333333,-2.0833333333333304,0,1,1.4561973645410526e-4
539,-64.58333333333333,-0.4166666666666643,0,1,0.0072175059100873275
541,-59.583333333333336,-10.916666666666664,0,1,0.017756281663249333
544,-55.25,1.2500000000000029,0,1,0.007216831366708079
548,-60.41666666666667,-4.58333333333333,0,1,0.10623188815363038
550,-53.91666666666667,-6.2499999999999964,0,1,0.011169346266014821
553,-53.75,-7.7499999999999964,0,1,0.0049127729764883105
556,-64.91666666666667,-0.7499999999999973,0,1,0.007937038375549228
558,-61.583333333333336,-4.08333333333333,0,1,0.07096203442520865
562,-54.083333333333336,-6.7499999999999964,0,1,0.007064645788012931
569,-71.08333333333333,-7.58333333333333,0,1,0.06458993907757372
570,-54.25,-11.916666666666664,0,1,0.002413521713514318
572,-62.91666666666667,-1.0833333333333304,0,1,0.09086488812743479
577,-65.41666666666667,0.5833333333333357,0,1,2.2204460492503126e-16
587,-60.75,-2.5833333333333304,0,1,0.27049609599764934
591,-48.91666666666667,-5.58333333333333,0,1,0.016946840876219536
592,-62.91666666666667,-5.08333333333333,0,1,0.0022338153388359277
594,-62.25,-3.0833333333333304,0,1,0.036172495400893
596,-56.75,0.7500000000000027,0,1,0.05027105324060581
598,-61.083333333333336,-3.749999999999997,0,1,0.1842035130370476
600,-64.75,-1.4166666666666643,0,1,6.689594690737231e-4
610,-52.91666666666667,-7.58333333333333,0,1,0.0045885779710064835
615,-70.91666666666667,-7.58333333333333,0,1,0.030424237063795143
634,-63.91666666666667,-1.7499999999999971,0,1,7.101703148846511e-4
636,-54.25,-10.916666666666664,0,1,0.012716716674429555
637,-62.75,-5.416666666666664,0,1,0.068449141869941
645,-71.75,-8.749999999999996,0,1,0.014408336170221482
650,-71.41666666666667,-9.416666666666664,0,1,0.008550894702260555
652,-63.083333333333336,-5.7499999999999964,0,1,0.1394795337171029
655,-61.75,-4.08333333333333,0,1,0.002785008319823773
661,-60.083333333333336,-4.916666666666664,0,1,0.07150682080862879
663,-72.25,-9.416666666666664,0,1,0.004540475230427555
672,-53.75,-5.416666666666664,0,1,0.016982647528146
684,-57.583333333333336,-2.9166666666666643,0,1,0.18013987418111116
692,-56.41666666666667,0.7500000000000027,0,1,0.02638165916348262
708,-57.91666666666667,-3.4166666666666643,0,1,0.12408654595656401
724,-65.08333333333333,-6.7499999999999964,0,1,0.01597349488974489
730,-58.25,-11.583333333333329,0,1,0.02064262284082382
733,-73.08333333333333,-8.249999999999996,0,1,0.011948524635440818
737,-58.91666666666667,-5.08333333333333,0,1,0.11641776954498614
741,-67.75,0.9166666666666696,0,1,1.1719384008173374e-8
742,-72.08333333333333,-7.916666666666664,0,1,0.04502691129913152
763,-53.25,-12.583333333333329,0,1,9.002837986927963e-5
773,-48.583333333333336,-6.08333333333333,0,1,0.004896468269351636
779,-64.08333333333333,-2.2499999999999973,0,1,1.2337886331065918e-4
780,-64.08333333333333,-0.24999999999999736,0,1,0.010013837142963295
782,-58.75,-3.0833333333333304,0,1,0.20132922169259782
785,-60.25,-3.5833333333333304,0,1,0.3202020544438381
789,-52.25,-5.2499999999999964,0,1,0.008450714103781913
796,-62.91666666666667,-0.9166666666666644,0,1,0.10475905914824693
804,-62.75,-6.58333333333333,0,1,0.10206243037716485
808,-58.083333333333336,-10.58333333333333,0,1,0.04535620344942944
821,-59.25,-2.9166666666666643,0,1,0.15307689992209195
830,-58.91666666666667,-4.916666666666664,0,1,0.19379246438628736
835,-53.083333333333336,-5.2499999999999964,0,1,0.012250474547056245
838,-69.58333333333333,-4.7499999999999964,0,1,0.053789629463785724
841,-64.08333333333333,-1.2499999999999971,0,1,0.002222370212732752
851,-61.91666666666667,-3.0833333333333304,0,1,0.057645490906699966
858,-48.41666666666667,-7.2499999999999964,0,1,0.01525011726475843
863,-54.25,-11.583333333333329,0,1,0.0019575746886316466
865,-63.91666666666667,-5.58333333333333,0,1,0.02295725307882265
866,-57.75,-4.916666666666664,0,1,0.2472972920805318
872,-64.41666666666667,-2.2499999999999973,0,1,8.621405614823946e-6
881,-52.583333333333336,-7.416666666666664,0,1,0.006767829769349468
888,-64.58333333333333,-1.0833333333333304,0,1,0.002191670231515401
889,-65.08333333333333,-6.2499999999999964,0,1,0.006278520807593928
890,-54.083333333333336,-5.916666666666664,0,1,0.005876913795503695
891,-72.58333333333333,-7.58333333333333,0,1,0.036698795349690824
892,-68.41666666666667,-2.7499999999999964,0,1,4.5146602401011476e-8
911,-54.25,-12.916666666666664,0,1,3.813092373585571e-5
912,-63.083333333333336,-6.58333333333333,0,1,0.09022769476921992
915,-54.91666666666667,2.2500000000000027,0,1,0.012205715423218398
919,-56.41666666666667,1.0833333333333357,0,1,0.008887048820161718
924,-59.41666666666667,-5.08333333333333,0,1,0.1082294766049009
926,-57.583333333333336,-12.416666666666664,0,1,2.6686312839063655e-4
929,-58.083333333333336,-10.916666666666664,0,1,0.018331351999637594
933,-68.08333333333333,-4.58333333333333,0,1,0.028455402809960003
936,-54.41666666666667,1.2500000000000029,0,1,0.05984313709856436
949,-63.083333333333336,-0.9166666666666644,0,1,0.08066756815654254
950,-52.41666666666667,-11.749999999999996,0,1,0.00169081842396588
954,-57.25,-12.249999999999996,0,1,7.848176371685722e-5
957,-64.75,-2.2499999999999973,0,1,7.677911620707282e-8
959,-63.41666666666667,-5.916666666666664,0,1,0.11364608599366666
969,-58.91666666666667,-11.749999999999996,0,1,0.007960398307483197
970,-63.75,-5.58333333333333,0,1,0.02304886605031138
972,-48.91666666666667,-6.2499999999999964,0,1,0.022245597732467894
973,-54.083333333333336,-7.416666666666664,0,1,0.006626913856574014
975,-58.25,-11.249999999999996,0,1,0.033521789935675506
982,-61.41666666666667,-2.7499999999999964,0,1,0.1431204585841737
985,-64.41666666666667,-5.416666666666664,0,1,0.02110173366847808
986,-57.583333333333336,-3.5833333333333304,0,1,0.18562986239611118
987,-57.75,-2.9166666666666643,0,1,0.11785950732262661
992,-64.41666666666667,-7.58333333333333,0,1,0.0326634836876998
994,-64.58333333333333,-5.7499999999999964,0,1,0.023217674222185798
996,-52.083333333333336,-10.916666666666664,0,1,0.008824826978019324
997,-62.583333333333336,-1.7499999999999971,0,1,0.002368731731049414
999,-51.91666666666667,-6.416666666666664,0,1,0.0014128811273321162
1003,-58.91666666666667,-10.58333333333333,0,1,0.00388792048846996
1007,-58.75,-4.916666666666664,0,1,0.16693149853912917
1014,-60.41666666666667,-3.916666666666664,0,1,0.2279869353246071
1017,-56.41666666666667,0.4166666666666696,0,1,0.07670029566052185
1022,-59.25,-4.08333333333333,0,1,0.14515803693233206
1027,-53.083333333333336,-11.416666666666664,0,1,0.003366030071160943
1043,-71.41666666666667,-7.916666666666664,0,1,0.08931754776644271
1048,-67.25,1.0833333333333357,0,1,1.9141500259830874e-7
1056,-63.083333333333336,-5.916666666666664,0,1,0.11200837296852009
1058,-48.583333333333336,-6.916666666666664,0,1,0.06535390767452359
1068,-58.41666666666667,-2.5833333333333304,0,1,0.24207006733704078
1070,-58.083333333333336,-4.2499999999999964,0,1,0.19667378580139336
1077,-48.41666666666667,-5.916666666666664,0,1,0.007269094968167781
1079,-68.91666666666667,-4.58333333333333,0,1,0.023877746208311075
1084,-57.41666666666667,-3.749999999999997,0,1,0.23457391516553278
1090,-55.083333333333336,1.9166666666666692,0,1,0.007899274639694032
1093,-64.08333333333333,-1.0833333333333304,0,1,0.003674291115365145
1097,-48.75,-5.916666666666664,0,1,0.011036128888277158
1098,-69.58333333333333,-4.08333333333333,0,1,0.013641266169670145
1104,-63.91666666666667,-0.5833333333333304,0,1,0.004633415862833671
1110,-53.75,-10.916666666666664,0,1,0.0013787535187542936
1113,-59.083333333333336,-2.4166666666666643,0,1,0.36394034308364853
1114,-62.91666666666667,-7.2499999999999964,0,1,0.19746642695153957
1134,-68.91666666666667,-3.2499999999999964,0,1,2.576142764483735e-4
1151,-64.08333333333333,-6.7499999999999964,0,1,0.14616115848281114
1163,-64.75,-7.2499999999999964,0,1,0.02942019612056179
1164,-67.41666666666667,0.5833333333333357,0,1,1.4546637731522409e-5
1166,-62.41666666666667,-4.7499999999999964,0,1,0.00337860719311718
1168,-60.583333333333336,-2.5833333333333304,0,1,0.31893104034428976
1175,-64.25,-1.5833333333333304,0,1,3.241681473171526e-4
1177,-62.083333333333336,-2.7499999999999964,0,1,0.035452633030081254
1178,-56.75,1.0833333333333357,0,1,0.06078952213354174
1183,-62.75,-5.916666666666664,0,1,0.039675133409967346
1197,-57.75,-12.583333333333329,0,1,0.029348862554205872
1202,-62.083333333333336,-2.9166666666666643,0,1,0.03626967584878537
1204,-53.91666666666667,-11.583333333333329,0,1,0.003767884043866598
1213,-63.91666666666667,3.5833333333333357,0,1,1.5367379841304372e-5
1215,-62.75,-2.0833333333333304,0,1,0.0033741234084440795
1217,-53.41666666666667,-7.7499999999999964,0,1,0.004724755861898812
1221,-58.25,-3.916666666666664,0,1,0.16067799602826568
1222,-64.08333333333333,3.750000000000002,0,1,1.454995034110787e-8
1224,-58.583333333333336,-11.583333333333329,0,1,0.032174627962437245
1233,-53.91666666666667,-7.58333333333333,0,1,0.006022340090086407
4,-46.799722,-3.6225,1,2,0.009170647463060384
5,-63.021667,-9.216389,1,2,0.007746549474346433
11,-62.916111,-9.262778,1,2,0.00799256001886736
12,-62,-9.116111,1,2,0.14330616528089393
13,-63.94,-8.854167,1,2,0.011501377276262352
16,-61.649722,-9.591111,1,2,0.12145906973623598
17,-61.646944,-9.359167,1,2,0.12436365929863666
18,-64.348888,-9.244167,1,2,0.024466323625936023
20,-56.464167,-4.672222,1,2,0.05237194163327104
22,-64.048056,-9.081667,1,2,0.013690990308986165
23,-64.736111,-9.444722,1,2,0.03880002520314629
24,-64.617222,-9.263055,1,2,0.03739410201173862
25,-48.798889,-2.180556,1,2,0.08515661981371293
29,-48.330556,-3.34,1,2,0.03247430261856963
30,-48.483611,-3.285833,1,2,0.023614977194650486
36,-63.216667,-9.1,1,2,0.009389811639523906
40,-63.11666,-9.16666,1,2,0.012429832184079602
42,-65.18,-4.88,1,2,0.011308647320030169
46,-62.944722,-9.116111,1,2,0.00716734640742971
51,-48.583333,-3.794722,1,2,0.012424810066426858
52,-63.251111,-8.915278,1,2,0.012918019043871893
54,-61.595136,-7.948514,1,2,0.08311938573684641
56,-64.205556,-9.143889,1,2,0.018921554817629752
57,-63.591667,-8.581667,1,2,0.013544566801303979
58,-64.591356,-9.411556,1,2,0.03355162343809399
59,-64.654939,-9.620525,1,2,0.03536246758157824
61,-56,-4,1,2,0.32631536257264704
63,-64.736111,-9.744722,1,2,0.03628933559974919
65,-64.95,-9.646944,1,2,0.02809018969554639
66,-48.798889,-2.797222,1,2,0.05669224125903141
67,-56.893889,-2.891389,1,2,0.4290708560622246
71,-48.473333,-2.102778,1,2,0.07167140872244926
72,-48.288222,-3.725667,1,2,0.008701974735863689
76,-63,-5,1,2,6.126568759317203e-5
80,-54.718333,-2.436111,1,2,0.16544578092127643
89,-48.81,-3.483056,1,2,0.04256890316451393
138,-63.41666666666667,-2.9166666666666643,0,2,0.00489408281381343
139,-60.583333333333336,-12.583333333333329,0,2,0.0029894966565125252
148,-55.25,-2.5833333333333304,0,2,0.21765685670526988
150,-56.91666666666667,-12.916666666666664,0,2,1.1612268425725866e-8
158,-55.583333333333336,-2.9166666666666643,0,2,0.25755096165853236
160,-48.41666666666667,-1.2499999999999971,0,2,0.3051159986974389
163,-55.41666666666667,-3.4166666666666643,0,2,0.2988478232628419
169,-62.25,-10.249999999999996,0,2,0.20449566325874147
177,-62.75,-8.58333333333333,0,2,0.008262067131807837
184,-52.083333333333336,-9.58333333333333,0,2,0.01155930545158374
185,-54.75,-4.416666666666664,0,2,0.029233059656809366
187,-53.083333333333336,-9.416666666666664,0,2,3.2589928820295856e-4
189,-63.583333333333336,-4.2499999999999964,0,2,0.005289579689980384
190,-64.75,-8.58333333333333,0,2,0.009358287929934221
196,-47.41666666666667,-3.5833333333333304,0,2,0.01019464379247335
198,-56.75,-3.2499999999999964,0,2,0.1881664147759999
208,-45.41666666666667,-1.4166666666666643,0,2,0.0036022776339122184
217,-64.91666666666667,-4.58333333333333,0,2,0.019665554290375316
219,-47.583333333333336,-3.0833333333333304,0,2,0.019524650247560553
220,-54.41666666666667,-4.916666666666664,0,2,0.004822065918505569
221,-55.41666666666667,-12.583333333333329,0,2,2.87915788798017e-8
223,-60.41666666666667,-10.916666666666664,0,2,0.11814019184092753
225,-56.25,-3.916666666666664,0,2,0.1132566919803166
226,-45.91666666666667,-1.2499999999999971,0,2,0.0011030858483822186
227,-55.25,-12.083333333333329,0,2,7.884786507638909e-4
230,-56.083333333333336,-12.416666666666664,0,2,1.092153390278916e-7
235,-47.25,-2.9166666666666643,0,2,0.012287931498021584
237,-47.75,-1.9166666666666643,0,2,0.025953521332505107
244,-61.91666666666667,-10.916666666666664,0,2,0.09113482675541802
249,-61.75,-9.08333333333333,0,2,0.152099620007839
251,-46.75,-4.2499999999999964,0,2,0.003152625119650176
252,-64.91666666666667,-2.7499999999999964,0,2,3.434259449652933e-6
257,-67.91666666666667,-2.0833333333333304,0,2,2.5306812752062255e-6
270,-56.91666666666667,-5.08333333333333,0,2,0.12871225662684216
271,-63.083333333333336,-3.2499999999999964,0,2,0.006979742474938177
278,-64.25,-3.916666666666664,0,2,0.06395357440995014
288,-61.75,-10.58333333333333,0,2,0.1758754207480265
290,-63.91666666666667,-9.916666666666664,0,2,0.006500758487019397
292,-65.08333333333333,-7.916666666666664,0,2,0.0036799625689058865
293,-68.58333333333333,-2.2499999999999973,0,2,1.7364095440111725e-8
295,-55.583333333333336,-4.7499999999999964,0,2,0.02523620073143133
299,-65.08333333333333,-2.4166666666666643,0,2,4.263458305255581e-9
300,-48.41666666666667,-2.9166666666666643,0,2,0.03300771578446857
302,-60.083333333333336,-12.083333333333329,0,2,0.0011788373039321144
303,-64.25,-4.58333333333333,0,2,0.00916075026486791
309,-55.25,-12.916666666666664,0,2,3.508474546585174e-8
317,-45.75,-2.2499999999999973,0,2,0.047824539816574155
325,-61.583333333333336,-11.583333333333329,0,2,0.07243168171334216
326,-48.583333333333336,-2.4166666666666643,0,2,0.07756594285928176
329,-68.08333333333333,-0.4166666666666643,0,2,8.582547033950658e-6
330,-64.91666666666667,-3.749999999999997,0,2,0.009203735846110702
334,-54.583333333333336,-11.583333333333329,0,2,5.691421886590213e-4
338,-68.41666666666667,-2.2499999999999973,0,2,5.1073934446911335e-8
351,-47.41666666666667,-2.2499999999999973,0,2,0.02109235644793566
356,-60.25,-9.08333333333333,0,2,0.1310879328938237
360,-62.083333333333336,-11.749999999999996,0,2,0.11939383047799836
363,-62.083333333333336,-12.416666666666664,0,2,0.15574474266234828
366,-55.25,-3.0833333333333304,0,2,0.23524329497001487
375,-60.41666666666667,-13.249999999999996,0,2,0.040569978016274245
387,-63.41666666666667,-2.5833333333333304,0,2,0.0031883880083120077
390,-54.91666666666667,-10.749999999999996,0,2,0.04280644585839933
397,-68.08333333333333,0.0833333333333357,0,2,6.721959468946627e-9
398,-54.083333333333336,-8.916666666666664,0,2,0.0024215333226996717
399,-60.91666666666667,-8.249999999999996,0,2,0.0680908912948984
401,-63.91666666666667,-4.7499999999999964,0,2,2.119616378037631e-4
405,-63.41666666666667,-4.916666666666664,0,2,1.069285944745182e-4
412,-48.583333333333336,-2.0833333333333304,0,2,0.14091970486797925
414,-60.91666666666667,-10.249999999999996,0,2,0.1115846050195733
415,-52.91666666666667,-10.249999999999996,0,2,0.010114665428003496
426,-53.41666666666667,-8.416666666666664,0,2,0.001227972066807721
429,-63.25,-4.916666666666664,0,2,1.8653460561395894e-4
439,-62.75,-3.4166666666666643,0,2,0.005026503907910529
440,-63.75,-3.749999999999997,0,2,0.00932011671161749
450,-47.083333333333336,-4.08333333333333,0,2,0.003444796378270827
451,-55.41666666666667,-2.9166666666666643,0,2,0.17498412680813513
452,-52.91666666666667,-9.916666666666664,0,2,0.010000824772121957
462,-55.91666666666667,-4.08333333333333,0,2,0.32631536257264704
465,-56.583333333333336,-4.416666666666664,0,2,0.12510963466936034
467,-60.083333333333336,-12.916666666666664,0,2,2.4084476006833676e-4
468,-61.083333333333336,-8.916666666666664,0,2,0.0962839645145479
470,-55.083333333333336,-2.7499999999999964,0,2,0.1906153071985432
473,-54.25,-8.749999999999996,0,2,0.002263176423356172
483,-51.91666666666667,-8.249999999999996,0,2,2.5925414473571314e-6
484,-61.583333333333336,-9.08333333333333,0,2,0.15360105624353665
487,-54.91666666666667,-2.4166666666666643,0,2,0.13564927160552454
488,-69.08333333333333,-0.9166666666666644,0,2,9.377817098458258e-6
493,-60.583333333333336,-11.249999999999996,0,2,0.12529269922369973
495,-63.25,-3.749999999999997,0,2,0.008267256607519594
497,-61.583333333333336,-7.916666666666664,0,2,0.08311938573684641
499,-64.41666666666667,-3.0833333333333304,0,2,0.0034675612786128967
505,-68.58333333333333,-1.5833333333333304,0,2,4.828972921206023e-7
506,-62.25,-12.416666666666664,0,2,0.1133316110881179
508,-63.583333333333336,-4.7499999999999964,0,2,1.7668101223903036e-4
512,-56.583333333333336,-2.9166666666666643,0,2,0.4034233631624882
513,-61.583333333333336,-10.916666666666664,0,2,0.0422189316874085
516,-64.41666666666667,-3.749999999999997,0,2,0.03425796461364694
518,-52.583333333333336,-10.416666666666664,0,2,4.264659445684961e-4
523,-45.41666666666667,-2.0833333333333304,0,2,0.04523028880851799
526,-48.75,-0.9166666666666644,0,2,0.03558938049805408
531,-62.083333333333336,-10.416666666666664,0,2,0.13506812780204416
533,-53.41666666666667,-8.749999999999996,0,2,0.0013247798421500137
547,-56.25,-4.2499999999999964,0,2,0.2667332683285152
554,-56.25,-2.4166666666666643,0,2,0.2455713779125376
578,-48.91666666666667,-4.58333333333333,0,2,0.006083139755601961
585,-64.41666666666667,-3.2499999999999964,0,2,0.0070580007980510584
593,-62.583333333333336,-12.249999999999996,0,2,0.09530768779408104
595,-62.91666666666667,-4.58333333333333,0,2,4.329924042289714e-4
601,-55.91666666666667,-4.416666666666664,0,2,0.16367886225961709
611,-56.583333333333336,-11.249999999999996,0,2,0.0023212962353508053
614,-62.583333333333336,-12.083333333333329,0,2,0.10925193959673511
620,-47.75,-3.2499999999999964,0,2,0.020873731361524102
621,-63.583333333333336,-9.749999999999996,0,2,0.01061256485927148
622,-63.083333333333336,-2.4166666666666643,0,2,0.0037044725192904838
627,-63.41666666666667,-8.58333333333333,0,2,0.024767989496414282
628,-60.25,-12.916666666666664,0,2,0.0012452103056101666
633,-62.91666666666667,-2.9166666666666643,0,2,0.005317235511860132
644,-55.75,-11.916666666666664,0,2,4.7948841210101296e-4
653,-54.75,-11.249999999999996,0,2,9.909236668893303e-4
656,-60.41666666666667,-12.416666666666664,0,2,0.007924640906685715
664,-53.583333333333336,-10.249999999999996,0,2,0.018627738135586654
665,-56.75,-3.4166666666666643,0,2,0.23238102491758328
666,-60.083333333333336,-10.58333333333333,0,2,0.02620793384835324
667,-46.91666666666667,-1.2499999999999971,0,2,0.0069958921257185815
674,-61.25,-13.083333333333329,0,2,0.10121019443364221
677,-56.083333333333336,-10.749999999999996,0,2,0.0387595698484003
685,-47.91666666666667,-1.4166666666666643,0,2,0.10942362841989595
688,-52.25,-9.58333333333333,0,2,0.008460260747774699
689,-47.41666666666667,-3.0833333333333304,0,2,0.011878933062719551
700,-56.91666666666667,-11.249999999999996,0,2,5.015084519660806e-4
702,-62.083333333333336,-8.916666666666664,0,2,0.003219131188702095
703,-56.25,-3.5833333333333304,0,2,0.21507723683936836
705,-47.583333333333336,-3.4166666666666643,0,2,0.010369224437790934
707,-64.58333333333333,-10.08333333333333,0,2,0.016301586914156813
710,-52.083333333333336,-10.08333333333333,0,2,7.356046062687846e-4
712,-60.583333333333336,-8.249999999999996,0,2,0.07750254043476562
713,-69.25,-0.9166666666666644,0,2,1.9737373828968118e-5
714,-47.083333333333336,-1.9166666666666643,0,2,0.013354979731782955
715,-56.583333333333336,-12.583333333333329,0,2,1.1808226107298419e-7
717,-63.41666666666667,-9.58333333333333,0,2,0.0047652666008172395
720,-64.91666666666667,-9.249999999999996,0,2,0.04031077565178972
721,-55.083333333333336,-10.916666666666664,0,2,0.001963268247007145
722,-65.08333333333333,-3.5833333333333304,0,2,0.00473055159863731
729,-61.25,-8.58333333333333,0,2,0.09943970520297499
731,-47.583333333333336,-4.7499999999999964,0,2,5.444311657870696e-4
734,-61.75,-10.249999999999996,0,2,0.27180393330240893
735,-55.083333333333336,-11.416666666666664,0,2,5.871624155910598e-4
739,-53.75,-10.08333333333333,0,2,0.020557174497640964
745,-55.41666666666667,-12.083333333333329,0,2,5.084290109620353e-4
749,-69.41666666666667,0.25000000000000266,0,2,4.6228134254196046e-7
751,-69.41666666666667,-0.7499999999999973,0,2,7.649866390395275e-5
757,-46.41666666666667,-4.58333333333333,0,2,0.0018447196066862265
758,-56.083333333333336,-4.416666666666664,0,2,0.11667135347593469
760,-52.25,-8.08333333333333,0,2,8.443660610787884e-4
767,-63.083333333333336,-4.7499999999999964,0,2,3.1340882529105e-4
768,-48.41666666666667,-2.2499999999999973,0,2,0.04800312337652417
777,-64.75,-3.2499999999999964,0,2,0.0022717423868919774
778,-52.583333333333336,-10.08333333333333,0,2,0.003924342947389981
781,-52.41666666666667,-10.416666666666664,0,2,0.0025099628107054807
793,-63.25,-3.5833333333333304,0,2,0.012525723314446005
798,-61.083333333333336,-8.08333333333333,0,2,0.04866934442221621
799,-64.41666666666667,-8.416666666666664,0,2,0.004481355266504035
