lon,lat,temperatura,precipitacao,sazonalidade,dominio,extra_temperatura,extra_precipitacao,extra_sazonalidade,extrapolacao_univariada
-67.5,9.8,30.98971792110893,1354.4936765656612,59.002769790800095,Projecao,TRUE,FALSE,FALSE,TRUE
-67.16666666666667,9.8,30.685978101429512,1362.4127764292043,57.061926381278866,Projecao,FALSE,FALSE,FALSE,FALSE
-66.83333333333333,9.8,30.534134375725458,1357.3526200287054,58.27692042285264,Projecao,FALSE,FALSE,FALSE,FALSE
-66.5,9.8,30.166035735802794,1470.4443103068756,60.10188636871754,Projecao,FALSE,FALSE,FALSE,FALSE
-66.16666666666667,9.8,30.518553525499527,1455.2731662552078,50.45839398289155,Projecao,FALSE,FALSE,FALSE,FALSE
-65.83333333333333,9.8,29.481116788511713,1440.6718592422892,57.9869086837979,Projecao,FALSE,FALSE,FALSE,FALSE
-65.5,9.8,32.486409980230555,1456.5587649866152,55.30021466073521,Projecao,TRUE,FALSE,FALSE,TRUE
-65.16666666666667,9.8,31.536167315502222,1277.9643371432787,59.67634138634731,Projecao,TRUE,FALSE,FALSE,TRUE
-64.83333333333333,9.8,29.35332499337144,1409.2925695095018,54.33669982704109,Projecao,FALSE,FALSE,FALSE,FALSE
-64.5,9.8,29.917309295901298,1374.0776947461854,55.458387063364825,Projecao,FALSE,FALSE,FALSE,FALSE
-64.16666666666667,9.8,29.77655141934537,1363.703402449255,56.6375474068254,Projecao,FALSE,FALSE,FALSE,FALSE
-63.833333333333336,9.8,30.816187093789814,1362.0844674028667,57.55724537580419,Projecao,TRUE,FALSE,FALSE,TRUE
-63.5,9.8,29.958091874519752,1395.2470813919124,52.314790787283535,Projecao,FALSE,FALSE,FALSE,FALSE
-63.16666666666667,9.8,30.181428394276132,1368.1548730772452,61.59153842433732,Projecao,FALSE,FALSE,FALSE,FALSE
-62.833333333333336,9.8,29.84966015083567,1354.285786788877,60.16144760545976,Projecao,FALSE,FALSE,FALSE,FALSE
-62.5,9.8,29.760449159928545,1325.313770833165,53.94549271576129,Projecao,FALSE,FALSE,FALSE,FALSE
-62.16666666666667,9.8,30.95639783756934,1565.4445195169549,57.30920552818048,Projecao,TRUE,FALSE,FALSE,TRUE
-61.833333333333336,9.8,29.449196597937146,1469.2795579083015,56.08459732549541,Projecao,FALSE,FALSE,FALSE,FALSE
-61.5,9.8,30.94722406062356,1445.8681539610534,63.33767977549723,Projecao,TRUE,FALSE,FALSE,TRUE
-61.16666666666667,9.8,28.12096703039213,1539.0847250948514,63.56231219604632,Projecao,FALSE,FALSE,FALSE,FALSE
-60.833333333333336,9.8,29.976028131568516,1372.1209066292065,59.539038441076194,Projecao,FALSE,FALSE,FALSE,FALSE
-60.5,9.8,29.499110237886708,1448.8557024415709,60.95800706187829,Projecao,FALSE,FALSE,FALSE,FALSE
-60.16666666666667,9.8,29.522630044944496,1519.2746272920078,58.071588998396805,Projecao,FALSE,FALSE,FALSE,FALSE
-59.833333333333336,9.8,29.613609510312557,1417.8247637385734,54.25726738699033,Projecao,FALSE,FALSE,FALSE,FALSE
-59.5,9.8,28.766632089479344,1355.830315134671,61.66454831654613,Projecao,FALSE,FALSE,FALSE,FALSE
-59.16666666666667,9.8,28.86888428868278,1403.1170249655577,56.61578648412111,Projecao,FALSE,FALSE,FALSE,FALSE
-58.833333333333336,9.8,28.20547259019074,1389.2920241040838,56.72666998702949,Projecao,FALSE,FALSE,FALSE,FALSE
-58.5,9.8,28.114475201211764,1470.919317386544,51.65980075250027,Projecao,FALSE,FALSE,FALSE,FALSE
-58.16666666666667,9.8,29.31273504246286,1498.5692249654928,59.697442741086746,Projecao,FALSE,FALSE,FALSE,FALSE
-57.833333333333336,9.8,29.407084732038616,1434.8181736349388,60.62075221349855,Projecao,FALSE,FALSE,FALSE,FALSE
-57.5,9.8,29.019282414703273,1404.6314532731906,59.263908017950705,Projecao,FALSE,FALSE,FALSE,FALSE
-57.16666666666667,9.8,29.77332083904236,1268.964951286821,56.455087893006976,Projecao,FALSE,FALSE,FALSE,FALSE
-56.833333333333336,9.8,30.763940827043836,1408.5665059089397,54.47362927458272,Projecao,TRUE,FALSE,FALSE,TRUE
-56.5,9.8,28.456459390783984,1470.5644603508174,54.74037947863717,Projecao,FALSE,FALSE,FALSE,FALSE
-56.16666666666667,9.8,26.80364304535812,1352.6253377928567,58.84648197304175,Projecao,FALSE,FALSE,FALSE,FALSE
-55.833333333333336,9.8,29.77458945227692,1435.8170710351685,60.41048656892442,Projecao,FALSE,FALSE,FALSE,FALSE
-55.5,9.8,28.222724266263924,1430.4899055812534,56.052681555693354,Projecao,FALSE,FALSE,FALSE,FALSE
-55.16666666666667,9.8,28.237446884568012,1327.2690068981483,56.1337372140774,Projecao,FALSE,FALSE,FALSE,FALSE
-54.833333333333336,9.8,29.77939793618143,1514.085206739764,61.82197727581968,Projecao,FALSE,FALSE,FALSE,FALSE
-54.5,9.8,28.603897052690588,1444.5550720083363,58.41906981556697,Projecao,FALSE,FALSE,FALSE,FALSE
-54.16666666666667,9.8,27.769427229423613,1463.3500569627597,53.92128273259521,Projecao,FALSE,FALSE,FALSE,FALSE
-53.833333333333336,9.8,29.043180203440023,1367.4535818772345,57.42215653202669,Projecao,FALSE,FALSE,FALSE,FALSE
-53.5,9.8,28.77096518059333,1504.4555550079667,56.06637826465806,Projecao,FALSE,FALSE,FALSE,FALSE
-53.16666666666667,9.8,28.92110575873287,1355.6662354228238,57.45540671907965,Projecao,FALSE,FALSE,FALSE,FALSE
-52.833333333333336,9.8,29.286565955710056,1407.591179767273,54.99804868524456,Projecao,FALSE,FALSE,FALSE,FALSE
-52.5,9.8,28.6340060131923,1299.9956197228123,53.34387341311375,Projecao,FALSE,FALSE,FALSE,FALSE
-52.16666666666667,9.8,29.57915323050601,1333.0962819819845,57.110582133309144,Projecao,FALSE,FALSE,FALSE,FALSE
-51.833333333333336,9.8,28.836146899961836,1376.8733206733473,57.85454793305764,Projecao,FALSE,FALSE,FALSE,FALSE
-51.5,9.8,29.372235025618743,1434.788087352285,58.606014679651445,Projecao,FALSE,FALSE,FALSE,FALSE
-51.16666666666667,9.8,30.10342028218237,1346.0945301464556,58.0699453471405,Projecao,FALSE,FALSE,FALSE,FALSE
-50.833333333333336,9.8,29.55405322683802,1333.2313257012463,58.76858094645577,Projecao,FALSE,FALSE,FALSE,FALSE
-50.5,9.8,28.918562403908076,1373.9038850935026,52.46846808673489,Projecao,FALSE,FALSE,FALSE,FALSE
-50.16666666666667,9.8,30.29861261584471,1246.977073767522,56.65179605789748,Projecao,FALSE,FALSE,FALSE,FALSE
-49.833333333333336,9.8,30.214778469412213,1294.4549069578238,62.423362297143306,Projecao,FALSE,FALSE,FALSE,FALSE
-49.5,9.8,29.873148991485053,1256.8215828033528,60.79531253444311,Projecao,FALSE,FALSE,FALSE,FALSE
-49.16666666666667,9.8,29.656310821344903,1444.046934816653,54.06709373356893,Projecao,FALSE,FALSE,FALSE,FALSE
-48.833333333333336,9.8,28.94095087925122,1353.2219512794643,58.064029086656866,Projecao,FALSE,FALSE,FALSE,FALSE
-48.5,9.8,30.797874705909173,1363.2131949786983,55.50290660307947,Projecao,TRUE,FALSE,FALSE,TRUE
-48.16666666666667,9.8,29.102729694828337,1348.649612403604,59.55600308366905,Projecao,FALSE,FALSE,FALSE,FALSE
-47.833333333333336,9.8,31.683535539281493,1256.7383306907416,54.655424445109986,Projecao,TRUE,FALSE,FALSE,TRUE
-47.5,9.8,31.168391460555128,1296.5814510546672,60.05055187276928,Projecao,TRUE,FALSE,FALSE,TRUE
-47.16666666666667,9.8,29.6529831451544,1400.278601477156,57.398755772357056,Projecao,FALSE,FALSE,FALSE,FALSE
-46.833333333333336,9.8,29.01919928405887,1358.6210399256445,53.80636983241843,Projecao,FALSE,FALSE,FALSE,FALSE
-46.5,9.8,29.383093337213527,1403.8827263001203,55.10944767509937,Projecao,FALSE,FALSE,FALSE,FALSE
-46.16666666666667,9.8,30.334572061898292,1364.5866329935404,56.55683586224543,Projecao,FALSE,FALSE,FALSE,FALSE
-45.833333333333336,9.8,29.96352438938498,1330.7326883731296,55.52403893184998,Projecao,FALSE,FALSE,FALSE,FALSE
-45.5,9.8,29.95599568198397,1304.071063461345,61.2766965349342,Projecao,FALSE,FALSE,FALSE,FALSE
-45.16666666666667,9.8,29.496442127205967,1464.6129779081166,59.13548751918613,Projecao,FALSE,FALSE,FALSE,FALSE
-44.833333333333336,9.8,30.39717587607554,1308.0982940698666,55.84343797262844,Projecao,FALSE,FALSE,FALSE,FALSE
-44.5,9.8,29.81658371247856,1310.8118175311954,58.94865365621065,Projecao,FALSE,FALSE,FALSE,FALSE
-44.16666666666667,9.8,29.10744843409867,1348.6295233640926,55.93782514565479,Projecao,FALSE,FALSE,FALSE,FALSE
-43.833333333333336,9.8,30.352098222158578,1337.653378102984,56.57664665679185,Projecao,FALSE,FALSE,FALSE,FALSE
-43.5,9.8,31.607018115559946,1219.0614626563545,56.07699936011921,Projecao,TRUE,TRUE,FALSE,TRUE
-43.16666666666667,9.8,30.34744703076086,1303.44914416881,51.76270460302095,Projecao,FALSE,FALSE,FALSE,FALSE
-42.833333333333336,9.8,31.497290895595228,1355.3715580777166,55.99369439288998,Projecao,TRUE,FALSE,FALSE,TRUE
-42.5,9.8,29.578225457045317,1224.7817457009885,54.99263124303921,Projecao,FALSE,TRUE,FALSE,TRUE
-42.16666666666667,9.8,31.067653308299207,1392.9187882825568,59.01155461383931,Projecao,TRUE,FALSE,FALSE,TRUE
-41.833333333333336,9.8,31.66741809540768,1232.3516204587952,61.18290588710084,Projecao,TRUE,TRUE,FALSE,TRUE
-41.5,9.8,31.552048955089536,1171.5845025312146,57.64269038130048,Projecao,TRUE,TRUE,FALSE,TRUE
-41.16666666666667,9.8,31.455761830602984,1207.6182365679535,56.2442963285552,Projecao,TRUE,TRUE,FALSE,TRUE
-40.833333333333336,9.8,30.862062623850296,1383.9185231218207,53.28026817158669,Projecao,TRUE,FALSE,FALSE,TRUE
-40.5,9.8,30.75023440523687,1367.2126583391123,59.14611798792341,Projecao,FALSE,FALSE,FALSE,FALSE
-40.16666666666667,9.8,30.667575284536195,1439.5392826730322,55.15351415748268,Projecao,FALSE,FALSE,FALSE,FALSE
-79.83333333333333,9.4,32.32528175570762,1295.7921773643016,60.162654835568304,Projecao,TRUE,FALSE,FALSE,TRUE
-79.5,9.4,31.39889043787876,1275.0318351155604,60.50932756790289,Projecao,TRUE,FALSE,FALSE,TRUE
-79.16666666666667,9.4,31.838516658039374,1380.6019922575315,60.70059215472088,Projecao,TRUE,FALSE,FALSE,TRUE
-78.83333333333333,9.4,32.07405475685076,1380.939543705602,57.60142083716982,Projecao,TRUE,FALSE,FALSE,TRUE
-78.5,9.4,33.98459592375317,1190.9177541183435,60.86517701317746,Projecao,TRUE,TRUE,FALSE,TRUE
-78.16666666666667,9.4,31.75496395022339,1305.6164753097073,55.36700286685964,Projecao,TRUE,FALSE,FALSE,TRUE
-77.83333333333333,9.4,32.56614424124043,1311.4237399861188,57.32129619281607,Projecao,TRUE,FALSE,FALSE,TRUE
-77.5,9.4,32.432988762017196,1201.2396409081884,53.63861270592648,Projecao,TRUE,TRUE,FALSE,TRUE
-77.16666666666667,9.4,31.50161157124038,1306.6712162503356,57.879196721055635,Projecao,TRUE,FALSE,FALSE,TRUE
-76.83333333333333,9.4,32.30348457414769,1263.5573103036816,59.38208621463219,Projecao,TRUE,FALSE,FALSE,TRUE
-76.5,9.4,33.66405683914498,1347.0274768619556,59.624524276137016,Projecao,TRUE,FALSE,FALSE,TRUE
-76.16666666666667,9.4,32.76254222466123,1391.3321903449012,56.352954359794914,Projecao,TRUE,FALSE,FALSE,TRUE
-75.83333333333333,9.4,32.38147163379342,1284.7364554509954,51.3031070182749,Projecao,TRUE,FALSE,FALSE,TRUE
-75.5,9.4,31.94826101134622,1355.3064748176655,57.09768234166162,Projecao,TRUE,FALSE,FALSE,TRUE
-75.16666666666667,9.4,30.460740489825692,1320.755522712686,57.52637660738961,Projecao,FALSE,FALSE,FALSE,FALSE
-74.83333333333333,9.4,33.303074974238825,1324.7659982255143,53.28637440996782,Projecao,TRUE,FALSE,FALSE,TRUE
-74.5,9.4,30.94261151428318,1464.113240596074,55.888273868837985,Projecao,TRUE,FALSE,FALSE,TRUE
-74.16666666666667,9.4,32.89162680028133,1317.056631654831,60.29457822715899,Projecao,TRUE,FALSE,FALSE,TRUE
-73.83333333333333,9.4,33.90859552735718,1365.7753965542613,61.55251594943894,Projecao,TRUE,FALSE,FALSE,TRUE
-73.5,9.4,30.85194852307439,1322.9821319418236,57.17812820955759,Projecao,TRUE,FALSE,FALSE,TRUE
-73.16666666666667,9.4,32.740518406178744,1381.831068194139,58.49839330021893,Projecao,TRUE,FALSE,FALSE,TRUE
-72.83333333333333,9.4,31.826901427825923,1529.5252378711143,56.67340482048795,Projecao,TRUE,FALSE,FALSE,TRUE
-72.5,9.4,30.598526980816583,1301.225423468535,61.183329981795,Projecao,FALSE,FALSE,FALSE,FALSE
-72.16666666666667,9.4,30.59755633107515,1292.7626463365916,53.72751602683696,Projecao,FALSE,FALSE,FALSE,FALSE
-71.83333333333333,9.4,30.463517575795443,1342.9195432053205,54.26390882120582,Projecao,FALSE,FALSE,FALSE,FALSE
-71.5,9.4,31.36819622782564,1310.2399482366582,58.30528706919859,Projecao,TRUE,FALSE,FALSE,TRUE
-71.16666666666667,9.4,30.468646598007787,1356.029607263159,59.955518448539735,Projecao,FALSE,FALSE,FALSE,FALSE
-70.83333333333333,9.4,32.33880888450786,1271.4997110566403,57.351882739157226,Projecao,TRUE,FALSE,FALSE,TRUE
-70.5,9.4,33.5426279652111,1383.0430723750085,60.94765645786332,Projecao,TRUE,FALSE,FALSE,TRUE
-70.16666666666667,9.4,30.42458983337437,1243.5371555737734,57.51869994852565,Projecao,FALSE,FALSE,FALSE,FALSE
-69.83333333333333,9.4,32.219968602764986,1325.50387610572,57.26687283146029,Projecao,TRUE,FALSE,FALSE,TRUE
-69.5,9.4,32.12909010895784,1368.9872218134449,57.52852720230445,Projecao,TRUE,FALSE,FALSE,TRUE
-69.16666666666667,9.4,31.659912824534565,1307.2026720867714,54.26940181723432,Projecao,TRUE,FALSE,FALSE,TRUE
-68.83333333333333,9.4,30.375572278837826,1411.749444230077,59.04187629579144,Projecao,FALSE,FALSE,FALSE,FALSE
-68.5,9.4,31.096163342116142,1318.812961978139,55.89445523367314,Projecao,TRUE,FALSE,FALSE,TRUE
-68.16666666666667,9.4,30.870433190453905,1389.7383309523873,59.400696608300194,Projecao,TRUE,FALSE,FALSE,TRUE
-67.83333333333333,9.4,31.54734008880759,1418.2428255510677,60.571768443099714,Projecao,TRUE,FALSE,FALSE,TRUE
-67.5,9.4,30.622243580134537,1342.3774592226218,59.193498649213176,Projecao,FALSE,FALSE,FALSE,FALSE
-67.16666666666667,9.4,31.752620546812494,1347.1194445738267,58.20416914860449,Projecao,TRUE,FALSE,FALSE,TRUE
-66.83333333333333,9.4,30.451435504646287,1477.624611917213,57.040759130338515,Projecao,FALSE,FALSE,FALSE,FALSE
-66.5,9.4,31.650712335852656,1372.183681940189,54.52604047419176,Projecao,TRUE,FALSE,FALSE,TRUE
-66.16666666666667,9.4,29.67341976971771,1486.2208983866378,56.173438868268214,Projecao,FALSE,FALSE,FALSE,FALSE
-65.83333333333333,9.4,29.397833784640852,1345.9443164528918,61.11861885952904,Projecao,FALSE,FALSE,FALSE,FALSE
-65.5,9.4,33.36328555287405,1319.8001611318475,56.77828567271207,Projecao,TRUE,FALSE,FALSE,TRUE
-65.16666666666667,9.4,29.98582968768335,1463.7562210457477,56.88480224144007,Projecao,FALSE,FALSE,FALSE,FALSE
-64.83333333333333,9.4,30.5445275506411,1426.9143615737833,60.341992366602234,Projecao,FALSE,FALSE,FALSE,FALSE
-64.5,9.4,30.764818354300928,1431.1764295667194,60.619695987141114,Projecao,TRUE,FALSE,FALSE,TRUE
-64.16666666666667,9.4,29.6731386744684,1336.1701631725186,55.46350791786335,Projecao,FALSE,FALSE,FALSE,FALSE
-63.833333333333336,9.4,30.491394327169385,1528.67771004557,53.42862967199061,Projecao,FALSE,FALSE,FALSE,FALSE
-63.5,9.4,30.27719210899098,1435.049081950919,58.884656383645904,Projecao,FALSE,FALSE,FALSE,FALSE
-63.16666666666667,9.4,29.671599274803334,1438.4922155354932,59.15909276733794,Projecao,FALSE,FALSE,FALSE,FALSE
-62.833333333333336,9.4,29.846115960822292,1381.0251963633798,56.13944251135438,Projecao,FALSE,FALSE,FALSE,FALSE
-62.5,9.4,29.680372043126116,1265.530880569793,56.48711153138875,Projecao,FALSE,FALSE,FALSE,FALSE
-62.16666666666667,9.4,31.552262491070895,1388.685957402702,57.56043641880008,Projecao,TRUE,FALSE,FALSE,TRUE
-61.833333333333336,9.4,28.897187998384943,1409.212150455426,53.24275928520313,Projecao,FALSE,FALSE,FALSE,FALSE
-61.5,9.4,28.508003876269782,1473.907913177149,54.26656222356579,Projecao,FALSE,FALSE,FALSE,FALSE
-61.16666666666667,9.4,29.4608541134533,1412.8155885217473,55.79581351476066,Projecao,FALSE,FALSE,FALSE,FALSE
-60.833333333333336,9.4,29.64130843139488,1538.3145487673098,61.04305661284047,Projecao,FALSE,FALSE,FALSE,FALSE
-60.5,9.4,29.69251254944572,1452.5337422043033,53.85761889238517,Projecao,FALSE,FALSE,FALSE,FALSE
-60.16666666666667,9.4,28.82775383363493,1487.6077475130944,57.985679540495745,Projecao,FALSE,FALSE,FALSE,FALSE
-59.833333333333336,9.4,28.226940455254596,1496.0504852342997,57.248972863327445,Projecao,FALSE,FALSE,FALSE,FALSE
-59.5,9.4,30.26758985575826,1476.2643057052069,62.480026947893336,Projecao,FALSE,FALSE,FALSE,FALSE
-59.16666666666667,9.4,28.76608558482706,1470.3217838003948,58.01325762278633,Projecao,FALSE,FALSE,FALSE,FALSE
-58.833333333333336,9.4,28.255228858599093,1526.8478168890165,56.51126652998053,Projecao,FALSE,FALSE,FALSE,FALSE
-58.5,9.4,28.7784356929928,1470.0907143018203,52.81151866870586,Projecao,FALSE,FALSE,FALSE,FALSE
-58.16666666666667,9.4,28.774100960285335,1413.4789412305786,56.015172886609584,Projecao,FALSE,FALSE,FALSE,FALSE
-57.833333333333336,9.4,29.91462419201441,1605.1551002030494,56.02531936556752,Projecao,FALSE,FALSE,FALSE,FALSE
-57.5,9.4,28.9598421736233,1513.8416259174012,56.811678070831746,Projecao,FALSE,FALSE,FALSE,FALSE
-57.16666666666667,9.4,29.53392852461667,1423.4572677341514,55.68590441152791,Projecao,FALSE,FALSE,FALSE,FALSE
-56.833333333333336,9.4,28.38150179452437,1465.3871315040058,56.78234537096282,Projecao,FALSE,FALSE,FALSE,FALSE
-56.5,9.4,29.003388218858312,1522.439209224999,62.17230813475711,Projecao,FALSE,FALSE,FALSE,FALSE
-56.16666666666667,9.4,28.5016777130931,1412.83712667854,58.550503667635546,Projecao,FALSE,FALSE,FALSE,FALSE
-55.833333333333336,9.4,28.866549955617103,1506.8930828293262,57.21766388574781,Projecao,FALSE,FALSE,FALSE,FALSE
-55.5,9.4,27.967177930408297,1476.0458443594096,53.36313448290798,Projecao,FALSE,FALSE,FALSE,FALSE
-55.16666666666667,9.4,27.58893325939346,1369.115406466053,59.06779044521046,Projecao,FALSE,FALSE,FALSE,FALSE
-54.833333333333336,9.4,30.565875749727574,1301.3945345726993,57.40096129837203,Projecao,FALSE,FALSE,FALSE,FALSE
-54.5,9.4,29.31283070034167,1492.9724996707462,58.104346476888495,Projecao,FALSE,FALSE,FALSE,FALSE
-54.16666666666667,9.4,27.65392894499025,1606.3892063686164,58.632837685418544,Projecao,FALSE,FALSE,FALSE,FALSE
-53.833333333333336,9.4,28.241957746653412,1518.4764432136064,59.5620382194005,Projecao,FALSE,FALSE,FALSE,FALSE
-53.5,9.4,27.74103533065089,1420.4630539017396,57.311348960077126,Projecao,FALSE,FALSE,FALSE,FALSE
-53.16666666666667,9.4,30.806847305418323,1435.789609675532,56.155684052339055,Projecao,TRUE,FALSE,FALSE,TRUE
-52.833333333333336,9.4,30.032985273486524,1604.7641370418105,57.86744986700731,Projecao,FALSE,FALSE,FALSE,FALSE
-52.5,9.4,28.640969490778755,1529.9690836733855,55.10201206473149,Projecao,FALSE,FALSE,FALSE,FALSE
-52.16666666666667,9.4,29.400088990147943,1431.609273672045,52.219357894210745,Projecao,FALSE,FALSE,FALSE,FALSE
-51.833333333333336,9.4,28.57367885247174,1409.6036933628195,60.4173211676982,Projecao,FALSE,FALSE,FALSE,FALSE
-51.5,9.4,28.5570090529406,1470.9979088243665,57.31327788993963,Projecao,FALSE,FALSE,FALSE,FALSE
-51.16666666666667,9.4,28.31852261628274,1480.7462634700746,56.52244832707137,Projecao,FALSE,FALSE,FALSE,FALSE
-50.833333333333336,9.4,28.539234344374037,1395.5824236602969,60.32271368436033,Projecao,FALSE,FALSE,FALSE,FALSE
-50.5,9.4,30.609717551489204,1300.021608393455,63.93489190695122,Projecao,FALSE,FALSE,TRUE,TRUE
-50.16666666666667,9.4,29.12806044666184,1364.667825480081,53.9241090332624,Projecao,FALSE,FALSE,FALSE,FALSE
-49.833333333333336,9.4,29.339945711831135,1172.4496976996015,54.61776722952686,Projecao,FALSE,TRUE,FALSE,TRUE
-49.5,9.4,29.510910414566975,1347.029033428074,56.097837934952075,Projecao,FALSE,FALSE,FALSE,FALSE
-49.16666666666667,9.4,30.46268055038141,1331.8933331563949,57.672005016733905,Projecao,FALSE,FALSE,FALSE,FALSE
-48.833333333333336,9.4,28.95360889983635,1373.8702627144603,58.46507816485036,Projecao,FALSE,FALSE,FALSE,FALSE
-48.5,9.4,28.592031066879336,1236.0025479832375,54.14622513929488,Projecao,FALSE,FALSE,FALSE,FALSE
-48.16666666666667,9.4,31.06309056242362,1249.3453607966974,56.7647818164679,Projecao,TRUE,FALSE,FALSE,TRUE
-47.833333333333336,9.4,29.22988895035182,1431.3272560561363,58.64310957806753,Projecao,FALSE,FALSE,FALSE,FALSE
-47.5,9.4,29.050282524042576,1335.4733412516623,57.93363214018815,Projecao,FALSE,FALSE,FALSE,FALSE
-47.16666666666667,9.4,28.66446766134987,1400.9796819588312,54.118472441158715,Projecao,FALSE,FALSE,FALSE,FALSE
-46.833333333333336,9.4,28.69873394424896,1414.4658800040954,58.73113200800629,Projecao,FALSE,FALSE,FALSE,FALSE
-46.5,9.4,29.41788311317471,1491.3168550879795,58.55454032720297,Projecao,FALSE,FALSE,FALSE,FALSE
-46.16666666666667,9.4,30.571563959107294,1307.808990507957,54.83839900769575,Projecao,FALSE,FALSE,FALSE,FALSE
-45.833333333333336,9.4,31.096410405037865,1357.756290141914,56.25364494264393,Projecao,TRUE,FALSE,FALSE,TRUE
-45.5,9.4,30.81761353989396,1551.845491527051,57.640790452302845,Projecao,TRUE,FALSE,FALSE,TRUE
-45.16666666666667,9.4,29.93760727035875,1376.3247584534518,58.52930115386651,Projecao,FALSE,FALSE,FALSE,FALSE
