lon,lat,temperatura,precipitacao,sazonalidade,dominio,adequabilidade,MESS,extrapolacao,adequabilidade_mascarada
-75.5,9.8,32.51612260480249,1349.2442363977718,60.45934236057807,Projecao,4.4878423618983953e-4,-11.336856260865282,TRUE,NA
-75.16666666666667,9.8,31.89640596793349,1321.325039455525,55.194371816971355,Projecao,0.0010828980354843471,-7.33649532653073,TRUE,NA
-74.83333333333333,9.8,33.981093305288844,1328.770236894679,61.19686195738163,Projecao,4.560928851071207e-5,-20.793454989243696,TRUE,NA
-74.5,9.8,32.79325300852184,1293.1986586396138,59.21029185902542,Projecao,2.686463183022585e-4,-13.125773283258516,TRUE,NA
-74.16666666666667,9.8,30.543718599525057,1357.3292537507211,56.232534883994035,Projecao,0.0054239696936436085,1.3952981787850918,FALSE,0.0054239696936436085
-73.83333333333333,9.8,32.90962262646877,1272.8249389282644,60.19244795291786,Projecao,2.0798650253602943e-4,-13.876956075333112,TRUE,NA
-73.5,9.8,31.813940100993864,1357.0754808152003,56.14961424454935,Projecao,0.0012888527232719712,-6.804166173342219,TRUE,NA
-73.16666666666667,9.8,31.23587116895335,1214.9286739448328,55.638779928288706,Projecao,0.0016887059214173454,-3.072647224987437,TRUE,NA
-72.83333333333333,9.8,31.954701745095676,1328.4368031087429,57.46603131585956,Projecao,9.665479435867231e-4,-7.712803038349638,TRUE,NA
-72.5,9.8,31.178052720571003,1429.3869998027997,56.86163204700123,Projecao,0.0031788480366819636,-2.6994207397971315,TRUE,NA
-72.16666666666667,9.8,31.3927551131167,1325.4654352421871,61.95222927065405,Projecao,0.0016959622959919665,-4.085355879423732,TRUE,NA
-71.83333333333333,9.8,31.430364790948243,1403.9962213326703,59.88438332577176,Projecao,0.002080941906069283,-4.3281318144225835,TRUE,NA
-71.5,9.8,30.415988118110736,1504.8895538646327,61.651871679593256,Projecao,0.007176391134482821,2.2198169952479914,FALSE,0.007176391134482821
-71.16666666666667,9.8,32.62623496454917,1434.4080202164057,60.692427890376386,Projecao,4.6510418611016904e-4,-12.047647542092612,TRUE,NA
-70.83333333333333,9.8,31.945719594882476,1409.71175350588,55.83515150936634,Projecao,0.0012450789888732983,-7.654821953638491,TRUE,NA
-70.5,9.8,30.716206675427248,1422.3220259986276,56.518538309703175,Projecao,0.005229239882138024,0.2818625867315637,FALSE,0.005229239882138024
-70.16666666666667,9.8,32.79935069076897,1273.9332893708147,54.00263466091211,Projecao,2.8759855327824144e-4,-13.16513470814239,TRUE,NA
-69.83333333333333,9.8,31.98282143936646,1307.9508465760505,58.38061014850929,Projecao,8.592205528584974e-4,-7.894319750591879,TRUE,NA
-69.5,9.8,31.259387757363974,1518.843159914913,58.422801396938,Projecao,0.0032315327771844328,-3.2244502200820784,TRUE,NA
-69.16666666666667,9.8,32.25454359841998,1340.884443345514,59.71909749915088,Projecao,6.377670201613248e-4,-9.648325767862165,TRUE,NA
-68.83333333333333,9.8,32.16143136506687,1461.0156330491425,54.97596804131853,Projecao,0.0010655896250528244,-9.047272772583026,TRUE,NA
-68.5,9.8,32.03109366155748,1417.4318863881674,54.42803321023182,Projecao,0.0011770593811709302,-8.205923958673322,TRUE,NA
-68.16666666666667,9.8,31.830565220797208,1294.5441668052465,56.24906962844979,Projecao,0.0010589408439582264,-6.911483737262946,TRUE,NA
-67.83333333333333,9.8,31.627175397092987,1440.0981248365754,57.60101611036098,Projecao,0.0018799699106548224,-5.598572873197266,TRUE,NA
-67.5,9.8,30.98971792110893,1354.4936765656612,59.002769790800095,Projecao,0.003127090299513339,-1.4836922446735323,TRUE,NA
-67.16666666666667,9.8,30.685978101429512,1362.4127764292043,57.061926381278866,Projecao,0.004644398747252972,0.4769924240264516,FALSE,0.004644398747252972
-66.83333333333333,9.8,30.534134375725458,1357.3526200287054,58.27692042285264,Projecao,0.00519344129021497,1.4571657359763024,FALSE,0.00519344129021497
-66.5,9.8,30.166035735802794,1470.4443103068756,60.10188636871754,Projecao,0.009014148414066076,3.8332959405290934,FALSE,0.009014148414066076
-66.16666666666667,9.8,30.518553525499527,1455.2731662552078,50.45839398289155,Projecao,0.007991764787830999,1.5577423880449566,FALSE,0.007991764787830999
-65.83333333333333,9.8,29.481116788511713,1440.6718592422892,57.9869086837979,Projecao,0.016484446179858215,8.254547262377933,FALSE,0.016484446179858215
-65.5,9.8,32.486409980230555,1456.5587649866152,55.30021466073521,Projecao,6.777100480247518e-4,-11.145056952080154,TRUE,NA
-65.16666666666667,9.8,31.536167315502222,1277.9643371432787,59.67634138634731,Projecao,0.0013202476791266055,-5.01110248327229,TRUE,NA
-64.83333333333333,9.8,29.35332499337144,1409.2925695095018,54.33669982704109,Projecao,0.01883798561179993,9.079461867850585,FALSE,0.01883798561179993
-64.5,9.8,29.917309295901298,1374.0776947461854,55.458387063364825,Projecao,0.010500655307755027,5.4388612494500865,FALSE,0.010500655307755027
-64.16666666666667,9.8,29.77655141934537,1363.703402449255,56.6375474068254,Projecao,0.011249283390045673,6.347473794401408,FALSE,0.011249283390045673
-63.833333333333336,9.8,30.816187093789814,1362.0844674028667,57.55724537580419,Projecao,0.003993701318590304,-0.3635255407144657,TRUE,NA
-63.5,9.8,29.958091874519752,1395.2470813919124,52.314790787283535,Projecao,0.011530555115976936,5.175603778856829,FALSE,0.011530555115976936
-63.16666666666667,9.8,30.181428394276132,1368.1548730772452,61.59153842433732,Projecao,0.006917948358652692,3.733934093567233,FALSE,0.006917948358652692
-62.833333333333336,9.8,29.84966015083567,1354.285786788877,60.16144760545976,Projecao,0.009404491235291565,5.875546310107686,FALSE,0.009404491235291565
-62.5,9.8,29.760449159928545,1325.313770833165,53.94549271576129,Projecao,0.011067429699908832,6.4514162185568,FALSE,0.011067429699908832
-62.16666666666667,9.8,30.95639783756934,1565.4445195169549,57.30920552818048,Projecao,0.004931423126572512,-1.2686062640970373,TRUE,NA
-61.833333333333336,9.8,29.449196597937146,1469.2795579083015,56.08459732549541,Projecao,0.018697638084361534,8.460596730464111,FALSE,0.018697638084361534
-61.5,9.8,30.94722406062356,1445.8681539610534,63.33767977549723,Projecao,0.0035826011119370776,-1.2093882009841823,TRUE,NA
-61.16666666666667,9.8,28.12096703039213,1539.0847250948514,63.56231219604632,Projecao,0.042242692772524494,1.2905670623526024,FALSE,0.042242692772524494
-60.833333333333336,9.8,29.976028131568516,1372.1209066292065,59.539038441076194,Projecao,0.008916578029884274,5.059822633511811,FALSE,0.008916578029884274
-60.5,9.8,29.499110237886708,1448.8557024415709,60.95800706187829,Projecao,0.01527891944911862,8.138396932257184,FALSE,0.01527891944911862
-60.16666666666667,9.8,29.522630044944496,1519.2746272920078,58.071588998396805,Projecao,0.01804292554447057,7.98657316032745,FALSE,0.01804292554447057
-59.833333333333336,9.8,29.613609510312557,1417.8247637385734,54.25726738699033,Projecao,0.015544048198816609,7.399287492277892,FALSE,0.015544048198816609
-59.5,9.8,28.766632089479344,1355.830315134671,61.66454831654613,Projecao,0.02126731193384747,8.637094265773197,FALSE,0.02126731193384747
-59.16666666666667,9.8,28.86888428868278,1403.1170249655577,56.61578648412111,Projecao,0.025159616031747264,12.206597004691648,FALSE,0.025159616031747264
-58.833333333333336,9.8,28.20547259019074,1389.2920241040838,56.72666998702949,Projecao,0.037155578244124375,15.484401315916124,FALSE,0.037155578244124375
-58.5,9.8,28.114475201211764,1470.919317386544,51.65980075250027,Projecao,0.05190859219010217,17.076417278153126,FALSE,0.05190859219010217
-58.16666666666667,9.8,29.31273504246286,1498.5692249654928,59.697442741086746,Projecao,0.019892202462260006,9.341475898588248,FALSE,0.019892202462260006
-57.833333333333336,9.8,29.407084732038616,1434.8181736349388,60.62075221349855,Projecao,0.016171520112065206,8.732434943592517,FALSE,0.016171520112065206
-57.5,9.8,29.019282414703273,1404.6314532731906,59.263908017950705,Projecao,0.021186143791829485,11.235755248741352,FALSE,0.021186143791829485
-57.16666666666667,9.8,29.77332083904236,1268.964951286821,56.455087893006976,Projecao,0.00868302244369919,3.570501839885832,FALSE,0.00868302244369919
-56.833333333333336,9.8,30.763940827043836,1408.5665059089397,54.47362927458272,Projecao,0.00509589341765894,-0.02626829761157469,TRUE,NA
-56.5,9.8,28.456459390783984,1470.5644603508174,54.74037947863717,Projecao,0.03933466027902213,14.868859644979633,FALSE,0.03933466027902213
-56.16666666666667,9.8,26.80364304535812,1352.6253377928567,58.84648197304175,Projecao,0.06066834052675758,11.853936412190626,FALSE,0.06066834052675758
-55.833333333333336,9.8,29.77458945227692,1435.8170710351685,60.41048656892442,Projecao,0.011979310503861801,6.360138576897374,FALSE,0.011979310503861801
-55.5,9.8,28.222724266263924,1430.4899055812534,56.052681555693354,Projecao,0.04074636010284332,16.37765383491118,FALSE,0.04074636010284332
-55.16666666666667,9.8,28.237446884568012,1327.2690068981483,56.1337372140774,Projecao,0.03181358680267504,9.343339500892894,FALSE,0.03181358680267504
-54.833333333333336,9.8,29.77939793618143,1514.085206739764,61.82197727581968,Projecao,0.01309080838004585,6.329099114632564,FALSE,0.01309080838004585
-54.5,9.8,28.603897052690588,1444.5550720083363,58.41906981556697,Projecao,0.031206151414010955,13.917128115032854,FALSE,0.031206151414010955
-54.16666666666667,9.8,27.769427229423613,1463.3500569627597,53.92128273259521,Projecao,0.058003514256789374,19.303752070690688,FALSE,0.058003514256789374
-53.833333333333336,9.8,29.043180203440023,1367.4535818772345,57.42215653202669,Projecao,0.020051236175483576,11.08149155015408,FALSE,0.020051236175483576
-53.5,9.8,28.77096518059333,1504.4555550079667,56.06637826465806,Projecao,0.03267855653314471,12.838679074821254,FALSE,0.03267855653314471
-53.16666666666667,9.8,28.92110575873287,1355.6662354228238,57.45540671907965,Projecao,0.02125813829859301,11.8694998278636,FALSE,0.02125813829859301
-52.833333333333336,9.8,29.286565955710056,1407.591179767273,54.99804868524456,Projecao,0.019445835122016395,9.510401155883324,FALSE,0.019445835122016395
-52.5,9.8,28.6340060131923,1299.9956197228123,53.34387341311375,Projecao,0.024744990419104745,6.642929812781626,FALSE,0.024744990419104745
-52.16666666666667,9.8,29.57915323050601,1333.0962819819845,57.110582133309144,Projecao,0.01215637648721983,7.621707784844206,FALSE,0.01215637648721983
-51.833333333333336,9.8,28.836146899961836,1376.8733206733473,57.85454793305764,Projecao,0.023513457362681518,12.417921605549614,FALSE,0.023513457362681518
-51.5,9.8,29.372235025618743,1434.788087352285,58.606014679651445,Projecao,0.01751135415233546,8.957394862111792,FALSE,0.01751135415233546
-51.16666666666667,9.8,30.10342028218237,1346.0945301464556,58.0699453471405,Projecao,0.007716691348945664,4.237487791524583,FALSE,0.007716691348945664
-50.833333333333336,9.8,29.55405322683802,1333.2313257012463,58.76858094645577,Projecao,0.011896933499867922,7.783731955491587,FALSE,0.011896933499867922
-50.5,9.8,28.918562403908076,1373.9038850935026,52.46846808673489,Projecao,0.025286667123669393,11.885917552801022,FALSE,0.025286667123669393
-50.16666666666667,9.8,30.29861261584471,1246.977073767522,56.65179605789748,Projecao,0.004953494101356335,1.3934243433358462,FALSE,0.004953494101356335
-49.833333333333336,9.8,30.214778469412213,1294.4549069578238,62.423362297143306,Projecao,0.005369241221901193,3.5186545128776774,FALSE,0.005369241221901193
-49.5,9.8,29.873148991485053,1256.8215828033528,60.79531253444311,Projecao,0.006831151792715489,2.368155036085939,FALSE,0.006831151792715489
-49.16666666666667,9.8,29.656310821344903,1444.046934816653,54.06709373356893,Projecao,0.015865541737098237,7.123644325165736,FALSE,0.015865541737098237
-48.833333333333336,9.8,28.94095087925122,1353.2219512794643,58.064029086656866,Projecao,0.020508780232944886,11.74139669146912,FALSE,0.020508780232944886
-48.5,9.8,30.797874705909173,1363.2131949786983,55.50290660307947,Projecao,0.004308332090775784,-0.2453164161987652,TRUE,NA
-48.16666666666667,9.8,29.102729694828337,1348.649612403604,59.55600308366905,Projecao,0.017333319361125882,10.697090930843842,FALSE,0.017333319361125882
-47.833333333333336,9.8,31.683535539281493,1256.7383306907416,54.655424445109986,Projecao,0.0011764721835216237,-5.962385780017936,TRUE,NA
-47.5,9.8,31.168391460555128,1296.5814510546672,60.05055187276928,Projecao,0.0021241418308554612,-2.637055902636685,TRUE,NA
-47.16666666666667,9.8,29.6529831451544,1400.278601477156,57.398755772357056,Projecao,0.013357798580861566,7.145124958478815,FALSE,0.013357798580861566
-46.833333333333336,9.8,29.01919928405887,1358.6210399256445,53.80636983241843,Projecao,0.02190841665699421,11.236291869129651,FALSE,0.02190841665699421
-46.5,9.8,29.383093337213527,1403.8827263001203,55.10944767509937,Projecao,0.01782938484830534,8.887302883080753,FALSE,0.01782938484830534
-46.16666666666667,9.8,30.334572061898292,1364.5866329935404,56.55683586224543,Projecao,0.006744992784500908,2.745369467657558,FALSE,0.006744992784500908
-45.833333333333336,9.8,29.96352438938498,1330.7326883731296,55.52403893184998,Projecao,0.009002112877746476,5.140536106070374,FALSE,0.009002112877746476
-45.5,9.8,29.95599568198397,1304.071063461345,61.2766965349342,Projecao,0.007243096706473206,5.189135006247057,FALSE,0.007243096706473206
-45.16666666666667,9.8,29.496442127205967,1464.6129779081166,59.13548751918613,Projecao,0.01650447613896189,8.155619974371467,FALSE,0.01650447613896189
-44.833333333333336,9.8,30.39717587607554,1308.0982940698666,55.84343797262844,Projecao,0.0055544750245719275,2.341252750958956,FALSE,0.0055544750245719275
-44.5,9.8,29.81658371247856,1310.8118175311954,58.94865365621065,Projecao,0.008887407844502473,6.089059525630216,FALSE,0.008887407844502473
-44.16666666666667,9.8,29.10744843409867,1348.6295233640926,55.93782514565479,Projecao,0.01895411908724996,10.666630783232304,FALSE,0.01895411908724996
-43.833333333333336,9.8,30.352098222158578,1337.653378102984,56.57664665679185,Projecao,0.006184001958040566,2.632235556668249,FALSE,0.006184001958040566
-43.5,9.8,31.607018115559946,1219.0614626563545,56.07699936011921,Projecao,0.0010941686709510536,-5.468454692096687,TRUE,NA
-43.16666666666667,9.8,30.34744703076086,1303.44914416881,51.76270460302095,Projecao,0.006399340473028049,2.662259672947494,FALSE,0.006399340473028049
-42.833333333333336,9.8,31.497290895595228,1355.3715580777166,55.99369439288998,Projecao,0.0018962314526475498,-4.760149544121808,TRUE,NA
-42.5,9.8,29.578225457045317,1224.7817457009885,54.99263124303921,Projecao,0.009203025612527223,-0.8041933766911278,TRUE,NA
-42.16666666666667,9.8,31.067653308299207,1392.9187882825568,59.01155461383931,Projecao,0.003146838176094486,-1.986776492812126,TRUE,NA
-41.833333333333336,9.8,31.66741809540768,1232.3516204587952,61.18290588710084,Projecao,9.319702503426359e-4,-5.858345337986422,TRUE,NA
-41.5,9.8,31.552048955089536,1171.5845025312146,57.64269038130048,Projecao,9.403105343336926e-4,-6.0713921266277895,TRUE,NA
-41.16666666666667,9.8,31.455761830602984,1207.6182365679535,56.2442963285552,Projecao,0.0012532383199392826,-4.492073395523059,TRUE,NA
-40.833333333333336,9.8,30.862062623850296,1383.9185231218207,53.28026817158669,Projecao,0.004480765147631383,-0.6596587528596698,TRUE,NA
-40.5,9.8,30.75023440523687,1367.2126583391123,59.14611798792341,Projecao,0.0041616262228721095,0.0622086466626934,FALSE,0.0041616262228721095
-40.16666666666667,9.8,30.667575284536195,1439.5392826730322,55.15351415748268,Projecao,0.0058982987771213045,0.5957852809580961,FALSE,0.0058982987771213045
-79.83333333333333,9.4,32.32528175570762,1295.7921773643016,60.162654835568304,Projecao,5.049629043516887e-4,-10.104950851238966,TRUE,NA
-79.5,9.4,31.39889043787876,1275.0318351155604,60.50932756790289,Projecao,0.0015064267477374572,-4.12496029221084,TRUE,NA
-79.16666666666667,9.4,31.838516658039374,1380.6019922575315,60.70059215472088,Projecao,0.0011755436836073272,-6.962811419985944,TRUE,NA
-78.83333333333333,9.4,32.07405475685076,1380.939543705602,57.60142083716982,Projecao,9.447695071649182e-4,-8.483244070935834,TRUE,NA
-78.5,9.4,33.98459592375317,1190.9177541183435,60.86517701317746,Projecao,2.919886984543263e-5,-20.816064900352995,TRUE,NA
-78.16666666666667,9.4,31.75496395022339,1305.6164753097073,55.36700286685964,Projecao,0.0012302668348179453,-6.423466551025164,TRUE,NA
-77.83333333333333,9.4,32.56614424124043,1311.4237399861188,57.32129619281607,Projecao,4.099341023136529e-4,-11.65975319209632,TRUE,NA
-77.5,9.4,32.432988762017196,1201.2396409081884,53.63861270592648,Projecao,3.775892503641151e-4,-10.800215226537686,TRUE,NA
-77.16666666666667,9.4,31.50161157124038,1306.6712162503356,57.879196721055635,Projecao,0.001572393433401581,-4.788040133195114,TRUE,NA
-76.83333333333333,9.4,32.30348457414769,1263.5573103036816,59.38208621463219,Projecao,4.800559136448071e-4,-9.964246877191252,TRUE,NA
-76.5,9.4,33.66405683914498,1347.0274768619556,59.624524276137016,Projecao,8.326265595135216e-5,-18.7469385356448,TRUE,NA
-76.16666666666667,9.4,32.76254222466123,1391.3321903449012,56.352954359794914,Projecao,3.922466514482971e-4,-12.92753071123486,TRUE,NA
-75.83333333333333,9.4,32.38147163379342,1284.7364554509954,51.3031070182749,Projecao,5.70756641748974e-4,-10.467664678537677,TRUE,NA
-75.5,9.4,31.94826101134622,1355.3064748176655,57.09768234166162,Projecao,0.001056571669181759,-7.671227166173682,TRUE,NA
-75.16666666666667,9.4,30.460740489825692,1320.755522712686,57.52637660738961,Projecao,0.0051733114529524385,1.930933933415372,FALSE,0.0051733114529524385
-74.83333333333333,9.4,33.303074974238825,1324.7659982255143,53.28637440996782,Projecao,1.6212076181724224e-4,-16.416748147873943,TRUE,NA
-74.5,9.4,30.94261151428318,1464.113240596074,55.888273868837985,Projecao,0.004519294841036268,-1.1796135441650617,TRUE,NA
-74.16666666666667,9.4,32.89162680028133,1317.056631654831,60.29457822715899,Projecao,2.4309110691269007e-4,-13.760790402542696,TRUE,NA
-73.83333333333333,9.4,33.90859552735718,1365.7753965542613,61.55251594943894,Projecao,5.604440152202286e-5,-20.32547129894105,TRUE,NA
-73.5,9.4,30.85194852307439,1322.9821319418236,57.17812820955759,Projecao,0.00350150698494048,-0.5943707627965523,TRUE,NA
-73.16666666666667,9.4,32.740518406178744,1381.831068194139,58.49839330021893,Projecao,3.742664145106478e-4,-12.785363762922252,TRUE,NA
-72.83333333333333,9.4,31.826901427825923,1529.5252378711143,56.67340482048795,Projecao,0.0017371205380311997,-6.887833421292949,TRUE,NA
-72.5,9.4,30.598526980816583,1301.225423468535,61.183329981795,Projecao,0.0038673331027469023,1.0415021140215763,FALSE,0.0038673331027469023
-72.16666666666667,9.4,30.59755633107515,1292.7626463365916,53.72751602683696,Projecao,0.004584613952940954,1.0477677991356111,FALSE,0.004584613952940954
-71.83333333333333,9.4,30.463517575795443,1342.9195432053205,54.26390882120582,Projecao,0.005963976470476821,1.9130074399766832,FALSE,0.005963976470476821
-71.5,9.4,31.36819622782564,1310.2399482366582,58.30528706919859,Projecao,0.001839047185427619,-3.92682470652264,TRUE,NA
-71.16666666666667,9.4,30.468646598007787,1356.029607263159,59.955518448539735,Projecao,0.005292850984298047,1.879898856361342,FALSE,0.005292850984298047
-70.83333333333333,9.4,32.33880888450786,1271.4997110566403,57.351882739157226,Projecao,4.952211500815855e-4,-10.192270433103989,TRUE,NA
-70.5,9.4,33.5426279652111,1383.0430723750085,60.94765645786332,Projecao,1.0648240459856338e-4,-17.963097511076647,TRUE,NA
-70.16666666666667,9.4,30.42458983337437,1243.5371555737734,57.51869994852565,Projecao,0.004229611376810232,1.0528290092473378,FALSE,0.004229611376810232
-69.83333333333333,9.4,32.219968602764986,1325.50387610572,57.26687283146029,Projecao,6.828024967186626e-4,-9.425139147245014,TRUE,NA
-69.5,9.4,32.12909010895784,1368.9872218134449,57.52852720230445,Projecao,8.561394804541694e-4,-8.838505265292088,TRUE,NA
-69.16666666666667,9.4,31.659912824534565,1307.2026720867714,54.26940181723432,Projecao,0.0014296534858829393,-5.809897724002562,TRUE,NA
-68.83333333333333,9.4,30.375572278837826,1411.749444230077,59.04187629579144,Projecao,0.006769025607874693,2.48070711007941,FALSE,0.006769025607874693
-68.5,9.4,31.096163342116142,1318.812961978139,55.89445523367314,Projecao,0.002738778729023464,-2.170812903540172,TRUE,NA
-68.16666666666667,9.4,30.870433190453905,1389.7383309523873,59.400696608300194,Projecao,0.003837264873240581,-0.7136919765092772,TRUE,NA
-67.83333333333333,9.4,31.54734008880759,1418.2428255510677,60.571768443099714,Projecao,0.0018334397820947408,-5.0832243583356815,TRUE,NA
-67.5,9.4,30.622243580134537,1342.3774592226218,59.193498649213176,Projecao,0.004458452336885301,0.8884080194590271,FALSE,0.004458452336885301
-67.16666666666667,9.4,31.752620546812494,1347.1194445738267,58.20416914860449,Projecao,0.0012849031856456217,-6.40833954151691,TRUE,NA
-66.83333333333333,9.4,30.451435504646287,1477.624611917213,57.040759130338515,Projecao,0.0074879267328140245,1.9909989647405224,FALSE,0.0074879267328140245
-66.5,9.4,31.650712335852656,1372.183681940189,54.52604047419176,Projecao,0.0017076620111219519,-5.750507232751839,TRUE,NA
-66.16666666666667,9.4,29.67341976971771,1486.2208983866378,56.173438868268214,Projecao,0.01592478390628049,7.01320357752998,FALSE,0.01592478390628049
-65.83333333333333,9.4,29.397833784640852,1345.9443164528918,61.11861885952904,Projecao,0.013154186085391236,8.792151153185612,FALSE,0.013154186085391236
-65.5,9.4,33.36328555287405,1319.8001611318475,56.77828567271207,Projecao,1.3311780876244371e-4,-16.80541618141741,TRUE,NA
-65.16666666666667,9.4,29.98582968768335,1463.7562210457477,56.88480224144007,Projecao,0.011446107530165749,4.996552164647898,FALSE,0.011446107530165749
-64.83333333333333,9.4,30.5445275506411,1426.9143615737833,60.341992366602234,Projecao,0.0057034890584105455,1.390076281792378,FALSE,0.0057034890584105455
-64.5,9.4,30.764818354300928,1431.1764295667194,60.619695987141114,Projecao,0.0045459519997425035,-0.03193286355871667,TRUE,NA
-64.16666666666667,9.4,29.6731386744684,1336.1701631725186,55.46350791786335,Projecao,0.011813979808115537,7.015018088206744,FALSE,0.011813979808115537
-63.833333333333336,9.4,30.491394327169385,1528.67771004557,53.42862967199061,Projecao,0.008511298221010835,1.733058959432588,FALSE,0.008511298221010835
-63.5,9.4,30.27719210899098,1435.049081950919,58.884656383645904,Projecao,0.007844355454790964,3.1157654008441744,FALSE,0.007844355454790964
-63.16666666666667,9.4,29.671599274803334,1438.4922155354932,59.15909276733794,Projecao,0.013590353749161833,7.024955136715838,FALSE,0.013590353749161833
-62.833333333333336,9.4,29.846115960822292,1381.0251963633798,56.13944251135438,Projecao,0.011175131584052929,5.89842457160638,FALSE,0.011175131584052929
-62.5,9.4,29.680372043126116,1265.530880569793,56.48711153138875,Projecao,0.00930040474246199,3.2304854798237583,FALSE,0.00930040474246199
-62.16666666666667,9.4,31.552262491070895,1388.685957402702,57.56043641880008,Projecao,0.0018478704758915024,-5.114999180158586,TRUE,NA
-61.833333333333336,9.4,28.897187998384943,1409.212150455426,53.24275928520313,Projecao,0.02722903438584119,12.023892446102847,FALSE,0.02722903438584119
-61.5,9.4,28.508003876269782,1473.907913177149,54.26656222356579,Projecao,0.03875968636047354,14.536132501878338,FALSE,0.03875968636047354
-61.16666666666667,9.4,29.4608541134533,1412.8155885217473,55.79581351476066,Projecao,0.016771811002536108,8.385345773998203,FALSE,0.016771811002536108
-60.833333333333336,9.4,29.64130843139488,1538.3145487673098,61.04305661284047,Projecao,0.015508854224812579,7.2204869321045155,FALSE,0.015508854224812579
-60.5,9.4,29.69251254944572,1452.5337422043033,53.85761889238517,Projecao,0.015711601114568728,6.8899569102504525,FALSE,0.015711601114568728
-60.16666666666667,9.4,28.82775383363493,1487.6077475130944,57.985679540495745,Projecao,0.029207883975091355,12.47210006818226,FALSE,0.029207883975091355
-59.833333333333336,9.4,28.226940455254596,1496.0504852342997,57.248972863327445,Projecao,0.04405604884539605,16.35043772237422,FALSE,0.04405604884539605
-59.5,9.4,30.26758985575826,1476.2643057052069,62.480026947893336,Projecao,0.00776765081441743,3.177749340645818,FALSE,0.00776765081441743
-59.16666666666667,9.4,28.76608558482706,1470.3217838003948,58.01325762278633,Projecao,0.029616283194694747,12.870177574486114,FALSE,0.029616283194694747
-58.833333333333336,9.4,28.255228858599093,1526.8478168890165,56.51126652998053,Projecao,0.04601283808582314,16.167831968548143,FALSE,0.04601283808582314
-58.5,9.4,28.7784356929928,1470.0907143018203,52.81151866870586,Projecao,0.03349505696457763,12.79045583183508,FALSE,0.03349505696457763
-58.16666666666667,9.4,28.774100960285335,1413.4789412305786,56.015172886609584,Projecao,0.02787717857379935,12.818437161288069,FALSE,0.02787717857379935
-57.833333333333336,9.4,29.91462419201441,1605.1551002030494,56.02531936556752,Projecao,0.0148289963924691,5.456193985179111,FALSE,0.0148289963924691
-57.5,9.4,28.9598421736233,1513.8416259174012,56.811678070831746,Projecao,0.028487080270492415,11.61945064143744,FALSE,0.028487080270492415
-57.16666666666667,9.4,29.53392852461667,1423.4572677341514,55.68590441152791,Projecao,0.016194413700432425,7.9136398324014925,FALSE,0.016194413700432425
-56.833333333333336,9.4,28.38150179452437,1465.3871315040058,56.78234537096282,Projecao,0.03878389465801155,15.352721819994883,FALSE,0.03878389465801155
-56.5,9.4,29.003388218858312,1522.439209224999,62.17230813475711,Projecao,0.024359707407990743,6.6714802304416345,FALSE,0.024359707407990743
-56.16666666666667,9.4,28.5016777130931,1412.83712667854,58.550503667635546,Projecao,0.031211701069866815,14.576968804360211,FALSE,0.031211701069866815
-55.833333333333336,9.4,28.866549955617103,1506.8930828293262,57.21766388574781,Projecao,0.029824555909398087,12.221665463803594,FALSE,0.029824555909398087
-55.5,9.4,27.967177930408297,1476.0458443594096,53.36313448290798,Projecao,0.054307172065425346,18.027242563130656,FALSE,0.054307172065425346
-55.16666666666667,9.4,27.58893325939346,1369.115406466053,59.06779044521046,Projecao,0.04609032806270433,13.486661416842368,FALSE,0.04609032806270433
