lon,lat,prioridade_climatica,alta_prioridade,protegida,lacuna_protecao,classe
-60.08333333333333,2.5833333333333335,0.049428850412368774,0,0,0,Demais áreas
-52.416666666666664,2.5833333333333335,0.22528782486915588,1,0,1,Lacuna de proteção
-52.25,2.5833333333333335,0.2793334424495697,1,0,1,Lacuna de proteção
-52.08333333333333,2.5833333333333335,0.27408120036125183,1,0,1,Lacuna de proteção
-51.916666666666664,2.5833333333333335,0.3224765658378601,1,0,1,Lacuna de proteção
-51.75,2.5833333333333335,0.5094954371452332,1,0,1,Lacuna de proteção
-51.58333333333333,2.5833333333333335,0.5178768634796143,1,0,1,Lacuna de proteção
-51.416666666666664,2.5833333333333335,0.6023414731025696,1,0,1,Lacuna de proteção
-51.25,2.5833333333333335,0.677350640296936,1,0,1,Lacuna de proteção
-51.08333333333333,2.5833333333333335,0.6352828741073608,1,0,1,Lacuna de proteção
-61.25,2.416666666666667,0.09314198046922684,0,0,0,Demais áreas
-61.08333333333333,2.416666666666667,0.11493755131959915,1,0,1,Lacuna de proteção
-60.916666666666664,2.416666666666667,0.07374385744333267,0,0,0,Demais áreas
-60.75,2.416666666666667,0.07291460037231445,0,0,0,Demais áreas
-60.58333333333333,2.416666666666667,0.0915563702583313,0,0,0,Demais áreas
-60.416666666666664,2.416666666666667,0.059615373611450195,0,0,0,Demais áreas
-60.25,2.416666666666667,0.05419979616999626,0,0,0,Demais áreas
-60.08333333333333,2.416666666666667,0.06394299119710922,0,0,0,Demais áreas
-55.25,2.416666666666667,0.05534365400671959,0,0,0,Demais áreas
-55.08333333333333,2.416666666666667,0.06771722435951233,0,0,0,Demais áreas
-52.416666666666664,2.416666666666667,0.1893182396888733,1,0,1,Lacuna de proteção
-52.25,2.416666666666667,0.2362784892320633,1,0,1,Lacuna de proteção
-52.08333333333333,2.416666666666667,0.2153352051973343,1,0,1,Lacuna de proteção
-51.916666666666664,2.416666666666667,0.25869283080101013,1,0,1,Lacuna de proteção
-51.75,2.416666666666667,0.51993328332901,1,0,1,Lacuna de proteção
-51.58333333333333,2.416666666666667,0.541950523853302,1,0,1,Lacuna de proteção
-51.416666666666664,2.416666666666667,0.6692076921463013,1,0,1,Lacuna de proteção
-51.25,2.416666666666667,0.6457948088645935,1,0,1,Lacuna de proteção
-51.08333333333333,2.416666666666667,0.6505681276321411,1,0,1,Lacuna de proteção
-50.916666666666664,2.416666666666667,0.2624828517436981,1,0,1,Lacuna de proteção
-61.416666666666664,2.25,0.1283089965581894,1,0,1,Lacuna de proteção
-61.25,2.25,0.12842702865600586,1,0,1,Lacuna de proteção
-61.08333333333333,2.25,0.08333691954612732,0,0,0,Demais áreas
-60.916666666666664,2.25,0.07200632244348526,0,0,0,Demais áreas
-60.75,2.25,0.07850883156061172,0,0,0,Demais áreas
-60.58333333333333,2.25,0.0781128779053688,0,0,0,Demais áreas
-60.416666666666664,2.25,0.07095660269260406,0,0,0,Demais áreas
-60.25,2.25,0.034078918397426605,0,0,0,Demais áreas
-60.08333333333333,2.25,0.05856136232614517,0,0,0,Demais áreas
-55.916666666666664,2.25,0.05846032500267029,0,0,0,Demais áreas
-55.75,2.25,0.041606537997722626,0,0,0,Demais áreas
-55.58333333333333,2.25,0.011517896316945553,0,0,0,Demais áreas
-55.416666666666664,2.25,0.045623503625392914,0,0,0,Demais áreas
-55.25,2.25,0.038169119507074356,0,0,0,Demais áreas
-55.08333333333333,2.25,0.05597958713769913,0,0,0,Demais áreas
-54.916666666666664,2.25,0.06262198090553284,0,0,0,Demais áreas
-54.75,2.25,0.0605442188680172,0,0,0,Demais áreas
-52.58333333333333,2.25,0.20889104902744293,1,0,1,Lacuna de proteção
-52.416666666666664,2.25,0.1999063789844513,1,0,1,Lacuna de proteção
-52.25,2.25,0.19988688826560974,1,0,1,Lacuna de proteção
-52.08333333333333,2.25,0.28315258026123047,1,0,1,Lacuna de proteção
-51.916666666666664,2.25,0.2996179759502411,1,0,1,Lacuna de proteção
-51.75,2.25,0.2690439820289612,1,0,1,Lacuna de proteção
-51.58333333333333,2.25,0.49247148633003235,1,0,1,Lacuna de proteção
-51.416666666666664,2.25,0.6736173629760742,1,0,1,Lacuna de proteção
-51.25,2.25,0.6090150475502014,1,0,1,Lacuna de proteção
-51.08333333333333,2.25,0.6448986530303955,1,0,1,Lacuna de proteção
-50.916666666666664,2.25,0.2580871880054474,1,0,1,Lacuna de proteção
-61.58333333333333,2.0833333333333335,0.10912526398897171,1,0,1,Lacuna de proteção
-61.416666666666664,2.0833333333333335,0.07521497458219528,0,0,0,Demais áreas
-61.25,2.0833333333333335,0.0741451308131218,0,0,0,Demais áreas
-61.08333333333333,2.0833333333333335,0.06553731858730316,0,0,0,Demais áreas
-60.916666666666664,2.0833333333333335,0.0795397236943245,0,0,0,Demais áreas
-60.75,2.0833333333333335,0.06711999326944351,0,0,0,Demais áreas
-60.58333333333333,2.0833333333333335,0.060935769230127335,0,0,0,Demais áreas
-60.416666666666664,2.0833333333333335,0.07181297242641449,0,0,0,Demais áreas
-60.25,2.0833333333333335,0.05489775165915489,0,0,0,Demais áreas
-60.08333333333333,2.0833333333333335,0.062269024550914764,0,0,0,Demais áreas
-59.916666666666664,2.0833333333333335,0.06044037267565727,0,0,0,Demais áreas
-55.916666666666664,2.0833333333333335,0.0536385253071785,0,0,0,Demais áreas
-55.75,2.0833333333333335,0.05492856726050377,0,0,0,Demais áreas
-55.58333333333333,2.0833333333333335,0.04111649468541145,0,0,0,Demais áreas
-55.416666666666664,2.0833333333333335,0.04261581599712372,0,0,0,Demais áreas
-55.25,2.0833333333333335,0.04179304465651512,0,0,0,Demais áreas
-55.08333333333333,2.0833333333333335,0.04522930830717087,0,0,0,Demais áreas
-54.916666666666664,2.0833333333333335,0.05237219110131264,0,0,0,Demais áreas
-54.75,2.0833333333333335,0.05833577364683151,0,0,0,Demais áreas
-54.58333333333333,2.0833333333333335,0.08146964758634567,0,0,0,Demais áreas
-54.416666666666664,2.0833333333333335,0.08489923179149628,0,0,0,Demais áreas
-54.25,2.0833333333333335,0.0700673758983612,0,0,0,Demais áreas
-54.08333333333333,2.0833333333333335,0.09744399040937424,1,0,1,Lacuna de proteção
-53.916666666666664,2.0833333333333335,0.07251393795013428,0,0,0,Demais áreas
-53.75,2.0833333333333335,0.09138547629117966,0,0,0,Demais áreas
-53.58333333333333,2.0833333333333335,0.09421529620885849,0,0,0,Demais áreas
-53.416666666666664,2.0833333333333335,0.10220015048980713,1,0,1,Lacuna de proteção
-53.25,2.0833333333333335,0.09652277827262878,0,0,0,Demais áreas
-53.08333333333333,2.0833333333333335,0.1637323796749115,1,0,1,Lacuna de proteção
-52.916666666666664,2.0833333333333335,0.17503733932971954,1,0,1,Lacuna de proteção
-52.75,2.0833333333333335,0.18199582397937775,1,0,1,Lacuna de proteção
-52.58333333333333,2.0833333333333335,0.1632518619298935,1,0,1,Lacuna de proteção
-52.416666666666664,2.0833333333333335,0.16094863414764404,1,0,1,Lacuna de proteção
-52.25,2.0833333333333335,0.1977049559354782,1,0,1,Lacuna de proteção
-52.08333333333333,2.0833333333333335,0.26544561982154846,1,0,1,Lacuna de proteção
-51.916666666666664,2.0833333333333335,0.3347366154193878,1,0,1,Lacuna de proteção
-51.75,2.0833333333333335,0.3106814920902252,1,0,1,Lacuna de proteção
-51.58333333333333,2.0833333333333335,0.37887728214263916,1,0,1,Lacuna de proteção
-51.416666666666664,2.0833333333333335,0.6306650042533875,1,0,1,Lacuna de proteção
-51.25,2.0833333333333335,0.6602058410644531,1,0,1,Lacuna de proteção
-51.08333333333333,2.0833333333333335,0.5580265522003174,1,0,1,Lacuna de proteção
-50.916666666666664,2.0833333333333335,0.27881667017936707,1,0,1,Lacuna de proteção
-50.75,2.0833333333333335,0.20740027725696564,1,0,1,Lacuna de proteção
-50.58333333333333,2.0833333333333335,0.18281856179237366,1,0,1,Lacuna de proteção
-61.75,1.916666666666667,0.0733364075422287,0,0,0,Demais áreas
-61.58333333333333,1.916666666666667,0.10118423402309418,1,0,1,Lacuna de proteção
-61.416666666666664,1.916666666666667,0.06913857161998749,0,0,0,Demais áreas
-61.25,1.916666666666667,0.058721382170915604,0,0,0,Demais áreas
-61.08333333333333,1.916666666666667,0.06401216238737106,0,0,0,Demais áreas
-60.916666666666664,1.916666666666667,0.06598502397537231,0,0,0,Demais áreas
-60.75,1.916666666666667,0.07108420878648758,0,0,0,Demais áreas
-60.58333333333333,1.916666666666667,0.07553736865520477,0,0,0,Demais áreas
-60.416666666666664,1.916666666666667,0.09665728360414505,1,0,1,Lacuna de proteção
-60.25,1.916666666666667,0.10850078612565994,1,0,1,Lacuna de proteção
-60.08333333333333,1.916666666666667,0.07146523147821426,0,0,0,Demais áreas
-59.916666666666664,1.916666666666667,0.05626412853598595,0,0,0,Demais áreas
-55.916666666666664,1.916666666666667,0.059870101511478424,0,0,0,Demais áreas
-55.75,1.916666666666667,0.07248686999082565,0,0,0,Demais áreas
-55.58333333333333,1.916666666666667,0.06516770273447037,0,0,0,Demais áreas
-55.416666666666664,1.916666666666667,0.05172286555171013,0,0,0,Demais áreas
-55.25,1.916666666666667,0.039584554731845856,0,0,0,Demais áreas
-55.08333333333333,1.916666666666667,0.04804866015911102,0,0,0,Demais áreas
-54.916666666666664,1.916666666666667,0.051789503544569016,0,0,0,Demais áreas
-54.75,1.916666666666667,0.060765672475099564,0,0,0,Demais áreas
-54.58333333333333,1.916666666666667,0.08060797303915024,0,0,0,Demais áreas
-54.416666666666664,1.916666666666667,0.09199459105730057,0,0,0,Demais áreas
-54.25,1.916666666666667,0.09759441018104553,1,0,1,Lacuna de proteção
-54.08333333333333,1.916666666666667,0.09242308884859085,0,0,0,Demais áreas
-53.916666666666664,1.916666666666667,0.0974758192896843,1,0,1,Lacuna de proteção
-53.75,1.916666666666667,0.10657960921525955,1,0,1,Lacuna de proteção
-53.58333333333333,1.916666666666667,0.10016687214374542,1,0,1,Lacuna de proteção
-53.416666666666664,1.916666666666667,0.11259755492210388,1,0,1,Lacuna de proteção
-53.25,1.916666666666667,0.13015605509281158,1,0,1,Lacuna de proteção
-53.08333333333333,1.916666666666667,0.09988097846508026,1,0,1,Lacuna de proteção
-52.916666666666664,1.916666666666667,0.20196743309497833,1,0,1,Lacuna de proteção
-52.75,1.916666666666667,0.16571855545043945,1,0,1,Lacuna de proteção
-52.58333333333333,1.916666666666667,0.18767642974853516,1,0,1,Lacuna de proteção
-52.416666666666664,1.916666666666667,0.21439753472805023,1,0,1,Lacuna de proteção
-52.25,1.916666666666667,0.234819233417511,1,0,1,Lacuna de proteção
-52.08333333333333,1.916666666666667,0.2826317846775055,1,0,1,Lacuna de proteção
-51.916666666666664,1.916666666666667,0.31333860754966736,1,0,1,Lacuna de proteção
-51.75,1.916666666666667,0.2738488018512726,1,0,1,Lacuna de proteção
-51.58333333333333,1.916666666666667,0.317201167345047,1,0,1,Lacuna de proteção
-51.416666666666664,1.916666666666667,0.5221922397613525,1,0,1,Lacuna de proteção
-51.25,1.916666666666667,0.5600972175598145,1,0,1,Lacuna de proteção
-51.08333333333333,1.916666666666667,0.48463964462280273,1,0,1,Lacuna de proteção
-50.916666666666664,1.916666666666667,0.2524040937423706,1,0,1,Lacuna de proteção
-50.75,1.916666666666667,0.2046155333518982,1,0,1,Lacuna de proteção
-50.58333333333333,1.916666666666667,0.15630006790161133,1,0,1,Lacuna de proteção
-61.916666666666664,1.75,0.03328824043273926,0,0,0,Demais áreas
-61.75,1.75,0.012600764632225037,0,0,0,Demais áreas
-61.58333333333333,1.75,0.07304895669221878,0,0,0,Demais áreas
-61.416666666666664,1.75,0.061586540192365646,0,0,0,Demais áreas
-61.25,1.75,0.057154301553964615,0,0,0,Demais áreas
-61.08333333333333,1.75,0.052554626017808914,0,0,0,Demais áreas
-60.916666666666664,1.75,0.045651376247406006,0,0,0,Demais áreas
-60.75,1.75,0.049088362604379654,0,0,0,Demais áreas
-60.58333333333333,1.75,0.05844691023230553,0,0,0,Demais áreas
-60.416666666666664,1.75,0.06978330761194229,0,0,0,Demais áreas
-60.25,1.75,0.08810146152973175,0,0,0,Demais áreas
-60.08333333333333,1.75,0.05756998807191849,0,0,0,Demais áreas
-59.916666666666664,1.75,0.03563271462917328,0,0,0,Demais áreas
-59.75,1.75,0.034922271966934204,0,0,0,Demais áreas
-57.25,1.75,0.0513761006295681,0,0,0,Demais áreas
-57.08333333333333,1.75,0.051454585045576096,0,0,0,Demais áreas
-56.916666666666664,1.75,0.053847793489694595,0,0,0,Demais áreas
-56.75,1.75,0.07161590456962585,0,0,0,Demais áreas
-56.58333333333333,1.75,0.08191452920436859,0,0,0,Demais áreas
-56.416666666666664,1.75,0.04250606521964073,0,0,0,Demais áreas
-56.08333333333333,1.75,0.038791920989751816,0,0,0,Demais áreas
-55.916666666666664,1.75,0.06236414611339569,0,0,0,Demais áreas
-55.75,1.75,0.06532829999923706,0,0,0,Demais áreas
-55.58333333333333,1.75,0.05582209676504135,0,0,0,Demais áreas
-55.416666666666664,1.75,0.06687913089990616,0,0,0,Demais áreas
-55.25,1.75,0.04487792029976845,0,0,0,Demais áreas
-55.08333333333333,1.75,0.046751562505960464,0,0,0,Demais áreas
-54.916666666666664,1.75,0.05108508840203285,0,0,0,Demais áreas
-54.75,1.75,0.06438596546649933,0,0,0,Demais áreas
-54.58333333333333,1.75,0.09586518257856369,0,0,0,Demais áreas
-54.416666666666664,1.75,0.09586940705776215,0,0,0,Demais áreas
-54.25,1.75,0.10048484057188034,1,0,1,Lacuna de proteção
-54.08333333333333,1.75,0.1012173518538475,1,0,1,Lacuna de proteção
-53.916666666666664,1.75,0.0997624397277832,1,0,1,Lacuna de proteção
-53.75,1.75,0.11230160295963287,1,0,1,Lacuna de proteção
-53.58333333333333,1.75,0.10930699855089188,1,0,1,Lacuna de proteção
-53.416666666666664,1.75,0.10909698903560638,1,0,1,Lacuna de proteção
-53.25,1.75,0.0978451669216156,1,0,1,Lacuna de proteção
-53.08333333333333,1.75,0.08033007383346558,0,0,0,Demais áreas
-52.916666666666664,1.75,0.11460886150598526,1,0,1,Lacuna de proteção
-52.75,1.75,0.19459328055381775,1,0,1,Lacuna de proteção
-52.58333333333333,1.75,0.24050557613372803,1,0,1,Lacuna de proteção
-52.416666666666664,1.75,0.26302656531333923,1,0,1,Lacuna de proteção
-52.25,1.75,0.2345791906118393,1,0,1,Lacuna de proteção
-52.08333333333333,1.75,0.30194976925849915,1,0,1,Lacuna de proteção
-51.916666666666664,1.75,0.31971654295921326,1,0,1,Lacuna de proteção
-51.75,1.75,0.2713596820831299,1,0,1,Lacuna de proteção
-51.58333333333333,1.75,0.3012712299823761,1,0,1,Lacuna de proteção
-51.416666666666664,1.75,0.3908718228340149,1,0,1,Lacuna de proteção
-51.25,1.75,0.523044764995575,1,0,1,Lacuna de proteção
-51.08333333333333,1.75,0.24516448378562927,1,0,1,Lacuna de proteção
-50.916666666666664,1.75,0.23575523495674133,1,0,1,Lacuna de proteção
-50.75,1.75,0.1763915866613388,1,0,1,Lacuna de proteção
-50.58333333333333,1.75,0.1517607718706131,1,0,1,Lacuna de proteção
-50.416666666666664,1.75,0.1654454618692398,1,0,1,Lacuna de proteção
-61.916666666666664,1.5833333333333335,0.013362405821681023,0,0,0,Demais áreas
-61.75,1.5833333333333335,0.06776220351457596,0,0,0,Demais áreas
-61.58333333333333,1.5833333333333335,0.07859267294406891,0,0,0,Demais áreas
-61.416666666666664,1.5833333333333335,0.061278533190488815,0,0,0,Demais áreas
-61.25,1.5833333333333335,0.06165052950382233,0,0,0,Demais áreas
-61.08333333333333,1.5833333333333335,0.045863840728998184,0,0,0,Demais áreas
-60.916666666666664,1.5833333333333335,0.05108889937400818,0,0,0,Demais áreas
-60.75,1.5833333333333335,0.05566440150141716,0,0,0,Demais áreas
-60.58333333333333,1.5833333333333335,0.08768530935049057,0,0,0,Demais áreas
-60.416666666666664,1.5833333333333335,0.0881800651550293,0,0,0,Demais áreas
-60.25,1.5833333333333335,0.08223474770784378,0,0,0,Demais áreas
-60.08333333333333,1.5833333333333335,0.06212471053004265,0,0,0,Demais áreas
-59.916666666666664,1.5833333333333335,0.042596571147441864,0,0,0,Demais áreas
-59.75,1.5833333333333335,0.046915747225284576,0,0,0,Demais áreas
-59.58333333333333,1.5833333333333335,0.03873659297823906,0,0,0,Demais áreas
-57.75,1.5833333333333335,0.06590157747268677,0,0,0,Demais áreas
-57.58333333333333,1.5833333333333335,0.049236852675676346,0,0,0,Demais áreas
-57.416666666666664,1.5833333333333335,0.06262227892875671,0,0,0,Demais áreas
-57.25,1.5833333333333335,0.050203125923871994,0,0,0,Demais áreas
-57.08333333333333,1.5833333333333335,0.04939945414662361,0,0,0,Demais áreas
-56.916666666666664,1.5833333333333335,0.057127006351947784,0,0,0,Demais áreas
-56.75,1.5833333333333335,0.06974213570356369,0,0,0,Demais áreas
-56.58333333333333,1.5833333333333335,0.08043161034584045,0,0,0,Demais áreas
-56.416666666666664,1.5833333333333335,0.06972313672304153,0,0,0,Demais áreas
-56.25,1.5833333333333335,0.053521204739809036,0,0,0,Demais áreas
-56.08333333333333,1.5833333333333335,0.042006127536296844,0,0,0,Demais áreas
-55.916666666666664,1.5833333333333335,0.06958918273448944,0,0,0,Demais áreas
-55.75,1.5833333333333335,0.06646138429641724,0,0,0,Demais áreas
-55.58333333333333,1.5833333333333335,0.04641701281070709,0,0,0,Demais áreas
-55.416666666666664,1.5833333333333335,0.05731935054063797,0,0,0,Demais áreas
-55.25,1.5833333333333335,0.07421841472387314,0,0,0,Demais áreas
-55.08333333333333,1.5833333333333335,0.04734905809164047,0,0,0,Demais áreas
-54.916666666666664,1.5833333333333335,0.050177350640296936,0,0,0,Demais áreas
-54.75,1.5833333333333335,0.05423414707183838,0,0,0,Demais áreas
-54.58333333333333,1.5833333333333335,0.09329353272914886,0,0,0,Demais áreas
-54.416666666666664,1.5833333333333335,0.10952705144882202,1,0,1,Lacuna de proteção
-54.25,1.5833333333333335,0.1158004105091095,1,0,1,Lacuna de proteção
-54.08333333333333,1.5833333333333335,0.10564709454774857,1,0,1,Lacuna de proteção
-53.916666666666664,1.5833333333333335,0.10352884978055954,1,0,1,Lacuna de proteção
-53.75,1.5833333333333335,0.10909853875637054,1,0,1,Lacuna de proteção
-53.58333333333333,1.5833333333333335,0.12042488157749176,1,0,1,Lacuna de proteção
-53.416666666666664,1.5833333333333335,0.1223784014582634,1,0,1,Lacuna de proteção
-53.25,1.5833333333333335,0.1209089457988739,1,0,1,Lacuna de proteção
-53.08333333333333,1.5833333333333335,0.11679554730653763,1,0,1,Lacuna de proteção
-52.916666666666664,1.5833333333333335,0.11185567080974579,1,0,1,Lacuna de proteção
-52.75,1.5833333333333335,0.1464453786611557,1,0,1,Lacuna de proteção
-52.58333333333333,1.5833333333333335,0.2888233959674835,1,0,1,Lacuna de proteção
-52.416666666666664,1.5833333333333335,0.27651268243789673,1,0,1,Lacuna de proteção
-52.25,1.5833333333333335,0.3028804063796997,1,0,1,Lacuna de proteção
-52.08333333333333,1.5833333333333335,0.2989575266838074,1,0,1,Lacuna de proteção
-51.916666666666664,1.5833333333333335,0.35194355249404907,1,0,1,Lacuna de proteção
-51.75,1.5833333333333335,0.36703991889953613,1,0,1,Lacuna de proteção
-51.58333333333333,1.5833333333333335,0.3598877191543579,1,0,1,Lacuna de proteção
-51.416666666666664,1.5833333333333335,0.3431927263736725,1,0,1,Lacuna de proteção
-51.25,1.5833333333333335,0.36973971128463745,1,0,1,Lacuna de proteção
-51.08333333333333,1.5833333333333335,0.2627255320549011,1,0,1,Lacuna de proteção
-50.916666666666664,1.5833333333333335,0.22544418275356293,1,0,1,Lacuna de proteção
-50.75,1.5833333333333335,0.1726711392402649,1,0,1,Lacuna de proteção
-50.58333333333333,1.5833333333333335,0.1480836272239685,1,0,1,Lacuna de proteção
-50.416666666666664,1.5833333333333335,0.2084709256887436,1,0,1,Lacuna de proteção
-50.25,1.5833333333333335,0.15962204337120056,1,0,1,Lacuna de proteção
-50.08333333333333,1.5833333333333335,0.2134493738412857,1,0,1,Lacuna de proteção
-62.25,1.416666666666667,0.09168244898319244,0,0,0,Demais áreas
-62.08333333333333,1.416666666666667,0.056932222098112106,0,0,0,Demais áreas
-61.916666666666664,1.416666666666667,0.06227658689022064,0,0,0,Demais áreas
-61.75,1.416666666666667,0.08393480628728867,0,0,0,Demais áreas
-61.58333333333333,1.416666666666667,0.07372282445430756,0,0,0,Demais áreas
-61.416666666666664,1.416666666666667,0.04953356832265854,0,0,0,Demais áreas
-61.25,1.416666666666667,0.06192759424448013,0,0,0,Demais áreas
-61.08333333333333,1.416666666666667,0.050977881997823715,0,0,0,Demais áreas
-60.916666666666664,1.416666666666667,0.04982512444257736,0,0,0,Demais áreas
-60.75,1.416666666666667,0.06730368733406067,0,0,0,Demais áreas
-60.58333333333333,1.416666666666667,0.07734023034572601,0,0,0,Demais áreas
-60.416666666666664,1.416666666666667,0.09985911846160889,1,0,1,Lacuna de proteção
-60.25,1.416666666666667,0.07049858570098877,0,0,0,Demais áreas
-60.08333333333333,1.416666666666667,0.04799441620707512,0,0,0,Demais áreas
-59.916666666666664,1.416666666666667,0.051575496792793274,0,0,0,Demais áreas
-59.75,1.416666666666667,0.052000660449266434,0,0,0,Demais áreas
-59.58333333333333,1.416666666666667,0.04414450004696846,0,0,0,Demais áreas
-59.416666666666664,1.416666666666667,0.04388228431344032,0,0,0,Demais áreas
-58.25,1.416666666666667,0.043017931282520294,0,0,0,Demais áreas
-58.08333333333333,1.416666666666667,0.0350140742957592,0,0,0,Demais áreas
-57.916666666666664,1.416666666666667,0.04721231013536453,0,0,0,Demais áreas
-57.75,1.416666666666667,0.06228925660252571,0,0,0,Demais áreas
-57.58333333333333,1.416666666666667,0.05638992786407471,0,0,0,Demais áreas
-57.416666666666664,1.416666666666667,0.05197419971227646,0,0,0,Demais áreas
-57.25,1.416666666666667,0.051475606858730316,0,0,0,Demais áreas
-57.08333333333333,1.416666666666667,0.05230652168393135,0,0,0,Demais áreas
-56.916666666666664,1.416666666666667,0.06186072528362274,0,0,0,Demais áreas
-56.75,1.416666666666667,0.05872262269258499,0,0,0,Demais áreas
-56.58333333333333,1.416666666666667,0.08306515961885452,0,0,0,Demais áreas
-56.416666666666664,1.416666666666667,0.061637453734874725,0,0,0,Demais áreas
-56.25,1.416666666666667,0.050955213606357574,0,0,0,Demais áreas
-56.08333333333333,1.416666666666667,0.04489877074956894,0,0,0,Demais áreas
-55.916666666666664,1.416666666666667,0.05907135456800461,0,0,0,Demais áreas
-55.75,1.416666666666667,0.04896162822842598,0,0,0,Demais áreas
-55.58333333333333,1.416666666666667,0.051462627947330475,0,0,0,Demais áreas
-55.416666666666664,1.416666666666667,0.06020696833729744,0,0,0,Demais áreas
-55.25,1.416666666666667,0.05091329291462898,0,0,0,Demais áreas
-55.08333333333333,1.416666666666667,0.050210751593112946,0,0,0,Demais áreas
-54.916666666666664,1.416666666666667,0.048520803451538086,0,0,0,Demais áreas
-54.75,1.416666666666667,0.05426395311951637,0,0,0,Demais áreas
-54.58333333333333,1.416666666666667,0.06328698992729187,0,0,0,Demais áreas
-54.416666666666664,1.416666666666667,0.09870006144046783,1,0,1,Lacuna de proteção
-54.25,1.416666666666667,0.06635015457868576,0,0,0,Demais áreas
-54.08333333333333,1.416666666666667,0.10855505615472794,1,0,1,Lacuna de proteção
-53.916666666666664,1.416666666666667,0.10987616330385208,1,0,1,Lacuna de proteção
-53.75,1.416666666666667,0.11512395739555359,1,0,1,Lacuna de proteção
