lon,lat,Atual,cenario,adequabilidade_futura,delta,classe
-77.5,9.8,0.12107166754454494,SSP585,0.1611885222951258,0.04011685475058087,Estabilidade
-77.16666666666667,9.8,0.18325749398243327,SSP126,0.20734868972642964,0.024091195743996374,Estabilidade
-77.16666666666667,9.8,0.18325749398243327,SSP245,0.20560535529536533,0.022347861312932066,Estabilidade
-77.16666666666667,9.8,0.18325749398243327,SSP370,0.20944898619253402,0.026191492210100753,Estabilidade
-77.16666666666667,9.8,0.18325749398243327,SSP585,0.2059623173304054,0.022704823347972136,Estabilidade
-76.83333333333333,9.8,0.23479825995785492,SSP126,0.25785864038234285,0.023060380424487936,Estabilidade
-76.83333333333333,9.8,0.23479825995785492,SSP245,0.25302285999275326,0.01822460003489834,Estabilidade
-76.83333333333333,9.8,0.23479825995785492,SSP370,0.2527432296118882,0.017944969654033305,Estabilidade
-76.83333333333333,9.8,0.23479825995785492,SSP585,0.243071668832709,0.008273408874854088,Estabilidade
-76.5,9.8,0.11716527649286047,SSP126,0.1425783165866483,0.025413040093787823,Estabilidade
-76.5,9.8,0.11716527649286047,SSP245,0.14480051520495837,0.0276352387120979,Estabilidade
-76.5,9.8,0.11716527649286047,SSP370,0.15393152350129288,0.03676624700843241,Estabilidade
-76.5,9.8,0.11716527649286047,SSP585,0.158375920737913,0.04121064424505254,Estabilidade
-76.16666666666667,9.8,0.1731105497814749,SSP126,0.19740468440949044,0.02429413462801555,Estabilidade
-76.16666666666667,9.8,0.1731105497814749,SSP245,0.19627016663048363,0.023159616849008746,Estabilidade
-76.16666666666667,9.8,0.1731105497814749,SSP370,0.20092555306372897,0.027815003282254086,Estabilidade
-76.16666666666667,9.8,0.1731105497814749,SSP585,0.1986565175057154,0.025545967724240504,Estabilidade
-75.83333333333333,9.8,0.17545376165648996,SSP126,0.1997010320470052,0.024247270390515246,Estabilidade
-75.83333333333333,9.8,0.17545376165648996,SSP245,0.1984259215554975,0.022972159899007527,Estabilidade
-75.83333333333333,9.8,0.17545376165648996,SSP370,0.20289385103874163,0.027440089382251676,Estabilidade
-75.83333333333333,9.8,0.17545376165648996,SSP585,0.20034363005572622,0.024889868399236265,Estabilidade
-75.5,9.8,0.16660409912969593,SSP126,0.19102836277074706,0.02442426364105113,Estabilidade
-75.5,9.8,0.16660409912969593,SSP245,0.190284232030847,0.023680132901151063,Estabilidade
-75.5,9.8,0.16660409912969593,SSP370,0.19546013451623465,0.02885603538653872,Estabilidade
-75.5,9.8,0.16660409912969593,SSP585,0.19397187303643454,0.027367773906738613,Estabilidade
-75.16666666666667,9.8,0.14236056646795164,SSP126,0.16726970076223766,0.02490913429428601,Estabilidade
-75.16666666666667,9.8,0.14236056646795164,SSP245,0.16798018198204226,0.025619615514090616,Estabilidade
-75.16666666666667,9.8,0.14236056646795164,SSP370,0.17509556708036947,0.032735000612417825,Estabilidade
-75.16666666666667,9.8,0.14236056646795164,SSP585,0.17651652951997865,0.034155963052027005,Estabilidade
-74.83333333333333,9.8,0.07336484842194663,SSP126,0.09965389707715273,0.026289048655206107,Estabilidade
-74.83333333333333,9.8,0.07336484842194663,SSP245,0.10450412137971762,0.031139272957770997,Estabilidade
-74.83333333333333,9.8,0.07336484842194663,SSP370,0.11713916392172524,0.043774315499778615,Estabilidade
-74.83333333333333,9.8,0.07336484842194663,SSP585,0.12683961252685502,0.053474764104908395,Estabilidade
-74.5,9.8,0.0941045479826285,SSP126,0.11997880264662097,0.02587425466399247,Estabilidade
-74.5,9.8,0.0941045479826285,SSP245,0.12358464497554496,0.029480096992916455,Estabilidade
-74.5,9.8,0.0941045479826285,SSP370,0.13456051155269802,0.04045596357006952,Estabilidade
-74.5,9.8,0.0941045479826285,SSP585,0.141772196210546,0.047667648227917483,Estabilidade
-74.16666666666667,9.8,0.11662672945055938,SSP126,0.14205054048519325,0.02542381103463387,Estabilidade
-74.16666666666667,9.8,0.11662672945055938,SSP245,0.14430505192604137,0.027678322475481992,Estabilidade
-74.16666666666667,9.8,0.11662672945055938,SSP370,0.15347914398575996,0.03685241453520058,Estabilidade
-74.16666666666667,9.8,0.11662672945055938,SSP585,0.1579881668674562,0.041361437416896824,Estabilidade
-73.83333333333333,9.8,0.08385669768079018,SSP126,0.10993590935081941,0.02607921167002923,Estabilidade
-73.83333333333333,9.8,0.08385669768079018,SSP245,0.1141566226978537,0.030299925017063523,Estabilidade
-73.83333333333333,9.8,0.08385669768079018,SSP370,0.12595231729915385,0.04209561961836367,Estabilidade
-73.83333333333333,9.8,0.08385669768079018,SSP585,0.1343937439932224,0.05053704631243222,Estabilidade
-73.5,9.8,0.10752492659549669,SSP126,0.1331307736872318,0.02560584709173512,Estabilidade
-73.5,9.8,0.10752492659549669,SSP245,0.1359313932993837,0.02840646670388701,Estabilidade
-73.5,9.8,0.10752492659549669,SSP370,0.1458336295875073,0.038308702992010626,Estabilidade
-73.5,9.8,0.10752492659549669,SSP585,0.15143486881181106,0.04390994221631438,Estabilidade
-73.16666666666667,9.8,0.1880835057991827,SSP126,0.21207818130684408,0.023994675507661378,Estabilidade
-73.16666666666667,9.8,0.1880835057991827,SSP245,0.21004528616677481,0.02196178036759211,Estabilidade
-73.16666666666667,9.8,0.1880835057991827,SSP370,0.21350283611860355,0.02541933031942084,Estabilidade
-73.16666666666667,9.8,0.1880835057991827,SSP585,0.209437045838465,0.021353540039282304,Estabilidade
-72.83333333333333,9.8,0.11646658337066666,SSP126,0.14189359732689838,0.025427013956231717,Estabilidade
-72.83333333333333,9.8,0.11646658337066666,SSP245,0.14415771753254006,0.027691134161873396,Estabilidade
-72.83333333333333,9.8,0.11646658337066666,SSP370,0.1533446212786501,0.03687803790798343,Estabilidade
-72.83333333333333,9.8,0.11646658337066666,SSP585,0.15787286168993345,0.041406278319266784,Estabilidade
-72.5,9.8,0.1312021111933643,SSP126,0.15633441459314207,0.02513230339977776,Estabilidade
-72.5,9.8,0.1312021111933643,SSP245,0.1577144031294219,0.026512291936057586,Estabilidade
-72.5,9.8,0.1312021111933643,SSP370,0.1657224646497161,0.03452035345635179,Estabilidade
-72.5,9.8,0.1312021111933643,SSP585,0.16848244172227575,0.03728033052891144,Estabilidade
-72.16666666666667,9.8,0.12286668925034498,SSP126,0.14816570108898314,0.025299011838638155,Estabilidade
-72.16666666666667,9.8,0.12286668925034498,SSP245,0.1500458149418441,0.02717912569149912,Estabilidade
-72.16666666666667,9.8,0.12286668925034498,SSP370,0.15872071021757986,0.035854020967234876,Estabilidade
-72.16666666666667,9.8,0.12286668925034498,SSP585,0.16248093792330184,0.03961424867295686,Estabilidade
-71.83333333333333,9.8,0.11454972872288964,SSP126,0.1400150797720769,0.02546535104918725,Estabilidade
-71.83333333333333,9.8,0.11454972872288964,SSP245,0.1423942112565852,0.02784448253369555,Estabilidade
-71.83333333333333,9.8,0.11454972872288964,SSP370,0.15173446337451738,0.037184734651627735,Estabilidade
-71.83333333333333,9.8,0.11454972872288964,SSP585,0.156492726343534,0.041942997620644365,Estabilidade
-71.5,9.8,0.17873745746684103,SSP126,0.20291905394114923,0.024181596474308203,Estabilidade
-71.5,9.8,0.17873745746684103,SSP245,0.2014469217010205,0.022709464234179466,Estabilidade
-71.5,9.8,0.17873745746684103,SSP370,0.20565215551943652,0.026914698052595498,Estabilidade
-71.5,9.8,0.17873745746684103,SSP585,0.202707891039179,0.023970433572337968,Estabilidade
-71.16666666666667,9.8,0.08606879723209754,SSP126,0.11210376691110062,0.02603496967900308,Estabilidade
-71.16666666666667,9.8,0.08606879723209754,SSP245,0.11619175428505647,0.030122957052958935,Estabilidade
-71.16666666666667,9.8,0.08606879723209754,SSP370,0.12781048092225203,0.04174168369015449,Estabilidade
-71.16666666666667,9.8,0.08606879723209754,SSP585,0.13598645567016368,0.04991765843806614,Estabilidade
-70.83333333333333,9.8,0.0745983424868695,SSP126,0.10086272126077715,0.02626437877390765,Estabilidade
-70.83333333333333,9.8,0.0745983424868695,SSP245,0.10563893591944667,0.031040593432577174,Estabilidade
-70.83333333333333,9.8,0.0745983424868695,SSP370,0.11817529893626047,0.04357695644939097,Estabilidade
-70.83333333333333,9.8,0.0745983424868695,SSP585,0.1277277282535995,0.053129385766729986,Estabilidade
-70.5,9.8,0.11969433497841872,SSP126,0.1450567939024954,0.02536245892407668,Estabilidade
-70.5,9.8,0.11969433497841872,SSP245,0.14712724901167196,0.027432914033253236,Estabilidade
-70.5,9.8,0.11969433497841872,SSP370,0.15605593262916181,0.036361597650743094,Estabilidade
-70.5,9.8,0.11969433497841872,SSP585,0.16019684284751495,0.04050250786909623,Estabilidade
-70.16666666666667,9.8,0.03762346022254897,SSP126,0.06462733664174303,0.027003876419194058,Estabilidade
-70.16666666666667,9.8,0.03762346022254897,SSP245,0.07162204423627178,0.033998584013722806,Estabilidade
-70.16666666666667,9.8,0.03762346022254897,SSP370,0.08711639783423122,0.049492937611682254,Estabilidade
-70.16666666666667,9.8,0.03762346022254897,SSP585,0.10110581302328872,0.06348235280073974,Estabilidade
-69.83333333333333,9.8,0.05075017356174074,SSP126,0.07749151571415097,0.02674134215241023,Estabilidade
-69.83333333333333,9.8,0.05075017356174074,SSP245,0.08369862050832821,0.032948446946587474,Estabilidade
-69.83333333333333,9.8,0.05075017356174074,SSP370,0.0981428370391523,0.04739266347741156,Estabilidade
-69.83333333333333,9.8,0.05075017356174074,SSP585,0.11055704662750679,0.05980687306576605,Estabilidade
-69.5,9.8,0.08880855080838851,SSP126,0.11478872541586578,0.02598017460747727,Estabilidade
-69.5,9.8,0.08880855080838851,SSP245,0.11871232757524416,0.029903776766855655,Estabilidade
-69.5,9.8,0.08880855080838851,SSP370,0.13011187392633644,0.04130332311794793,Estabilidade
-69.5,9.8,0.08880855080838851,SSP585,0.13795907824509318,0.04915052743670467,Estabilidade
-69.16666666666667,9.8,0.04898054386975557,SSP126,0.0757572786160055,0.026776734746249926,Estabilidade
-69.16666666666667,9.8,0.04898054386975557,SSP245,0.08207056119170186,0.033090017321946295,Estabilidade
-69.16666666666667,9.8,0.04898054386975557,SSP370,0.09665634809788476,0.04767580422812919,Estabilidade
-69.16666666666667,9.8,0.04898054386975557,SSP585,0.10928291324927747,0.0603023693795219,Estabilidade
-68.83333333333333,9.8,0.05148363878987967,SSP126,0.07821031163772711,0.026726672847847445,Estabilidade
-68.83333333333333,9.8,0.05148363878987967,SSP245,0.08437340851821602,0.032889769728336356,Estabilidade
-68.83333333333333,9.8,0.05148363878987967,SSP370,0.098758947830789,0.04727530904090934,Estabilidade
-68.83333333333333,9.8,0.05148363878987967,SSP585,0.11108514159176681,0.05960150280188715,Estabilidade
-68.5,9.8,0.06096782229526169,SSP126,0.0875048114730015,0.026536989177739813,Estabilidade
-68.5,9.8,0.06096782229526169,SSP245,0.09309885734316749,0.0321310350479058,Estabilidade
-68.5,9.8,0.06096782229526169,SSP370,0.1067256619753099,0.045757839680048214,Estabilidade
-68.5,9.8,0.06096782229526169,SSP585,0.11791375371564188,0.05694593142038019,Estabilidade
-68.16666666666667,9.8,0.05590749525213028,SSP126,0.08254569097073272,0.026638195718602438,Estabilidade
-68.16666666666667,9.8,0.05590749525213028,SSP245,0.08844335646348658,0.0325358612113563,Estabilidade
-68.16666666666667,9.8,0.05590749525213028,SSP370,0.10247498725907953,0.04656749200694924,Estabilidade
-68.16666666666667,9.8,0.05590749525213028,SSP585,0.11427031824458726,0.05836282299245698,Estabilidade
-67.83333333333333,9.8,0.05059573704085063,SSP126,0.07734016792367866,0.026744430882828032,Estabilidade
-67.83333333333333,9.8,0.05059573704085063,SSP245,0.0835565389091093,0.03296080186825867,Estabilidade
-67.83333333333333,9.8,0.05059573704085063,SSP370,0.09801311036160462,0.04741737332075399,Estabilidade
-67.83333333333333,9.8,0.05059573704085063,SSP585,0.11044585233246591,0.05985011529161528,Estabilidade
-67.5,9.8,0.05681576739432718,SSP126,0.08343579767008567,0.026620030275758495,Estabilidade
-67.5,9.8,0.05681576739432718,SSP245,0.08927896683430774,0.03246319943998056,Estabilidade
-67.5,9.8,0.05681576739432718,SSP370,0.10323793585852492,0.04642216846419774,Estabilidade
-67.5,9.8,0.05681576739432718,SSP585,0.11492427418696902,0.05810850679264184,Estabilidade
-67.16666666666667,9.8,0.05251070205323855,SSP126,0.07921683363581883,0.026706131582580277,Estabilidade
-67.16666666666667,9.8,0.05251070205323855,SSP245,0.08531830672050619,0.03280760466726764,Estabilidade
-67.16666666666667,9.8,0.05251070205323855,SSP370,0.09962168097201046,0.04711097891877191,Estabilidade
-67.16666666666667,9.8,0.05251070205323855,SSP585,0.11182462714138522,0.05931392508814667,Estabilidade
-66.83333333333333,9.8,0.0585375241086765,SSP126,0.08512311925014801,0.02658559514147151,Estabilidade
-66.83333333333333,9.8,0.0585375241086765,SSP245,0.09086298301150911,0.03232545890283261,Estabilidade
-66.83333333333333,9.8,0.0585375241086765,SSP370,0.10468421149857834,0.046146687389901846,Estabilidade
-66.83333333333333,9.8,0.0585375241086765,SSP585,0.11616393902130054,0.05762641491262404,Estabilidade
-66.5,9.8,0.07874503433617697,SSP126,0.10492647927309846,0.026181444936921497,Estabilidade
-66.5,9.8,0.07874503433617697,SSP245,0.10945389242080954,0.03070885808463257,Estabilidade
-66.5,9.8,0.07874503433617697,SSP370,0.12165852008967873,0.04291348575350176,Estabilidade
-66.5,9.8,0.07874503433617697,SSP585,0.13071334638510088,0.05196831204892391,Estabilidade
-66.16666666666667,9.8,0.07760378507503116,SSP126,0.10380805499717558,0.02620426992214442,Estabilidade
-66.16666666666667,9.8,0.07760378507503116,SSP245,0.1084039431005554,0.030800158025524244,Estabilidade
-66.16666666666667,9.8,0.07760378507503116,SSP370,0.12069987071031626,0.04309608563528511,Estabilidade
-66.16666666666667,9.8,0.07760378507503116,SSP585,0.1298916469170759,0.05228786184204473,Estabilidade
-65.83333333333333,9.8,0.09823281928292868,SSP126,0.12402450852091515,0.02579168923798647,Estabilidade
-65.83333333333333,9.8,0.09823281928292868,SSP245,0.12738265457182113,0.02914983528889245,Estabilidade
-65.83333333333333,9.8,0.09823281928292868,SSP370,0.13802825944495017,0.039795440162021495,Estabilidade
-65.83333333333333,9.8,0.09823281928292868,SSP585,0.1447445515467621,0.04651173226383343,Estabilidade
-65.5,9.8,0.03402954631827076,SSP126,0.06110530101555038,0.027075754697279623,Estabilidade
-65.5,9.8,0.03402954631827076,SSP245,0.06831564344433583,0.03428609712606507,Estabilidade
-65.5,9.8,0.03402954631827076,SSP370,0.08409751015463753,0.05006796383636677,Estabilidade
-65.5,9.8,0.03402954631827076,SSP585,0.0985181950122084,0.06448864869393764,Estabilidade
-65.16666666666667,9.8,0.03683055920588844,SSP126,0.06385029364541571,0.027019734439527272,Estabilidade
-65.16666666666667,9.8,0.03683055920588844,SSP245,0.07089257530094409,0.03406201609505565,Estabilidade
-65.16666666666667,9.8,0.03683055920588844,SSP370,0.08645036098023637,0.04961980177434793,Estabilidade
-65.16666666666667,9.8,0.03683055920588844,SSP585,0.10053492429129313,0.0637043650854047,Estabilidade
-64.83333333333333,9.8,0.05889733490785403,SSP126,0.08547573383334199,0.02657839892548796,Estabilidade
-64.83333333333333,9.8,0.05889733490785403,SSP245,0.09119400894675245,0.03229667403889842,Estabilidade
-64.83333333333333,9.8,0.05889733490785403,SSP370,0.10498645256988748,0.04608911766203345,Estabilidade
-64.83333333333333,9.8,0.05889733490785403,SSP585,0.11642300279670836,0.05752566788885433,Estabilidade
-64.5,9.8,0.05632345981330068,SSP126,0.08295333624067971,0.02662987642737903,Estabilidade
-64.5,9.8,0.05632345981330068,SSP245,0.08882604385976337,0.03250258404646268,Estabilidade
-64.5,9.8,0.05632345981330068,SSP370,0.10282439749046265,0.04650093767716197,Estabilidade
-64.5,9.8,0.05632345981330068,SSP585,0.11456981272862996,0.05824635291532927,Estabilidade
-64.16666666666667,9.8,0.06071103564154211,SSP126,0.08725316055235631,0.026542124910814202,Estabilidade
-64.16666666666667,9.8,0.06071103564154211,SSP245,0.09286261362174547,0.032151577980203364,Estabilidade
-64.16666666666667,9.8,0.06071103564154211,SSP370,0.10650996118618546,0.04579892554464335,Estabilidade
-64.16666666666667,9.8,0.06071103564154211,SSP585,0.11772886732496377,0.05701783168342166,Estabilidade
-63.833333333333336,9.8,0.04383010030798538,SSP126,0.07070984392547071,0.02687974361748533,Estabilidade
-63.833333333333336,9.8,0.04383010030798538,SSP245,0.07733215311487328,0.0335020528068879,Estabilidade
-63.833333333333336,9.8,0.04383010030798538,SSP370,0.09232997550599781,0.04849987519801243,Estabilidade
-63.833333333333336,9.8,0.04383010030798538,SSP585,0.10557459388480292,0.06174449357681754,Estabilidade
-63.5,9.8,0.04658155918754508,SSP126,0.07340627362743922,0.02682471443989414,Estabilidade
-63.5,9.8,0.04658155918754508,SSP245,0.0798634952840682,0.03328193609652313,Estabilidade
-63.5,9.8,0.04658155918754508,SSP370,0.09464120096482795,0.04805964177728287,Estabilidade
-63.5,9.8,0.04658155918754508,SSP585,0.10755564427808592,0.06097408509054084,Estabilidade
-63.16666666666667,9.8,0.05052033751395676,SSP126,0.07726627638732267,0.02674593887336591,Estabilidade
-63.16666666666667,9.8,0.05052033751395676,SSP245,0.08348717134436695,0.03296683383041019,Estabilidade
-63.16666666666667,9.8,0.05052033751395676,SSP370,0.09794977475901376,0.047429437245057,Estabilidade
-63.16666666666667,9.8,0.05052033751395676,SSP585,0.11039156467310232,0.059871227159145564,Estabilidade
-62.833333333333336,9.8,0.0840471523222008,SSP126,0.11012255489940181,0.02607540257720102,Estabilidade
-62.833333333333336,9.8,0.0840471523222008,SSP245,0.11433184096795146,0.030284688645750665,Estabilidade
-62.833333333333336,9.8,0.0840471523222008,SSP370,0.12611229919793876,0.042065146875737966,Estabilidade
-62.833333333333336,9.8,0.0840471523222008,SSP585,0.13453087133503802,0.05048371901283723,Estabilidade
-62.5,9.8,0.04252696381839284,SSP126,0.06943277016567002,0.026905806347277184,Estabilidade
-62.5,9.8,0.04252696381839284,SSP245,0.07613326754444814,0.0336063037260553,Estabilidade
-62.5,9.8,0.04252696381839284,SSP370,0.09123534085474007,0.04870837703634723,Estabilidade
-62.5,9.8,0.04252696381839284,SSP585,0.10463633561229631,0.06210937179390347,Estabilidade
-62.16666666666667,9.8,0.04688637329673431,SSP126,0.07370499145444467,0.02681861815771036,Estabilidade
-62.16666666666667,9.8,0.04688637329673431,SSP245,0.0801439242645223,0.033257550967787985,Estabilidade
-62.16666666666667,9.8,0.04688637329673431,SSP370,0.0948972448165469,0.04801087151981259,Estabilidade
-62.16666666666667,9.8,0.04688637329673431,SSP585,0.10777511043670215,0.06088873713996784,Estabilidade
-61.833333333333336,9.8,0.07328022101905937,SSP126,0.09957096222232323,0.026290741203263857,Estabilidade
-61.833333333333336,9.8,0.07328022101905937,SSP245,0.10442626416906135,0.03114604315000198,Estabilidade
-61.833333333333336,9.8,0.07328022101905937,SSP370,0.11706807690329996,0.043787855884240584,Estabilidade
-61.833333333333336,9.8,0.07328022101905937,SSP585,0.1267786807967762,0.053498459777716834,Estabilidade
-61.5,9.8,0.0630808405423077,SSP126,0.08957556935510659,0.026494728812798893,Estabilidade
-61.5,9.8,0.0630808405423077,SSP245,0.09504283413044981,0.03196199358814211,Estabilidade
-61.5,9.8,0.0630808405423077,SSP370,0.10850059730282854,0.045419756760520846,Estabilidade
-61.5,9.8,0.0630808405423077,SSP585,0.119435126853515,0.0563542863112073,Estabilidade
-61.16666666666667,9.8,0.10885392743158126,SSP126,0.1344331945065947,0.02557926707501343,Estabilidade
-61.16666666666667,9.8,0.10885392743158126,SSP245,0.1371540740685815,0.02830014663700023,Estabilidade
-61.16666666666667,9.8,0.10885392743158126,SSP370,0.14694999028981834,0.03809606285823708,Estabilidade
-61.16666666666667,9.8,0.10885392743158126,SSP585,0.15239174941379197,0.043537821982210706,Estabilidade
-60.833333333333336,9.8,0.05680092561653724,SSP126,0.08342125272785154,0.026620327111314304,Estabilidade
-60.833333333333336,9.8,0.05680092561653724,SSP245,0.089265312398741,0.03246438678220376,Estabilidade
-60.833333333333336,9.8,0.05680092561653724,SSP370,0.10322546876518138,0.04642454314864414,Estabilidade
-60.833333333333336,9.8,0.05680092561653724,SSP585,0.11491358810696027,0.05811266249042303,Estabilidade
-60.5,9.8,0.07927026287194851,SSP126,0.10544120323815458,0.02617094036620607,Estabilidade
-60.5,9.8,0.07927026287194851,SSP245,0.10993710267371935,0.030666839801770845,Estabilidade
-60.5,9.8,0.07927026287194851,SSP370,0.12209971205972683,0.042829449187778326,Estabilidade
-60.5,9.8,0.07927026287194851,SSP585,0.1310915109308564,0.05182124805890788,Estabilidade
-60.16666666666667,9.8,0.09371036801229998,SSP126,0.11959250627569902,0.025882138263399038,Estabilidade
-60.16666666666667,9.8,0.09371036801229998,SSP245,0.12322199940284272,0.029511631390542734,Estabilidade
-60.16666666666667,9.8,0.09371036801229998,SSP370,0.13422940037762207,0.04051903236532209,Estabilidade
-60.16666666666667,9.8,0.09371036801229998,SSP585,0.14148838663190944,0.04777801861960945,Estabilidade
-59.833333333333336,9.8,0.08107618408981944,SSP126,0.10721100603166808,0.026134821941848643,Estabilidade
-59.833333333333336,9.8,0.08107618408981944,SSP245,0.11159855019416062,0.030522366104341184,Estabilidade
-59.833333333333336,9.8,0.08107618408981944,SSP370,0.12361668588273841,0.042540501792918975,Estabilidade
-59.833333333333336,9.8,0.08107618408981944,SSP585,0.13239177420772347,0.05131559011790403,Estabilidade
-59.5,9.8,0.07051414635582628,SSP126,0.0968602090523548,0.02634606269652852,Estabilidade
-59.5,9.8,0.07051414635582628,SSP245,0.10188147547888692,0.03136732912306063,Estabilidade
-59.5,9.8,0.07051414635582628,SSP370,0.11474457418618417,0.04423042783035788,Estabilidade
-59.5,9.8,0.07051414635582628,SSP585,0.12478710703924839,0.054272960683422106,Estabilidade
-59.16666666666667,9.8,0.08292540579623574,SSP126,0.10902324330395606,0.026097837507720323,Estabilidade
-59.16666666666667,9.8,0.08292540579623574,SSP245,0.11329983416406361,0.030374428367827874,Estabilidade
-59.16666666666667,9.8,0.08292540579623574,SSP370,0.1251700321161281,0.042244626319892356,Estabilidade
-59.16666666666667,9.8,0.08292540579623574,SSP585,0.1337232138363432,0.05079780804010746,Estabilidade
-58.833333333333336,9.8,0.11434991696706512,SSP126,0.13981926425136887,0.02546934728430375,Estabilidade
-58.833333333333336,9.8,0.11434991696706512,SSP245,0.14221038444122663,0.027860467474161515,Estabilidade
-58.833333333333336,9.8,0.11434991696706512,SSP370,0.15156662149962477,0.03721670453255965,Estabilidade
-58.833333333333336,9.8,0.11434991696706512,SSP585,0.15634886187934033,0.04199894491227521,Estabilidade
-58.5,9.8,0.09555491462843216,SSP126,0.12140016195950855,0.02584524733107639,Estabilidade
-58.5,9.8,0.09555491462843216,SSP245,0.12491898228968432,0.029364067661252158,Estabilidade
-58.5,9.8,0.09555491462843216,SSP370,0.1357788195351731,0.04022390490674094,Estabilidade
-58.5,9.8,0.09555491462843216,SSP585,0.14281646019552463,0.04726154556709247,Estabilidade
-58.16666666666667,9.8,0.08998501653903168,SSP126,0.11594166183189608,0.0259566452928644,Estabilidade
-58.16666666666667,9.8,0.08998501653903168,SSP245,0.11979467604743588,0.029809659508404196,Estabilidade
-58.16666666666667,9.8,0.08998501653903168,SSP370,0.1311001051400767,0.04111508860104501,Estabilidade
-58.16666666666667,9.8,0.08998501653903168,SSP585,0.1388061335711563,0.048821117032124606,Estabilidade
-57.833333333333336,9.8,0.08573226446481462,SSP126,0.11177396479916336,0.026041700334348744,Estabilidade
-57.833333333333336,9.8,0.08573226446481462,SSP245,0.11588214413915618,0.03014987967434156,Estabilidade
-57.833333333333336,9.8,0.08573226446481462,SSP370,0.12752779339773437,0.041795528932919754,Estabilidade
-57.833333333333336,9.8,0.08573226446481462,SSP585,0.13574415207771998,0.050011887612905356,Estabilidade
-57.5,9.8,0.07861925257667494,SSP126,0.10480321314878649,0.026183960572111545,Estabilidade
-57.5,9.8,0.07861925257667494,SSP245,0.10933817320206768,0.030718920625392734,Estabilidade
-57.5,9.8,0.07861925257667494,SSP370,0.12155286341169705,0.042933610835022104,Estabilidade
-57.5,9.8,0.07861925257667494,SSP585,0.1306227835182594,0.052003530941584455,Estabilidade
-57.16666666666667,9.8,0.05955869195737316,SSP126,0.08612386374187074,0.026565171784497583,Estabilidade
-57.16666666666667,9.8,0.05955869195737316,SSP245,0.09180245743231004,0.03224376547493688,Estabilidade
-57.16666666666667,9.8,0.05955869195737316,SSP370,0.10554199249148354,0.04598330053411038,Estabilidade
