lon,lat,prioridade,classe_prioridade,lacuna,refugio,area_km2,classe_nome,lacuna_nome,refugio_nome
-52.416666666666664,2.5833333333333335,0.46138837933540344,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,2.5833333333333335,0.5244029760360718,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,2.5833333333333335,0.49779897928237915,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,2.5833333333333335,0.5493205785751343,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,2.5833333333333335,0.7902209758758545,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,2.5833333333333335,0.8000280857086182,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,2.5833333333333335,0.8546013832092285,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,2.5833333333333335,0.9342027902603149,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,2.5833333333333335,0.8894360065460205,4,1,1,341.58059936738397,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,2.416666666666667,0.4254537522792816,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,2.416666666666667,0.4753149747848511,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,2.416666666666667,0.42036527395248413,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,2.416666666666667,0.4533718526363373,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,2.416666666666667,0.7585632801055908,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,2.416666666666667,0.7920621633529663,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,2.416666666666667,0.9105584621429443,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,2.416666666666667,0.8824697136878967,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,2.416666666666667,0.8915196657180786,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-50.916666666666664,2.416666666666667,0.515928328037262,4,1,1,341.622825007184,Muito alta,Lacuna de proteção,Refúgio climático
-61.416666666666664,2.25,0.3183336555957794,3,1,1,341.6622368230972,Alta,Lacuna de proteção,Refúgio climático
-61.25,2.25,0.323861300945282,3,1,1,341.6622368230972,Alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,2.25,0.4556881785392761,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,2.25,0.4591846764087677,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,2.25,0.4112505614757538,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,2.25,0.4994051158428192,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,2.25,0.5021329522132874,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,2.25,0.47047168016433716,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,2.25,0.7060785889625549,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,2.25,0.9142257571220398,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,2.25,0.8440233469009399,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,2.25,0.8878117203712463,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-50.916666666666664,2.25,0.5258519053459167,4,1,1,341.6622368230972,Muito alta,Lacuna de proteção,Refúgio climático
-53.08333333333333,2.0833333333333335,0.3666664958000183,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-52.916666666666664,2.0833333333333335,0.3929724395275116,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-52.75,2.0833333333333335,0.39642855525016785,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,2.0833333333333335,0.3838582932949066,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,2.0833333333333335,0.36479973793029785,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,2.0833333333333335,0.39425337314605713,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,2.0833333333333335,0.4795650839805603,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,2.0833333333333335,0.5500994920730591,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,2.0833333333333335,0.5183733105659485,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,2.0833333333333335,0.5942793488502502,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,2.0833333333333335,0.8631582260131836,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,2.0833333333333335,0.8783541321754456,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,2.0833333333333335,0.7851204872131348,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-50.916666666666664,2.0833333333333335,0.5413644909858704,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-50.75,2.0833333333333335,0.39704862236976624,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-50.58333333333333,2.0833333333333335,0.3591940701007843,4,1,1,341.6988345629206,Muito alta,Lacuna de proteção,Refúgio climático
-61.58333333333333,1.916666666666667,0.31294724345207214,3,1,1,341.7326179924812,Alta,Lacuna de proteção,Refúgio climático
-52.916666666666664,1.916666666666667,0.4206758141517639,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-52.75,1.916666666666667,0.3666694760322571,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,1.916666666666667,0.38292938470840454,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,1.916666666666667,0.41693127155303955,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,1.916666666666667,0.43666157126426697,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,1.916666666666667,0.49567294120788574,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,1.916666666666667,0.5302271842956543,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,1.916666666666667,0.47929927706718445,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,1.916666666666667,0.5317795276641846,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,1.916666666666667,0.7428874373435974,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,1.916666666666667,0.7886126637458801,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,1.916666666666667,0.7072563767433167,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-50.916666666666664,1.916666666666667,0.5035417675971985,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-50.75,1.916666666666667,0.3990534543991089,4,1,1,341.7326179924812,Muito alta,Lacuna de proteção,Refúgio climático
-61.58333333333333,1.75,0.28697627782821655,3,0,1,341.7635868956351,Alta,Sem lacuna,Refúgio climático
-52.916666666666664,1.75,0.3489367663860321,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-52.75,1.75,0.4127391576766968,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,1.75,0.44025081396102905,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,1.75,0.46522337198257446,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,1.75,0.4427107274532318,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,1.75,0.5290588140487671,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,1.75,0.5343759655952454,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,1.75,0.4774519205093384,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,1.75,0.5129578709602356,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,1.75,0.6069432497024536,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,1.75,0.7393725514411926,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,1.75,0.49999570846557617,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-50.916666666666664,1.75,0.4775314927101135,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-50.75,1.75,0.36651504039764404,4,1,1,341.7635868956351,Muito alta,Lacuna de proteção,Refúgio climático
-61.58333333333333,1.5833333333333335,0.30312028527259827,3,0,1,341.79174107425547,Alta,Sem lacuna,Refúgio climático
-52.75,1.5833333333333335,0.38527292013168335,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,1.5833333333333335,0.48096609115600586,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,1.5833333333333335,0.4598805606365204,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,1.5833333333333335,0.49661552906036377,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,1.5833333333333335,0.5370257496833801,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,1.5833333333333335,0.58561110496521,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,1.5833333333333335,0.5873717069625854,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,1.5833333333333335,0.5720096826553345,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,1.5833333333333335,0.550999104976654,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,1.5833333333333335,0.5672307014465332,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,1.5833333333333335,0.508751630783081,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-50.916666666666664,1.5833333333333335,0.4587250351905823,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-50.75,1.5833333333333335,0.3547411561012268,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-50.08333333333333,1.5833333333333335,0.3800426423549652,4,1,1,341.79174107425547,Muito alta,Lacuna de proteção,Refúgio climático
-61.75,1.416666666666667,0.2941685616970062,3,0,1,341.8170803482456,Alta,Sem lacuna,Refúgio climático
-52.75,1.416666666666667,0.4840484857559204,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,1.416666666666667,0.4430754780769348,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,1.416666666666667,0.48286986351013184,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,1.416666666666667,0.473666250705719,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,1.416666666666667,0.5725111961364746,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,1.416666666666667,0.5354379415512085,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,1.416666666666667,0.5591722130775452,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,1.416666666666667,0.5752509832382202,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,1.416666666666667,0.5390307903289795,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,1.416666666666667,0.5239031910896301,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,1.416666666666667,0.4587090015411377,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-50.916666666666664,1.416666666666667,0.40151891112327576,4,1,1,341.8170803482456,Muito alta,Lacuna de proteção,Refúgio climático
-62.416666666666664,1.25,0.31665048003196716,3,1,1,341.8396045555191,Alta,Lacuna de proteção,Refúgio climático
-62.08333333333333,1.25,0.3689359128475189,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-61.916666666666664,1.25,0.3443867564201355,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-52.916666666666664,1.25,0.3388257622718811,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-52.75,1.25,0.5005795955657959,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,1.25,0.4542520344257355,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,1.25,0.5491942167282104,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,1.25,0.4796766936779022,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,1.25,0.5324419140815735,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,1.25,0.5511259436607361,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,1.25,0.5549536943435669,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,1.25,0.5169376134872437,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,1.25,0.44091710448265076,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,1.25,0.40106314420700073,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,1.25,0.3990010619163513,4,1,1,341.8396045555191,Muito alta,Lacuna de proteção,Refúgio climático
-50.916666666666664,1.25,0.3310616910457611,3,1,1,341.8396045555191,Alta,Lacuna de proteção,Refúgio climático
-52.75,1.0833333333333335,0.46159422397613525,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,1.0833333333333335,0.5104740262031555,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,1.0833333333333335,0.473299503326416,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,1.0833333333333335,0.5134120583534241,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,1.0833333333333335,0.5169050693511963,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,1.0833333333333335,0.5231908559799194,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,1.0833333333333335,0.542260468006134,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,1.0833333333333335,0.50365149974823,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,1.0833333333333335,0.4148411750793457,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,1.0833333333333335,0.36388322710990906,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-51.08333333333333,1.0833333333333335,0.3474966883659363,4,1,1,341.8593135520065,Muito alta,Lacuna de proteção,Refúgio climático
-53.08333333333333,0.916666666666667,0.3432807922363281,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-52.75,0.916666666666667,0.3702318072319031,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,0.916666666666667,0.5434123277664185,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,0.916666666666667,0.5545704364776611,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,0.916666666666667,0.4706438183784485,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,0.916666666666667,0.512791633605957,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,0.916666666666667,0.45553719997406006,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,0.916666666666667,0.4748801290988922,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,0.916666666666667,0.5044509172439575,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,0.916666666666667,0.34706130623817444,4,1,1,341.8762072116561,Muito alta,Lacuna de proteção,Refúgio climático
-51.25,0.916666666666667,0.32102298736572266,3,1,1,341.8762072116561,Alta,Lacuna de proteção,Refúgio climático
-53.25,0.75,0.3497973382472992,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-53.08333333333333,0.75,0.3837044835090637,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-52.916666666666664,0.75,0.370831161737442,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,0.75,0.34744971990585327,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,0.75,0.5058475732803345,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,0.75,0.5268628597259521,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,0.75,0.5446835160255432,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,0.75,0.6002581715583801,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,0.75,0.5555793642997742,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,0.75,0.5128287076950073,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-51.416666666666664,0.75,0.36580798029899597,4,1,1,341.8902854264221,Muito alta,Lacuna de proteção,Refúgio climático
-53.25,0.5833333333333335,0.3444317877292633,4,1,1,341.9015481062729,Muito alta,Lacuna de proteção,Refúgio climático
-53.08333333333333,0.5833333333333335,0.39388102293014526,4,1,1,341.9015481062729,Muito alta,Lacuna de proteção,Refúgio climático
-52.916666666666664,0.5833333333333335,0.3077445924282074,3,1,1,341.9015481062729,Alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,0.5833333333333335,0.5206236839294434,4,1,1,341.9015481062729,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,0.5833333333333335,0.5824814438819885,4,1,1,341.9015481062729,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,0.5833333333333335,0.6034377217292786,4,1,1,341.9015481062729,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,0.5833333333333335,0.5499821901321411,4,1,1,341.9015481062729,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,0.5833333333333335,0.5569997429847717,4,1,1,341.9015481062729,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,0.5833333333333335,0.44026753306388855,4,1,1,341.9015481062729,Muito alta,Lacuna de proteção,Refúgio climático
-53.416666666666664,0.41666666666666696,0.38591480255126953,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-53.25,0.41666666666666696,0.4274207353591919,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-53.08333333333333,0.41666666666666696,0.5250465273857117,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-52.916666666666664,0.41666666666666696,0.34124621748924255,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-52.75,0.41666666666666696,0.3282615840435028,3,1,1,341.9099951791807,Alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,0.41666666666666696,0.3954234719276428,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-52.416666666666664,0.41666666666666696,0.4165293574333191,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-52.25,0.41666666666666696,0.6029563546180725,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-52.08333333333333,0.41666666666666696,0.6249422430992126,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-51.916666666666664,0.41666666666666696,0.5880127549171448,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-51.75,0.41666666666666696,0.6457213759422302,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-51.58333333333333,0.41666666666666696,0.4360818564891815,4,1,1,341.9099951791807,Muito alta,Lacuna de proteção,Refúgio climático
-53.58333333333333,0.25,0.4056614637374878,4,1,1,341.9156265911286,Muito alta,Lacuna de proteção,Refúgio climático
-53.416666666666664,0.25,0.3824220299720764,4,1,1,341.9156265911286,Muito alta,Lacuna de proteção,Refúgio climático
-53.25,0.25,0.380088210105896,4,1,1,341.9156265911286,Muito alta,Lacuna de proteção,Refúgio climático
-53.08333333333333,0.25,0.5302966237068176,4,1,1,341.9156265911286,Muito alta,Lacuna de proteção,Refúgio climático
-52.916666666666664,0.25,0.6123076677322388,4,1,1,341.9156265911286,Muito alta,Lacuna de proteção,Refúgio climático
-52.75,0.25,0.5549009442329407,4,1,1,341.9156265911286,Muito alta,Lacuna de proteção,Refúgio climático
-52.58333333333333,0.25,0.5246175527572632,4,1,1,341.9156265911286,Muito alta,Lacuna de proteção,Refúgio climático
