lon,lat,cenario,adequabilidade
-62.41666666666667,3.916666666666669,ssp245,0.097943015396595
-62.41666666666667,3.916666666666669,ssp370,0.08495426923036575
-62.41666666666667,3.916666666666669,ssp585,0.0929252877831459
-62.25,3.916666666666669,ssp126,0.06435436755418777
-62.25,3.916666666666669,ssp245,0.05404021218419075
-62.25,3.916666666666669,ssp370,0.051329631358385086
-62.25,3.916666666666669,ssp585,0.04816995561122894
-62.083333333333336,3.916666666666669,ssp126,0.10123248398303986
-62.083333333333336,3.916666666666669,ssp245,0.0844397321343422
-62.083333333333336,3.916666666666669,ssp370,0.07526770234107971
-62.083333333333336,3.916666666666669,ssp585,0.08977186679840088
-61.91666666666667,3.916666666666669,ssp126,0.13211983442306519
-61.91666666666667,3.916666666666669,ssp245,0.11400097608566284
-61.91666666666667,3.916666666666669,ssp370,0.103230781853199
-61.91666666666667,3.916666666666669,ssp585,0.1123853474855423
-61.75,3.916666666666669,ssp126,0.151978999376297
-61.75,3.916666666666669,ssp245,0.1240343227982521
-61.75,3.916666666666669,ssp370,0.11177138239145279
-61.75,3.916666666666669,ssp585,0.11398535966873169
-61.583333333333336,3.916666666666669,ssp126,0.2707905173301697
-61.583333333333336,3.916666666666669,ssp245,0.23606514930725098
-61.583333333333336,3.916666666666669,ssp370,0.22268974781036377
-61.583333333333336,3.916666666666669,ssp585,0.2498038113117218
-61.41666666666667,3.916666666666669,ssp126,0.23737004399299622
-61.41666666666667,3.916666666666669,ssp245,0.21650516986846924
-61.41666666666667,3.916666666666669,ssp370,0.2325097769498825
-61.41666666666667,3.916666666666669,ssp585,0.29223042726516724
-61.25,3.916666666666669,ssp126,0.16224007308483124
-61.25,3.916666666666669,ssp245,0.17885790765285492
-61.25,3.916666666666669,ssp370,0.19047559797763824
-61.25,3.916666666666669,ssp585,0.23054349422454834
-61.083333333333336,3.916666666666669,ssp126,0.14271724224090576
-61.083333333333336,3.916666666666669,ssp245,0.14768876135349274
-61.083333333333336,3.916666666666669,ssp370,0.1537453830242157
-61.083333333333336,3.916666666666669,ssp585,0.14990843832492828
-60.91666666666667,3.916666666666669,ssp126,0.1273851990699768
-60.91666666666667,3.916666666666669,ssp245,0.12832529842853546
-60.91666666666667,3.916666666666669,ssp370,0.13973553478717804
-60.91666666666667,3.916666666666669,ssp585,0.12503215670585632
-60.75,3.916666666666669,ssp126,0.12255240976810455
-60.75,3.916666666666669,ssp245,0.13114067912101746
-60.75,3.916666666666669,ssp370,0.15661181509494781
-60.75,3.916666666666669,ssp585,0.19877904653549194
-60.583333333333336,3.916666666666669,ssp126,0.10775143653154373
-60.583333333333336,3.916666666666669,ssp245,0.11554296314716339
-60.583333333333336,3.916666666666669,ssp370,0.12314935028553009
-60.583333333333336,3.916666666666669,ssp585,0.15520967543125153
-60.41666666666667,3.916666666666669,ssp126,0.11272216588258743
-60.41666666666667,3.916666666666669,ssp245,0.11725331842899323
-60.41666666666667,3.916666666666669,ssp370,0.1280074417591095
-60.41666666666667,3.916666666666669,ssp585,0.16362358629703522
-60.25,3.916666666666669,ssp126,0.1465265452861786
-60.25,3.916666666666669,ssp245,0.13022613525390625
-60.25,3.916666666666669,ssp370,0.14335843920707703
-60.25,3.916666666666669,ssp585,0.1784072071313858
-60.083333333333336,3.916666666666669,ssp126,0.09445308148860931
-60.083333333333336,3.916666666666669,ssp245,0.082253098487854
-60.083333333333336,3.916666666666669,ssp370,0.08514980226755142
-60.083333333333336,3.916666666666669,ssp585,0.1063026562333107
-59.91666666666667,3.916666666666669,ssp126,0.09554234892129898
-59.91666666666667,3.916666666666669,ssp245,0.08585181832313538
-59.91666666666667,3.916666666666669,ssp370,0.08782249689102173
-59.91666666666667,3.916666666666669,ssp585,0.1297372579574585
-59.75,3.916666666666669,ssp126,0.16088087856769562
-59.75,3.916666666666669,ssp245,0.17235253751277924
-59.75,3.916666666666669,ssp370,0.17372190952301025
-59.75,3.916666666666669,ssp585,0.2334265112876892
-51.583333333333336,3.916666666666669,ssp126,0.5098950266838074
-51.583333333333336,3.916666666666669,ssp245,0.5229219198226929
-51.583333333333336,3.916666666666669,ssp370,0.6344864964485168
-51.583333333333336,3.916666666666669,ssp585,0.7038794755935669
-51.41666666666667,3.916666666666669,ssp126,0.4372970163822174
-51.41666666666667,3.916666666666669,ssp245,0.46950075030326843
-51.41666666666667,3.916666666666669,ssp370,0.578249454498291
-51.41666666666667,3.916666666666669,ssp585,0.6428936719894409
-64.08333333333333,3.7500000000000027,ssp126,0.024121204391121864
-64.08333333333333,3.7500000000000027,ssp245,0.02634165808558464
-64.08333333333333,3.7500000000000027,ssp370,0.02926117368042469
-64.08333333333333,3.7500000000000027,ssp585,0.025539197027683258
-63.91666666666667,3.7500000000000027,ssp126,0.026014121249318123
-63.91666666666667,3.7500000000000027,ssp245,0.02328548952937126
-63.91666666666667,3.7500000000000027,ssp370,0.02671019174158573
-63.91666666666667,3.7500000000000027,ssp585,0.048286017030477524
-63.75,3.7500000000000027,ssp126,0.02352968417108059
-63.75,3.7500000000000027,ssp245,0.023736046627163887
-63.75,3.7500000000000027,ssp370,0.02902212366461754
-63.75,3.7500000000000027,ssp585,0.03277735039591789
-63.583333333333336,3.7500000000000027,ssp126,0.01705051027238369
-63.583333333333336,3.7500000000000027,ssp245,0.031773459166288376
-63.583333333333336,3.7500000000000027,ssp370,0.038836102932691574
-63.583333333333336,3.7500000000000027,ssp585,0.04902661591768265
-63.41666666666667,3.7500000000000027,ssp126,0.07418399304151535
-63.41666666666667,3.7500000000000027,ssp245,0.07067099213600159
-63.41666666666667,3.7500000000000027,ssp370,0.06678816676139832
-63.41666666666667,3.7500000000000027,ssp585,0.0765465572476387
-62.583333333333336,3.7500000000000027,ssp126,0.11625317484140396
-62.583333333333336,3.7500000000000027,ssp245,0.11228746175765991
-62.583333333333336,3.7500000000000027,ssp370,0.09544538706541061
-62.583333333333336,3.7500000000000027,ssp585,0.0946037694811821
-62.41666666666667,3.7500000000000027,ssp126,0.09065688401460648
-62.41666666666667,3.7500000000000027,ssp245,0.07351204007863998
-62.41666666666667,3.7500000000000027,ssp370,0.06977028399705887
-62.41666666666667,3.7500000000000027,ssp585,0.10114631056785583
-62.25,3.7500000000000027,ssp126,0.07554150372743607
-62.25,3.7500000000000027,ssp245,0.07357272505760193
-62.25,3.7500000000000027,ssp370,0.06672663986682892
-62.25,3.7500000000000027,ssp585,0.09045639634132385
-62.083333333333336,3.7500000000000027,ssp126,0.13116084039211273
-62.083333333333336,3.7500000000000027,ssp245,0.10876448452472687
-62.083333333333336,3.7500000000000027,ssp370,0.09500545263290405
-62.083333333333336,3.7500000000000027,ssp585,0.12127585709095001
-61.91666666666667,3.7500000000000027,ssp126,0.18844835460186005
-61.91666666666667,3.7500000000000027,ssp245,0.15174955129623413
-61.91666666666667,3.7500000000000027,ssp370,0.15756873786449432
-61.91666666666667,3.7500000000000027,ssp585,0.19023576378822327
-61.75,3.7500000000000027,ssp126,0.06700557470321655
-61.75,3.7500000000000027,ssp245,0.07276442646980286
-61.75,3.7500000000000027,ssp370,0.072657510638237
-61.75,3.7500000000000027,ssp585,0.0780046135187149
-61.583333333333336,3.7500000000000027,ssp126,0.19383347034454346
-61.583333333333336,3.7500000000000027,ssp245,0.1713399440050125
-61.583333333333336,3.7500000000000027,ssp370,0.17257852852344513
-61.583333333333336,3.7500000000000027,ssp585,0.20537568628787994
-61.41666666666667,3.7500000000000027,ssp126,0.19754016399383545
-61.41666666666667,3.7500000000000027,ssp245,0.2091345638036728
-61.41666666666667,3.7500000000000027,ssp370,0.2194192111492157
-61.41666666666667,3.7500000000000027,ssp585,0.28375643491744995
-61.25,3.7500000000000027,ssp126,0.13174490630626678
-61.25,3.7500000000000027,ssp245,0.14560970664024353
-61.25,3.7500000000000027,ssp370,0.15378355979919434
-61.25,3.7500000000000027,ssp585,0.226352721452713
-61.083333333333336,3.7500000000000027,ssp126,0.10869409888982773
-61.083333333333336,3.7500000000000027,ssp245,0.11978249251842499
-61.083333333333336,3.7500000000000027,ssp370,0.13528907299041748
-61.083333333333336,3.7500000000000027,ssp585,0.15621419250965118
-60.91666666666667,3.7500000000000027,ssp126,0.10380805283784866
-60.91666666666667,3.7500000000000027,ssp245,0.11520775407552719
-60.91666666666667,3.7500000000000027,ssp370,0.12412677705287933
-60.91666666666667,3.7500000000000027,ssp585,0.13208001852035522
-60.75,3.7500000000000027,ssp126,0.1410929411649704
-60.75,3.7500000000000027,ssp245,0.15387369692325592
-60.75,3.7500000000000027,ssp370,0.1738022267818451
-60.75,3.7500000000000027,ssp585,0.199870765209198
-60.583333333333336,3.7500000000000027,ssp126,0.12371893227100372
-60.583333333333336,3.7500000000000027,ssp245,0.12850041687488556
-60.583333333333336,3.7500000000000027,ssp370,0.1399262547492981
-60.583333333333336,3.7500000000000027,ssp585,0.17604918777942657
-60.41666666666667,3.7500000000000027,ssp126,0.11499378830194473
-60.41666666666667,3.7500000000000027,ssp245,0.11841106414794922
-60.41666666666667,3.7500000000000027,ssp370,0.14333155751228333
-60.41666666666667,3.7500000000000027,ssp585,0.16140234470367432
-60.25,3.7500000000000027,ssp126,0.14125250279903412
-60.25,3.7500000000000027,ssp245,0.15225552022457123
-60.25,3.7500000000000027,ssp370,0.16048136353492737
-60.25,3.7500000000000027,ssp585,0.1931638866662979
-60.083333333333336,3.7500000000000027,ssp126,0.16755934059619904
-60.083333333333336,3.7500000000000027,ssp245,0.18440397083759308
-60.083333333333336,3.7500000000000027,ssp370,0.20550137758255005
-60.083333333333336,3.7500000000000027,ssp585,0.2277183085680008
-59.91666666666667,3.7500000000000027,ssp126,0.14058642089366913
-59.91666666666667,3.7500000000000027,ssp245,0.152558371424675
-59.91666666666667,3.7500000000000027,ssp370,0.17496460676193237
-59.91666666666667,3.7500000000000027,ssp585,0.18617558479309082
-51.75,3.7500000000000027,ssp126,0.5265383720397949
-51.75,3.7500000000000027,ssp245,0.5452796816825867
-51.75,3.7500000000000027,ssp370,0.6798983216285706
-51.75,3.7500000000000027,ssp585,0.7363198399543762
-51.583333333333336,3.7500000000000027,ssp126,0.5178917050361633
-51.583333333333336,3.7500000000000027,ssp245,0.5519647598266602
-51.583333333333336,3.7500000000000027,ssp370,0.6744468808174133
-51.583333333333336,3.7500000000000027,ssp585,0.7172480821609497
-51.41666666666667,3.7500000000000027,ssp126,0.4707120656967163
-51.41666666666667,3.7500000000000027,ssp245,0.534605860710144
-51.41666666666667,3.7500000000000027,ssp370,0.6278263926506042
-51.41666666666667,3.7500000000000027,ssp585,0.6755275130271912
-51.25,3.7500000000000027,ssp126,0.47033271193504333
-51.25,3.7500000000000027,ssp245,0.5414859652519226
-51.25,3.7500000000000027,ssp370,0.6225470304489136
-51.25,3.7500000000000027,ssp585,0.6935714483261108
-63.91666666666667,3.5833333333333357,ssp126,0.0141228549182415
-63.91666666666667,3.5833333333333357,ssp245,0.01345172617584467
-63.91666666666667,3.5833333333333357,ssp370,0.022042665630578995
-63.91666666666667,3.5833333333333357,ssp585,0.04807824268937111
-63.75,3.5833333333333357,ssp126,0.03484594076871872
-63.75,3.5833333333333357,ssp245,0.031145792454481125
-63.75,3.5833333333333357,ssp370,0.03195197135210037
-63.75,3.5833333333333357,ssp585,0.045519571751356125
-63.583333333333336,3.5833333333333357,ssp126,0.025629013776779175
-63.583333333333336,3.5833333333333357,ssp245,0.026612240821123123
-63.583333333333336,3.5833333333333357,ssp370,0.037926431745290756
-63.583333333333336,3.5833333333333357,ssp585,0.04227158799767494
-63.41666666666667,3.5833333333333357,ssp126,0.03826795890927315
-63.41666666666667,3.5833333333333357,ssp245,0.06059780344367027
-63.41666666666667,3.5833333333333357,ssp370,0.05764569342136383
-63.41666666666667,3.5833333333333357,ssp585,0.058003559708595276
-63.25,3.5833333333333357,ssp126,0.09299413859844208
-63.25,3.5833333333333357,ssp245,0.07684490084648132
-63.25,3.5833333333333357,ssp370,0.07121928036212921
-63.25,3.5833333333333357,ssp585,0.0774320662021637
-63.083333333333336,3.5833333333333357,ssp126,0.13719570636749268
-63.083333333333336,3.5833333333333357,ssp245,0.12852945923805237
-63.083333333333336,3.5833333333333357,ssp370,0.11004506051540375
-63.083333333333336,3.5833333333333357,ssp585,0.09944746643304825
-62.91666666666667,3.5833333333333357,ssp126,0.017878849059343338
-62.91666666666667,3.5833333333333357,ssp245,0.022609839215874672
-62.91666666666667,3.5833333333333357,ssp370,0.032427430152893066
-62.91666666666667,3.5833333333333357,ssp585,0.04295148327946663
-62.75,3.5833333333333357,ssp126,0.013680045492947102
-62.75,3.5833333333333357,ssp245,0.01660339906811714
-62.75,3.5833333333333357,ssp370,0.037712402641773224
-62.75,3.5833333333333357,ssp585,0.040366534143686295
-62.583333333333336,3.5833333333333357,ssp126,0.078488290309906
-62.583333333333336,3.5833333333333357,ssp245,0.07000378519296646
-62.583333333333336,3.5833333333333357,ssp370,0.06227092444896698
-62.583333333333336,3.5833333333333357,ssp585,0.06199263036251068
-62.41666666666667,3.5833333333333357,ssp126,0.11830038577318192
-62.41666666666667,3.5833333333333357,ssp245,0.09918045252561569
-62.41666666666667,3.5833333333333357,ssp370,0.09290085732936859
-62.41666666666667,3.5833333333333357,ssp585,0.13527818024158478
-62.25,3.5833333333333357,ssp126,0.08309641480445862
-62.25,3.5833333333333357,ssp245,0.07178299129009247
-62.25,3.5833333333333357,ssp370,0.06640058755874634
-62.25,3.5833333333333357,ssp585,0.09388766437768936
-62.083333333333336,3.5833333333333357,ssp126,0.08882322907447815
-62.083333333333336,3.5833333333333357,ssp245,0.07760342210531235
-62.083333333333336,3.5833333333333357,ssp370,0.07509808987379074
-62.083333333333336,3.5833333333333357,ssp585,0.09677215665578842
-61.91666666666667,3.5833333333333357,ssp126,0.14749829471111298
-61.91666666666667,3.5833333333333357,ssp245,0.12310560792684555
-61.91666666666667,3.5833333333333357,ssp370,0.13628529012203217
-61.91666666666667,3.5833333333333357,ssp585,0.17476284503936768
-61.75,3.5833333333333357,ssp126,0.26585885882377625
-61.75,3.5833333333333357,ssp245,0.2542004883289337
-61.75,3.5833333333333357,ssp370,0.28493425250053406
-61.75,3.5833333333333357,ssp585,0.3115788996219635
-61.583333333333336,3.5833333333333357,ssp126,0.2788020074367523
-61.583333333333336,3.5833333333333357,ssp245,0.257760226726532
-61.583333333333336,3.5833333333333357,ssp370,0.2913976013660431
-61.583333333333336,3.5833333333333357,ssp585,0.34438303112983704
-61.41666666666667,3.5833333333333357,ssp126,0.15158309042453766
-61.41666666666667,3.5833333333333357,ssp245,0.14598557353019714
-61.41666666666667,3.5833333333333357,ssp370,0.16532479226589203
-61.41666666666667,3.5833333333333357,ssp585,0.21227268874645233
-61.25,3.5833333333333357,ssp126,0.1342802196741104
-61.25,3.5833333333333357,ssp245,0.14814651012420654
-61.25,3.5833333333333357,ssp370,0.1525307297706604
-61.25,3.5833333333333357,ssp585,0.18730568885803223
-61.083333333333336,3.5833333333333357,ssp126,0.12322480231523514
-61.083333333333336,3.5833333333333357,ssp245,0.18730081617832184
-61.083333333333336,3.5833333333333357,ssp370,0.17988866567611694
-61.083333333333336,3.5833333333333357,ssp585,0.1947392374277115
-60.91666666666667,3.5833333333333357,ssp126,0.12604916095733643
-60.91666666666667,3.5833333333333357,ssp245,0.1536792814731598
-60.91666666666667,3.5833333333333357,ssp370,0.16145986318588257
-60.91666666666667,3.5833333333333357,ssp585,0.17040249705314636
-60.75,3.5833333333333357,ssp126,0.1262367069721222
-60.75,3.5833333333333357,ssp245,0.13554024696350098
-60.75,3.5833333333333357,ssp370,0.1535731554031372
-60.75,3.5833333333333357,ssp585,0.16898925602436066
-60.583333333333336,3.5833333333333357,ssp126,0.11650677770376205
-60.583333333333336,3.5833333333333357,ssp245,0.12034033983945847
-60.583333333333336,3.5833333333333357,ssp370,0.1423281580209732
-60.583333333333336,3.5833333333333357,ssp585,0.158087357878685
-60.41666666666667,3.5833333333333357,ssp126,0.10822048038244247
-60.41666666666667,3.5833333333333357,ssp245,0.11345405876636505
-60.41666666666667,3.5833333333333357,ssp370,0.130189448595047
-60.41666666666667,3.5833333333333357,ssp585,0.14247077703475952
-60.25,3.5833333333333357,ssp126,0.11954502016305923
-60.25,3.5833333333333357,ssp245,0.1293545663356781
-60.25,3.5833333333333357,ssp370,0.1483597606420517
-60.25,3.5833333333333357,ssp585,0.1628217101097107
-60.083333333333336,3.5833333333333357,ssp126,0.11276408284902573
-60.083333333333336,3.5833333333333357,ssp245,0.12307462096214294
-60.083333333333336,3.5833333333333357,ssp370,0.14043627679347992
-60.083333333333336,3.5833333333333357,ssp585,0.1504702866077423
-59.91666666666667,3.5833333333333357,ssp126,0.086452417075634
-59.91666666666667,3.5833333333333357,ssp245,0.09134257584810257
-59.91666666666667,3.5833333333333357,ssp370,0.1076417937874794
-59.91666666666667,3.5833333333333357,ssp585,0.1257510930299759
-51.75,3.5833333333333357,ssp126,0.5355123281478882
-51.75,3.5833333333333357,ssp245,0.5773426294326782
-51.75,3.5833333333333357,ssp370,0.6600868105888367
-51.75,3.5833333333333357,ssp585,0.7149028182029724
-51.583333333333336,3.5833333333333357,ssp126,0.5672152042388916
-51.583333333333336,3.5833333333333357,ssp245,0.6267744302749634
-51.583333333333336,3.5833333333333357,ssp370,0.7064699530601501
-51.583333333333336,3.5833333333333357,ssp585,0.7487661838531494
-51.41666666666667,3.5833333333333357,ssp126,0.5735757350921631
-51.41666666666667,3.5833333333333357,ssp245,0.6293537616729736
-51.41666666666667,3.5833333333333357,ssp370,0.7093577980995178
