lon,lat,classe,periodo,periodo_legenda,ordem,classe_nome
-62.083333333333336,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.75,3.916666666666669,1,lig,Último Interglacial,1,Adequado apenas atual
-61.583333333333336,3.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-61.41666666666667,3.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-61.25,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-59.75,3.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-51.583333333333336,3.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,3.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-64.08333333333333,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.91666666666667,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.75,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.583333333333336,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.41666666666667,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,3.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-61.75,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.583333333333336,3.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-61.41666666666667,3.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-61.25,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,3.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-51.75,3.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,3.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,3.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.25,3.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-63.91666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.75,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.583333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.41666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.25,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,3.5833333333333357,1,lig,Último Interglacial,1,Adequado apenas atual
-61.75,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-61.583333333333336,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-61.41666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.25,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-51.75,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.25,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-63.91666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.75,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.583333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.41666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.25,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,3.416666666666669,1,lig,Último Interglacial,1,Adequado apenas atual
-61.75,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-61.583333333333336,3.416666666666669,1,lig,Último Interglacial,1,Adequado apenas atual
-61.41666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.25,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-59.91666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-51.91666666666667,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.75,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.25,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-63.91666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.75,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.583333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.41666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.25,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.75,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.583333333333336,3.2500000000000027,1,lig,Último Interglacial,1,Adequado apenas atual
-61.41666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.25,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-52.083333333333336,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.91666666666667,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.75,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.25,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado
-63.91666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.75,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.583333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.41666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.25,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.75,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.583333333333336,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado
-61.41666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.25,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-52.083333333333336,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.91666666666667,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.75,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.25,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado
-63.91666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.75,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.583333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.41666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.25,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.75,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-61.583333333333336,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-61.41666666666667,2.916666666666669,1,lig,Último Interglacial,1,Adequado apenas atual
-61.25,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-52.25,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-52.083333333333336,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.91666666666667,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.75,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.25,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado
-63.91666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.75,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.583333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.41666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.25,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.75,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.583333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.41666666666667,2.7500000000000027,1,lig,Último Interglacial,1,Adequado apenas atual
-61.25,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-52.25,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-52.083333333333336,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.91666666666667,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.75,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.25,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-51.083333333333336,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado
-63.91666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.75,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.583333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.41666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.25,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.75,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-61.583333333333336,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-61.41666666666667,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-61.25,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-61.083333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos
-52.41666666666667,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-52.25,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-52.083333333333336,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.91666666666667,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.75,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.25,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-51.083333333333336,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado
-63.25,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.75,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.583333333333336,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-61.41666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.25,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-61.083333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.91666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.75,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.583333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.41666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.25,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-60.083333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-55.25,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-55.083333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos
-52.41666666666667,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-52.25,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-52.083333333333336,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.91666666666667,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.75,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.583333333333336,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.41666666666667,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.25,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-51.083333333333336,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-50.91666666666667,2.416666666666669,3,lig,Último Interglacial,1,Estável adequado
-63.25,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-63.083333333333336,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.91666666666667,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.75,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.583333333333336,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.41666666666667,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.25,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-62.083333333333336,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
-61.91666666666667,2.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos
