lon,lat,classe,periodo,periodo_legenda,ordem,classe_nome,area_km2
-62.75,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-62.583333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-62.41666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-62.25,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-62.083333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-61.91666666666667,3.5833333333333357,1,lig,Último Interglacial,1,Adequado apenas atual,341.2681716232605
-61.75,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.2681716232605
-61.583333333333336,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.2681716232605
-61.41666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-61.25,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-61.083333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-60.91666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-60.75,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-60.583333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-60.41666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-60.25,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-60.083333333333336,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-59.91666666666667,3.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.2681716232605
-51.75,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.2681716232605
-51.583333333333336,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.2681716232605
-51.41666666666667,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.2681716232605
-51.25,3.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.2681716232605
-63.91666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-63.75,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-63.583333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-63.41666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-63.25,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-63.083333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-62.91666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-62.75,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-62.583333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-62.41666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-62.25,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-62.083333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-61.91666666666667,3.416666666666669,1,lig,Último Interglacial,1,Adequado apenas atual,341.32727389987184
-61.75,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado,341.32727389987184
-61.583333333333336,3.416666666666669,1,lig,Último Interglacial,1,Adequado apenas atual,341.32727389987184
-61.41666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-61.25,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-61.083333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-60.91666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-60.75,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-60.583333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-60.41666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-60.25,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-60.083333333333336,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-59.91666666666667,3.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.32727389987184
-51.91666666666667,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado,341.32727389987184
-51.75,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado,341.32727389987184
-51.583333333333336,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado,341.32727389987184
-51.41666666666667,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado,341.32727389987184
-51.25,3.416666666666669,3,lig,Último Interglacial,1,Estável adequado,341.32727389987184
-63.91666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-63.75,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-63.583333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-63.41666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-63.25,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-63.083333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-62.91666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-62.75,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-62.583333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-62.41666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-62.25,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-62.083333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-61.91666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-61.75,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-61.583333333333336,3.2500000000000027,1,lig,Último Interglacial,1,Adequado apenas atual,341.3835642446899
-61.41666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-61.25,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-61.083333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-60.91666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-60.75,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-60.583333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-60.41666666666667,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-60.25,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-60.083333333333336,3.2500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.3835642446899
-52.083333333333336,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.3835642446899
-51.91666666666667,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.3835642446899
-51.75,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.3835642446899
-51.583333333333336,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.3835642446899
-51.41666666666667,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.3835642446899
-51.25,3.2500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.3835642446899
-63.91666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-63.75,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-63.583333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-63.41666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-63.25,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-63.083333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-62.91666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-62.75,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-62.583333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-62.41666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-62.25,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-62.083333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-61.91666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-61.75,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-61.583333333333336,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.43704229724693
-61.41666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-61.25,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-61.083333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-60.91666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-60.75,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-60.583333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-60.41666666666667,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-60.25,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-60.083333333333336,3.0833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.43704229724693
-52.083333333333336,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.43704229724693
-51.91666666666667,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.43704229724693
-51.75,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.43704229724693
-51.583333333333336,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.43704229724693
-51.41666666666667,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.43704229724693
-51.25,3.0833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.43704229724693
-63.91666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-63.75,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-63.583333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-63.41666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-63.25,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-63.083333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-62.91666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-62.75,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-62.583333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-62.41666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-62.25,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-62.083333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-61.91666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-61.75,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-61.583333333333336,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-61.41666666666667,2.916666666666669,1,lig,Último Interglacial,1,Adequado apenas atual,341.48770771511744
-61.25,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-61.083333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-60.91666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-60.75,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-60.583333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-60.41666666666667,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-60.25,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-60.083333333333336,2.916666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.48770771511744
-52.25,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-52.083333333333336,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-51.91666666666667,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-51.75,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-51.583333333333336,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-51.41666666666667,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-51.25,2.916666666666669,3,lig,Último Interglacial,1,Estável adequado,341.48770771511744
-63.91666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-63.75,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-63.583333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-63.41666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-63.25,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-63.083333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-62.91666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-62.75,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-62.583333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-62.41666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-62.25,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-62.083333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-61.91666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-61.75,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-61.583333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-61.41666666666667,2.7500000000000027,1,lig,Último Interglacial,1,Adequado apenas atual,341.5355601739359
-61.25,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-61.083333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-60.91666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-60.75,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-60.583333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-60.41666666666667,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-60.25,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-60.083333333333336,2.7500000000000027,0,lig,Último Interglacial,1,Inadequado em ambos,341.5355601739359
-52.25,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.5355601739359
-52.083333333333336,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.5355601739359
-51.91666666666667,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.5355601739359
-51.75,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.5355601739359
-51.583333333333336,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.5355601739359
-51.41666666666667,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.5355601739359
-51.25,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.5355601739359
-51.083333333333336,2.7500000000000027,3,lig,Último Interglacial,1,Estável adequado,341.5355601739359
-63.91666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-63.75,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-63.583333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-63.41666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-63.25,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-63.083333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-62.91666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-62.75,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-62.583333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-62.41666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-62.25,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-62.083333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-61.91666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-61.75,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-61.583333333333336,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-61.41666666666667,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-61.25,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-61.083333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-60.91666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-60.75,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-60.583333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-60.41666666666667,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-60.25,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-60.083333333333336,2.5833333333333357,0,lig,Último Interglacial,1,Inadequado em ambos,341.58059936738397
-52.41666666666667,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-52.25,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-52.083333333333336,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-51.91666666666667,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-51.75,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-51.583333333333336,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-51.41666666666667,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-51.25,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-51.083333333333336,2.5833333333333357,3,lig,Último Interglacial,1,Estável adequado,341.58059936738397
-63.25,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-63.083333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-62.91666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-62.75,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-62.583333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-62.41666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-62.25,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-62.083333333333336,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-61.91666666666667,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
-61.75,2.416666666666669,0,lig,Último Interglacial,1,Inadequado em ambos,341.622825007185
